date,GLDI_Open,GLDI_High,GLDI_Low,GLDI_Close,GLDI_Volume,GLDI_Dividends,GLDI_Stock Splits
2013-01-29 00:00:00+00:00,402.0,402.0,401.0,126.5449676513672,2065,0.0,
2013-01-30 00:00:00+00:00,404.0,405.0,403.3999938964844,127.3647232055664,1800,0.0,
2013-01-31 00:00:00+00:00,402.7999877929688,403.0,400.3999938964844,126.60801696777344,2890,0.0,
2013-02-01 00:00:00+00:00,634.2000122070312,634.2000122070312,402.0,126.98639678955078,3080,0.0,
2013-02-04 00:00:00+00:00,402.2000122070313,404.3999938964844,402.0,127.3647232055664,1790,0.0,
2013-02-05 00:00:00+00:00,405.2000122070313,405.2000122070313,402.5799865722656,127.23857879638672,1725,0.0,
2013-02-06 00:00:00+00:00,403.6000061035156,404.8800048828125,403.6000061035156,127.61687469482422,1590,0.0,
2013-02-07 00:00:00+00:00,402.6000061035156,405.3999938964844,402.0,127.3647232055664,1350,0.0,
2013-02-08 00:00:00+00:00,403.2000122070313,403.7999877929688,402.6000061035156,126.98639678955078,715,0.0,
2013-02-11 00:00:00+00:00,457.6000061035156,457.6000061035156,398.6000061035156,125.85137176513672,1960,0.0,
2013-02-12 00:00:00+00:00,398.7999877929688,400.3999938964844,398.0,125.97750091552734,1710,0.0,
2013-02-13 00:00:00+00:00,398.6000061035156,398.7999877929688,397.2000122070313,125.28396606445312,790,0.0,
2013-02-14 00:00:00+00:00,398.7999877929688,398.9200134277344,396.2000122070313,125.0317153930664,450,0.0,
2013-02-15 00:00:00+00:00,389.7999877929688,389.7999877929688,386.6000061035156,122.78035736083984,1710,2.3,
2013-02-19 00:00:00+00:00,387.6000061035156,388.2000122070313,386.6000061035156,122.59002685546876,530,0.0,
2013-02-20 00:00:00+00:00,382.6000061035156,383.0,377.0,119.54592895507812,500,0.0,
2013-02-21 00:00:00+00:00,378.3999938964844,381.7999877929688,378.3999938964844,120.4972152709961,465,0.0,
2013-02-22 00:00:00+00:00,380.0,381.0,380.0,120.81437683105467,465,0.0,
2013-02-25 00:00:00+00:00,382.7999877929688,385.3999938964844,382.05999755859375,122.0827178955078,1265,0.0,
2013-02-26 00:00:00+00:00,383.3999938964844,389.3999938964844,383.3999938964844,123.47793579101562,1330,0.0,
2013-02-27 00:00:00+00:00,387.6000061035156,387.6000061035156,384.1799926757813,122.14620208740234,525,0.0,
2013-02-28 00:00:00+00:00,383.0,383.0,379.6000061035156,120.75091552734376,1180,0.0,
2013-03-01 00:00:00+00:00,381.6000061035156,381.6000061035156,380.0,120.4972152709961,1020,0.0,
2013-03-04 00:00:00+00:00,380.7999877929688,380.7999877929688,378.7999877929688,120.1167221069336,640,0.0,
2013-03-05 00:00:00+00:00,381.3999938964844,381.3999938964844,378.4200134277344,120.37035369873048,340,0.0,
2013-03-06 00:00:00+00:00,379.2000122070313,381.7999877929688,379.2000122070313,120.94115447998048,1485,0.0,
2013-03-07 00:00:00+00:00,380.3999938964844,380.3999938964844,379.739990234375,120.5606460571289,1120,0.0,
2013-03-08 00:00:00+00:00,449.3999938964844,449.3999938964844,377.2000122070313,120.68751525878906,5430,0.0,
2013-03-11 00:00:00+00:00,383.2000122070313,383.2000122070313,380.6000061035156,120.94115447998048,500,0.0,
2013-03-12 00:00:00+00:00,383.7999877929688,383.9800109863281,383.2000122070313,121.67681884765624,530,0.0,
2013-03-13 00:00:00+00:00,384.2000122070313,384.2000122070313,382.2000122070313,121.38514709472656,1975,0.0,
2013-03-14 00:00:00+00:00,381.7999877929688,383.7999877929688,381.7999877929688,121.38514709472656,890,0.0,
2013-03-15 00:00:00+00:00,384.0,384.2000122070313,383.6000061035156,121.63878631591795,295,0.0,
2013-03-18 00:00:00+00:00,388.7999877929688,388.7999877929688,383.6000061035156,122.22438049316406,970,1.44,
2013-03-19 00:00:00+00:00,384.6000061035156,385.0,384.2000122070313,122.41537475585938,355,0.0,
2013-03-20 00:00:00+00:00,384.3999938964844,385.3999938964844,383.3999938964844,122.47908020019533,430,0.0,
2013-03-21 00:00:00+00:00,385.2000122070313,385.6000061035156,385.0400085449219,122.73369598388672,415,0.0,
2013-03-22 00:00:00+00:00,384.3999938964844,385.0,384.3999938964844,122.49822998046876,545,0.0,
2013-03-25 00:00:00+00:00,382.7999877929688,385.0,382.7999877929688,122.47908020019533,1060,0.0,
2013-03-26 00:00:00+00:00,383.3200073242188,384.3999938964844,383.3200073242188,122.35179901123048,155,0.0,
2013-03-27 00:00:00+00:00,384.0,385.6000061035156,384.0,122.5427017211914,3285,0.0,
