date,CMCT_Open,CMCT_High,CMCT_Low,CMCT_Close,CMCT_Volume,CMCT_Dividends,CMCT_Stock Splits
1993-12-17 00:00:00+00:00,225.0,225.0,225.0,5.405948162078857,84180,0.0,
1993-12-20 00:00:00+00:00,225.0,228.75,225.0,5.496044635772705,1067,0.0,
1993-12-21 00:00:00+00:00,226.875,228.75,225.0,5.405948162078857,2187,0.0,
1993-12-22 00:00:00+00:00,225.0,228.75,225.0,5.405948162078857,1340,0.0,
1993-12-23 00:00:00+00:00,226.875,228.75,225.0,5.496044635772705,127,0.0,
1993-12-27 00:00:00+00:00,225.0,225.0,225.0,5.405948162078857,2233,0.0,
1993-12-28 00:00:00+00:00,225.0,228.75,225.0,5.405948162078857,680,0.0,
1993-12-29 00:00:00+00:00,225.0,228.75,225.0,5.405948162078857,1207,0.0,
1993-12-30 00:00:00+00:00,225.0,228.75,225.0,5.405948162078857,1093,0.0,
1993-12-31 00:00:00+00:00,225.0,226.875,225.0,5.405948162078857,1287,0.0,
1994-01-03 00:00:00+00:00,225.0,228.75,221.25,5.3158488273620605,1433,0.0,
1994-01-04 00:00:00+00:00,221.25,225.0,217.5,5.225749492645264,2980,0.0,
1994-01-05 00:00:00+00:00,217.5,221.25,217.5,5.225749492645264,3120,0.0,
1994-01-06 00:00:00+00:00,217.5,221.25,217.5,5.225749492645264,1647,0.0,
1994-01-07 00:00:00+00:00,217.5,221.25,217.5,5.270798683166504,413,0.0,
1994-01-10 00:00:00+00:00,217.5,221.25,217.5,5.225749492645264,1807,0.0,
1994-01-11 00:00:00+00:00,217.5,217.5,217.5,5.225749492645264,7,0.0,
1994-01-12 00:00:00+00:00,225.0,225.0,217.5,5.225749492645264,1720,0.0,
1994-01-13 00:00:00+00:00,225.0,225.0,217.5,5.405948162078857,273,0.0,
1994-01-14 00:00:00+00:00,225.0,225.0,217.5,5.225749492645264,1240,0.0,
1994-01-17 00:00:00+00:00,225.0,225.0,217.5,5.3158488273620605,807,0.0,
1994-01-18 00:00:00+00:00,217.5,225.0,217.5,5.225749492645264,1540,0.0,
1994-01-19 00:00:00+00:00,217.5,221.25,210.0,5.0455498695373535,2627,0.0,
1994-01-20 00:00:00+00:00,211.875,217.5,210.0,5.135650634765625,973,0.0,
1994-01-21 00:00:00+00:00,217.5,217.5,210.0,5.135650634765625,940,0.0,
1994-01-24 00:00:00+00:00,210.0,213.75,210.0,5.0455498695373535,593,0.0,
1994-01-25 00:00:00+00:00,210.0,213.75,206.25,5.135650634765625,1453,0.0,
1994-01-26 00:00:00+00:00,213.75,215.625,206.25,5.135650634765625,1747,0.0,
1994-01-27 00:00:00+00:00,213.75,225.0,213.75,5.225749492645264,2440,0.0,
1994-01-28 00:00:00+00:00,225.0,225.0,217.5,5.270798683166504,700,0.0,
1994-01-31 00:00:00+00:00,228.75,228.75,217.5,5.3158488273620605,2227,0.0,
1994-02-01 00:00:00+00:00,225.0,225.0,217.5,5.225749492645264,420,0.0,
1994-02-02 00:00:00+00:00,217.5,225.0,217.5,5.225749492645264,693,0.0,
1994-02-03 00:00:00+00:00,225.0,225.0,217.5,5.225749492645264,613,0.0,
1994-02-04 00:00:00+00:00,225.0,225.0,217.5,5.225749492645264,433,0.0,
1994-02-07 00:00:00+00:00,217.5,225.0,217.5,5.3158488273620605,447,0.0,
1994-02-08 00:00:00+00:00,221.25,225.0,217.5,5.225749492645264,1267,0.0,
1994-02-09 00:00:00+00:00,225.0,225.0,225.0,5.405948162078857,113,0.0,
1994-02-10 00:00:00+00:00,217.5,217.5,217.5,5.225749492645264,73,0.0,
1994-02-11 00:00:00+00:00,225.0,225.0,217.5,5.225749492645264,247,0.0,
1994-02-14 00:00:00+00:00,221.25,225.0,217.5,5.225749492645264,1187,0.0,
1994-02-15 00:00:00+00:00,217.5,228.75,217.5,5.3158488273620605,1460,0.0,
1994-02-16 00:00:00+00:00,225.0,228.75,221.25,5.496044635772705,787,0.0,
1994-02-17 00:00:00+00:00,221.25,228.75,221.25,5.496044635772705,2540,0.0,
1994-02-18 00:00:00+00:00,228.75,228.75,221.25,5.496044635772705,833,0.0,
1994-02-22 00:00:00+00:00,221.25,228.75,221.25,5.405948162078857,433,0.0,
1994-02-23 00:00:00+00:00,225.0,228.75,221.25,5.405948162078857,1020,0.0,
1994-02-24 00:00:00+00:00,221.25,228.75,221.25,5.450998783111572,487,0.0,
1994-02-25 00:00:00+00:00,221.25,228.75,221.25,5.496044635772705,1567,0.0,
1994-02-28 00:00:00+00:00,221.25,228.75,221.25,5.405948162078857,900,0.0,
1994-03-01 00:00:00+00:00,221.25,226.875,221.25,5.405948162078857,387,0.0,
1994-03-02 00:00:00+00:00,221.25,225.0,221.25,5.3158488273620605,2280,0.0,
1994-03-03 00:00:00+00:00,225.0,225.0,221.25,5.3158488273620605,413,0.0,
1994-03-04 00:00:00+00:00,221.25,225.0,221.25,5.405948162078857,73,0.0,
1994-03-07 00:00:00+00:00,221.25,225.0,221.25,5.3158488273620605,313,0.0,
1994-03-08 00:00:00+00:00,221.25,228.75,221.25,5.405948162078857,1073,0.0,
1994-03-09 00:00:00+00:00,221.25,221.25,221.25,5.3158488273620605,227,0.0,
1994-03-10 00:00:00+00:00,221.25,228.75,221.25,5.3158488273620605,440,0.0,
1994-03-11 00:00:00+00:00,226.875,228.75,221.25,5.3158488273620605,707,0.0,
1994-03-14 00:00:00+00:00,225.0,225.0,217.5,5.225749492645264,627,0.0,
1994-03-15 00:00:00+00:00,225.0,225.0,217.5,5.3158488273620605,707,0.0,
1994-03-16 00:00:00+00:00,221.25,221.25,217.5,5.225749492645264,1047,0.0,
1994-03-17 00:00:00+00:00,225.0,225.0,223.125,5.360897064208984,147,0.0,
1994-03-18 00:00:00+00:00,217.5,225.0,217.5,5.3158488273620605,527,0.0,
1994-03-21 00:00:00+00:00,217.5,217.5,217.5,5.225749492645264,93,0.0,
1994-03-22 00:00:00+00:00,217.5,221.25,217.5,5.270798683166504,467,0.0,
1994-03-23 00:00:00+00:00,217.5,221.25,217.5,5.225749492645264,387,0.0,
1994-03-24 00:00:00+00:00,217.5,221.25,217.5,5.225749492645264,480,0.0,
1994-03-25 00:00:00+00:00,217.5,219.375,217.5,5.225749492645264,153,0.0,
1994-03-28 00:00:00+00:00,217.5,219.375,217.5,5.270798683166504,240,0.0,
1994-03-29 00:00:00+00:00,221.25,221.25,206.25,5.135650634765625,1200,0.0,
1994-03-30 00:00:00+00:00,210.0,210.0,202.5,4.865352153778076,800,0.0,
1994-03-31 00:00:00+00:00,213.75,213.75,206.25,5.0455498695373535,507,0.0,
1994-04-04 00:00:00+00:00,202.5,206.25,198.75,4.955450057983398,1487,0.0,
1994-04-05 00:00:00+00:00,206.25,206.25,198.75,4.955450057983398,200,0.0,
1994-04-06 00:00:00+00:00,202.5,210.0,202.5,5.0455498695373535,780,0.0,
1994-04-07 00:00:00+00:00,206.25,213.75,206.25,4.955450057983398,40,0.0,
1994-04-08 00:00:00+00:00,213.75,225.0,210.0,5.225749492645264,2240,0.0,
1994-04-11 00:00:00+00:00,225.0,225.0,217.5,5.225749492645264,327,0.0,
1994-04-12 00:00:00+00:00,217.5,217.5,217.5,5.225749492645264,113,0.0,
1994-04-13 00:00:00+00:00,217.5,225.0,217.5,5.405948162078857,673,0.0,
1994-04-14 00:00:00+00:00,217.5,217.5,217.5,5.225749492645264,67,0.0,
1994-04-15 00:00:00+00:00,217.5,225.0,217.5,5.405948162078857,327,0.0,
1994-04-18 00:00:00+00:00,225.0,225.0,217.5,5.225749492645264,387,0.0,
1994-04-19 00:00:00+00:00,228.75,228.75,217.5,5.405948162078857,927,0.0,
1994-04-20 00:00:00+00:00,228.75,228.75,221.25,5.3158488273620605,1173,0.0,
1994-04-21 00:00:00+00:00,221.25,230.625,221.25,5.3158488273620605,693,0.0,
1994-04-22 00:00:00+00:00,221.25,228.75,217.5,5.225749492645264,2407,0.0,
1994-04-25 00:00:00+00:00,217.5,221.25,213.75,5.313701152801514,1287,3.6,
1994-04-26 00:00:00+00:00,217.5,217.5,206.25,5.313701152801514,340,0.0,
1994-04-28 00:00:00+00:00,217.5,217.5,210.0,5.26789140701294,560,0.0,
1994-04-29 00:00:00+00:00,210.0,217.5,210.0,5.313701152801514,587,0.0,
1994-05-02 00:00:00+00:00,210.0,217.5,210.0,5.313701152801514,327,0.0,
1994-05-03 00:00:00+00:00,217.5,217.5,210.0,5.130469799041748,267,0.0,
1994-05-04 00:00:00+00:00,210.0,217.5,210.0,5.26789140701294,427,0.0,
1994-05-05 00:00:00+00:00,217.5,217.5,210.0,5.130469799041748,100,0.0,
1994-05-06 00:00:00+00:00,210.0,217.5,210.0,5.313701152801514,907,0.0,
1994-05-09 00:00:00+00:00,210.0,221.25,210.0,5.405313491821289,360,0.0,
1994-05-10 00:00:00+00:00,221.25,225.0,217.5,5.313701152801514,327,0.0,
1994-05-11 00:00:00+00:00,225.0,225.0,219.375,5.496932506561279,213,0.0,
1994-05-12 00:00:00+00:00,225.0,225.0,217.5,5.313701152801514,227,0.0,
1994-05-13 00:00:00+00:00,225.0,225.0,217.5,5.496932506561279,1413,0.0,
1994-05-16 00:00:00+00:00,217.5,224.0625,217.5,5.474025249481201,260,0.0,
1994-05-17 00:00:00+00:00,225.0,225.0,217.5,5.313701152801514,127,0.0,
1994-05-18 00:00:00+00:00,225.0,225.0,217.5,5.405313491821289,840,0.0,
1994-05-19 00:00:00+00:00,217.5,225.0,217.5,5.313701152801514,100,0.0,
1994-05-20 00:00:00+00:00,217.5,225.0,217.5,5.313701152801514,1300,0.0,
1994-05-23 00:00:00+00:00,225.0,225.0,217.5,5.496932506561279,307,0.0,
1994-05-24 00:00:00+00:00,217.5,225.0,217.5,5.496932506561279,1227,0.0,
1994-05-25 00:00:00+00:00,217.5,225.0,217.5,5.496932506561279,667,0.0,
1994-05-26 00:00:00+00:00,217.5,217.5,217.5,5.313701152801514,480,0.0,
1994-05-27 00:00:00+00:00,217.5,225.0,217.5,5.3595075607299805,1060,0.0,
1994-05-31 00:00:00+00:00,217.5,225.0,217.5,5.496932506561279,773,0.0,
1994-06-01 00:00:00+00:00,225.0,225.0,217.5,5.474025249481201,2913,0.0,
1994-06-02 00:00:00+00:00,217.5,225.0,217.5,5.3595075607299805,920,0.0,
1994-06-03 00:00:00+00:00,217.5,225.0,217.5,5.313701152801514,913,0.0,
1994-06-06 00:00:00+00:00,225.0,225.0,217.5,5.313701152801514,140,0.0,
1994-06-07 00:00:00+00:00,225.0,225.0,217.5,5.313701152801514,427,0.0,
1994-06-08 00:00:00+00:00,225.0,225.0,224.0625,5.474025249481201,760,0.0,
1994-06-09 00:00:00+00:00,225.0,225.0,221.25,5.405313491821289,480,0.0,
1994-06-10 00:00:00+00:00,225.0,228.75,221.25,5.405313491821289,67,0.0,
1994-06-13 00:00:00+00:00,228.75,228.75,221.25,5.496932506561279,613,0.0,
1994-06-14 00:00:00+00:00,225.0,228.75,221.25,5.405313491821289,1107,0.0,
1994-06-15 00:00:00+00:00,221.25,228.75,221.25,5.405313491821289,773,0.0,
1994-06-16 00:00:00+00:00,225.0,225.0,213.75,5.496932506561279,373,0.0,
1994-06-17 00:00:00+00:00,225.0,225.0,225.0,5.496932506561279,147,0.0,
1994-06-20 00:00:00+00:00,213.75,225.0,213.75,5.405313491821289,567,0.0,
1994-06-21 00:00:00+00:00,213.75,225.0,213.75,5.222082614898682,120,0.0,
1994-06-22 00:00:00+00:00,221.25,221.25,213.75,5.3595075607299805,400,0.0,
1994-06-23 00:00:00+00:00,217.5,225.0,217.5,5.496932506561279,353,0.0,
1994-06-24 00:00:00+00:00,221.25,221.25,221.25,5.405313491821289,480,0.0,
1994-06-27 00:00:00+00:00,225.0,228.75,217.5,5.428223133087158,607,0.0,
1994-06-28 00:00:00+00:00,221.25,221.25,217.5,5.313701152801514,320,0.0,
1994-06-29 00:00:00+00:00,217.5,221.25,217.5,5.313701152801514,933,0.0,
1994-06-30 00:00:00+00:00,225.0,225.0,217.5,5.313701152801514,233,0.0,
1994-07-01 00:00:00+00:00,225.0,225.0,217.5,5.496932506561279,293,0.0,
1994-07-05 00:00:00+00:00,225.0,225.0,225.0,5.496932506561279,0,0.0,
1994-07-06 00:00:00+00:00,225.0,225.0,225.0,5.496932506561279,67,0.0,
1994-07-07 00:00:00+00:00,213.75,225.0,213.75,5.222082614898682,220,0.0,
1994-07-08 00:00:00+00:00,213.75,221.25,213.75,5.26789140701294,293,0.0,
1994-07-11 00:00:00+00:00,221.25,223.125,213.75,5.222082614898682,147,0.0,
1994-07-12 00:00:00+00:00,221.25,225.0,213.75,5.222082614898682,1020,0.0,
1994-07-13 00:00:00+00:00,223.125,223.125,215.625,5.405313491821289,300,0.0,
1994-07-14 00:00:00+00:00,225.0,225.0,217.5,5.313701152801514,100,0.0,
1994-07-15 00:00:00+00:00,217.5,217.5,213.75,5.222082614898682,60,0.0,
1994-07-18 00:00:00+00:00,219.375,225.0,219.375,5.496932506561279,133,0.0,
1994-07-19 00:00:00+00:00,225.0,225.0,213.75,5.405313491821289,933,0.0,
