date,TACT_Open,TACT_High,TACT_Low,TACT_Close,TACT_Volume,TACT_Dividends,TACT_Stock Splits
1996-08-22 00:00:00+00:00,5.833333015441895,6.0,5.6666669845581055,4.474064826965332,488400,0.0,
1996-08-23 00:00:00+00:00,5.833333015441895,6.0,5.6666669845581055,4.3462347984313965,334950,0.0,
1996-08-26 00:00:00+00:00,5.6666669845581055,5.75,5.333333015441895,4.15448808670044,381450,0.0,
1996-08-27 00:00:00+00:00,5.4166669845581055,5.583333015441895,5.4166669845581055,4.282317638397217,40500,0.0,
1996-08-28 00:00:00+00:00,5.5,5.833333015441895,5.5,4.3462347984313965,74550,0.0,
1996-08-29 00:00:00+00:00,5.583333015441895,5.6666669845581055,5.583333015441895,4.3462347984313965,49650,0.0,
1996-08-30 00:00:00+00:00,5.6666669845581055,5.6666669845581055,5.583333015441895,4.314277648925781,40350,0.0,
1996-09-03 00:00:00+00:00,5.583333015441895,5.583333015441895,5.5,4.218404293060303,22500,0.0,
1996-09-04 00:00:00+00:00,5.583333015441895,5.583333015441895,5.5,4.218404293060303,39750,0.0,
1996-09-05 00:00:00+00:00,5.583333015441895,5.833333015441895,5.5,4.314277648925781,42750,0.0,
1996-09-06 00:00:00+00:00,5.6666669845581055,5.708333015441895,5.6666669845581055,4.378191947937012,20250,0.0,
1996-09-09 00:00:00+00:00,5.833333015441895,5.833333015441895,5.6666669845581055,4.3462347984313965,28200,0.0,
1996-09-10 00:00:00+00:00,5.6666669845581055,5.833333015441895,5.6666669845581055,4.474064826965332,40650,0.0,
1996-09-11 00:00:00+00:00,5.833333015441895,5.833333015441895,5.583333015441895,4.474064826965332,56400,0.0,
1996-09-12 00:00:00+00:00,5.833333015441895,6.1666669845581055,5.833333015441895,4.601894855499268,59850,0.0,
1996-09-13 00:00:00+00:00,6.1666669845581055,6.25,6.0,4.793639659881592,140550,0.0,
1996-09-16 00:00:00+00:00,6.25,6.5,6.083333015441895,4.985385417938232,128250,0.0,
1996-09-17 00:00:00+00:00,6.6666669845581055,6.833333015441895,6.583333015441895,5.0493011474609375,73050,0.0,
1996-09-18 00:00:00+00:00,6.75,6.75,6.1666669845581055,4.857556343078613,103200,0.0,
1996-09-19 00:00:00+00:00,6.5,6.5,6.25,4.857556343078613,66750,0.0,
1996-09-20 00:00:00+00:00,6.333333015441895,6.6666669845581055,6.25,5.113217353820801,85800,0.0,
1996-09-23 00:00:00+00:00,6.6666669845581055,6.833333015441895,6.4166669845581055,4.953429222106934,66600,0.0,
1996-09-24 00:00:00+00:00,6.5,6.5,6.1666669845581055,4.985385417938232,83400,0.0,
1996-09-25 00:00:00+00:00,6.1666669845581055,6.4166669845581055,6.1666669845581055,4.793639659881592,11400,0.0,
1996-09-26 00:00:00+00:00,6.25,6.6666669845581055,6.1666669845581055,5.0493011474609375,60600,0.0,
1996-09-27 00:00:00+00:00,6.5,6.6666669845581055,6.5,5.0493011474609375,148050,0.0,
1996-09-30 00:00:00+00:00,6.6666669845581055,6.833333015441895,6.583333015441895,5.177131175994873,33000,0.0,
1996-10-01 00:00:00+00:00,6.708333015441895,6.833333015441895,6.583333015441895,5.0493011474609375,17250,0.0,
