date,SITC_Open,SITC_High,SITC_Low,SITC_Close,SITC_Volume,SITC_Dividends,SITC_Stock Splits
1993-02-02 00:00:00+00:00,18.134990692138672,18.59999084472656,17.483989715576172,1.997183918952942,4571776,0.0,
1993-02-03 00:00:00+00:00,18.413990020751957,18.413990020751957,18.041990280151367,2.0279104709625244,819892,0.0,
1993-02-04 00:00:00+00:00,18.413990020751957,18.78598976135254,18.227989196777344,2.0279104709625244,420430,0.0,
1993-02-05 00:00:00+00:00,18.134990692138672,18.59999084472656,17.855989456176758,1.997183918952942,340591,0.0,
1993-02-08 00:00:00+00:00,18.32098960876465,18.32098960876465,18.134990692138672,2.0176689624786377,128629,0.0,
1993-02-09 00:00:00+00:00,18.134990692138672,18.413990020751957,18.134990692138672,1.997183918952942,201613,0.0,
1993-02-10 00:00:00+00:00,18.227989196777344,18.227989196777344,18.134990692138672,2.0074262619018555,191666,0.0,
1993-02-11 00:00:00+00:00,18.413990020751957,18.413990020751957,18.227989196777344,2.0279104709625244,172580,0.0,
1993-02-12 00:00:00+00:00,18.227989196777344,18.413990020751957,18.041990280151367,2.0074262619018555,126747,0.0,
1993-02-16 00:00:00+00:00,17.855989456176758,18.134990692138672,17.66999053955078,1.966457724571228,336828,0.0,
1993-02-17 00:00:00+00:00,17.855989456176758,18.041990280151367,17.855989456176758,1.966457724571228,92607,0.0,
1993-02-18 00:00:00+00:00,17.948989868164062,18.134990692138672,17.948989868164062,1.9766994714736936,83198,0.0,
1993-02-19 00:00:00+00:00,18.041990280151367,18.134990692138672,17.948989868164062,1.9869424104690552,103091,0.0,
1993-02-22 00:00:00+00:00,18.041990280151367,18.134990692138672,17.855989456176758,1.9869424104690552,360349,0.0,
1993-02-23 00:00:00+00:00,18.134990692138672,18.227989196777344,17.948989868164062,1.997183918952942,64247,0.0,
1993-02-24 00:00:00+00:00,18.041990280151367,18.32098960876465,18.041990280151367,1.9869424104690552,22983,0.0,
1993-02-25 00:00:00+00:00,17.948989868164062,18.134990692138672,17.948989868164062,1.9766994714736936,10752,0.0,
1993-02-26 00:00:00+00:00,18.32098960876465,18.32098960876465,17.948989868164062,2.0176689624786377,44489,0.0,
1993-03-01 00:00:00+00:00,18.506990432739254,18.506990432739254,18.134990692138672,2.0381524562835693,14784,0.0,
1993-03-02 00:00:00+00:00,18.59999084472656,18.692989349365234,18.32098960876465,2.048393964767456,62365,0.0,
1993-03-03 00:00:00+00:00,18.87898826599121,18.87898826599121,18.59999084472656,2.079119920730591,54301,0.0,
1993-03-04 00:00:00+00:00,19.06498908996582,19.157989501953125,18.78598976135254,2.0996038913726807,85618,0.0,
1993-03-05 00:00:00+00:00,19.715988159179688,19.715988159179688,18.87898826599121,2.1712965965271,97177,0.0,
1993-03-08 00:00:00+00:00,19.901988983154297,20.087989807128903,19.715988159179688,2.191781759262085,46370,0.0,
1993-03-09 00:00:00+00:00,20.552988052368164,20.738988876342773,20.087989807128903,2.263477325439453,108333,0.0,
1993-03-10 00:00:00+00:00,20.273988723754883,20.738988876342773,20.273988723754883,2.232750177383423,59946,0.0,
1993-03-11 00:00:00+00:00,20.087989807128903,20.45998954772949,20.087989807128903,2.212265491485596,69623,0.0,
1993-03-12 00:00:00+00:00,20.087989807128903,20.180988311767575,19.9949893951416,2.212265491485596,85483,0.0,
1993-03-15 00:00:00+00:00,20.273988723754883,20.273988723754883,19.9949893951416,2.232750177383423,61021,0.0,
1993-03-16 00:00:00+00:00,20.273988723754883,20.273988723754883,20.087989807128903,2.232750177383423,78360,0.0,
1993-03-17 00:00:00+00:00,19.9949893951416,20.273988723754883,19.9949893951416,2.202024221420288,14919,0.0,
1993-03-18 00:00:00+00:00,20.087989807128903,20.087989807128903,19.901988983154297,2.212265491485596,87634,0.0,
1993-03-19 00:00:00+00:00,20.366989135742188,20.366989135742188,19.9949893951416,2.242991209030152,74193,0.0,
1993-03-22 00:00:00+00:00,20.831987380981445,20.831987380981445,20.366989135742188,2.2942004203796387,71908,0.0,
1993-03-23 00:00:00+00:00,21.38998794555664,21.57598876953125,21.01798820495605,2.3556532859802246,106720,0.0,
