date,NWLI_Open,NWLI_High,NWLI_Low,NWLI_Close,NWLI_Volume,NWLI_Dividends,NWLI_Stock Splits
1975-02-20 00:00:00+00:00,3.625,3.625,3.625,3.511087417602539,0.0,0.0,
1975-02-21 00:00:00+00:00,3.625,3.625,3.625,3.511087417602539,0.0,0.0,
1975-02-25 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-02-26 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-02-27 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-02-28 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-03 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-04 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-05 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-06 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-07 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-10 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-11 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-12 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-13 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-14 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-17 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-18 00:00:00+00:00,3.5,3.5,3.5,3.3900163173675537,0.0,0.0,
1975-03-20 00:00:00+00:00,3.375,3.375,3.375,3.268944025039673,0.0,0.0,
1975-03-21 00:00:00+00:00,3.375,3.375,3.375,3.268944025039673,0.0,0.0,
1975-03-25 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-03-26 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-03-27 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-03-31 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-04-01 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-04-02 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-04-03 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-04-04 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-04-08 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-04-09 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-04-10 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-04-11 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-04-14 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-04-15 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-04-16 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-04-17 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-04-21 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-04-22 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-04-23 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-04-24 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-04-25 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-04-28 00:00:00+00:00,3.25,3.25,3.25,3.147871732711792,0.0,0.0,
1975-04-30 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-05-01 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-05-05 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-05-07 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-08 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-09 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-12 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-13 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-14 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-15 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-16 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-19 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-20 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-21 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-22 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-23 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-27 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-28 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-05-29 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-06-02 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-03 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-04 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-05 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-06 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-09 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-10 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-11 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-12 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-13 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-16 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-17 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-18 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-19 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-20 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-06-24 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-06-25 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-06-26 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-06-27 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-06-30 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-07-02 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-03 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-07 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-08 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-09 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-10 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-11 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-14 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-15 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-16 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-17 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-18 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-21 00:00:00+00:00,3.125,3.125,3.125,3.0268001556396484,0.0,0.0,
1975-07-23 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-07-24 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-07-25 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-07-28 00:00:00+00:00,3.0,3.0,3.0,2.905728340148926,0.0,0.0,
1975-07-30 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-07-31 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-08-01 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-08-04 00:00:00+00:00,2.875,2.875,2.875,2.784656047821045,0.0,0.0,
1975-08-06 00:00:00+00:00,2.75,2.75,2.75,2.6635844707489014,0.0,0.0,
1975-08-07 00:00:00+00:00,2.75,2.75,2.75,2.6635844707489014,0.0,0.0,
1975-08-08 00:00:00+00:00,2.75,2.75,2.75,2.6635844707489014,0.0,0.0,
1975-08-11 00:00:00+00:00,2.75,2.75,2.75,2.6635844707489014,0.0,0.0,
1975-08-12 00:00:00+00:00,2.75,2.75,2.75,2.6635844707489014,0.0,0.0,
1975-08-13 00:00:00+00:00,2.75,2.75,2.75,2.6635844707489014,0.0,0.0,
1975-08-18 00:00:00+00:00,2.75,2.75,2.75,2.6635844707489014,0.0,0.0,
1975-08-19 00:00:00+00:00,2.75,2.75,2.75,2.6635844707489014,0.0,0.0,
1975-08-21 00:00:00+00:00,2.625,2.625,2.625,2.5425121784210205,0.0,0.0,
