date,FSBW_Open,FSBW_High,FSBW_Low,FSBW_Close,FSBW_Volume,FSBW_Dividends,FSBW_Stock Splits
2012-07-10 00:00:00+00:00,5.125,5.15500020980835,4.949999809265137,4.1237664222717285,2104600,0.0,
2012-07-11 00:00:00+00:00,5.050000190734863,5.050000190734863,4.949999809265137,4.119647026062012,307400,0.0,
2012-07-12 00:00:00+00:00,5.0,5.074999809265137,4.974999904632568,4.152605056762695,177800,0.0,
2012-07-13 00:00:00+00:00,5.034999847412109,5.099999904632568,4.989999771118164,4.185561656951904,95400,0.0,
2012-07-16 00:00:00+00:00,5.010000228881836,5.045000076293945,5.005000114440918,4.148484706878662,109400,0.0,
2012-07-17 00:00:00+00:00,5.045000076293945,5.045000076293945,5.0,4.136125564575195,146000,0.0,
2012-07-18 00:00:00+00:00,5.005000114440918,5.010000228881836,5.0,4.127888202667236,157400,0.0,
2012-07-19 00:00:00+00:00,5.010000228881836,5.045000076293945,5.005000114440918,4.156724452972412,141000,0.0,
2012-07-20 00:00:00+00:00,5.074999809265137,5.074999809265137,5.0,4.119647026062012,104200,0.0,
2012-07-23 00:00:00+00:00,5.0,5.079999923706055,5.0,4.185561656951904,133600,0.0,
2012-07-24 00:00:00+00:00,5.074999809265137,5.079999923706055,5.050000190734863,4.181441307067871,39000,0.0,
2012-07-25 00:00:00+00:00,5.079999923706055,5.079999923706055,5.050000190734863,4.1608428955078125,103600,0.0,
2012-07-26 00:00:00+00:00,5.074999809265137,5.085000038146973,5.070000171661377,4.1773223876953125,167000,0.0,
2012-07-27 00:00:00+00:00,5.070000171661377,5.070000171661377,5.050000190734863,4.1690826416015625,82200,0.0,
2012-07-30 00:00:00+00:00,5.050000190734863,5.059999942779541,5.03000020980835,4.156724452972412,55600,0.0,
2012-07-31 00:00:00+00:00,5.025000095367432,5.059999942779541,5.025000095367432,4.144364833831787,92400,0.0,
2012-08-01 00:00:00+00:00,5.034999847412109,5.099999904632568,5.03000020980835,4.20203971862793,186000,0.0,
2012-08-02 00:00:00+00:00,5.074999809265137,5.125,5.074999809265137,4.214399814605713,138400,0.0,
2012-08-03 00:00:00+00:00,5.139999866485596,5.139999866485596,5.135000228881836,4.230876922607422,41000,0.0,
2012-08-06 00:00:00+00:00,5.139999866485596,5.139999866485596,5.099999904632568,4.222639083862305,22800,0.0,
2012-08-07 00:00:00+00:00,5.144999980926514,5.144999980926514,5.099999904632568,4.206160068511963,44000,0.0,
2012-08-08 00:00:00+00:00,5.099999904632568,5.139999866485596,5.09499979019165,4.234997272491455,101400,0.0,
2012-08-09 00:00:00+00:00,5.105000019073486,5.150000095367432,5.099999904632568,4.206160068511963,77800,0.0,
2012-08-10 00:00:00+00:00,5.099999904632568,5.175000190734863,5.099999904632568,4.243236064910889,50400,0.0,
2012-08-13 00:00:00+00:00,5.150000095367432,5.175000190734863,5.150000095367432,4.259715080261231,6800,0.0,
2012-08-14 00:00:00+00:00,5.175000190734863,5.175000190734863,5.150000095367432,4.259715080261231,12000,0.0,
2012-08-15 00:00:00+00:00,5.175000190734863,5.175000190734863,5.150000095367432,4.259715080261231,12800,0.0,
2012-08-16 00:00:00+00:00,5.110000133514404,5.170000076293945,5.110000133514404,4.259715080261231,11000,0.0,
2012-08-17 00:00:00+00:00,5.170000076293945,5.170000076293945,5.15500020980835,4.259715080261231,2000,0.0,
2012-08-20 00:00:00+00:00,5.170000076293945,5.170000076293945,5.170000076293945,4.259715080261231,1000,0.0,
2012-08-21 00:00:00+00:00,5.164999961853027,5.239999771118164,5.150000095367432,4.317390441894531,68600,0.0,
2012-08-22 00:00:00+00:00,5.300000190734863,5.385000228881836,5.284999847412109,4.391543388366699,40000,0.0,
2012-08-23 00:00:00+00:00,5.369999885559082,5.369999885559082,5.239999771118164,4.317390441894531,7000,0.0,
2012-08-24 00:00:00+00:00,5.25,5.309999942779541,5.25,4.375064373016357,11000,0.0,
2012-08-27 00:00:00+00:00,5.309999942779541,5.309999942779541,5.21999979019165,4.337987422943115,55600,0.0,
2012-08-28 00:00:00+00:00,5.309999942779541,5.349999904632568,5.300000190734863,4.366826057434082,42000,0.0,
2012-08-29 00:00:00+00:00,5.300000190734863,5.300000190734863,5.275000095367432,4.346226215362549,2200,0.0,
2012-08-30 00:00:00+00:00,5.340000152587891,5.349999904632568,5.275000095367432,4.408022403717041,17200,0.0,
2012-08-31 00:00:00+00:00,5.349999904632568,5.409999847412109,5.335000038146973,4.3956618309021,23400,0.0,
2012-09-04 00:00:00+00:00,5.264999866485596,5.335000038146973,5.264999866485596,4.3956618309021,28600,0.0,
2012-09-05 00:00:00+00:00,5.320000171661377,5.364999771118164,5.309999942779541,4.420381546020508,90000,0.0,
2012-09-06 00:00:00+00:00,5.340000152587891,5.355000019073486,5.335000038146973,4.412140846252441,17800,0.0,
2012-09-07 00:00:00+00:00,5.300000190734863,5.360000133514404,5.300000190734863,4.408022403717041,1600,0.0,
2012-09-10 00:00:00+00:00,5.34499979019165,5.349999904632568,5.295000076293945,4.408022403717041,54400,0.0,
2012-09-11 00:00:00+00:00,5.324999809265137,5.349999904632568,5.324999809265137,4.408022403717041,18000,0.0,
2012-09-12 00:00:00+00:00,5.349999904632568,5.355000019073486,5.349999904632568,4.408022403717041,22200,0.0,
2012-09-13 00:00:00+00:00,5.349999904632568,5.349999904632568,5.329999923706055,4.403900623321533,40000,0.0,
2012-09-14 00:00:00+00:00,5.364999771118164,5.364999771118164,5.340000152587891,4.412140846252441,41000,0.0,
2012-09-17 00:00:00+00:00,5.300000190734863,5.389999866485596,5.300000190734863,4.3956618309021,9800,0.0,
2012-09-18 00:00:00+00:00,5.264999866485596,5.389999866485596,5.264999866485596,4.44097900390625,11400,0.0,
2012-09-19 00:00:00+00:00,5.364999771118164,5.364999771118164,5.355000019073486,4.420381546020508,1600,0.0,
2012-09-20 00:00:00+00:00,5.360000133514404,5.414999961853027,5.360000133514404,4.461576461791992,12000,0.0,
2012-09-21 00:00:00+00:00,5.400000095367432,5.449999809265137,5.364999771118164,4.420381546020508,34200,0.0,
2012-09-24 00:00:00+00:00,5.394999980926514,5.449999809265137,5.385000228881836,4.49041223526001,30800,0.0,
2012-09-25 00:00:00+00:00,5.400000095367432,5.429999828338623,5.380000114440918,4.473937034606934,18800,0.0,
2012-09-26 00:00:00+00:00,5.380000114440918,5.380000114440918,5.380000114440918,4.4327392578125,1600,0.0,
2012-09-27 00:00:00+00:00,5.380000114440918,5.380000114440918,5.380000114440918,4.4327392578125,0,0.0,
2012-09-28 00:00:00+00:00,5.380000114440918,5.380000114440918,5.380000114440918,4.4327392578125,0,0.0,
2012-10-01 00:00:00+00:00,5.380000114440918,5.380000114440918,5.335000038146973,4.3956618309021,13600,0.0,
2012-10-02 00:00:00+00:00,5.349999904632568,5.349999904632568,5.349999904632568,4.408022403717041,1400,0.0,
2012-10-03 00:00:00+00:00,5.380000114440918,5.380000114440918,5.380000114440918,4.4327392578125,200,0.0,
2012-10-04 00:00:00+00:00,5.355000019073486,5.380000114440918,5.349999904632568,4.424500942230225,7600,0.0,
2012-10-05 00:00:00+00:00,5.389999866485596,5.394999980926514,5.380000114440918,4.4327392578125,18400,0.0,
2012-10-08 00:00:00+00:00,5.389999866485596,5.394999980926514,5.389999866485596,4.445098876953125,4600,0.0,
2012-10-09 00:00:00+00:00,5.375,5.375,5.375,4.428618431091309,1800,0.0,
2012-10-10 00:00:00+00:00,5.375,5.380000114440918,5.375,4.428618431091309,7800,0.0,
2012-10-11 00:00:00+00:00,5.394999980926514,5.394999980926514,5.375,4.428618431091309,2400,0.0,
2012-10-12 00:00:00+00:00,5.385000228881836,5.385000228881836,5.375,4.436860084533691,9600,0.0,
2012-10-15 00:00:00+00:00,5.375,5.425000190734863,5.375,4.469817638397217,25200,0.0,
2012-10-16 00:00:00+00:00,5.400000095367432,5.425000190734863,5.389999866485596,4.469817638397217,22200,0.0,
