date,COLM_Open,COLM_High,COLM_Low,COLM_Close,COLM_Volume,COLM_Dividends,COLM_Stock Splits
1998-03-27 00:00:00+00:00,8.166666984558105,8.291666984558105,7.2916669845581055,5.643861770629883,21024900,0.0,
1998-03-30 00:00:00+00:00,7.3541669845581055,7.375,7.125,5.643861770629883,3579300,0.0,
1998-03-31 00:00:00+00:00,7.3541669845581055,7.3958330154418945,7.020833015441895,5.434829711914063,2469600,0.0,
1998-04-01 00:00:00+00:00,7.1666669845581055,7.1875,6.9791669845581055,5.4026713371276855,1579500,0.0,
1998-04-02 00:00:00+00:00,7.0,7.125,6.9791669845581055,5.499147415161133,1449300,0.0,
1998-04-03 00:00:00+00:00,7.1666669845581055,7.1666669845581055,6.833333015441895,5.4026713371276855,1188300,0.0,
1998-04-06 00:00:00+00:00,7.020833015441895,7.125,7.0,5.466988563537598,720900,0.0,
1998-04-07 00:00:00+00:00,7.1041669845581055,7.125,6.9166669845581055,5.418751239776611,1266000,0.0,
1998-04-08 00:00:00+00:00,6.9166669845581055,7.5416669845581055,6.9166669845581055,5.659939765930176,832200,0.0,
1998-04-09 00:00:00+00:00,7.5416669845581055,7.8333330154418945,7.375,5.820734977722168,677100,0.0,
1998-04-13 00:00:00+00:00,7.625,7.875,7.625,5.933291912078857,609600,0.0,
1998-04-14 00:00:00+00:00,7.875,7.875,7.5416669845581055,5.917211055755615,301500,0.0,
1998-04-15 00:00:00+00:00,7.625,8.0,7.625,6.174482822418213,474600,0.0,
1998-04-16 00:00:00+00:00,8.0,8.0,7.7916669845581055,6.045848846435547,561000,0.0,
1998-04-17 00:00:00+00:00,7.875,8.0,7.75,6.078005790710449,207300,0.0,
1998-04-20 00:00:00+00:00,7.875,8.291666984558105,7.7916669845581055,6.367434978485107,803700,0.0,
1998-04-21 00:00:00+00:00,8.416666984558105,8.5625,8.020833015441895,6.238798141479492,775800,0.0,
1998-04-22 00:00:00+00:00,8.020833015441895,8.166666984558105,7.5,5.852894306182861,672600,0.0,
1998-04-23 00:00:00+00:00,7.625,7.625,7.4166669845581055,5.756418228149414,511500,0.0,
1998-04-24 00:00:00+00:00,7.5,7.625,7.4166669845581055,5.724259376525879,303000,0.0,
1998-04-27 00:00:00+00:00,7.375,7.375,6.7916669845581055,5.4026713371276855,764400,0.0,
1998-04-28 00:00:00+00:00,7.083333015441895,7.1041669845581055,6.875,5.4026713371276855,743700,0.0,
1998-04-29 00:00:00+00:00,7.2916669845581055,7.3333330154418945,6.833333015441895,5.3061957359313965,1818900,0.0,
1998-04-30 00:00:00+00:00,7.0416669845581055,7.1041669845581055,6.9166669845581055,5.466988563537598,605100,0.0,
1998-05-01 00:00:00+00:00,7.083333015441895,7.125,6.958333015441895,5.4026713371276855,436500,0.0,
1998-05-04 00:00:00+00:00,7.083333015441895,7.083333015441895,6.833333015441895,5.274036407470703,153900,0.0,
1998-05-05 00:00:00+00:00,6.9166669845581055,6.9166669845581055,6.458333015441895,5.1132426261901855,803700,0.0,
1998-05-06 00:00:00+00:00,6.625,6.6666669845581055,6.5,5.081084728240967,286800,0.0,
1998-05-07 00:00:00+00:00,6.583333015441895,6.583333015441895,6.2916669845581055,4.855971813201904,321900,0.0,
1998-05-08 00:00:00+00:00,6.333333015441895,6.5625,6.333333015441895,5.048925876617432,838800,0.0,
1998-05-11 00:00:00+00:00,6.583333015441895,6.833333015441895,6.5,5.129323959350586,924600,0.0,
1998-05-12 00:00:00+00:00,6.708333015441895,6.708333015441895,6.583333015441895,5.145402431488037,480600,0.0,
1998-05-13 00:00:00+00:00,6.708333015441895,6.708333015441895,6.333333015441895,4.952450752258301,659400,0.0,
1998-05-14 00:00:00+00:00,6.4166669845581055,6.583333015441895,6.2916669845581055,4.855971813201904,287400,0.0,
1998-05-15 00:00:00+00:00,6.375,6.375,6.2916669845581055,4.872052192687988,80700,0.0,
1998-05-18 00:00:00+00:00,6.333333015441895,6.395833015441895,6.2916669845581055,4.855971813201904,79800,0.0,
1998-05-19 00:00:00+00:00,6.2916669845581055,6.375,6.1666669845581055,4.82381534576416,139800,0.0,
