date,MSA_Open,MSA_High,MSA_Low,MSA_Close,MSA_Volume,MSA_Dividends,MSA_Stock Splits
1973-02-22 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,7200,0.0,
1973-02-23 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,14400,0.0,
1973-02-26 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,21600,0.0,
1973-02-27 00:00:00+00:00,0.7708330154418945,0.7708330154418945,0.7708330154418945,0.353241503238678,7200,0.0,
1973-02-28 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,36000,0.0,
1973-03-01 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,36000,0.0,
1973-03-02 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,36000,0.0,
1973-03-05 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,0,0.0,
1973-03-06 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,0,0.0,
1973-03-07 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,0,0.0,
1973-03-08 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,7200,0.0,
1973-03-09 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,7200,0.0,
1973-03-12 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,7200,0.0,
1973-03-13 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,0,0.0,
1973-03-14 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,0,0.0,
1973-03-15 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,14400,0.0,
1973-03-16 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,230400,0.0,
1973-03-19 00:00:00+00:00,0.7708330154418945,0.7708330154418945,0.7708330154418945,0.353241503238678,129600,0.0,
1973-03-20 00:00:00+00:00,0.7777780294418335,0.7777780294418335,0.7777780294418335,0.3564239740371704,14400,0.0,
1973-03-21 00:00:00+00:00,0.7708330154418945,0.7708330154418945,0.7708330154418945,0.353241503238678,7200,0.0,
1973-03-22 00:00:00+00:00,0.7708330154418945,0.7708330154418945,0.7708330154418945,0.353241503238678,28800,0.0,
1973-03-23 00:00:00+00:00,0.7222219705581665,0.7222219705581665,0.7222219705581665,0.3309650421142578,57600,0.0,
1973-03-26 00:00:00+00:00,0.7222219705581665,0.7222219705581665,0.7222219705581665,0.3309650421142578,7200,0.0,
1973-03-27 00:00:00+00:00,0.7222219705581665,0.7222219705581665,0.7222219705581665,0.3309650421142578,0,0.0,
1973-03-28 00:00:00+00:00,0.7152780294418335,0.7152780294418335,0.7152780294418335,0.3277828991413116,36000,0.0,
1973-03-29 00:00:00+00:00,0.7152780294418335,0.7152780294418335,0.7152780294418335,0.3277828991413116,0,0.0,
1973-03-30 00:00:00+00:00,0.7152780294418335,0.7152780294418335,0.7152780294418335,0.3277828991413116,0,0.0,
1973-04-02 00:00:00+00:00,0.7361109852790833,0.7361109852790833,0.7361109852790833,0.3373297452926636,43200,0.0,
1973-04-03 00:00:00+00:00,0.7361109852790833,0.7361109852790833,0.7361109852790833,0.3373297452926636,0,0.0,
1973-04-04 00:00:00+00:00,0.7361109852790833,0.7361109852790833,0.7361109852790833,0.3373297452926636,0,0.0,
1973-04-05 00:00:00+00:00,0.7361109852790833,0.7361109852790833,0.7361109852790833,0.3373297452926636,0,0.0,
1973-04-06 00:00:00+00:00,0.7361109852790833,0.7361109852790833,0.7361109852790833,0.3373297452926636,7200,0.0,
1973-04-09 00:00:00+00:00,0.7361109852790833,0.7361109852790833,0.7361109852790833,0.3373297452926636,0,0.0,
1973-04-10 00:00:00+00:00,0.7361109852790833,0.7361109852790833,0.7361109852790833,0.3373297452926636,0,0.0,
1973-04-11 00:00:00+00:00,0.7361109852790833,0.7361109852790833,0.7361109852790833,0.3373297452926636,7200,0.0,
1973-04-12 00:00:00+00:00,0.7361109852790833,0.7361109852790833,0.7361109852790833,0.3373297452926636,0,0.0,
1973-04-13 00:00:00+00:00,0.7916669845581055,0.7916669845581055,0.7916669845581055,0.3627889454364776,86400,0.0,
1973-04-16 00:00:00+00:00,0.7916669845581055,0.7916669845581055,0.7916669845581055,0.3627889454364776,14400,0.0,
1973-04-17 00:00:00+00:00,0.7847219705581665,0.7847219705581665,0.7847219705581665,0.3596062064170837,43200,0.0,
1973-04-18 00:00:00+00:00,0.8402780294418335,0.8402780294418335,0.8402780294418335,0.3850652575492859,136800,0.0,
1973-04-19 00:00:00+00:00,0.8194440007209778,0.8194440007209778,0.8194440007209778,0.3755179345607757,352800,0.0,
1973-04-23 00:00:00+00:00,0.8263890147209167,0.8263890147209167,0.8263890147209167,0.3787005841732025,50400,0.0,
