date,SBI_Open,SBI_High,SBI_Low,SBI_Close,SBI_Volume,SBI_Dividends,SBI_Stock Splits
1992-02-05 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,500,0.0,
1992-02-06 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-07 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-10 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-11 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-12 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-13 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-14 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-18 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-19 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-20 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-21 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-24 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-25 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-26 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-27 00:00:00+00:00,7.125,7.125,7.125,1.3488383293151855,0,0.0,
1992-02-28 00:00:00+00:00,10.0,10.0,10.0,1.8931052684783936,500,0.0,
1992-03-02 00:00:00+00:00,10.25,10.5,10.25,1.96409809589386,7300,0.0,
1992-03-03 00:00:00+00:00,10.25,10.25,10.25,1.9404337406158447,1100,0.0,
1992-03-04 00:00:00+00:00,10.25,10.25,10.25,1.9404337406158447,0,0.0,
1992-03-05 00:00:00+00:00,10.125,10.125,10.125,1.9167689085006716,2000,0.0,
1992-03-06 00:00:00+00:00,10.25,10.25,10.25,1.9404337406158447,1000,0.0,
1992-03-09 00:00:00+00:00,10.25,10.25,10.0,1.9404337406158447,900,0.0,
1992-03-10 00:00:00+00:00,10.125,10.125,10.125,1.9167689085006716,1900,0.0,
1992-03-11 00:00:00+00:00,10.125,10.125,10.125,1.9167689085006716,0,0.0,
1992-03-12 00:00:00+00:00,10.25,10.25,10.125,1.9167689085006716,1000,0.0,
1992-03-13 00:00:00+00:00,10.25,10.25,10.25,1.9404337406158447,1500,0.0,
1992-03-16 00:00:00+00:00,10.25,10.25,10.25,1.9404337406158447,0,0.0,
1992-03-17 00:00:00+00:00,10.5,10.5,10.375,1.96409809589386,1600,0.0,
1992-03-18 00:00:00+00:00,10.25,10.25,10.125,1.9167689085006716,3500,0.0,
1992-03-19 00:00:00+00:00,10.0,10.0,10.0,1.8931052684783936,800,0.0,
1992-03-20 00:00:00+00:00,10.25,10.25,10.125,1.9167689085006716,600,0.0,
1992-03-23 00:00:00+00:00,10.125,10.25,10.125,1.9167689085006716,13300,0.0,
1992-03-24 00:00:00+00:00,10.125,10.125,10.125,1.9167689085006716,0,0.0,
1992-03-25 00:00:00+00:00,10.25,10.375,10.0,1.8931052684783936,10200,0.0,
1992-03-26 00:00:00+00:00,9.875,9.875,9.875,1.8694428205490112,500,0.0,
1992-03-27 00:00:00+00:00,10.0,10.0,10.0,1.8931052684783936,100,0.0,
1992-03-30 00:00:00+00:00,10.0,10.0,10.0,1.8931052684783936,0,0.0,
1992-03-31 00:00:00+00:00,10.0,10.0,9.875,1.8694428205490112,14900,0.0,
1992-04-01 00:00:00+00:00,9.875,9.875,9.875,1.8694428205490112,0,0.0,
1992-04-02 00:00:00+00:00,10.125,10.125,10.125,1.9167689085006716,1000,0.0,
1992-04-03 00:00:00+00:00,10.25,10.25,9.875,1.8694428205490112,6000,0.0,
1992-04-06 00:00:00+00:00,10.0,10.0,10.0,1.8931052684783936,200,0.0,
1992-04-07 00:00:00+00:00,10.0,10.0,10.0,1.8931052684783936,0,0.0,
1992-04-08 00:00:00+00:00,10.0,10.125,10.0,1.8931052684783936,4000,0.0,
1992-04-09 00:00:00+00:00,10.0,10.25,10.0,1.9404337406158447,3300,0.0,
1992-04-10 00:00:00+00:00,10.0,10.0,9.75,1.8694428205490112,5200,0.0,
1992-04-13 00:00:00+00:00,9.875,9.875,9.875,1.8694428205490112,0,0.0,
1992-04-14 00:00:00+00:00,10.0,10.0,9.875,1.92171311378479,5800,0.147,
1992-04-15 00:00:00+00:00,10.0,10.0,9.875,1.8976908922195437,6400,0.0,
1992-04-16 00:00:00+00:00,9.875,9.875,9.875,1.8976908922195437,0,0.0,
1992-04-20 00:00:00+00:00,9.875,9.875,9.875,1.8976908922195437,0,0.0,
1992-04-21 00:00:00+00:00,9.875,10.0,9.875,1.92171311378479,4600,0.0,
1992-04-22 00:00:00+00:00,10.0,10.0,10.0,1.92171311378479,8400,0.0,
1992-04-23 00:00:00+00:00,9.875,9.875,9.875,1.8976908922195437,2200,0.0,
1992-04-24 00:00:00+00:00,9.875,9.875,9.875,1.8976908922195437,10200,0.0,
1992-04-27 00:00:00+00:00,9.875,9.875,9.75,1.8736705780029297,9600,0.0,
1992-04-28 00:00:00+00:00,9.875,9.875,9.875,1.8976908922195437,1000,0.0,
1992-04-29 00:00:00+00:00,9.875,9.875,9.75,1.8736705780029297,3000,0.0,
1992-04-30 00:00:00+00:00,9.75,9.875,9.75,1.8976908922195437,3500,0.0,
1992-05-01 00:00:00+00:00,9.875,9.875,9.875,1.8976908922195437,5000,0.0,
1992-05-04 00:00:00+00:00,9.875,9.875,9.875,1.8976908922195437,0,0.0,
1992-05-05 00:00:00+00:00,9.875,9.875,9.875,1.8976908922195437,0,0.0,
1992-05-06 00:00:00+00:00,9.75,10.0,9.75,1.92171311378479,5400,0.0,
1992-05-07 00:00:00+00:00,10.0,10.0,9.875,1.8976908922195437,1900,0.0,
1992-05-08 00:00:00+00:00,9.75,9.875,9.75,1.8736705780029297,9700,0.0,
1992-05-11 00:00:00+00:00,9.75,9.75,9.75,1.8736705780029297,0,0.0,
1992-05-12 00:00:00+00:00,9.75,9.75,9.75,1.8736705780029297,1000,0.0,
1992-05-13 00:00:00+00:00,9.875,9.875,9.75,1.883134365081787,5500,0.049,
1992-05-14 00:00:00+00:00,9.75,9.75,9.625,1.858991622924805,2000,0.0,
1992-05-15 00:00:00+00:00,9.75,9.875,9.75,1.9072767496109009,600,0.0,
1992-05-18 00:00:00+00:00,9.75,9.75,9.75,1.883134365081787,14200,0.0,
1992-05-19 00:00:00+00:00,9.875,9.875,9.75,1.883134365081787,3200,0.0,
1992-05-20 00:00:00+00:00,9.875,9.875,9.75,1.883134365081787,11200,0.0,
1992-05-21 00:00:00+00:00,9.875,9.875,9.75,1.9072767496109009,5000,0.0,
1992-05-22 00:00:00+00:00,9.75,9.75,9.75,1.883134365081787,2000,0.0,
1992-05-26 00:00:00+00:00,9.75,9.875,9.75,1.9072767496109009,3900,0.0,
1992-05-27 00:00:00+00:00,9.875,10.0,9.875,1.9072767496109009,23400,0.0,
1992-05-28 00:00:00+00:00,10.0,10.375,10.0,1.955560326576233,26500,0.0,
1992-05-29 00:00:00+00:00,10.125,10.125,10.0,1.931418538093567,10000,0.0,
1992-06-01 00:00:00+00:00,10.0,10.0,10.0,1.931418538093567,0,0.0,
1992-06-02 00:00:00+00:00,10.125,10.125,10.0,1.955560326576233,6200,0.0,
1992-06-03 00:00:00+00:00,10.125,10.125,10.125,1.955560326576233,0,0.0,
1992-06-04 00:00:00+00:00,10.0,10.0,9.875,1.9072767496109009,11000,0.0,
1992-06-05 00:00:00+00:00,9.875,10.0,9.875,1.931418538093567,5100,0.0,
1992-06-08 00:00:00+00:00,9.875,9.875,9.875,1.9072767496109009,3000,0.0,
1992-06-09 00:00:00+00:00,9.875,9.875,9.75,1.9072767496109009,19900,0.0,
1992-06-10 00:00:00+00:00,9.75,9.75,9.75,1.8925241231918333,3000,0.049,
1992-06-11 00:00:00+00:00,9.75,9.875,9.75,1.916787028312683,11700,0.0,
1992-06-12 00:00:00+00:00,9.75,9.75,9.75,1.8925241231918333,2000,0.0,
1992-06-15 00:00:00+00:00,9.75,9.875,9.75,1.916787028312683,3900,0.0,
1992-06-16 00:00:00+00:00,9.75,9.875,9.75,1.916787028312683,4600,0.0,
1992-06-17 00:00:00+00:00,9.75,9.875,9.75,1.916787028312683,2900,0.0,
1992-06-18 00:00:00+00:00,9.75,9.875,9.75,1.916787028312683,5200,0.0,
1992-06-19 00:00:00+00:00,9.75,9.875,9.75,1.916787028312683,2500,0.0,
1992-06-22 00:00:00+00:00,9.75,9.75,9.75,1.8925241231918333,14000,0.0,
1992-06-23 00:00:00+00:00,9.75,9.875,9.75,1.916787028312683,7600,0.0,
1992-06-24 00:00:00+00:00,9.875,9.875,9.75,1.916787028312683,23800,0.0,
1992-06-25 00:00:00+00:00,9.875,9.875,9.875,1.916787028312683,200,0.0,
1992-06-26 00:00:00+00:00,9.875,9.875,9.875,1.916787028312683,6500,0.0,
1992-06-29 00:00:00+00:00,9.875,10.0,9.875,1.9410513639450075,25000,0.0,
1992-06-30 00:00:00+00:00,9.875,9.875,9.875,1.916787028312683,100,0.0,
1992-07-01 00:00:00+00:00,9.875,9.875,9.875,1.916787028312683,10400,0.0,
1992-07-02 00:00:00+00:00,9.875,10.0,9.875,1.9410513639450075,13100,0.0,
1992-07-06 00:00:00+00:00,9.875,10.0,9.875,1.9410513639450075,6300,0.0,
1992-07-07 00:00:00+00:00,9.875,9.875,9.75,1.8925241231918333,30700,0.0,
1992-07-08 00:00:00+00:00,9.875,9.875,9.875,1.916787028312683,9000,0.0,
1992-07-09 00:00:00+00:00,9.875,10.0,9.875,1.9410513639450075,3100,0.0,
1992-07-10 00:00:00+00:00,10.0,10.0,9.875,1.9410513639450075,6100,0.0,
1992-07-13 00:00:00+00:00,10.0,10.0,10.0,1.9410513639450075,0,0.0,
1992-07-14 00:00:00+00:00,9.875,10.0,9.875,1.9410513639450075,28400,0.0,
1992-07-15 00:00:00+00:00,10.0,10.0,9.875,1.950610876083374,14800,0.049,
1992-07-16 00:00:00+00:00,10.0,10.0,10.0,1.950610876083374,31200,0.0,
1992-07-17 00:00:00+00:00,10.0,10.0,10.0,1.950610876083374,8500,0.0,
1992-07-20 00:00:00+00:00,10.125,10.125,10.0,1.9749908447265625,4700,0.0,
1992-07-21 00:00:00+00:00,10.0,10.125,10.0,1.950610876083374,39200,0.0,
1992-07-22 00:00:00+00:00,10.0,10.0,10.0,1.950610876083374,3900,0.0,
1992-07-23 00:00:00+00:00,10.0,10.125,10.0,1.9749908447265625,35600,0.0,
1992-07-24 00:00:00+00:00,10.125,10.125,10.125,1.9749908447265625,600,0.0,
1992-07-27 00:00:00+00:00,10.0,10.125,10.0,1.9749908447265625,27000,0.0,
1992-07-28 00:00:00+00:00,10.0,10.125,10.0,1.9749908447265625,24300,0.0,
1992-07-29 00:00:00+00:00,10.125,10.25,10.125,1.9993735551834104,42500,0.0,
1992-07-30 00:00:00+00:00,10.25,10.25,10.125,1.9749908447265625,28500,0.0,
1992-07-31 00:00:00+00:00,10.25,10.25,10.25,1.9993735551834104,3000,0.0,
1992-08-03 00:00:00+00:00,10.5,10.5,10.25,2.023756980895996,12400,0.0,
1992-08-04 00:00:00+00:00,10.375,10.375,10.25,2.023756980895996,12700,0.0,
1992-08-05 00:00:00+00:00,10.25,10.375,10.25,2.023756980895996,16600,0.0,
1992-08-06 00:00:00+00:00,10.375,10.375,10.25,1.9993735551834104,2500,0.0,
1992-08-07 00:00:00+00:00,10.375,10.375,10.25,2.023756980895996,5600,0.0,
1992-08-10 00:00:00+00:00,10.375,10.375,10.25,1.9993735551834104,22700,0.0,
1992-08-11 00:00:00+00:00,10.25,10.375,10.25,2.023756980895996,8600,0.0,
1992-08-12 00:00:00+00:00,10.25,10.375,10.25,2.033360958099365,4400,0.049,
1992-08-13 00:00:00+00:00,10.375,10.375,10.25,2.008862257003784,1400,0.0,
1992-08-14 00:00:00+00:00,10.375,10.375,10.25,2.008862257003784,9100,0.0,
