date,VNO_Open,VNO_High,VNO_Low,VNO_Close,VNO_Volume,VNO_Dividends,VNO_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.8544819951057434,0.78227299451828,0.1446107178926468,319901,0.0,
1980-03-18 00:00:00+00:00,0.0,0.8063430190086365,0.7220979928970337,0.1446107178926468,643957,0.0,
1980-03-19 00:00:00+00:00,0.0,0.8665170073509216,0.78227299451828,0.1568469554185867,405070,0.0,
1980-03-20 00:00:00+00:00,0.0,0.8424469828605652,0.830411970615387,0.1546221673488617,153719,0.0,
1980-03-21 00:00:00+00:00,0.0,0.872534990310669,0.8424469828605652,0.1579592376947403,415456,0.0,
1980-03-24 00:00:00+00:00,0.0,0.8785520195960999,0.830411970615387,0.1557344645261764,184878,0.0,
1980-03-25 00:00:00+00:00,0.0,0.8243950009346008,0.7762550115585327,0.143498346209526,270047,0.0,
1980-03-26 00:00:00+00:00,0.0,0.7882900238037109,0.7642199993133545,0.1412734687328338,203574,0.0,
1980-03-27 00:00:00+00:00,0.0,0.7521849870681763,0.5656430125236511,0.1223628520965576,675116,0.0,
1980-03-28 00:00:00+00:00,0.0,0.7341330051422119,0.6920099854469299,0.1357115507125854,604489,0.0,
1980-03-31 00:00:00+00:00,0.0,0.830411970615387,0.740149974822998,0.1457230746746063,500625,0.0,
1980-04-01 00:00:00+00:00,0.0,0.8063430190086365,0.7702379822731018,0.1490603387355804,251351,0.0,
1980-04-02 00:00:00+00:00,0.0,0.8544819951057434,0.8063430190086365,0.1512850970029831,232655,0.0,
1980-04-03 00:00:00+00:00,0.0,0.8243950009346008,0.8123599886894226,0.1501725912094116,195264,0.0,
1980-04-07 00:00:00+00:00,0.0,0.830411970615387,0.8003249764442444,0.1479478329420089,216037,0.0,
1980-04-08 00:00:00+00:00,0.0,0.8003249764442444,0.7582030296325684,0.1457230746746063,216037,0.0,
1980-04-09 00:00:00+00:00,0.0,0.8183779716491699,0.7762550115585327,0.1512850970029831,249274,0.0,
1980-04-10 00:00:00+00:00,0.0,0.8665170073509216,0.830411970615387,0.1601841002702713,317824,0.0,
1980-04-11 00:00:00+00:00,0.0,0.8665170073509216,0.830411970615387,0.1546221673488617,182801,0.0,
1980-04-14 00:00:00+00:00,0.0,0.836430013179779,0.8123599886894226,0.1512850970029831,135023,0.0,
1980-04-15 00:00:00+00:00,0.0,0.836430013179779,0.8183779716491699,0.1512850970029831,141255,0.0,
1980-04-16 00:00:00+00:00,0.0,0.830411970615387,0.7943080067634583,0.1468355357646942,135023,0.0,
1980-04-17 00:00:00+00:00,0.0,0.8063430190086365,0.7582030296325684,0.1423859447240829,112173,0.0,
1980-04-18 00:00:00+00:00,0.0,0.78227299451828,0.7642199993133545,0.1423859447240829,24927,0.0,
1980-04-21 00:00:00+00:00,0.0,0.7762550115585327,0.7582030296325684,0.1401612013578415,43623,0.0,
1980-04-22 00:00:00+00:00,0.0,0.8183779716491699,0.7702379822731018,0.1501725912094116,282510,0.0,
1980-04-23 00:00:00+00:00,0.0,0.836430013179779,0.8003249764442444,0.1501725912094116,178646,0.0,
1980-04-24 00:00:00+00:00,0.0,0.830411970615387,0.7943080067634583,0.1512850970029831,130869,0.0,
1980-04-25 00:00:00+00:00,0.0,0.8243950009346008,0.8003249764442444,0.152397409081459,70628,0.0,
1980-04-28 00:00:00+00:00,0.0,0.830411970615387,0.8003249764442444,0.1479478329420089,294974,0.0,
1980-04-29 00:00:00+00:00,0.0,0.830411970615387,0.8063430190086365,0.1535097062587738,232655,0.0,
1980-04-30 00:00:00+00:00,0.0,0.962796986103058,0.8243950009346008,0.1757575124502182,675116,0.0,
1980-05-01 00:00:00+00:00,0.0,1.0049190521240234,0.926692008972168,0.1768699437379837,712507,0.0,
1980-05-02 00:00:00+00:00,0.0,1.0229719877243042,0.9507619738578796,0.1868815273046493,344829,0.0,
1980-05-05 00:00:00+00:00,0.0,1.0410239696502686,0.974831998348236,0.1824318766593933,257583,0.0,
1980-05-06 00:00:00+00:00,0.0,1.0049190521240234,0.96881502866745,0.180207148194313,286665,0.0,
1980-05-07 00:00:00+00:00,0.0,0.9868670105934144,0.9447450041770936,0.1746452748775482,114250,0.0,
1980-05-08 00:00:00+00:00,0.0,0.9868670105934144,0.9387270212173462,0.1735327839851379,130869,0.0,
