date,DSI_Open,DSI_High,DSI_Low,DSI_Close,DSI_Volume,DSI_Dividends,DSI_Stock Splits
2006-11-17 00:00:00+00:00,25.270000457763672,25.274999618530277,25.270000457763672,19.757383346557617,400,0.0,
2006-11-20 00:00:00+00:00,25.274999618530277,25.274999618530277,25.274999618530277,19.757383346557617,0,0.0,
2006-11-21 00:00:00+00:00,25.299999237060547,25.299999237060547,25.299999237060547,19.776931762695312,200,0.0,
2006-11-22 00:00:00+00:00,25.375,25.375,25.375,19.83555793762207,200,0.0,
2006-11-24 00:00:00+00:00,25.375,25.375,25.375,19.83555793762207,0,0.0,
2006-11-27 00:00:00+00:00,25.059999465942383,25.059999465942383,24.95499992370605,19.515064239501957,2600,0.0,
2006-11-28 00:00:00+00:00,24.96500015258789,24.96500015258789,24.96500015258789,19.515064239501957,1000,0.0,
2006-11-29 00:00:00+00:00,25.125,25.21999931335449,25.125,19.69875907897949,6000,0.0,
2006-11-30 00:00:00+00:00,25.1299991607666,25.299999237060547,25.1299991607666,19.776931762695312,1600,0.0,
2006-12-01 00:00:00+00:00,25.225000381469727,25.225000381469727,25.100000381469727,19.63232040405273,1600,0.0,
2006-12-04 00:00:00+00:00,25.114999771118164,25.114999771118164,25.114999771118164,19.63232040405273,0,0.0,
2006-12-05 00:00:00+00:00,25.5,25.520000457763672,25.5,19.94891166687012,3200,0.0,
2006-12-06 00:00:00+00:00,25.549999237060547,25.549999237060547,25.524999618530277,19.95281410217285,5800,0.0,
2006-12-07 00:00:00+00:00,25.600000381469727,25.600000381469727,25.45499992370605,19.898090362548828,4600,0.0,
2006-12-08 00:00:00+00:00,25.48500061035156,25.5,25.48500061035156,19.93327140808105,3600,0.0,
2006-12-11 00:00:00+00:00,25.575000762939453,25.575000762939453,25.53499984741211,19.96062660217285,3200,0.0,
2006-12-12 00:00:00+00:00,25.53499984741211,25.53499984741211,25.53499984741211,19.96062660217285,0,0.0,
2006-12-13 00:00:00+00:00,25.53499984741211,25.53499984741211,25.53499984741211,19.96062660217285,0,0.0,
2006-12-14 00:00:00+00:00,25.68000030517578,25.7549991607666,25.68000030517578,20.120880126953125,8600,0.0,
2006-12-15 00:00:00+00:00,25.815000534057617,25.815000534057617,25.815000534057617,20.17950439453125,600,0.0,
2006-12-18 00:00:00+00:00,25.75,25.75,25.75,20.128686904907227,2400,0.0,
2006-12-19 00:00:00+00:00,25.71999931335449,25.71999931335449,25.665000915527344,20.06224822998047,800,0.0,
2006-12-20 00:00:00+00:00,25.665000915527344,25.665000915527344,25.614999771118164,20.064207077026367,1000,0.0525,
2006-12-21 00:00:00+00:00,25.625,25.625,25.625,20.072040557861328,1200,0.0,
2006-12-22 00:00:00+00:00,25.475000381469727,25.475000381469727,25.424999237060547,19.915380477905277,2800,0.0,
2006-12-26 00:00:00+00:00,25.424999237060547,25.424999237060547,25.424999237060547,19.915380477905277,0,0.0,
2006-12-27 00:00:00+00:00,25.604999542236328,25.604999542236328,25.59000015258789,20.044628143310547,2200,0.0,
2006-12-28 00:00:00+00:00,25.614999771118164,25.614999771118164,25.59000015258789,20.060291290283203,3000,0.0,
2006-12-29 00:00:00+00:00,25.65999984741211,25.65999984741211,25.575000762939453,20.03288459777832,20400,0.0,
2007-01-03 00:00:00+00:00,25.649999618530277,25.649999618530277,25.520000457763672,19.993709564208984,800,0.0,
2007-01-04 00:00:00+00:00,25.53499984741211,25.684999465942383,25.53499984741211,20.119043350219727,9800,0.0,
2007-01-05 00:00:00+00:00,25.46500015258789,25.475000381469727,25.46500015258789,19.954538345336918,400,0.0,
2007-01-08 00:00:00+00:00,25.51499938964844,25.549999237060547,25.5049991607666,20.013294219970703,44600,0.0,
2007-01-09 00:00:00+00:00,25.46999931335449,25.51499938964844,25.46999931335449,19.98587417602539,800,0.0,
2007-01-10 00:00:00+00:00,25.46999931335449,25.625,25.46999931335449,20.072040557861328,4800,0.0,
2007-01-11 00:00:00+00:00,25.739999771118164,25.825000762939453,25.739999771118164,20.228710174560547,600,0.0,
2007-01-12 00:00:00+00:00,25.825000762939453,25.93000030517578,25.825000762939453,20.29528045654297,21800,0.0,
2007-01-16 00:00:00+00:00,25.950000762939453,25.950000762939453,25.88999938964844,20.32661437988281,8600,0.0,
2007-01-17 00:00:00+00:00,25.920000076293945,25.975000381469727,25.854999542236328,20.252199172973636,63200,0.0,
2007-01-18 00:00:00+00:00,25.875,25.895000457763672,25.82999992370605,20.232614517211918,2400,0.0,
2007-01-19 00:00:00+00:00,25.790000915527344,25.854999542236328,25.790000915527344,20.252199172973636,600,0.0,
2007-01-22 00:00:00+00:00,25.864999771118164,25.864999771118164,25.69499969482422,20.16211700439453,29200,0.0,
2007-01-23 00:00:00+00:00,25.75,25.76499938964844,25.725000381469727,20.18170166015625,2200,0.0,
2007-01-24 00:00:00+00:00,25.850000381469727,25.975000381469727,25.850000381469727,20.34620475769043,9200,0.0,
2007-01-25 00:00:00+00:00,26.0,26.0,25.71999931335449,20.173866271972656,10200,0.0,
2007-01-26 00:00:00+00:00,25.69499969482422,25.69499969482422,25.65999984741211,20.09945678710937,800,0.0,
2007-01-29 00:00:00+00:00,25.729999542236328,25.729999542236328,25.65999984741211,20.15036392211914,5400,0.0,
2007-01-30 00:00:00+00:00,25.739999771118164,25.834999084472656,25.655000686645508,20.22478675842285,37200,0.0,
2007-01-31 00:00:00+00:00,25.834999084472656,26.76499938964844,25.80500030517578,20.373611450195312,3400,0.0,
2007-02-01 00:00:00+00:00,26.024999618530277,26.03499984741211,26.024999618530277,20.393198013305664,15200,0.0,
2007-02-02 00:00:00+00:00,26.15999984741211,26.15999984741211,26.13500022888184,20.471525192260746,1000,0.0,
2007-02-05 00:00:00+00:00,26.1200008392334,26.1200008392334,26.11000061035156,20.45194435119629,800,0.0,
2007-02-06 00:00:00+00:00,26.11000061035156,26.11000061035156,25.9950008392334,20.42452812194824,2600,0.0,
2007-02-07 00:00:00+00:00,26.045000076293945,26.184999465942383,26.045000076293945,20.45194435119629,43400,0.0,
2007-02-08 00:00:00+00:00,26.045000076293945,26.084999084472656,26.03499984741211,20.432357788085938,1200,0.0,
