date,BSAC_Open,BSAC_High,BSAC_Low,BSAC_Close,BSAC_Volume,BSAC_Dividends,BSAC_Stock Splits
1994-10-31 00:00:00+00:00,7.644230842590332,7.788462162017822,7.644230842590332,1.7939889430999756,4160,0.0,
1994-11-01 00:00:00+00:00,7.692307949066162,7.692307949066162,7.59615421295166,1.7939889430999756,32760,0.0,
1994-11-02 00:00:00+00:00,7.644230842590332,7.644230842590332,7.644230842590332,1.782776117324829,4940,0.0,
1994-11-03 00:00:00+00:00,7.644230842590332,7.692307949066162,7.54807710647583,1.7715635299682615,267020,0.0,
1994-11-04 00:00:00+00:00,7.5,7.5,7.5,1.7491389513015747,41600,0.0,
1994-11-07 00:00:00+00:00,7.45192289352417,7.45192289352417,7.259614944458008,1.693076491355896,67600,0.0,
1994-11-08 00:00:00+00:00,7.259614944458008,7.259614944458008,7.259614944458008,1.693076491355896,23400,0.0,
1994-11-09 00:00:00+00:00,7.355769157409668,7.355769157409668,7.355769157409668,1.71550190448761,28340,0.0,
1994-11-10 00:00:00+00:00,7.259614944458008,7.259614944458008,7.259614944458008,1.693076491355896,7020,0.0,
1994-11-11 00:00:00+00:00,7.259614944458008,7.259614944458008,7.211537837982178,1.681863784790039,10660,0.0,
1994-11-14 00:00:00+00:00,7.115385055541992,7.115385055541992,6.97115421295166,1.625801920890808,275860,0.0,
1994-11-15 00:00:00+00:00,6.97115421295166,7.067307949066162,6.97115421295166,1.6482267379760742,194740,0.0,
1994-11-16 00:00:00+00:00,7.115385055541992,7.211537837982178,7.115385055541992,1.681863784790039,83200,0.0,
1994-11-17 00:00:00+00:00,7.211537837982178,7.211537837982178,7.163462162017822,1.6706522703170776,21840,0.0,
1994-11-18 00:00:00+00:00,7.163462162017822,7.163462162017822,6.97115421295166,1.625801920890808,61620,0.0,
1994-11-21 00:00:00+00:00,6.97115421295166,6.97115421295166,6.82692289352417,1.5921649932861328,36400,0.0,
