date,OMC_Open,OMC_High,OMC_Low,OMC_Close,OMC_Volume,OMC_Dividends,OMC_Stock Splits
1980-03-17 00:00:00+00:00,0.0,1.578125,1.53125,0.596307635307312,25600,0.0,
1980-03-18 00:00:00+00:00,0.0,1.578125,1.53125,0.596307635307312,81600,0.0,
1980-03-19 00:00:00+00:00,0.0,1.59375,1.546875,0.6023925542831421,40000,0.0,
1980-03-20 00:00:00+00:00,0.0,1.578125,1.53125,0.596307635307312,11200,0.0,
1980-03-21 00:00:00+00:00,0.0,1.5625,1.515625,0.5902228951454163,19200,0.0,
1980-03-24 00:00:00+00:00,0.0,1.53125,1.484375,0.5780532956123352,112000,0.0,
1980-03-25 00:00:00+00:00,0.0,1.515625,1.46875,0.5719687342643738,49600,0.0,
1980-03-26 00:00:00+00:00,0.0,1.53125,1.484375,0.5780532956123352,17600,0.0,
1980-03-27 00:00:00+00:00,0.0,1.515625,1.46875,0.5719687342643738,78400,0.0,
1980-03-28 00:00:00+00:00,0.0,1.515625,1.46875,0.5719687342643738,16000,0.0,
1980-03-31 00:00:00+00:00,0.0,1.453125,1.40625,0.5476295351982117,128000,0.0,
1980-04-01 00:00:00+00:00,0.0,1.4375,1.390625,0.5415447354316711,54400,0.0,
1980-04-02 00:00:00+00:00,0.0,1.453125,1.40625,0.5476295351982117,20800,0.0,
1980-04-03 00:00:00+00:00,0.0,1.4375,1.390625,0.5415447354316711,8000,0.0,
1980-04-07 00:00:00+00:00,0.0,1.421875,1.375,0.5354599952697754,43200,0.0,
1980-04-08 00:00:00+00:00,0.0,1.421875,1.375,0.5354599952697754,62400,0.0,
1980-04-09 00:00:00+00:00,0.0,1.4375,1.390625,0.5415447354316711,33600,0.0,
1980-04-10 00:00:00+00:00,0.0,1.46875,1.421875,0.5537141561508179,24000,0.0,
1980-04-11 00:00:00+00:00,0.0,1.484375,1.4375,0.559799313545227,33600,0.0,
1980-04-14 00:00:00+00:00,0.0,1.46875,1.421875,0.5537141561508179,32000,0.0,
1980-04-15 00:00:00+00:00,0.0,1.46875,1.421875,0.5537141561508179,33600,0.0,
1980-04-16 00:00:00+00:00,0.0,1.46875,1.421875,0.5537141561508179,76800,0.0,
1980-04-17 00:00:00+00:00,0.0,1.46875,1.421875,0.5537141561508179,8000,0.0,
1980-04-18 00:00:00+00:00,0.0,1.515625,1.46875,0.5719687342643738,52800,0.0,
1980-04-21 00:00:00+00:00,0.0,1.46875,1.421875,0.5537141561508179,70400,0.0,
1980-04-22 00:00:00+00:00,0.0,1.515625,1.46875,0.5719687342643738,83200,0.0,
1980-04-23 00:00:00+00:00,0.0,1.515625,1.46875,0.5719687342643738,19200,0.0,
1980-04-24 00:00:00+00:00,0.0,1.515625,1.46875,0.5719687342643738,3200,0.0,
1980-04-25 00:00:00+00:00,0.0,1.5,1.453125,0.5658837556838989,17600,0.0,
1980-04-28 00:00:00+00:00,0.0,1.515625,1.46875,0.5719687342643738,56000,0.0,
1980-04-29 00:00:00+00:00,0.0,1.5625,1.515625,0.5902228951454163,64000,0.0,
1980-04-30 00:00:00+00:00,0.0,1.5625,1.515625,0.5902228951454163,4800,0.0,
1980-05-01 00:00:00+00:00,0.0,1.5625,1.515625,0.5902228951454163,108800,0.0,
1980-05-02 00:00:00+00:00,0.0,1.5625,1.515625,0.5902228951454163,17600,0.0,
1980-05-05 00:00:00+00:00,0.0,1.5625,1.515625,0.5902228951454163,48000,0.0,
1980-05-06 00:00:00+00:00,0.0,1.5625,1.515625,0.5902228951454163,14400,0.0,
1980-05-07 00:00:00+00:00,0.0,1.546875,1.5,0.5841385722160339,32000,0.0,
1980-05-08 00:00:00+00:00,0.0,1.53125,1.484375,0.5780532956123352,102400,0.0,
1980-05-09 00:00:00+00:00,0.0,1.515625,1.46875,0.5719687342643738,62400,0.0,
1980-05-12 00:00:00+00:00,0.0,1.5,1.453125,0.5658837556838989,17600,0.0,
1980-05-13 00:00:00+00:00,0.0,1.5,1.453125,0.5658837556838989,8000,0.0,
1980-05-14 00:00:00+00:00,0.0,1.5,1.453125,0.5658837556838989,20800,0.0,
1980-05-15 00:00:00+00:00,0.0,1.546875,1.5,0.5841385722160339,140800,0.0,
1980-05-16 00:00:00+00:00,0.0,1.546875,1.5,0.5841385722160339,116800,0.0,
1980-05-19 00:00:00+00:00,0.0,1.5625,1.515625,0.5902228951454163,44800,0.0,
1980-05-20 00:00:00+00:00,0.0,1.546875,1.5,0.5841385722160339,134400,0.0,
1980-05-21 00:00:00+00:00,0.0,1.578125,1.53125,0.596307635307312,76800,0.0,
1980-05-22 00:00:00+00:00,0.0,1.578125,1.53125,0.596307635307312,49600,0.0,
1980-05-23 00:00:00+00:00,0.0,1.59375,1.546875,0.6023925542831421,38400,0.0,
1980-05-27 00:00:00+00:00,0.0,1.59375,1.546875,0.6023925542831421,12800,0.0,
1980-05-28 00:00:00+00:00,0.0,1.65625,1.609375,0.6267315149307251,83200,0.0,
1980-05-29 00:00:00+00:00,0.0,1.625,1.578125,0.6145622134208679,57600,0.0,
1980-05-30 00:00:00+00:00,0.0,1.625,1.578125,0.6145622134208679,24000,0.0,
1980-06-02 00:00:00+00:00,0.0,1.625,1.578125,0.6145622134208679,22400,0.0,
1980-06-03 00:00:00+00:00,0.0,1.609375,1.5625,0.6084773540496826,22400,0.0,
1980-06-04 00:00:00+00:00,0.0,1.609375,1.5625,0.6084773540496826,30400,0.0,
1980-06-05 00:00:00+00:00,0.0,1.609375,1.5625,0.6084773540496826,57600,0.0,
1980-06-06 00:00:00+00:00,0.0,1.609375,1.5625,0.6084773540496826,11200,0.0,
1980-06-09 00:00:00+00:00,0.0,1.609375,1.5625,0.6084773540496826,38400,0.0,
1980-06-10 00:00:00+00:00,0.0,1.640625,1.59375,0.6206468343734741,44800,0.0,
1980-06-11 00:00:00+00:00,0.0,1.671875,1.625,0.6328164339065552,96000,0.0,
1980-06-12 00:00:00+00:00,0.0,1.6875,1.640625,0.638900876045227,16000,0.0,
1980-06-13 00:00:00+00:00,0.0,1.6875,1.640625,0.638900876045227,12800,0.0,
1980-06-16 00:00:00+00:00,0.0,1.703125,1.65625,0.6449857950210571,32000,0.0,
1980-06-17 00:00:00+00:00,0.0,1.71875,1.671875,0.6510705947875977,6400,0.0,
1980-06-18 00:00:00+00:00,0.0,1.71875,1.671875,0.6510705947875977,11200,0.0,
1980-06-19 00:00:00+00:00,0.0,1.71875,1.671875,0.6510705947875977,56000,0.0,
1980-06-20 00:00:00+00:00,0.0,1.703125,1.65625,0.6449857950210571,49600,0.0,
1980-06-23 00:00:00+00:00,0.0,1.734375,1.6875,0.6571557521820068,36800,0.0,
1980-06-24 00:00:00+00:00,0.0,1.734375,1.6875,0.6571557521820068,25600,0.0,
1980-06-25 00:00:00+00:00,0.0,1.734375,1.6875,0.6571557521820068,3200,0.0,
1980-06-26 00:00:00+00:00,0.0,1.734375,1.6875,0.6571557521820068,94400,0.0,
1980-06-27 00:00:00+00:00,0.0,1.734375,1.6875,0.6571557521820068,12800,0.0,
1980-06-30 00:00:00+00:00,0.0,1.734375,1.6875,0.6571557521820068,20800,0.0,
1980-07-01 00:00:00+00:00,0.0,1.734375,1.6875,0.6571557521820068,22400,0.0,
1980-07-02 00:00:00+00:00,0.0,1.734375,1.6875,0.6571557521820068,6400,0.0,
1980-07-03 00:00:00+00:00,0.0,1.734375,1.6875,0.6571557521820068,59200,0.0,
1980-07-07 00:00:00+00:00,0.0,1.734375,1.71875,0.6693249344825745,30400,0.0,
1980-07-08 00:00:00+00:00,0.0,1.78125,1.765625,0.6875795125961304,49600,0.0,
1980-07-09 00:00:00+00:00,0.0,1.859375,1.84375,0.7180032730102539,182400,0.0,
