date,MNDO_Open,MNDO_High,MNDO_Low,MNDO_Close,MNDO_Volume,MNDO_Dividends,MNDO_Stock Splits
2000-08-08 00:00:00+00:00,10.0,10.75,9.75,0.7104387283325195,4132700,0.0,
2000-08-09 00:00:00+00:00,10.0625,10.1875,9.875,0.7148789763450623,686900,0.0,
2000-08-10 00:00:00+00:00,10.0625,10.0625,9.0,0.683797299861908,168400,0.0,
2000-08-11 00:00:00+00:00,9.375,9.75,9.0,0.646055281162262,115100,0.0,
2000-08-14 00:00:00+00:00,9.0625,9.875,9.0,0.6438351273536682,129200,0.0,
2000-08-15 00:00:00+00:00,10.0,10.0,9.125,0.6571558713912964,35100,0.0,
2000-08-16 00:00:00+00:00,9.0625,9.75,9.0,0.6393949389457703,27600,0.0,
2000-08-17 00:00:00+00:00,9.0625,9.25,8.9375,0.634954571723938,11500,0.0,
2000-08-18 00:00:00+00:00,9.03125,9.125,7.25,0.523948609828949,293400,0.0,
2000-08-21 00:00:00+00:00,7.3125,7.75,7.25,0.5505901575088501,100900,0.0,
2000-08-22 00:00:00+00:00,7.625,8.75,7.625,0.612753689289093,56200,0.0,
2000-08-23 00:00:00+00:00,8.75,9.875,8.75,0.683797299861908,92100,0.0,
2000-08-24 00:00:00+00:00,9.6875,9.875,8.75,0.6216338872909546,59100,0.0,
2000-08-25 00:00:00+00:00,8.75,9.0,8.25,0.6171936392784119,15900,0.0,
2000-08-28 00:00:00+00:00,8.8125,9.125,8.75,0.634954571723938,27100,0.0,
2000-08-29 00:00:00+00:00,9.09375,10.0625,9.0,0.7148789763450623,255400,0.0,
2000-08-30 00:00:00+00:00,10.0,10.0625,9.0,0.7104387283325195,65500,0.0,
2000-08-31 00:00:00+00:00,10.0,10.0625,9.5,0.7059985399246216,112100,0.0,
2000-09-01 00:00:00+00:00,10.0,11.0,9.9375,0.7281997203826904,937300,0.0,
2000-09-05 00:00:00+00:00,10.5625,10.625,8.625,0.7104387283325195,374600,0.0,
2000-09-06 00:00:00+00:00,10.1875,10.375,9.25,0.7104387283325195,230000,0.0,
2000-09-07 00:00:00+00:00,10.8125,11.125,9.875,0.7637218236923218,589200,0.0,
2000-09-08 00:00:00+00:00,11.375,11.8125,10.5,0.8303253054618835,358400,0.0,
2000-09-11 00:00:00+00:00,11.9375,12.5625,11.4375,0.8125646114349365,274200,0.0,
2000-09-12 00:00:00+00:00,11.3125,11.75,10.6875,0.7859230041503906,75200,0.0,
2000-09-13 00:00:00+00:00,11.125,11.5,10.625,0.7814826965332031,50700,0.0,
2000-09-14 00:00:00+00:00,11.0,12.125,11.0,0.8436460494995117,106400,0.0,
2000-09-15 00:00:00+00:00,11.8125,11.875,11.4375,0.8436460494995117,62100,0.0,
2000-09-18 00:00:00+00:00,11.9375,11.9375,11.375,0.8081242442131042,50900,0.0,
2000-09-19 00:00:00+00:00,11.0625,12.125,11.0,0.8614070415496826,84000,0.0,
2000-09-20 00:00:00+00:00,11.875,14.0625,11.875,0.9812936186790466,129900,0.0,
2000-09-21 00:00:00+00:00,13.1875,13.3125,12.5625,0.9457716941833496,57300,0.0,
2000-09-22 00:00:00+00:00,12.9375,13.625,12.375,0.9679727554321288,85000,0.0,
2000-09-25 00:00:00+00:00,14.0,14.125,13.25,0.9413315653800964,79700,0.0,
2000-09-26 00:00:00+00:00,13.25,13.75,13.25,0.9768534898757936,20300,0.0,
2000-09-27 00:00:00+00:00,13.375,13.5,13.125,0.9502118229866028,59800,0.0,
2000-09-28 00:00:00+00:00,13.125,13.125,11.875,0.8969290256500244,68000,0.0,
2000-09-29 00:00:00+00:00,12.1875,12.25,11.5625,0.8436460494995117,20700,0.0,
2000-10-02 00:00:00+00:00,12.1875,13.0,11.75,0.8347655534744263,9200,0.0,
2000-10-03 00:00:00+00:00,12.09375,12.125,10.75,0.8170045018196106,47900,0.0,
2000-10-04 00:00:00+00:00,11.0,11.6875,11.0,0.8303253054618835,25800,0.0,
2000-10-05 00:00:00+00:00,11.25,11.9375,11.125,0.7992435097694397,14000,0.0,
2000-10-06 00:00:00+00:00,11.25,11.375,9.375,0.67935711145401,72100,0.0,
2000-10-09 00:00:00+00:00,9.125,9.75,9.0,0.6393949389457703,81500,0.0,
2000-10-10 00:00:00+00:00,8.75,9.0,7.25,0.603873074054718,132700,0.0,
2000-10-11 00:00:00+00:00,8.5,9.25,8.0,0.6305145025253296,79200,0.0,
2000-10-12 00:00:00+00:00,8.5,8.5,7.625,0.5550302267074585,64900,0.0,
2000-10-13 00:00:00+00:00,7.625,8.25,7.625,0.559470534324646,45300,0.0,
2000-10-16 00:00:00+00:00,8.5,9.0,8.0,0.603873074054718,138700,0.0,
2000-10-17 00:00:00+00:00,8.796875,9.0,8.6875,0.6260741949081421,123900,0.0,
2000-10-18 00:00:00+00:00,8.75,9.5625,8.625,0.67935711145401,163900,0.0,
2000-10-19 00:00:00+00:00,9.9375,10.6875,9.9375,0.7592815160751343,66800,0.0,
2000-10-20 00:00:00+00:00,10.75,10.75,10.0625,0.7548413276672363,13800,0.0,
2000-10-23 00:00:00+00:00,10.5,10.625,10.3125,0.7459607124328613,51400,0.0,
2000-10-24 00:00:00+00:00,10.0,10.5625,9.875,0.7104387283325195,8700,0.0,
2000-10-25 00:00:00+00:00,10.5,10.5,9.25,0.6704765558242798,98100,0.0,
2000-10-26 00:00:00+00:00,10.0,10.5,8.53125,0.6482754349708557,34400,0.0,
2000-10-27 00:00:00+00:00,10.359375,12.25,10.25,0.8702875375747681,99400,0.0,
2000-10-30 00:00:00+00:00,11.8125,11.875,11.0,0.8392058610916138,82000,0.0,
2000-10-31 00:00:00+00:00,11.125,11.796875,11.125,0.8081242442131042,18000,0.0,
2000-11-01 00:00:00+00:00,11.375,11.5625,11.375,0.8081242442131042,18200,0.0,
2000-11-02 00:00:00+00:00,11.375,11.75,11.375,0.8170045018196106,10200,0.0,
2000-11-03 00:00:00+00:00,11.875,12.0,11.5,0.8170045018196106,57700,0.0,
2000-11-06 00:00:00+00:00,12.5,13.0,11.75,0.8969290256500244,74200,0.0,
2000-11-07 00:00:00+00:00,12.25,12.625,12.0625,0.8569668531417847,8300,0.0,
2000-11-08 00:00:00+00:00,12.0,12.0,11.5,0.8258849382400513,7100,0.0,
2000-11-09 00:00:00+00:00,11.5,11.75,11.0,0.8347655534744263,14600,0.0,
2000-11-10 00:00:00+00:00,11.375,11.5,10.4375,0.7814826965332031,5600,0.0,
2000-11-13 00:00:00+00:00,11.0,11.0,9.875,0.7814826965332031,17800,0.0,
2000-11-14 00:00:00+00:00,11.0,11.25,10.75,0.7726022005081177,63900,0.0,
2000-11-15 00:00:00+00:00,10.75,10.8125,10.625,0.7548413276672363,29000,0.0,
2000-11-16 00:00:00+00:00,10.75,10.75,10.625,0.7548413276672363,4400,0.0,
2000-11-17 00:00:00+00:00,10.375,10.5,10.375,0.7370802760124207,20900,0.0,
2000-11-20 00:00:00+00:00,9.9375,10.5,9.9375,0.7104387283325195,49200,0.0,
2000-11-21 00:00:00+00:00,10.0,10.0,9.8125,0.6971182823181152,33900,0.0,
2000-11-22 00:00:00+00:00,9.0,9.46875,8.5,0.612753689289093,41500,0.0,
2000-11-24 00:00:00+00:00,8.875,9.25,8.875,0.6393949389457703,58100,0.0,
2000-11-27 00:00:00+00:00,9.375,9.625,8.875,0.6482754349708557,65700,0.0,
2000-11-28 00:00:00+00:00,9.0,9.1875,8.625,0.6393949389457703,24900,0.0,
2000-11-29 00:00:00+00:00,8.6875,8.75,8.0,0.5683509707450867,24800,0.0,
2000-11-30 00:00:00+00:00,7.875,7.875,7.5625,0.5417096614837646,19900,0.0,
2000-12-01 00:00:00+00:00,7.9375,7.9375,7.5625,0.5372692346572876,12700,0.0,
2000-12-04 00:00:00+00:00,7.75,8.0,7.625,0.5505901575088501,17600,0.0,
