date,FLR_Open,FLR_High,FLR_Low,FLR_Close,FLR_Volume,FLR_Dividends,FLR_Stock Splits
2000-12-01 00:00:00+00:00,10.5,14.0625,10.5,10.259236335754396,23200,0.0,
2000-12-04 00:00:00+00:00,13.875,15.0,13.625,11.39915370941162,31000,0.0,
2000-12-05 00:00:00+00:00,15.5,15.5,15.0,11.494145393371582,12800,0.0,
2000-12-06 00:00:00+00:00,15.0,15.1875,15.0,11.39915370941162,10400,0.0,
2000-12-07 00:00:00+00:00,15.0,15.0,14.8125,11.256664276123049,2600,0.0,
2000-12-08 00:00:00+00:00,14.9375,15.0,14.9375,11.39915370941162,4200,0.0,
2000-12-11 00:00:00+00:00,14.9375,15.1875,14.8125,11.541643142700195,32600,0.0,
2000-12-12 00:00:00+00:00,14.875,15.125,14.875,11.494145393371582,3600,0.0,
2000-12-13 00:00:00+00:00,15.25,15.375,15.25,11.68413257598877,2400,0.0,
2000-12-14 00:00:00+00:00,15.3125,15.3125,15.25,11.589139938354492,2800,0.0,
2000-12-15 00:00:00+00:00,15.0625,15.125,14.75,11.209163665771484,83000,0.0,
2000-12-18 00:00:00+00:00,14.75,15.125,14.75,11.494145393371582,23200,0.0,
2000-12-19 00:00:00+00:00,15.0,15.25,15.0,11.494145393371582,3600,0.0,
2000-12-20 00:00:00+00:00,15.0,15.0,14.625,11.209163665771484,42400,0.0,
2000-12-21 00:00:00+00:00,14.6875,14.6875,14.375,10.971688270568848,243400,0.0,
2000-12-22 00:00:00+00:00,14.75,16.5625,14.75,12.396575927734377,585200,0.0,
2000-12-26 00:00:00+00:00,16.28125,16.4375,16.0625,12.277836799621582,278600,0.0,
2000-12-27 00:00:00+00:00,16.21875,16.53125,16.21875,12.56281852722168,421000,0.0,
2000-12-28 00:00:00+00:00,16.34375,16.625,16.3125,12.610310554504396,316200,0.0,
2000-12-29 00:00:00+00:00,16.53125,16.65625,15.875,12.56281852722168,539800,0.0,
2001-01-02 00:00:00+00:00,16.5,17.3125,16.5,13.014033317565918,570400,0.0,
2001-01-03 00:00:00+00:00,17.4375,17.5625,17.15625,13.204019546508787,824200,0.0,
2001-01-04 00:00:00+00:00,17.3125,17.375,17.125,13.15652561187744,525200,0.0,
2001-01-05 00:00:00+00:00,17.21875,17.34375,16.75,12.7765474319458,1357600,0.0,
2001-01-08 00:00:00+00:00,17.0,17.03125,16.75,12.800296783447266,1843600,0.0,
2001-01-09 00:00:00+00:00,16.71875,16.8125,16.65625,12.75280475616455,422200,0.0,
2001-01-10 00:00:00+00:00,16.65625,16.8125,16.625,12.75280475616455,414200,0.0,
2001-01-11 00:00:00+00:00,16.78125,16.84375,16.59375,12.705304145812988,523400,0.0,
2001-01-12 00:00:00+00:00,16.65625,16.71875,16.625,12.63405990600586,802600,0.0,
2001-01-16 00:00:00+00:00,16.375,16.5625,16.375,12.539069175720217,541000,0.0,
2001-01-17 00:00:00+00:00,16.5,16.875,16.4375,12.705304145812988,410600,0.0,
2001-01-18 00:00:00+00:00,16.625,16.78125,16.53125,12.705304145812988,798200,0.0,
2001-01-19 00:00:00+00:00,16.59375,16.6875,16.40625,12.515317916870115,511200,0.0,
2001-01-22 00:00:00+00:00,16.21875,16.4375,16.09375,12.325331687927246,368400,0.0,
2001-01-23 00:00:00+00:00,16.125,16.3125,16.0,12.396575927734377,583000,0.0,
2001-01-24 00:00:00+00:00,16.25,16.34375,16.0,12.372830390930176,479800,0.0,
2001-01-25 00:00:00+00:00,16.25,16.625,16.25,12.610310554504396,408200,0.0,
2001-01-26 00:00:00+00:00,16.59375,16.71875,16.53125,12.610310554504396,645400,0.0,
2001-01-29 00:00:00+00:00,16.510000228881836,16.59000015258789,16.375,12.470670700073242,772400,0.0,
2001-01-30 00:00:00+00:00,16.28499984741211,16.28499984741211,15.850000381469728,12.09070110321045,377200,0.0,
2001-01-31 00:00:00+00:00,15.600000381469728,16.270000457763672,15.600000381469728,12.326282501220703,633200,0.0,
