date,PSMT_Open,PSMT_High,PSMT_Low,PSMT_Close,PSMT_Volume,PSMT_Dividends,PSMT_Stock Splits
1997-09-02 00:00:00+00:00,17.5,18.0,16.5,13.710092544555664,13700,0.0,
1997-09-03 00:00:00+00:00,15.5,17.0,15.25,12.716609001159668,140100,0.0,
1997-09-04 00:00:00+00:00,16.25,17.25,16.125,13.710092544555664,72700,0.0,
1997-09-05 00:00:00+00:00,17.0,17.5,16.875,13.908790588378906,61600,0.0,
1997-09-08 00:00:00+00:00,17.5,18.125,17.25,14.405532836914062,34000,0.0,
1997-09-09 00:00:00+00:00,17.75,18.0,17.75,14.107486724853516,44100,0.0,
1997-09-10 00:00:00+00:00,18.0,18.0,17.75,14.107486724853516,2000,0.0,
1997-09-11 00:00:00+00:00,17.75,17.875,17.75,14.107486724853516,41400,0.0,
1997-09-12 00:00:00+00:00,18.0,18.25,18.0,14.405532836914062,700,0.0,
1997-09-15 00:00:00+00:00,18.0,18.0,17.75,14.107486724853516,133700,0.0,
1997-09-16 00:00:00+00:00,17.75,18.0,17.375,14.306181907653809,56900,0.0,
1997-09-17 00:00:00+00:00,17.375,17.625,17.0,13.61074161529541,21300,0.0,
1997-09-18 00:00:00+00:00,17.375,17.875,17.375,14.05781364440918,30100,0.0,
1997-09-19 00:00:00+00:00,17.5,17.875,17.5,14.206835746765137,26300,0.0,
1997-09-22 00:00:00+00:00,17.5,17.625,17.5,14.008132934570312,1800,0.0,
1997-09-23 00:00:00+00:00,17.625,18.125,17.625,14.206835746765137,200500,0.0,
1997-09-24 00:00:00+00:00,17.875,18.03125,17.875,14.206835746765137,11100,0.0,
1997-09-25 00:00:00+00:00,17.875,18.1875,17.875,14.306181907653809,43400,0.0,
1997-09-26 00:00:00+00:00,18.0,18.1875,18.0,14.455211639404297,2500,0.0,
1997-09-29 00:00:00+00:00,17.75,17.75,17.75,14.107486724853516,175500,0.0,
1997-09-30 00:00:00+00:00,18.1875,18.25,18.1875,14.504877090454102,3700,0.0,
1997-10-01 00:00:00+00:00,17.625,18.25,17.625,14.455211639404297,18200,0.0,
1997-10-02 00:00:00+00:00,17.75,18.5,17.75,14.306181907653809,3900,0.0,
1997-10-03 00:00:00+00:00,18.125,18.4375,18.0,14.306181907653809,1300,0.0,
1997-10-06 00:00:00+00:00,18.0,18.0,18.0,14.306181907653809,2900,0.0,
1997-10-07 00:00:00+00:00,18.4375,18.4375,18.0,14.60422420501709,8800,0.0,
1997-10-08 00:00:00+00:00,18.4375,18.4375,18.0,14.653900146484377,2100,0.0,
1997-10-09 00:00:00+00:00,18.0,18.4375,17.875,14.60422420501709,41200,0.0,
1997-10-10 00:00:00+00:00,17.75,18.4375,17.75,14.60422420501709,5800,0.0,
1997-10-13 00:00:00+00:00,18.0,18.5,18.0,14.703580856323242,6800,0.0,
1997-10-14 00:00:00+00:00,18.5,18.875,18.375,15.001623153686523,9500,0.0,
1997-10-15 00:00:00+00:00,18.875,18.875,18.875,15.001623153686523,2700,0.0,
1997-10-16 00:00:00+00:00,18.25,18.875,17.875,14.206835746765137,5700,0.0,
1997-10-17 00:00:00+00:00,17.875,18.375,17.75,14.107486724853516,33400,0.0,
1997-10-20 00:00:00+00:00,17.75,17.875,17.75,14.206835746765137,3400,0.0,
1997-10-21 00:00:00+00:00,17.75,18.0,17.75,14.206835746765137,76800,0.0,
1997-10-22 00:00:00+00:00,17.875,18.0,17.875,14.206835746765137,4900,0.0,
1997-10-23 00:00:00+00:00,18.25,18.25,17.5,14.25650691986084,128000,0.0,
1997-10-24 00:00:00+00:00,17.875,18.5,17.875,14.306181907653809,65600,0.0,
1997-10-27 00:00:00+00:00,18.0,18.0,16.875,13.511395454406738,7600,0.0,
1997-10-28 00:00:00+00:00,16.75,17.5,16.75,13.908790588378906,24900,0.0,
1997-10-29 00:00:00+00:00,17.5,17.75,17.375,13.908790588378906,48700,0.0,
1997-10-30 00:00:00+00:00,17.0,17.1875,16.875,13.511395454406738,16900,0.0,
1997-10-31 00:00:00+00:00,16.5,16.625,16.375,13.11400032043457,8800,0.0,
1997-11-03 00:00:00+00:00,16.5,17.0,16.125,13.511395454406738,5100,0.0,
1997-11-04 00:00:00+00:00,16.25,16.5,16.25,13.11400032043457,1800,0.0,
1997-11-05 00:00:00+00:00,17.0,17.0,16.75,13.511395454406738,2100,0.0,
1997-11-06 00:00:00+00:00,16.25,16.375,16.25,13.014652252197266,13000,0.0,
1997-11-07 00:00:00+00:00,15.75,16.625,15.75,12.815956115722656,9600,0.0,
1997-11-10 00:00:00+00:00,16.5,16.5,16.5,13.11400032043457,200,0.0,
1997-11-11 00:00:00+00:00,16.5,16.75,16.0,13.312701225280762,4100,0.0,
1997-11-12 00:00:00+00:00,16.0,16.25,15.875,12.617257118225098,50400,0.0,
1997-11-13 00:00:00+00:00,15.875,16.1875,15.75,12.865630149841309,19600,0.0,
1997-11-14 00:00:00+00:00,16.125,16.5,16.0,12.716609001159668,2900,0.0,
1997-11-17 00:00:00+00:00,16.0,16.25,16.0,12.915303230285645,6700,0.0,
1997-11-18 00:00:00+00:00,16.375,16.375,16.25,12.915303230285645,18900,0.0,
1997-11-19 00:00:00+00:00,16.0,17.0,16.0,13.511395454406738,7000,0.0,
1997-11-20 00:00:00+00:00,16.5,16.9375,16.25,12.915303230285645,8200,0.0,
1997-11-21 00:00:00+00:00,16.25,16.5625,16.25,12.915303230285645,700,0.0,
1997-11-24 00:00:00+00:00,16.875,16.875,16.125,12.815956115722656,4600,0.0,
1997-11-25 00:00:00+00:00,16.125,16.5,16.125,12.815956115722656,16500,0.0,
1997-11-26 00:00:00+00:00,16.125,16.25,16.125,12.915303230285645,10600,0.0,
1997-11-28 00:00:00+00:00,16.25,16.25,16.25,12.915303230285645,0,0.0,
1997-12-01 00:00:00+00:00,16.25,16.75,16.125,12.815956115722656,1100,0.0,
1997-12-02 00:00:00+00:00,16.125,16.75,16.125,12.865630149841309,25000,0.0,
1997-12-03 00:00:00+00:00,16.125,16.9375,16.125,13.11400032043457,11000,0.0,
1997-12-04 00:00:00+00:00,16.25,17.0,16.25,13.511395454406738,3800,0.0,
1997-12-05 00:00:00+00:00,16.375,17.125,16.375,13.11400032043457,11400,0.0,
1997-12-08 00:00:00+00:00,16.5,17.375,16.5,13.561070442199709,19800,0.0,
1997-12-09 00:00:00+00:00,16.875,17.25,16.875,13.561070442199709,6400,0.0,
1997-12-10 00:00:00+00:00,16.875,17.625,16.875,13.412046432495115,21300,0.0,
1997-12-11 00:00:00+00:00,16.875,17.0,16.875,13.412046432495115,7300,0.0,
1997-12-12 00:00:00+00:00,17.375,17.375,16.875,13.61074161529541,7900,0.0,
1997-12-15 00:00:00+00:00,16.875,17.375,16.875,13.412046432495115,7000,0.0,
1997-12-16 00:00:00+00:00,17.125,17.375,16.875,13.412046432495115,12300,0.0,
1997-12-17 00:00:00+00:00,17.0,17.375,16.875,13.809441566467283,158300,0.0,
1997-12-18 00:00:00+00:00,17.0625,17.1875,16.875,13.511395454406738,84300,0.0,
1997-12-19 00:00:00+00:00,17.0,17.1875,17.0,13.660415649414062,67900,0.0,
1997-12-22 00:00:00+00:00,17.0,17.375,17.0,13.809441566467283,600,0.0,
1997-12-23 00:00:00+00:00,17.0,17.125,17.0,13.61074161529541,7300,0.0,
1997-12-24 00:00:00+00:00,17.0,17.0,17.0,13.511395454406738,900,0.0,
1997-12-26 00:00:00+00:00,17.0,17.375,17.0,13.511395454406738,1900,0.0,
1997-12-29 00:00:00+00:00,17.625,17.625,17.0,13.511395454406738,6300,0.0,
1997-12-30 00:00:00+00:00,17.0,17.125,17.0,13.61074161529541,22600,0.0,
1997-12-31 00:00:00+00:00,17.125,17.125,17.125,13.61074161529541,0,0.0,
1998-01-02 00:00:00+00:00,17.125,17.1875,17.125,13.660415649414062,1800,0.0,
1998-01-05 00:00:00+00:00,17.25,17.75,17.25,13.908790588378906,14600,0.0,
1998-01-06 00:00:00+00:00,17.5,17.8125,17.5,14.107486724853516,8600,0.0,
1998-01-07 00:00:00+00:00,17.75,17.75,17.125,14.05781364440918,19200,0.0,
1998-01-08 00:00:00+00:00,17.75,17.75,17.75,14.107486724853516,4100,0.0,
1998-01-09 00:00:00+00:00,17.875,17.875,17.75,14.107486724853516,3900,0.0,
1998-01-12 00:00:00+00:00,17.375,17.75,17.375,13.809441566467283,1400,0.0,
1998-01-13 00:00:00+00:00,17.375,17.375,17.375,13.809441566467283,100,0.0,
1998-01-14 00:00:00+00:00,17.375,17.625,17.125,13.61074161529541,1500,0.0,
1998-01-15 00:00:00+00:00,17.125,17.25,17.125,13.710092544555664,59100,0.0,
1998-01-16 00:00:00+00:00,17.5,17.5,17.1875,13.710092544555664,39300,0.0,
1998-01-20 00:00:00+00:00,17.25,17.5,17.0,13.908790588378906,14100,0.0,
1998-01-21 00:00:00+00:00,17.125,17.375,17.125,13.61074161529541,3900,0.0,
1998-01-22 00:00:00+00:00,17.0,17.0,17.0,13.511395454406738,200,0.0,
1998-01-23 00:00:00+00:00,17.0,17.125,17.0,13.511395454406738,11100,0.0,
1998-01-26 00:00:00+00:00,17.0,17.0,17.0,13.511395454406738,200,0.0,
1998-01-27 00:00:00+00:00,17.0,17.0,16.5,13.511395454406738,1900,0.0,
1998-01-28 00:00:00+00:00,16.5625,16.875,16.5,13.213353157043455,10200,0.0,
1998-01-29 00:00:00+00:00,16.5,16.5,16.5,13.11400032043457,1400,0.0,
1998-01-30 00:00:00+00:00,16.5,16.5,16.5,13.11400032043457,500,0.0,
1998-02-02 00:00:00+00:00,16.625,16.625,16.5,13.11400032043457,1100,0.0,
1998-02-03 00:00:00+00:00,16.5,16.875,16.375,13.412046432495115,28100,0.0,
1998-02-04 00:00:00+00:00,16.375,16.5,16.375,13.064325332641602,1100,0.0,
1998-02-05 00:00:00+00:00,16.5,16.5625,16.5,13.163674354553224,10000,0.0,
1998-02-06 00:00:00+00:00,16.5625,16.625,16.375,13.014652252197266,2200,0.0,
1998-02-09 00:00:00+00:00,16.375,16.5,16.375,13.014652252197266,17900,0.0,
1998-02-10 00:00:00+00:00,16.375,17.0,16.375,13.213353157043455,14200,0.0,
1998-02-11 00:00:00+00:00,16.375,16.375,16.375,13.014652252197266,600,0.0,
1998-02-12 00:00:00+00:00,16.375,16.375,16.375,13.014652252197266,4500,0.0,
1998-02-13 00:00:00+00:00,16.375,16.5,16.375,13.11400032043457,900,0.0,
1998-02-17 00:00:00+00:00,16.375,16.5,16.375,13.014652252197266,700,0.0,
1998-02-18 00:00:00+00:00,16.375,16.375,16.375,13.014652252197266,600,0.0,
1998-02-19 00:00:00+00:00,16.375,16.375,16.375,13.014652252197266,900,0.0,
1998-02-20 00:00:00+00:00,16.375,16.375,16.375,13.014652252197266,300,0.0,
1998-02-23 00:00:00+00:00,16.375,16.5,16.375,13.11400032043457,1300,0.0,
1998-02-24 00:00:00+00:00,16.5,16.5,16.375,13.014652252197266,900,0.0,
1998-02-25 00:00:00+00:00,16.375,16.375,16.375,13.014652252197266,3400,0.0,
1998-02-26 00:00:00+00:00,16.375,16.375,16.375,13.014652252197266,900,0.0,
1998-02-27 00:00:00+00:00,16.3125,16.375,16.25,12.915303230285645,10800,0.0,
1998-03-02 00:00:00+00:00,16.25,16.625,16.25,12.915303230285645,1700,0.0,
1998-03-03 00:00:00+00:00,16.25,16.5,16.25,13.014652252197266,5100,0.0,
1998-03-04 00:00:00+00:00,16.25,16.625,16.25,12.915303230285645,800,0.0,
1998-03-05 00:00:00+00:00,16.25,16.25,16.25,12.915303230285645,0,0.0,
1998-03-06 00:00:00+00:00,16.125,16.125,16.125,12.815956115722656,3400,0.0,
1998-03-09 00:00:00+00:00,16.125,16.25,16.125,12.915303230285645,7800,0.0,
1998-03-10 00:00:00+00:00,16.125,16.125,16.125,12.815956115722656,100,0.0,
1998-03-11 00:00:00+00:00,16.125,16.125,16.125,12.815956115722656,200,0.0,
1998-03-12 00:00:00+00:00,16.5,16.5,16.125,12.815956115722656,200,0.0,
1998-03-13 00:00:00+00:00,16.375,16.375,16.125,12.815956115722656,2600,0.0,
1998-03-16 00:00:00+00:00,16.125,16.5,16.125,13.11400032043457,3200,0.0,
1998-03-17 00:00:00+00:00,16.25,16.25,16.25,12.915303230285645,100,0.0,
1998-03-18 00:00:00+00:00,16.125,16.125,16.125,12.815956115722656,300,0.0,
1998-03-19 00:00:00+00:00,16.125,16.1875,16.125,12.865630149841309,4400,0.0,
1998-03-20 00:00:00+00:00,16.0625,16.25,16.0625,12.915303230285645,700,0.0,
1998-03-23 00:00:00+00:00,16.5,16.5,16.125,12.815956115722656,9600,0.0,
1998-03-24 00:00:00+00:00,16.25,16.5,16.0,12.815956115722656,13800,0.0,
