date,ARL_Open,ARL_High,ARL_Low,ARL_Close,ARL_Volume,ARL_Dividends,ARL_Stock Splits
1982-04-21 00:00:00+00:00,0.0,7.3125,7.125,5.070743560791016,2733,0.0,
1982-04-22 00:00:00+00:00,0.0,7.5,6.9375,4.940724849700928,3133,0.0,
1982-04-23 00:00:00+00:00,0.0,7.3125,7.125,5.070743560791016,1267,0.0,
1982-04-26 00:00:00+00:00,0.0,7.125,6.9375,4.810705661773682,1600,0.0,
1982-04-27 00:00:00+00:00,0.0,7.3125,6.9375,4.810705661773682,1800,0.0,
1982-04-28 00:00:00+00:00,0.0,6.9375,6.9375,4.810705661773682,467,0.0,
1982-04-29 00:00:00+00:00,0.0,7.125,6.9375,4.940724849700928,733,0.0,
1982-04-30 00:00:00+00:00,0.0,7.125,6.9375,4.940724849700928,1933,0.0,
1982-05-03 00:00:00+00:00,7.125,7.125,7.125,4.940724849700928,0,0.0,
1982-05-04 00:00:00+00:00,7.125,7.125,7.125,4.940724849700928,0,0.0,
1982-05-05 00:00:00+00:00,0.0,6.9375,6.9375,4.810705661773682,200,0.0,
1982-05-06 00:00:00+00:00,0.0,7.3125,6.9375,5.070743560791016,800,0.0,
1982-05-07 00:00:00+00:00,0.0,7.125,6.9375,4.810705661773682,2200,0.0,
1982-05-10 00:00:00+00:00,0.0,7.125,7.125,4.940724849700928,667,0.0,
1982-05-11 00:00:00+00:00,0.0,6.9375,6.9375,4.810705661773682,133,0.0,
1982-05-12 00:00:00+00:00,0.0,6.9375,6.9375,4.810705661773682,800,0.0,
1982-05-13 00:00:00+00:00,0.0,6.9375,6.9375,4.810705661773682,67,0.0,
1982-05-14 00:00:00+00:00,0.0,7.125,6.9375,4.940724849700928,1533,0.0,
1982-05-17 00:00:00+00:00,0.0,7.6875,7.3125,5.20076322555542,4467,0.0,
1982-05-18 00:00:00+00:00,0.0,7.6875,7.5,5.20076322555542,1867,0.0,
1982-05-19 00:00:00+00:00,0.0,7.5,7.5,5.20076322555542,333,0.0,
1982-05-20 00:00:00+00:00,0.0,7.5,7.5,5.20076322555542,1067,0.0,
1982-05-21 00:00:00+00:00,0.0,7.875,7.5,5.460800647735596,1133,0.0,
1982-05-24 00:00:00+00:00,0.0,7.6875,7.6875,5.330782890319824,67,0.0,
1982-05-25 00:00:00+00:00,0.0,7.875,7.875,5.460800647735596,333,0.0,
1982-05-26 00:00:00+00:00,0.0,7.875,7.6875,5.330782890319824,1267,0.0,
1982-05-27 00:00:00+00:00,0.0,8.4375,7.6875,5.850857734680176,2533,0.0,
1982-05-28 00:00:00+00:00,0.0,8.625,8.4375,5.98087739944458,800,0.0,
1982-06-01 00:00:00+00:00,0.0,9.1875,9.0,6.240916252136231,1800,0.0,
1982-06-02 00:00:00+00:00,0.0,9.0,8.625,5.98087739944458,1600,0.0,
1982-06-03 00:00:00+00:00,0.0,8.4375,8.25,5.720839023590088,400,0.0,
1982-06-04 00:00:00+00:00,0.0,8.0625,8.0625,5.590819835662842,133,0.0,
1982-06-07 00:00:00+00:00,8.0625,8.0625,8.0625,5.590819835662842,0,0.0,
1982-06-08 00:00:00+00:00,0.0,7.875,7.6875,5.330782890319824,1467,0.0,
1982-06-09 00:00:00+00:00,0.0,7.6875,7.5,5.330782890319824,467,0.0,
1982-06-10 00:00:00+00:00,0.0,7.5,7.5,5.20076322555542,200,0.0,
1982-06-11 00:00:00+00:00,0.0,7.6875,7.5,5.330782890319824,333,0.0,
1982-06-14 00:00:00+00:00,0.0,7.875,7.875,5.460800647735596,400,0.0,
1982-06-15 00:00:00+00:00,0.0,7.875,7.6875,5.330782890319824,1067,0.0,
1982-06-16 00:00:00+00:00,0.0,7.6875,7.5,5.330782890319824,200,0.0,
1982-06-17 00:00:00+00:00,7.6875,7.6875,7.6875,5.330782890319824,0,0.0,
1982-06-18 00:00:00+00:00,0.0,7.6875,7.6875,5.330782890319824,667,0.0,
