date,HEDJ_Open,HEDJ_High,HEDJ_Low,HEDJ_Close,HEDJ_Volume,HEDJ_Dividends,HEDJ_Stock Splits
2010-01-15 00:00:00+00:00,23.959999084472656,23.959999084472656,23.690000534057617,14.504220008850098,5000,0.0,
2010-01-19 00:00:00+00:00,23.834999084472656,24.1299991607666,23.834999084472656,14.730278968811035,21400,0.0,
2010-01-20 00:00:00+00:00,23.795000076293945,23.795000076293945,23.5,14.464506149291992,9200,0.0,
2010-01-21 00:00:00+00:00,23.674999237060547,23.674999237060547,23.145000457763672,14.183465003967283,3400,0.0,
2010-01-22 00:00:00+00:00,23.075000762939453,23.075000762939453,22.65999984741211,13.844382286071776,2200,0.0,
2010-01-25 00:00:00+00:00,22.65999984741211,22.65999984741211,22.65999984741211,13.844382286071776,0,0.0,
2010-01-26 00:00:00+00:00,22.934999465942383,23.084999084472656,22.895000457763672,13.987957954406738,2400,0.0,
2010-01-27 00:00:00+00:00,22.815000534057617,22.975000381469727,22.700000762939453,14.036836624145508,3000,0.0,
2010-01-28 00:00:00+00:00,22.625,22.625,22.489999771118164,13.740519523620604,800,0.0,
2010-01-29 00:00:00+00:00,22.440000534057617,22.440000534057617,22.440000534057617,13.709975242614746,1000,0.0,
2010-02-01 00:00:00+00:00,22.700000762939453,22.709999084472656,22.700000762939453,13.874927520751951,1600,0.0,
2010-02-02 00:00:00+00:00,23.34499931335449,23.38999938964844,23.34499931335449,14.290387153625488,2200,0.0,
2010-02-03 00:00:00+00:00,23.200000762939453,23.200000762939453,22.940000534057617,14.015454292297363,600,0.0,
2010-02-04 00:00:00+00:00,22.3799991607666,22.3799991607666,22.104999542236328,13.505293846130373,5400,0.0,
2010-02-05 00:00:00+00:00,22.020000457763672,22.020000457763672,20.899999618530277,13.236480712890623,7800,0.0,
2010-02-08 00:00:00+00:00,21.979999542236328,21.979999542236328,21.825000762939453,13.334233283996582,18000,0.0,
2010-02-09 00:00:00+00:00,22.21999931335449,22.38999938964844,22.190000534057617,13.67942237854004,1400,0.0,
2010-02-10 00:00:00+00:00,22.25,22.25,22.2450008392334,13.59083366394043,1000,0.0,
2010-02-11 00:00:00+00:00,22.200000762939453,22.489999771118164,22.200000762939453,13.703865051269531,33800,0.0,
2010-02-12 00:00:00+00:00,22.190000534057617,22.190000534057617,22.190000534057617,13.557231903076172,200,0.0,
2010-02-16 00:00:00+00:00,22.290000915527344,22.6299991607666,22.290000915527344,13.81689453125,17000,0.0,
2010-02-17 00:00:00+00:00,22.614999771118164,22.614999771118164,22.614999771118164,13.81689453125,0,0.0,
2010-02-18 00:00:00+00:00,22.799999237060547,22.975000381469727,22.774999618530277,14.000181198120115,186000,0.0,
2010-02-19 00:00:00+00:00,22.80500030517578,22.93000030517578,22.80500030517578,14.00934886932373,12000,0.0,
2010-02-22 00:00:00+00:00,22.88500022888184,22.905000686645508,22.88500022888184,13.991013526916504,8400,0.0,
2010-02-23 00:00:00+00:00,22.875,22.875,22.559999465942383,13.783286094665527,21400,0.0,
2010-02-24 00:00:00+00:00,22.76000022888184,22.76000022888184,22.76000022888184,13.905481338500977,400,0.0,
2010-02-25 00:00:00+00:00,22.540000915527344,22.540000915527344,22.459999084472656,13.722187042236328,6400,0.0,
2010-02-26 00:00:00+00:00,22.459999084472656,22.459999084472656,22.459999084472656,13.722187042236328,0,0.0,
2010-03-01 00:00:00+00:00,22.95499992370605,22.95499992370605,22.95499992370605,14.024614334106444,200,0.0,
2010-03-02 00:00:00+00:00,23.06999969482422,23.075000762939453,23.06999969482422,14.097932815551758,6400,0.0,
2010-03-03 00:00:00+00:00,23.274999618530277,23.274999618530277,23.274999618530277,14.220125198364258,600,0.0,
2010-03-04 00:00:00+00:00,23.18000030517578,23.2450008392334,23.165000915527344,14.201797485351562,35800,0.0,
2010-03-05 00:00:00+00:00,23.59499931335449,23.670000076293945,23.59499931335449,14.461455345153809,10800,0.0,
2010-03-08 00:00:00+00:00,23.649999618530277,23.670000076293945,23.625,14.449236869812012,18800,0.0,
2010-03-09 00:00:00+00:00,23.545000076293945,23.71999931335449,23.545000076293945,14.437012672424316,8400,0.0,
2010-03-10 00:00:00+00:00,23.69499969482422,23.795000076293945,23.69499969482422,14.504220008850098,7000,0.0,
2010-03-11 00:00:00+00:00,23.729999542236328,23.729999542236328,23.670000076293945,14.482834815979004,10600,0.0,
2010-03-12 00:00:00+00:00,23.729999542236328,23.73500061035156,23.709999084472656,14.501168251037598,3400,0.0,
2010-03-15 00:00:00+00:00,23.70499992370605,23.70499992370605,23.584999084472656,14.433961868286133,2000,0.0,
2010-03-16 00:00:00+00:00,23.80500030517578,23.81999969482422,23.76000022888184,14.553094863891602,3400,0.0,
2010-03-17 00:00:00+00:00,23.934999465942383,23.959999084472656,23.875,14.611140251159668,18800,0.0,
2010-03-18 00:00:00+00:00,23.924999237060547,23.94499969482422,23.924999237060547,14.629464149475098,600,0.0,
2010-03-19 00:00:00+00:00,23.815000534057617,23.979999542236328,23.799999237060547,14.550044059753418,1000,0.0,
2010-03-22 00:00:00+00:00,23.524999618530277,23.825000762939453,23.524999618530277,14.556153297424316,2600,0.0,
2010-03-23 00:00:00+00:00,23.78499984741211,24.030000686645508,23.774999618530277,14.681400299072266,3000,0.0,
2010-03-24 00:00:00+00:00,23.84000015258789,23.8700008392334,23.7549991607666,14.583645820617676,6800,0.0,
2010-03-25 00:00:00+00:00,24.01499938964844,24.149999618530277,23.90999984741211,14.626412391662598,4600,0.0,
2010-03-26 00:00:00+00:00,24.024999618530277,24.024999618530277,23.96500015258789,14.672235488891602,2600,0.0,
2010-03-29 00:00:00+00:00,23.950000762939453,24.084999084472656,23.950000762939453,14.754629135131836,3200,0.0645,
2010-03-30 00:00:00+00:00,24.03499984741211,24.104999542236328,24.03499984741211,14.766888618469238,12800,0.0,
2010-03-31 00:00:00+00:00,23.979999542236328,24.01499938964844,23.975000381469727,14.699496269226074,3200,0.0,
2010-04-01 00:00:00+00:00,24.239999771118164,24.26499938964844,24.200000762939453,14.86490535736084,26000,0.0,
2010-04-05 00:00:00+00:00,24.44499969482422,24.459999084472656,24.415000915527344,14.969049453735352,6600,0.0,
2010-04-06 00:00:00+00:00,24.375,24.440000534057617,24.375,14.972112655639648,7000,0.0,
2010-04-07 00:00:00+00:00,24.36000061035156,24.36000061035156,24.295000076293945,14.883282661437988,400,0.0,
2010-04-08 00:00:00+00:00,24.325000762939453,24.350000381469727,24.315000534057617,14.910845756530762,7400,0.0,
2010-04-09 00:00:00+00:00,24.524999618530277,24.524999618530277,24.364999771118164,14.987424850463867,11400,0.0,
2010-04-12 00:00:00+00:00,24.5049991607666,24.5049991607666,24.5,15.008864402770996,2200,0.0,
2010-04-13 00:00:00+00:00,24.51499938964844,24.524999618530277,24.51499938964844,15.018044471740724,4200,0.0,
2010-04-14 00:00:00+00:00,24.61000061035156,24.700000762939453,24.61000061035156,15.131390571594238,5000,0.0,
2010-04-15 00:00:00+00:00,24.614999771118164,24.725000381469727,24.57999992370605,15.131390571594238,10600,0.0,
2010-04-16 00:00:00+00:00,24.549999237060547,24.549999237060547,24.239999771118164,14.87714958190918,7000,0.0,
2010-04-19 00:00:00+00:00,24.28499984741211,24.28499984741211,24.28499984741211,14.87714958190918,0,0.0,
2010-04-20 00:00:00+00:00,24.44499969482422,24.475000381469727,24.420000076293945,14.987424850463867,31600,0.0,
2010-04-21 00:00:00+00:00,24.36000061035156,24.36000061035156,24.225000381469727,14.886338233947754,16000,0.0,
2010-04-22 00:00:00+00:00,24.01000022888184,24.114999771118164,23.8799991607666,14.763821601867676,14400,0.0,
