date,MASI_Open,MASI_High,MASI_Low,MASI_Close,MASI_Volume,MASI_Dividends,MASI_Stock Splits
2007-08-08 00:00:00+00:00,19.0,21.399999618530277,18.700000762939453,18.118396759033203,5246400,0.0,
2007-08-09 00:00:00+00:00,20.0,21.399999618530277,19.899999618530277,17.771631240844727,847300,0.0,
2007-08-10 00:00:00+00:00,20.149999618530277,20.43000030517578,18.86000061035156,17.35551643371582,1210900,0.0,
2007-08-13 00:00:00+00:00,20.25,21.780000686645508,20.0,18.20508575439453,116900,0.0,
2007-08-14 00:00:00+00:00,21.71999931335449,21.71999931335449,20.299999237060547,17.771631240844727,130500,0.0,
2007-08-15 00:00:00+00:00,20.5,20.940000534057617,20.36000061035156,17.684940338134766,77300,0.0,
2007-08-16 00:00:00+00:00,20.5,20.5,19.549999237060547,16.94806671142578,363000,0.0,
2007-08-17 00:00:00+00:00,23.0,23.0,20.25,17.849653244018555,381900,0.0,
2007-08-20 00:00:00+00:00,20.0,21.450000762939453,20.0,17.85832405090332,84300,0.0,
2007-08-21 00:00:00+00:00,21.190000534057617,23.0,20.549999237060547,18.20508575439453,82000,0.0,
2007-08-22 00:00:00+00:00,21.920000076293945,21.920000076293945,21.0,18.317785263061523,135300,0.0,
2007-08-23 00:00:00+00:00,21.739999771118164,21.739999771118164,21.059999465942383,18.551851272583008,18100,0.0,
2007-08-24 00:00:00+00:00,21.030000686645508,21.299999237060547,20.549999237060547,18.25710105895996,63400,0.0,
2007-08-27 00:00:00+00:00,21.440000534057617,21.75,20.65999984741211,18.20508575439453,209200,0.0,
2007-08-28 00:00:00+00:00,20.51000022888184,21.25,20.51000022888184,18.118396759033203,233500,0.0,
2007-08-29 00:00:00+00:00,21.25,21.25,20.76000022888184,18.239765167236328,211000,0.0,
2007-08-30 00:00:00+00:00,21.190000534057617,21.26000022888184,20.76000022888184,18.300447463989254,41100,0.0,
2007-08-31 00:00:00+00:00,21.0,21.38999938964844,21.0,18.20508575439453,37500,0.0,
2007-09-04 00:00:00+00:00,21.059999465942383,21.290000915527344,20.989999771118164,18.25710105895996,80200,0.0,
2007-09-05 00:00:00+00:00,21.59000015258789,21.59000015258789,21.100000381469727,18.37846946716309,61600,0.0,
2007-09-06 00:00:00+00:00,21.450000762939453,22.25,21.32999992370605,18.63854217529297,315200,0.0,
2007-09-07 00:00:00+00:00,21.0,23.0,21.0,19.37541389465332,257100,0.0,
