date,UYM_Open,UYM_High,UYM_Low,UYM_Close,UYM_Volume,UYM_Dividends,UYM_Stock Splits
2007-02-01 00:00:00+00:00,18.177499771118164,18.1825008392334,18.177499771118164,13.61821746826172,800,0.0,
2007-02-02 00:00:00+00:00,18.052499771118164,18.052499771118164,18.052499771118164,13.520853996276855,400,0.0,
2007-02-05 00:00:00+00:00,18.165000915527344,18.165000915527344,18.07250022888184,13.571409225463867,40400,0.0,
2007-02-06 00:00:00+00:00,18.212499618530277,18.212499618530277,18.212499618530277,13.640687942504885,800,0.0,
2007-02-07 00:00:00+00:00,18.26000022888184,18.26000022888184,18.19499969482422,13.627582550048828,22400,0.0,
2007-02-08 00:00:00+00:00,18.024999618530277,18.23500061035156,18.024999618530277,13.657541275024414,80000,0.0,
2007-02-09 00:00:00+00:00,18.23500061035156,18.23500061035156,18.23500061035156,13.657541275024414,0,0.0,
2007-02-12 00:00:00+00:00,18.23500061035156,18.23500061035156,18.23500061035156,13.657541275024414,0,0.0,
2007-02-13 00:00:00+00:00,18.63500022888184,18.82250022888184,18.61000061035156,14.097563743591309,60800,0.0,
2007-02-14 00:00:00+00:00,18.84499931335449,19.002500534057617,18.84499931335449,14.232376098632812,21200,0.0,
2007-02-15 00:00:00+00:00,19.075000762939453,19.21999931335449,19.075000762939453,14.39527988433838,3600,0.0,
2007-02-16 00:00:00+00:00,19.20499992370605,19.20499992370605,19.19750022888184,14.378435134887695,2000,0.0,
2007-02-20 00:00:00+00:00,19.03499984741211,19.3174991607666,19.024999618530277,14.455196380615234,23600,0.0,
2007-02-21 00:00:00+00:00,19.21999931335449,19.21999931335449,19.21999931335449,14.39527988433838,1200,0.0,
2007-02-22 00:00:00+00:00,19.934999465942383,20.082500457763672,19.57749938964844,14.769766807556152,105600,0.0,
2007-02-23 00:00:00+00:00,19.7450008392334,19.872499465942383,19.649999618530277,14.883990287780762,87200,0.0,
2007-02-26 00:00:00+00:00,20.434999465942383,20.434999465942383,19.957500457763672,14.962628364562988,53200,0.0,
2007-02-27 00:00:00+00:00,19.0049991607666,19.15999984741211,17.512500762939453,13.694989204406738,785200,0.0,
2007-02-28 00:00:00+00:00,18.0,18.637500762939453,17.542499542236328,13.698740005493164,14800,0.0,
2007-03-01 00:00:00+00:00,17.75,18.3700008392334,17.75,13.75865650177002,2400,0.0,
2007-03-02 00:00:00+00:00,18.162500381469727,18.162500381469727,17.415000915527344,13.135130882263184,2800,0.0,
2007-03-05 00:00:00+00:00,17.202499389648438,17.412500381469727,17.030000686645508,12.755026817321776,9200,0.0,
2007-03-06 00:00:00+00:00,17.549999237060547,17.71500015258789,17.549999237060547,13.26807689666748,7600,0.0,
2007-03-07 00:00:00+00:00,17.774999618530273,17.959999084472656,17.647499084472656,13.260590553283691,11600,0.0,
2007-03-08 00:00:00+00:00,18.125,18.20499992370605,18.045000076293945,13.515235900878906,5200,0.0,
2007-03-09 00:00:00+00:00,18.20499992370605,18.299999237060547,18.1875,13.706225395202637,9200,0.0,
2007-03-12 00:00:00+00:00,18.48500061035156,18.587499618530277,18.48500061035156,13.88784885406494,3200,0.0,
2007-03-13 00:00:00+00:00,18.25,18.25,17.489999771118164,13.116408348083496,9200,0.0,
2007-03-14 00:00:00+00:00,17.75,17.774999618530273,17.530000686645508,13.311142921447754,8800,0.0,
2007-03-15 00:00:00+00:00,18.352500915527344,18.57999992370605,18.342500686645508,13.738059997558594,14800,0.0,
2007-03-16 00:00:00+00:00,18.25,18.25,18.0,13.481538772583008,11600,0.0,
2007-03-19 00:00:00+00:00,18.25749969482422,18.545000076293945,18.25749969482422,13.871002197265623,15200,0.0,
2007-03-20 00:00:00+00:00,18.799999237060547,18.897499084472656,18.75,14.071351051330566,8000,0.0,
2007-03-21 00:00:00+00:00,18.78249931335449,19.34000015258789,18.78249931335449,14.485163688659668,2000,0.0,
2007-03-22 00:00:00+00:00,19.299999237060547,19.38249969482422,19.207500457763672,14.385921478271484,6000,0.0,
2007-03-23 00:00:00+00:00,19.290000915527344,19.36000061035156,19.227500915527344,14.417749404907228,5600,0.0,
