date,HST_Open,HST_High,HST_Low,HST_Close,HST_Volume,HST_Dividends,HST_Stock Splits
1980-03-17 00:00:00+00:00,0.0,3.336344003677368,3.270925045013428,0.1937336474657058,110634,0.0,
1980-03-18 00:00:00+00:00,0.0,3.4235680103302,3.292731046676636,0.2001064270734787,260821,0.0,
1980-03-19 00:00:00+00:00,0.0,3.5325989723205566,3.401762008666992,0.2039301693439483,106048,0.0,
1980-03-20 00:00:00+00:00,0.0,3.5107929706573486,3.4235680103302,0.2001064270734787,237891,0.0,
1980-03-21 00:00:00+00:00,0.0,3.4671809673309326,3.379956007003784,0.1988319307565689,95157,0.0,
1980-03-24 00:00:00+00:00,0.0,3.379956007003784,3.314537048339844,0.1975573003292083,329609,0.0,
1980-03-25 00:00:00+00:00,0.0,3.336344003677368,3.336344003677368,0.1950082033872604,84265,0.0,
1980-03-26 00:00:00+00:00,0.0,3.358150005340576,3.336344003677368,0.1950082033872604,97449,0.0,
1980-03-27 00:00:00+00:00,0.0,3.336344003677368,3.205507040023804,0.1873608827590942,1218119,0.0,
1980-03-28 00:00:00+00:00,0.0,3.379956007003784,3.24911904335022,0.1975573003292083,134136,0.0,
1980-03-31 00:00:00+00:00,0.0,3.4235680103302,3.314537048339844,0.1975573003292083,486101,0.0,
1980-04-01 00:00:00+00:00,0.0,3.358150005340576,3.314537048339844,0.1937336474657058,38407,0.0,
1980-04-02 00:00:00+00:00,0.0,3.379956007003784,3.336344003677368,0.1975573003292083,122098,0.0,
1980-04-03 00:00:00+00:00,0.0,3.379956007003784,3.292731046676636,0.1924591809511184,60189,0.0,
1980-04-07 00:00:00+00:00,0.0,3.314537048339844,3.227313041687012,0.1886354684829712,228720,0.0,
1980-04-08 00:00:00+00:00,0.0,3.314537048339844,3.227313041687012,0.1937336474657058,312412,0.0,
1980-04-09 00:00:00+00:00,0.0,3.336344003677368,3.270925045013428,0.1924591809511184,264833,0.0,
1980-04-10 00:00:00+00:00,0.0,3.358150005340576,3.270925045013428,0.1962828189134597,318144,0.0,
1980-04-11 00:00:00+00:00,0.0,3.358150005340576,3.270925045013428,0.1924591809511184,53311,0.0,
1980-04-14 00:00:00+00:00,0.0,3.292731046676636,3.24911904335022,0.191184401512146,85985,0.0,
1980-04-15 00:00:00+00:00,0.0,3.314537048339844,3.24911904335022,0.1899099349975586,41273,0.0,
1980-04-16 00:00:00+00:00,0.0,3.336344003677368,3.227313041687012,0.1886354684829712,255662,0.0,
1980-04-17 00:00:00+00:00,0.0,3.205507040023804,3.1400880813598637,0.1873608827590942,171396,0.0,
1980-04-18 00:00:00+00:00,0.0,3.205507040023804,3.1400880813598637,0.1835371553897857,55030,0.0,
1980-04-21 00:00:00+00:00,0.0,3.1400880813598637,3.009251117706299,0.1784387975931167,224707,0.0,
1980-04-22 00:00:00+00:00,0.0,3.227313041687012,3.0964760780334477,0.1886354684829712,239611,0.0,
1980-04-23 00:00:00+00:00,0.0,3.292731046676636,3.205507040023804,0.191184401512146,495846,0.0,
1980-04-24 00:00:00+00:00,0.0,3.227313041687012,3.1618940830230717,0.1886354684829712,178848,0.0,
1980-04-25 00:00:00+00:00,0.0,3.1837000846862797,3.1400880813598637,0.1835371553897857,48152,0.0,
1980-04-28 00:00:00+00:00,0.0,3.205507040023804,3.1837000846862797,0.1860862374305725,89424,0.0,
1980-04-29 00:00:00+00:00,0.0,3.1837000846862797,3.1618940830230717,0.1860862374305725,14331,0.0,
1980-04-30 00:00:00+00:00,0.0,3.1837000846862797,3.1400880813598637,0.1860862374305725,19490,0.0,
