date,CDP_Open,CDP_High,CDP_Low,CDP_Close,CDP_Volume,CDP_Dividends,CDP_Stock Splits
1991-12-31 00:00:00+00:00,9.625,10.0,9.625,1.4077374935150146,1000,0.0,
1992-01-02 00:00:00+00:00,9.625,10.0,9.625,1.4077374935150146,12000,0.0,
1992-01-03 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-06 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-07 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-08 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-09 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-10 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-13 00:00:00+00:00,9.625,10.0,9.625,1.4077374935150146,1000,0.0,
1992-01-14 00:00:00+00:00,9.625,10.0,9.625,1.4077374935150146,8000,0.0,
1992-01-15 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-16 00:00:00+00:00,9.625,10.0,9.625,1.4077374935150146,5000,0.0,
1992-01-17 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-20 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-21 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-22 00:00:00+00:00,9.625,10.0,9.625,1.4077374935150146,500,0.0,
1992-01-23 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-24 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,21600,0.0,
1992-01-27 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,2800,0.0,
1992-01-28 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,1300,0.0,
1992-01-29 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,1200,0.0,
1992-01-30 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-01-31 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-02-03 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,500,0.0,
1992-02-04 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,1500,0.0,
1992-02-05 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,1000,0.0,
1992-02-06 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,100,0.0,
1992-02-07 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,400,0.0,
1992-02-10 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,3000,0.0,
1992-02-11 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-02-12 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,600,0.0,
1992-02-13 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-02-14 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-02-18 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-02-19 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,1900,0.0,
1992-02-20 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-02-21 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,1000,0.0,
1992-02-24 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-02-25 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-02-26 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,1000,0.0,
1992-02-27 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,1300,0.0,
1992-02-28 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-03-02 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-03-03 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,500,0.0,
1992-03-04 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-03-05 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-03-06 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
1992-03-09 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,2400,0.0,
1992-03-10 00:00:00+00:00,9.625,10.125,9.625,1.4077374935150146,200,0.0,
1992-03-11 00:00:00+00:00,9.625,9.625,9.625,1.4077374935150146,0,0.0,
