date,TATT_Open,TATT_High,TATT_Low,TATT_Close,TATT_Volume,TATT_Dividends,TATT_Stock Splits
1987-03-31 00:00:00+00:00,0.0,18.0,14.25,7.088232517242432,950,0.0,
1987-04-01 00:00:00+00:00,0.0,18.0,14.25,7.088232517242432,1850,0.0,
1987-04-02 00:00:00+00:00,0.0,18.0,14.25,7.088232517242432,100,0.0,
1987-04-03 00:00:00+00:00,0.0,18.0,13.5,6.715168952941895,3500,0.0,
1987-04-06 00:00:00+00:00,0.0,18.0,13.5,6.715168952941895,67,0.0,
1987-04-07 00:00:00+00:00,13.5,13.5,13.5,6.715168952941895,0,0.0,
1987-04-08 00:00:00+00:00,13.5,13.5,13.5,6.715168952941895,0,0.0,
1987-04-09 00:00:00+00:00,0.0,18.0,13.5,6.715168952941895,167,0.0,
1987-04-10 00:00:00+00:00,13.5,13.5,13.5,6.715168952941895,0,0.0,
1987-04-13 00:00:00+00:00,13.5,13.5,13.5,6.715168952941895,0,0.0,
1987-04-14 00:00:00+00:00,0.0,18.0,13.5,6.715168952941895,100,0.0,
1987-04-15 00:00:00+00:00,13.5,13.5,13.5,6.715168952941895,0,0.0,
1987-04-16 00:00:00+00:00,0.0,18.0,13.5,6.715168952941895,500,0.0,
1987-04-20 00:00:00+00:00,13.5,13.5,13.5,6.715168952941895,0,0.0,
1987-04-21 00:00:00+00:00,0.0,17.25,13.5,6.715168952941895,333,0.0,
1987-04-22 00:00:00+00:00,0.0,17.25,13.5,6.715168952941895,67,0.0,
1987-04-23 00:00:00+00:00,13.5,13.5,13.5,6.715168952941895,0,0.0,
1987-04-24 00:00:00+00:00,0.0,16.5,12.0,5.969039440155029,117,0.0,
1987-04-27 00:00:00+00:00,0.0,16.5,12.0,5.969039440155029,367,0.0,
1987-04-28 00:00:00+00:00,0.0,16.5,12.0,5.969039440155029,767,0.0,
1987-04-29 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,433,0.0,
1987-04-30 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,1767,0.0,
1987-05-01 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,883,0.0,
1987-05-04 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,83,0.0,
1987-05-05 00:00:00+00:00,11.25,11.25,11.25,5.595974445343018,0,0.0,
1987-05-06 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,300,0.0,
1987-05-07 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,400,0.0,
1987-05-08 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,33,0.0,
1987-05-11 00:00:00+00:00,11.25,11.25,11.25,5.595974445343018,0,0.0,
1987-05-12 00:00:00+00:00,0.0,15.75,12.0,5.969039440155029,583,0.0,
1987-05-13 00:00:00+00:00,12.0,12.0,12.0,5.969039440155029,0,0.0,
1987-05-14 00:00:00+00:00,0.0,15.75,12.0,5.969039440155029,333,0.0,
1987-05-15 00:00:00+00:00,0.0,15.75,12.0,5.969039440155029,917,0.0,
1987-05-18 00:00:00+00:00,12.0,12.0,12.0,5.969039440155029,0,0.0,
1987-05-19 00:00:00+00:00,12.0,12.0,12.0,5.969039440155029,0,0.0,
1987-05-20 00:00:00+00:00,0.0,15.75,12.0,5.969039440155029,333,0.0,
1987-05-21 00:00:00+00:00,0.0,15.75,12.0,5.969039440155029,500,0.0,
1987-05-22 00:00:00+00:00,12.0,12.0,12.0,5.969039440155029,0,0.0,
1987-05-26 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,800,0.0,
1987-05-27 00:00:00+00:00,0.0,13.5,11.25,5.595974445343018,50,0.0,
1987-05-28 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,767,0.0,
1987-05-29 00:00:00+00:00,11.25,11.25,11.25,5.595974445343018,0,0.0,
1987-06-01 00:00:00+00:00,11.25,11.25,11.25,5.595974445343018,0,0.0,
1987-06-02 00:00:00+00:00,11.25,11.25,11.25,5.595974445343018,0,0.0,
1987-06-03 00:00:00+00:00,0.0,15.75,10.5,5.222909450531006,33,0.0,
1987-06-04 00:00:00+00:00,0.0,15.75,10.5,5.222909450531006,200,0.0,
1987-06-05 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,333,0.0,
1987-06-08 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,333,0.0,
1987-06-09 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,33,0.0,
1987-06-10 00:00:00+00:00,0.0,15.75,11.25,5.595974445343018,133,0.0,
1987-06-11 00:00:00+00:00,0.0,14.25,11.25,5.595974445343018,800,0.0,
1987-06-12 00:00:00+00:00,0.0,14.25,11.25,5.595974445343018,667,0.0,
1987-06-15 00:00:00+00:00,0.0,14.25,12.0,5.969039440155029,6967,0.0,
1987-06-16 00:00:00+00:00,0.0,17.25,12.75,6.342104434967041,17800,0.0,
1987-06-17 00:00:00+00:00,0.0,17.25,12.75,6.342104434967041,10867,0.0,
1987-06-18 00:00:00+00:00,0.0,16.5,12.75,6.342104434967041,1900,0.0,
1987-06-19 00:00:00+00:00,0.0,16.5,12.75,6.342104434967041,5433,0.0,
1987-06-22 00:00:00+00:00,0.0,16.5,12.75,6.342104434967041,850,0.0,
1987-06-23 00:00:00+00:00,0.0,16.5,13.5,6.715168952941895,283,0.0,
1987-06-24 00:00:00+00:00,0.0,16.5,13.5,6.715168952941895,583,0.0,
1987-06-25 00:00:00+00:00,0.0,18.0,13.5,6.715168952941895,2217,0.0,
1987-06-26 00:00:00+00:00,0.0,18.0,13.5,6.715168952941895,1017,0.0,
1987-06-29 00:00:00+00:00,0.0,18.0,12.75,6.342104434967041,633,0.0,
1987-06-30 00:00:00+00:00,0.0,17.25,12.75,6.342104434967041,1000,0.0,
1987-07-01 00:00:00+00:00,0.0,17.25,12.75,6.342104434967041,617,0.0,
1987-07-02 00:00:00+00:00,0.0,17.25,12.75,6.342104434967041,2533,0.0,
1987-07-06 00:00:00+00:00,0.0,17.25,12.75,6.342104434967041,333,0.0,
1987-07-07 00:00:00+00:00,0.0,15.75,12.75,6.342104434967041,1417,0.0,
1987-07-08 00:00:00+00:00,0.0,15.0,12.0,5.969039440155029,167,0.0,
1987-07-09 00:00:00+00:00,0.0,15.0,12.0,5.969039440155029,533,0.0,
1987-07-10 00:00:00+00:00,12.0,12.0,12.0,5.969039440155029,0,0.0,
1987-07-13 00:00:00+00:00,0.0,15.0,12.0,5.969039440155029,667,0.0,
1987-07-14 00:00:00+00:00,0.0,15.0,12.0,5.969039440155029,100,0.0,
1987-07-15 00:00:00+00:00,0.0,15.0,12.0,5.969039440155029,1283,0.0,
1987-07-16 00:00:00+00:00,0.0,15.0,12.0,5.969039440155029,217,0.0,
1987-07-17 00:00:00+00:00,0.0,15.0,12.0,5.969039440155029,167,0.0,
1987-07-20 00:00:00+00:00,0.0,15.0,12.0,5.969039440155029,217,0.0,
1987-07-21 00:00:00+00:00,0.0,15.0,12.0,5.969039440155029,217,0.0,
1987-07-22 00:00:00+00:00,0.0,15.0,12.0,5.969039440155029,17,0.0,
1987-07-23 00:00:00+00:00,0.0,15.0,12.0,5.969039440155029,450,0.0,
1987-07-24 00:00:00+00:00,0.0,15.0,11.25,5.595974445343018,467,0.0,
1987-07-27 00:00:00+00:00,0.0,13.5,11.25,5.595974445343018,333,0.0,
1987-07-28 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,100,0.0,
1987-07-29 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,333,0.0,
1987-07-30 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,67,0.0,
1987-07-31 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,5017,0.0,
1987-08-03 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,217,0.0,
1987-08-04 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,433,0.0,
1987-08-05 00:00:00+00:00,12.0,12.0,12.0,5.969039440155029,0,0.0,
1987-08-06 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,33,0.0,
1987-08-07 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,83,0.0,
1987-08-10 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,83,0.0,
1987-08-11 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,917,0.0,
1987-08-12 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,2500,0.0,
1987-08-13 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,500,0.0,
1987-08-14 00:00:00+00:00,12.0,12.0,12.0,5.969039440155029,0,0.0,
1987-08-17 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,333,0.0,
1987-08-18 00:00:00+00:00,0.0,13.5,12.0,5.969039440155029,83,0.0,
