date,PUK_Open,PUK_High,PUK_Low,PUK_Close,PUK_Volume,PUK_Dividends,PUK_Stock Splits
2000-06-29 00:00:00+00:00,27.09747886657715,27.3399600982666,27.03685760498047,11.002971649169922,238470,0.0,
2000-06-30 00:00:00+00:00,27.52182388305664,28.370513916015625,27.52182388305664,11.37136936187744,122380,0.0,
2000-07-03 00:00:00+00:00,28.06740951538086,28.8554801940918,27.946168899536133,11.690654754638672,157228,0.0,
2000-07-05 00:00:00+00:00,28.431135177612305,28.61299705505371,27.643064498901367,11.346810340881348,268472,0.0,
2000-07-06 00:00:00+00:00,28.00679016113281,28.18865203857422,27.824926376342773,11.322250366210938,107739,0.0,
2000-07-07 00:00:00+00:00,27.703685760498047,27.703685760498047,27.218719482421875,11.027530670166016,58870,0.0,
2000-07-10 00:00:00+00:00,27.40058135986328,27.643064498901367,27.158098220825195,11.101208686828612,68871,0.0,
2000-07-11 00:00:00+00:00,27.643064498901367,27.764305114746094,27.40058135986328,11.15032958984375,83511,0.0,
2000-07-12 00:00:00+00:00,28.18865203857422,28.309892654418945,27.279340744018555,11.101208686828612,65881,0.0,
2000-07-13 00:00:00+00:00,27.40058135986328,27.643064498901367,27.279340744018555,11.052088737487791,44642,0.0,
2000-07-14 00:00:00+00:00,27.643064498901367,28.00679016113281,27.643064498901367,11.29769229888916,117122,0.0,
2000-07-17 00:00:00+00:00,27.885547637939453,28.06740951538086,27.52182388305664,11.224006652832031,57324,0.0,
2000-07-18 00:00:00+00:00,28.61299705505371,29.097963333129883,28.55237579345703,11.690654754638672,212798,0.0,
2000-07-19 00:00:00+00:00,29.097963333129883,29.097963333129883,28.73423957824707,11.739776611328123,144752,0.0,
2000-07-20 00:00:00+00:00,28.97672271728516,29.27982521057129,28.91610145568848,11.838018417358398,165888,0.0,
2000-07-21 00:00:00+00:00,29.52230834960937,30.007274627685547,29.52230834960937,12.034497261047363,126710,0.0,
2000-07-24 00:00:00+00:00,29.70417022705078,29.946653366088867,29.15858459472656,11.936256408691406,120421,0.0,
