date,MTEM_Open,MTEM_High,MTEM_Low,MTEM_Close,MTEM_Volume,MTEM_Dividends,MTEM_Stock Splits
2005-02-04 00:00:00+00:00,6949.7998046875,7167.60009765625,6444.89990234375,7068.60009765625,2183,,
2005-02-07 00:00:00+00:00,7128.0,7405.2001953125,7088.39990234375,7375.5,288,,
2005-02-08 00:00:00+00:00,7425.0,7425.0,6761.7001953125,7029.0,326,,
2005-02-09 00:00:00+00:00,7395.2998046875,7425.0,7009.2001953125,7128.0,216,,
2005-02-10 00:00:00+00:00,7128.0,7128.0,6930.0,6930.0,85,,
2005-02-11 00:00:00+00:00,7078.5,7128.0,6939.89990234375,7029.0,85,,
2005-02-14 00:00:00+00:00,7425.0,7425.0,6781.5,7128.0,94,,
2005-02-15 00:00:00+00:00,7246.7998046875,7246.7998046875,6930.0,6969.60009765625,107,,
2005-02-16 00:00:00+00:00,6949.7998046875,7078.5,6930.0,6979.5,166,,
2005-02-17 00:00:00+00:00,6930.0,7029.0,6930.0,6930.0,20,,
2005-02-18 00:00:00+00:00,7128.0,7177.5,6732.0,6732.0,71,,
2005-02-22 00:00:00+00:00,7425.0,7425.0,6930.0,6930.0,137,,
2005-02-23 00:00:00+00:00,7425.0,7425.0,6930.0,6989.39990234375,48,,
2005-02-24 00:00:00+00:00,6939.89990234375,7029.0,6930.0,6939.89990234375,50,,
2005-02-25 00:00:00+00:00,6930.0,7118.10009765625,6930.0,6969.60009765625,19,,
2005-02-28 00:00:00+00:00,7177.5,7177.5,6920.10009765625,6930.0,24,,
2005-03-01 00:00:00+00:00,6930.0,7128.0,6930.0,6930.0,33,,
2005-03-02 00:00:00+00:00,6930.0,7019.10009765625,6930.0,6930.0,38,,
2005-03-03 00:00:00+00:00,7128.0,7128.0,6781.5,6890.39990234375,79,,
2005-03-04 00:00:00+00:00,7227.0,7227.0,6751.7998046875,6821.10009765625,112,,
2005-03-07 00:00:00+00:00,6781.5,6939.89990234375,6444.89990234375,6553.7998046875,30,,
2005-03-08 00:00:00+00:00,6435.0,6444.89990234375,5692.5,6157.7998046875,29,,
2005-03-09 00:00:00+00:00,5999.39990234375,6118.2001953125,5712.2998046875,5900.39990234375,54,,
2005-03-10 00:00:00+00:00,5890.5,5930.10009765625,5494.5,5672.7001953125,46,,
2005-03-11 00:00:00+00:00,5742.0,6088.5,5346.0,5474.7001953125,47,,
2005-03-14 00:00:00+00:00,5464.7998046875,5940.0,5316.2998046875,5742.0,40,,
2005-03-15 00:00:00+00:00,6068.7001953125,6068.7001953125,5860.7998046875,5940.0,62,,
2005-03-16 00:00:00+00:00,6068.7001953125,6138.0,5860.7998046875,5999.39990234375,103,,
2005-03-17 00:00:00+00:00,6138.0,6138.0,5553.89990234375,5940.0,45,,
2005-03-18 00:00:00+00:00,5841.0,5940.0,5553.89990234375,5821.2001953125,80,,
2005-03-21 00:00:00+00:00,6435.0,6435.0,5494.5,5801.39990234375,50,,
2005-03-22 00:00:00+00:00,5643.0,6088.5,5544.0,5850.89990234375,33,,
2005-03-23 00:00:00+00:00,6138.0,6138.0,5761.7998046875,5940.0,15,,
2005-03-24 00:00:00+00:00,6068.7001953125,6088.5,5722.2001953125,5920.2001953125,45,,
2005-03-28 00:00:00+00:00,5940.0,6088.5,5811.2998046875,5940.0,42,,
2005-03-29 00:00:00+00:00,6039.0,6722.10009765625,5742.0,6702.2998046875,65,,
2005-03-30 00:00:00+00:00,6682.5,7118.10009765625,6435.0,6969.60009765625,47,,
2005-03-31 00:00:00+00:00,7128.0,7157.7001953125,5870.7001953125,5930.10009765625,299,,
2005-04-01 00:00:00+00:00,5920.2001953125,6217.2001953125,5445.0,5811.2998046875,140,,
2005-04-04 00:00:00+00:00,5900.39990234375,6187.5,5742.0,5870.7001953125,16,,
2005-04-05 00:00:00+00:00,5940.0,5940.0,5544.0,5940.0,53,,
2005-04-06 00:00:00+00:00,6514.2001953125,7623.0,6108.2998046875,6613.2001953125,412,,
2005-04-07 00:00:00+00:00,6712.2001953125,7038.89990234375,6593.39990234375,7029.0,48,,
2005-04-08 00:00:00+00:00,7038.89990234375,7227.0,6732.0,7217.10009765625,64,,
2005-04-11 00:00:00+00:00,7395.2998046875,7395.2998046875,6692.39990234375,6939.89990234375,63,,
2005-04-12 00:00:00+00:00,6870.60009765625,7029.0,6751.7998046875,6791.39990234375,21,,
2005-04-13 00:00:00+00:00,6781.5,7306.2001953125,6682.5,6761.7001953125,18,,
2005-04-14 00:00:00+00:00,6930.0,6930.0,6187.5,6336.0,58,,
2005-04-15 00:00:00+00:00,6286.5,6484.5,6118.2001953125,6296.39990234375,8,,
2005-04-18 00:00:00+00:00,6524.10009765625,6573.60009765625,6266.7001953125,6405.2998046875,13,,
2005-04-19 00:00:00+00:00,6949.7998046875,6949.7998046875,6395.39990234375,6395.39990234375,21,,
2005-04-20 00:00:00+00:00,6534.0,6534.0,6138.0,6435.0,14,,
2005-04-21 00:00:00+00:00,6593.39990234375,6593.39990234375,6138.0,6405.2998046875,12,,
2005-04-22 00:00:00+00:00,6286.5,6524.10009765625,6138.0,6524.10009765625,7,,
2005-04-25 00:00:00+00:00,6524.10009765625,6623.10009765625,6246.89990234375,6524.10009765625,5,,
2005-04-26 00:00:00+00:00,6395.39990234375,6642.89990234375,6187.5,6534.0,29,,
2005-04-27 00:00:00+00:00,6286.5,6375.60009765625,6009.2998046875,6375.60009765625,7,,
2005-04-28 00:00:00+00:00,6316.2001953125,6395.39990234375,6048.89990234375,6138.0,26,,
2005-04-29 00:00:00+00:00,6058.7998046875,6266.7001953125,6058.7998046875,6167.7001953125,8,,
2005-05-02 00:00:00+00:00,6078.60009765625,6187.5,5959.7998046875,6187.5,12,,
2005-05-03 00:00:00+00:00,6039.0,6227.10009765625,5346.0,6227.10009765625,36,,
2005-05-04 00:00:00+00:00,6088.5,6444.89990234375,6088.5,6197.39990234375,12,,
2005-05-05 00:00:00+00:00,6128.10009765625,6534.0,5940.0,6534.0,10,,
2005-05-06 00:00:00+00:00,6534.0,6613.2001953125,6296.39990234375,6415.2001953125,5,,
2005-05-09 00:00:00+00:00,6128.10009765625,6613.2001953125,5999.39990234375,6058.7998046875,28,,
2005-05-10 00:00:00+00:00,5949.89990234375,6019.2001953125,5672.7001953125,5860.7998046875,23,,
2005-05-11 00:00:00+00:00,5742.0,5999.39990234375,5742.0,5801.39990234375,15,,
2005-05-12 00:00:00+00:00,5742.0,5969.7001953125,5464.7998046875,5553.89990234375,23,,
2005-05-13 00:00:00+00:00,6068.7001953125,6068.7001953125,5732.10009765625,5959.7998046875,46,,
2005-05-16 00:00:00+00:00,5979.60009765625,5979.60009765625,5563.7998046875,5930.10009765625,7,,
2005-05-17 00:00:00+00:00,5742.0,5979.60009765625,5742.0,5940.0,13,,
2005-05-18 00:00:00+00:00,6128.10009765625,6237.0,6019.2001953125,6237.0,4,,
2005-05-19 00:00:00+00:00,5979.60009765625,6514.2001953125,5940.0,6197.39990234375,23,,
2005-05-20 00:00:00+00:00,6207.2998046875,6316.2001953125,5999.39990234375,6227.10009765625,7,,
2005-05-23 00:00:00+00:00,6227.10009765625,6930.0,6227.10009765625,6425.10009765625,63,,
2005-05-24 00:00:00+00:00,6435.0,7078.5,6425.10009765625,6781.5,19,,
2005-05-25 00:00:00+00:00,6870.60009765625,6930.0,6791.39990234375,6791.39990234375,4,,
2005-05-26 00:00:00+00:00,6732.0,6831.0,6365.7001953125,6771.60009765625,9,,
2005-05-27 00:00:00+00:00,6781.5,6930.0,6781.5,6890.39990234375,10,,
2005-05-31 00:00:00+00:00,6831.0,6930.0,6732.0,6791.39990234375,23,,
2005-06-01 00:00:00+00:00,6930.0,6999.2998046875,6741.89990234375,6930.0,21,,
2005-06-02 00:00:00+00:00,6930.0,6959.7001953125,6781.5,6959.7001953125,19,,
2005-06-03 00:00:00+00:00,6930.0,6930.0,6692.39990234375,6930.0,55,,
2005-06-06 00:00:00+00:00,6959.7001953125,6959.7001953125,6435.0,6781.5,31,,
2005-06-07 00:00:00+00:00,6949.7998046875,6949.7998046875,6732.0,6831.0,22,,
2005-06-08 00:00:00+00:00,6761.7001953125,6920.10009765625,6652.7998046875,6652.7998046875,9,,
2005-06-09 00:00:00+00:00,6702.2998046875,6850.7998046875,6157.7998046875,6741.89990234375,5,,
2005-06-10 00:00:00+00:00,6850.7998046875,6850.7998046875,6454.7998046875,6831.0,9,,
2005-06-13 00:00:00+00:00,6831.0,6831.0,6553.7998046875,6623.10009765625,4,,
2005-06-14 00:00:00+00:00,6682.5,6860.7001953125,6633.0,6850.7998046875,7,,
2005-06-15 00:00:00+00:00,6831.0,6930.0,5791.5,6405.2998046875,68,,
2005-06-16 00:00:00+00:00,6563.7001953125,6623.10009765625,6355.7998046875,6623.10009765625,41,,
2005-06-17 00:00:00+00:00,6702.2998046875,6959.7001953125,6633.0,6880.5,96,,
2005-06-20 00:00:00+00:00,6979.5,6979.5,6722.10009765625,6930.0,19,,
2005-06-21 00:00:00+00:00,7019.10009765625,7078.5,6850.7998046875,6939.89990234375,37,,
2005-06-22 00:00:00+00:00,7098.2998046875,7118.10009765625,6840.89990234375,6930.0,22,,
2005-06-23 00:00:00+00:00,6831.0,6959.7001953125,6633.0,6633.0,50,,
2005-06-24 00:00:00+00:00,6593.39990234375,7128.0,6593.39990234375,6831.0,147,,
2005-06-27 00:00:00+00:00,6880.5,7246.7998046875,6880.5,7108.2001953125,32,,
2005-06-28 00:00:00+00:00,7177.5,7979.39990234375,7147.7998046875,7929.89990234375,73,,
2005-06-29 00:00:00+00:00,8177.39990234375,8276.400390625,7969.5,8157.60009765625,78,,
2005-06-30 00:00:00+00:00,8415.0,8415.0,8028.89990234375,8167.5,37,,
2005-07-01 00:00:00+00:00,8009.10009765625,8167.5,7850.7001953125,8167.5,30,,
2005-07-05 00:00:00+00:00,8167.5,8286.2998046875,7870.5,8068.5,25,,
