date,AXGN_Open,AXGN_High,AXGN_Low,AXGN_Close,AXGN_Volume,AXGN_Dividends,AXGN_Stock Splits
1986-12-17 00:00:00+00:00,0.0,4.10322904586792,3.995249032974243,3.25534462928772,184988,0.0,
1986-12-18 00:00:00+00:00,0.0,4.10322904586792,3.995249032974243,3.25534462928772,80686,0.0,
1986-12-19 00:00:00+00:00,0.0,4.10322904586792,3.995249032974243,3.25534462928772,59502,0.0,
1986-12-22 00:00:00+00:00,0.0,4.10322904586792,3.995249032974243,3.25534462928772,59270,0.0,
1986-12-23 00:00:00+00:00,0.0,3.8872690200805664,3.671309947967529,2.991397857666016,59502,0.0,
1986-12-24 00:00:00+00:00,0.0,3.7792890071868896,3.671309947967529,2.991397857666016,27088,0.0,
1986-12-26 00:00:00+00:00,0.0,3.7792890071868896,3.671309947967529,2.991397857666016,14702,0.0,
1986-12-29 00:00:00+00:00,0.0,3.7792890071868896,3.671309947967529,2.991397857666016,14470,0.0,
1986-12-30 00:00:00+00:00,0.0,3.7792890071868896,3.671309947967529,2.991397857666016,40633,0.0,
1986-12-31 00:00:00+00:00,0.0,3.7792890071868896,3.671309947967529,2.991397857666016,27436,0.0,
1987-01-02 00:00:00+00:00,0.0,3.7792890071868896,3.671309947967529,2.991397857666016,2894,0.0,
1987-01-05 00:00:00+00:00,0.0,3.7792890071868896,3.671309947967529,2.991397857666016,14933,0.0,
1987-01-06 00:00:00+00:00,0.0,3.8872690200805664,3.7792890071868896,3.0793795585632324,9608,0.0,
1987-01-07 00:00:00+00:00,0.0,3.8872690200805664,3.7792890071868896,3.0793795585632324,11808,0.0,
1987-01-08 00:00:00+00:00,0.0,3.8872690200805664,3.7792890071868896,3.0793795585632324,31140,0.0,
1987-01-09 00:00:00+00:00,0.0,3.8872690200805664,3.7792890071868896,3.0793795585632324,10419,0.0,
1987-01-12 00:00:00+00:00,0.0,3.8872690200805664,3.7792890071868896,3.0793795585632324,1736,0.0,
1987-01-13 00:00:00+00:00,0.0,3.8872690200805664,3.7792890071868896,3.0793795585632324,12850,0.0,
1987-01-14 00:00:00+00:00,0.0,3.8872690200805664,3.7792890071868896,3.0793795585632324,17712,0.0,
1987-01-15 00:00:00+00:00,0.0,3.8872690200805664,3.7792890071868896,3.0793795585632324,15396,0.0,
1987-01-16 00:00:00+00:00,0.0,3.995249032974243,3.8872690200805664,3.1673619747161865,26162,0.0,
1987-01-19 00:00:00+00:00,0.0,3.995249032974243,3.8872690200805664,3.1673619747161865,8566,0.0,
1987-01-20 00:00:00+00:00,0.0,3.995249032974243,3.8872690200805664,3.1673619747161865,41790,0.0,
1987-01-21 00:00:00+00:00,0.0,4.10322904586792,3.995249032974243,3.25534462928772,18406,0.0,
1987-01-22 00:00:00+00:00,0.0,4.535147190093994,4.211207866668701,3.4313085079193115,44221,0.0,
1987-01-23 00:00:00+00:00,0.0,4.751107215881348,4.427167892456055,3.607273578643799,26394,0.0,
1987-01-26 00:00:00+00:00,0.0,4.535147190093994,4.427167892456055,3.607273578643799,15281,0.0,
1987-01-27 00:00:00+00:00,0.0,4.535147190093994,4.427167892456055,3.607273578643799,14239,0.0,
1987-01-28 00:00:00+00:00,0.0,4.643126964569092,4.427167892456055,3.607273578643799,28015,0.0,
1987-01-29 00:00:00+00:00,0.0,4.643126964569092,4.535147190093994,3.695255756378174,6020,0.0,
1987-01-30 00:00:00+00:00,0.0,4.643126964569092,4.535147190093994,3.695255756378174,5788,0.0,
1987-02-02 00:00:00+00:00,0.0,4.967065811157227,4.751107215881348,3.871220827102661,22111,0.0,
1987-02-03 00:00:00+00:00,0.0,5.075046062469482,4.859086036682129,3.959202527999878,37970,0.0,
1987-02-04 00:00:00+00:00,0.0,5.29100513458252,5.075046062469482,4.135167598724365,38549,0.0,
1987-02-05 00:00:00+00:00,0.0,5.398984909057617,5.18302583694458,4.22314977645874,34613,0.0,
1987-02-06 00:00:00+00:00,0.0,5.29100513458252,5.18302583694458,4.22314977645874,23268,0.0,
1987-02-09 00:00:00+00:00,0.0,5.075046062469482,4.859086036682129,3.959202527999878,37391,0.0,
1987-02-10 00:00:00+00:00,0.0,5.075046062469482,4.859086036682129,3.959202527999878,17943,0.0,
1987-02-11 00:00:00+00:00,0.0,5.18302583694458,4.967065811157227,4.047184467315674,19564,0.0,
1987-02-12 00:00:00+00:00,0.0,5.18302583694458,4.967065811157227,4.047184467315674,8798,0.0,
1987-02-13 00:00:00+00:00,0.0,5.18302583694458,5.075046062469482,4.135167598724365,33571,0.0,
1987-02-17 00:00:00+00:00,0.0,5.18302583694458,5.075046062469482,4.135167598724365,10419,0.0,
1987-02-18 00:00:00+00:00,0.0,5.18302583694458,4.967065811157227,4.047184467315674,31835,0.0,
1987-02-19 00:00:00+00:00,0.0,5.18302583694458,4.967065811157227,4.047184467315674,9261,0.0,
1987-02-20 00:00:00+00:00,0.0,5.18302583694458,4.967065811157227,4.047184467315674,11345,0.0,
1987-02-23 00:00:00+00:00,0.0,5.18302583694458,4.967065811157227,4.047184467315674,10882,0.0,
1987-02-24 00:00:00+00:00,0.0,5.18302583694458,4.967065811157227,4.047184467315674,6830,0.0,
1987-02-25 00:00:00+00:00,0.0,5.18302583694458,4.967065811157227,4.047184467315674,7872,0.0,
1987-02-26 00:00:00+00:00,0.0,5.18302583694458,4.967065811157227,4.047184467315674,4399,0.0,
1987-02-27 00:00:00+00:00,0.0,5.18302583694458,4.967065811157227,4.047184467315674,11229,0.0,
1987-03-02 00:00:00+00:00,0.0,5.075046062469482,4.859086036682129,3.959202527999878,12734,0.0,
1987-03-03 00:00:00+00:00,0.0,4.535147190093994,4.427167892456055,3.607273578643799,25468,0.0,
1987-03-04 00:00:00+00:00,0.0,4.751107215881348,4.535147190093994,3.695255756378174,29867,0.0,
1987-03-05 00:00:00+00:00,0.0,4.751107215881348,4.535147190093994,3.695255756378174,17827,0.0,
1987-03-06 00:00:00+00:00,0.0,4.751107215881348,4.535147190093994,3.695255756378174,9145,0.0,
1987-03-09 00:00:00+00:00,0.0,4.751107215881348,4.643126964569092,3.7832376956939697,3357,0.0,
1987-03-10 00:00:00+00:00,0.0,4.751107215881348,4.643126964569092,3.7832376956939697,5094,0.0,
1987-03-11 00:00:00+00:00,0.0,4.751107215881348,4.643126964569092,3.7832376956939697,6367,0.0,
1987-03-12 00:00:00+00:00,0.0,4.967065811157227,4.643126964569092,3.7832376956939697,28709,0.0,
1987-03-13 00:00:00+00:00,0.0,4.859086036682129,4.643126964569092,3.7832376956939697,20606,0.0,
1987-03-16 00:00:00+00:00,0.0,4.967065811157227,4.643126964569092,3.7832376956939697,8451,0.0,
1987-03-17 00:00:00+00:00,0.0,4.967065811157227,4.751107215881348,3.871220827102661,10650,0.0,
1987-03-18 00:00:00+00:00,0.0,4.967065811157227,4.751107215881348,3.871220827102661,36812,0.0,
1987-03-19 00:00:00+00:00,0.0,4.967065811157227,4.751107215881348,3.871220827102661,19680,0.0,
1987-03-20 00:00:00+00:00,0.0,4.967065811157227,4.751107215881348,3.871220827102661,26741,0.0,
1987-03-23 00:00:00+00:00,0.0,4.967065811157227,4.751107215881348,3.871220827102661,2547,0.0,
1987-03-24 00:00:00+00:00,0.0,4.967065811157227,4.751107215881348,3.871220827102661,5441,0.0,
1987-03-25 00:00:00+00:00,0.0,4.967065811157227,4.751107215881348,3.871220827102661,2778,0.0,
1987-03-26 00:00:00+00:00,0.0,4.967065811157227,4.751107215881348,3.871220827102661,2547,0.0,
1987-03-27 00:00:00+00:00,0.0,4.967065811157227,4.751107215881348,3.871220827102661,23268,0.0,
1987-03-30 00:00:00+00:00,0.0,4.967065811157227,4.643126964569092,3.7832376956939697,4746,0.0,
1987-03-31 00:00:00+00:00,0.0,4.967065811157227,4.643126964569092,3.7832376956939697,5209,0.0,
1987-04-01 00:00:00+00:00,0.0,4.967065811157227,4.643126964569092,3.7832376956939697,2199,0.0,
1987-04-02 00:00:00+00:00,0.0,4.859086036682129,4.643126964569092,3.7832376956939697,1621,0.0,
1987-04-03 00:00:00+00:00,0.0,4.751107215881348,4.643126964569092,3.7832376956939697,2199,0.0,
1987-04-06 00:00:00+00:00,0.0,4.751107215881348,4.427167892456055,3.607273578643799,6251,0.0,
1987-04-07 00:00:00+00:00,0.0,4.751107215881348,4.427167892456055,3.607273578643799,3589,0.0,
1987-04-08 00:00:00+00:00,0.0,4.535147190093994,4.319188117980957,3.519291400909424,3010,0.0,
1987-04-09 00:00:00+00:00,0.0,4.535147190093994,4.319188117980957,3.519291400909424,3589,0.0,
1987-04-10 00:00:00+00:00,0.0,4.319188117980957,4.211207866668701,3.4313085079193115,10882,0.0,
1987-04-13 00:00:00+00:00,0.0,4.319188117980957,4.10322904586792,3.343327045440674,2663,0.0,
1987-04-14 00:00:00+00:00,0.0,4.319188117980957,4.10322904586792,3.343327045440674,51399,0.0,
1987-04-15 00:00:00+00:00,0.0,4.319188117980957,4.10322904586792,3.343327045440674,43295,0.0,
1987-04-16 00:00:00+00:00,0.0,4.535147190093994,4.319188117980957,3.519291400909424,27667,0.0,
