date,MAC_Open,MAC_High,MAC_Low,MAC_Close,MAC_Volume,MAC_Dividends,MAC_Stock Splits
1994-03-10 00:00:00+00:00,17.938934326171875,18.1704044342041,17.938934326171875,2.899919986724853,3188749,0.0,
1994-03-11 00:00:00+00:00,18.054668426513672,18.2861385345459,18.054668426513672,2.9370970726013184,318184,0.0,
1994-03-14 00:00:00+00:00,18.2861385345459,18.2861385345459,18.054668426513672,2.9370970726013184,374130,0.0,
1994-03-15 00:00:00+00:00,18.2861385345459,18.2861385345459,18.054668426513672,2.9185078144073486,296043,0.0,
1994-03-16 00:00:00+00:00,18.1704044342041,18.2861385345459,18.054668426513672,2.9185078144073486,235992,0.0,
1994-03-17 00:00:00+00:00,18.1704044342041,18.2861385345459,18.054668426513672,2.9185078144073486,185229,0.0,
1994-03-18 00:00:00+00:00,18.1704044342041,18.517608642578125,18.1704044342041,2.9556870460510254,202510,0.0,
1994-03-21 00:00:00+00:00,18.401874542236328,18.517608642578125,18.2861385345459,2.974276304244995,146455,0.0,
1994-03-22 00:00:00+00:00,18.401874542236328,18.517608642578125,18.401874542236328,2.974276304244995,105413,0.0,
1994-03-23 00:00:00+00:00,18.517608642578125,18.749080657958984,18.401874542236328,3.0114545822143555,230051,0.0,
1994-03-24 00:00:00+00:00,18.749080657958984,18.98055076599121,18.749080657958984,3.030043363571167,273253,0.0,
1994-03-25 00:00:00+00:00,18.749080657958984,18.98055076599121,18.749080657958984,3.030043363571167,137167,0.0,
1994-03-28 00:00:00+00:00,18.749080657958984,18.98055076599121,18.749080657958984,3.048633337020874,175509,0.0,
1994-03-29 00:00:00+00:00,18.86481475830078,18.98055076599121,18.1704044342041,2.9185078144073486,122154,0.0,
1994-03-30 00:00:00+00:00,18.054668426513672,18.1704044342041,17.823198318481445,2.899919986724853,241068,0.0,
1994-03-31 00:00:00+00:00,17.938934326171875,18.054668426513672,17.59172821044922,2.899919986724853,249924,0.0,
1994-04-04 00:00:00+00:00,17.1287899017334,17.59172821044922,16.781583786010742,2.825563907623291,93749,0.0,
1994-04-05 00:00:00+00:00,17.70746421813965,18.054668426513672,17.70746421813965,2.899919986724853,106817,0.0,
1994-04-06 00:00:00+00:00,18.054668426513672,18.1704044342041,17.938934326171875,2.9185078144073486,131442,0.0,
1994-04-07 00:00:00+00:00,18.2861385345459,18.2861385345459,17.938934326171875,2.8813295364379883,44930,0.0,
1994-04-08 00:00:00+00:00,18.054668426513672,18.054668426513672,17.938934326171875,2.8813295364379883,10585,0.0,
1994-04-11 00:00:00+00:00,17.938934326171875,18.054668426513672,17.823198318481445,2.899919986724853,38126,0.0,
1994-04-12 00:00:00+00:00,18.054668426513672,18.1704044342041,17.938934326171875,2.899919986724853,77116,0.0,
1994-04-13 00:00:00+00:00,18.1704044342041,18.401874542236328,17.938934326171875,2.899919986724853,84136,0.0,
1994-04-14 00:00:00+00:00,18.054668426513672,18.1704044342041,17.823198318481445,2.9185078144073486,29485,0.0,
1994-04-15 00:00:00+00:00,18.1704044342041,18.1704044342041,17.70746421813965,2.862741470336914,78088,0.0,
1994-04-18 00:00:00+00:00,17.938934326171875,17.938934326171875,17.70746421813965,2.8441526889801025,52599,0.0,
