date,SCHB_Open,SCHB_High,SCHB_Low,SCHB_Close,SCHB_Volume,SCHB_Dividends,SCHB_Stock Splits
2009-11-03 00:00:00+00:00,12.5,12.505000114440918,12.119999885559082,9.512654304504396,1008600,0.0,
2009-11-04 00:00:00+00:00,13.5,13.5,12.25,9.524267196655272,324800,0.0,
2009-11-05 00:00:00+00:00,12.460000038146973,12.545000076293944,12.364999771118164,9.710108757019045,224800,0.0,
2009-11-06 00:00:00+00:00,12.550000190734863,12.600000381469728,12.460000038146973,9.73720932006836,331200,0.0,
2009-11-09 00:00:00+00:00,12.795000076293944,12.859999656677246,12.664999961853027,9.957892417907717,211800,0.0,
2009-11-10 00:00:00+00:00,12.829999923706056,12.895000457763672,12.779999732971191,9.934662818908691,214400,0.0,
2009-11-11 00:00:00+00:00,12.94499969482422,13.0,12.859999656677246,10.004348754882812,523400,0.0,
2009-11-12 00:00:00+00:00,12.914999961853027,12.954999923706056,12.739999771118164,9.884331703186035,233200,0.0,
2009-11-13 00:00:00+00:00,12.81999969482422,12.890000343322754,12.75,9.94240379333496,1169800,0.0,
2009-11-16 00:00:00+00:00,12.960000038146973,13.095000267028809,12.925000190734863,10.08952522277832,356000,0.0,
2009-11-17 00:00:00+00:00,13.024999618530272,13.0600004196167,12.954999923706056,10.10888671875,273200,0.0,
2009-11-18 00:00:00+00:00,13.074999809265137,13.074999809265137,12.975000381469728,10.101140975952148,194400,0.0,
2009-11-19 00:00:00+00:00,12.96500015258789,12.96500015258789,12.774999618530272,9.957892417907717,255200,0.0,
2009-11-20 00:00:00+00:00,12.800000190734863,12.84000015258789,12.760000228881836,9.91917324066162,184800,0.0,
2009-11-23 00:00:00+00:00,12.975000381469728,13.0600004196167,12.949999809265137,10.043071746826172,204000,0.0,
2009-11-24 00:00:00+00:00,12.994999885559082,12.994999885559082,12.880000114440918,10.043071746826172,224400,0.0,
2009-11-25 00:00:00+00:00,13.010000228881836,13.03499984741211,12.979999542236328,10.085658073425291,326800,0.0,
2009-11-27 00:00:00+00:00,12.710000038146973,12.899999618530272,12.640000343322754,9.91917324066162,307400,0.0,
2009-11-30 00:00:00+00:00,12.80500030517578,12.864999771118164,12.744999885559082,9.957892417907717,317000,0.0,
2009-12-01 00:00:00+00:00,12.989999771118164,13.050000190734863,12.954999923706056,10.074039459228516,241800,0.0,
2009-12-02 00:00:00+00:00,13.020000457763672,13.104999542236328,12.989999771118164,10.097274780273438,172400,0.0,
2009-12-03 00:00:00+00:00,13.074999809265137,13.135000228881836,12.920000076293944,10.004348754882812,467200,0.0,
2009-12-04 00:00:00+00:00,13.135000228881836,13.15999984741211,12.885000228881836,10.081785202026367,559800,0.0,
2009-12-07 00:00:00+00:00,13.05500030517578,13.074999809265137,12.970000267028809,10.06242561340332,433000,0.0,
2009-12-08 00:00:00+00:00,12.899999618530272,12.9350004196167,12.81999969482422,9.96176052093506,542800,0.0,
2009-12-09 00:00:00+00:00,12.850000381469728,12.920000076293944,12.789999961853027,9.99273681640625,1362600,0.0,
2009-12-10 00:00:00+00:00,13.0,13.020000457763672,12.9399995803833,10.035327911376951,328800,0.0,
2009-12-11 00:00:00+00:00,13.024999618530272,13.039999961853027,12.970000267028809,10.081785202026367,330600,0.0,
2009-12-14 00:00:00+00:00,13.149999618530272,13.149999618530272,13.06999969482422,10.178574562072754,445600,0.0,
2009-12-15 00:00:00+00:00,13.119999885559082,13.140000343322754,13.0600004196167,10.120501518249512,326400,0.0,
2009-12-16 00:00:00+00:00,13.149999618530272,13.175000190734863,13.09000015258789,10.159217834472656,334000,0.0,
2009-12-17 00:00:00+00:00,13.045000076293944,13.045000076293944,12.949999809265137,10.043071746826172,315000,0.0,
2009-12-18 00:00:00+00:00,13.045000076293944,13.045000076293944,12.925000190734863,10.097274780273438,316800,0.0,
2009-12-21 00:00:00+00:00,13.135000228881836,13.210000038146973,13.109999656677246,10.209550857543944,381200,0.0,
2009-12-22 00:00:00+00:00,13.239999771118164,13.255000114440918,13.19499969482422,10.244396209716797,493000,0.0,
2009-12-23 00:00:00+00:00,13.274999618530272,13.274999618530272,13.1899995803833,10.294842720031738,366400,0.03,
2009-12-24 00:00:00+00:00,13.279999732971191,13.31999969482422,13.265000343322754,10.333646774291992,173000,0.0,
2009-12-28 00:00:00+00:00,13.354999542236328,13.375,13.279999732971191,10.341403007507324,369400,0.0,
2009-12-29 00:00:00+00:00,13.364999771118164,13.364999771118164,13.3100004196167,10.337526321411133,238800,0.0,
2009-12-30 00:00:00+00:00,13.274999618530272,13.3149995803833,13.255000114440918,10.333646774291992,252200,0.0,
2009-12-31 00:00:00+00:00,13.354999542236328,13.354999542236328,13.18000030517578,10.228874206542969,440600,0.0,
2010-01-04 00:00:00+00:00,13.324999809265137,13.414999961853027,13.300000190734863,10.399608612060549,540600,0.0,
2010-01-05 00:00:00+00:00,13.43000030517578,13.44499969482422,13.369999885559082,10.43453884124756,451600,0.0,
2010-01-06 00:00:00+00:00,13.454999923706056,13.475000381469728,13.425000190734863,10.442296028137209,338400,0.0,
2010-01-07 00:00:00+00:00,13.44499969482422,13.515000343322754,13.380000114440918,10.47722339630127,332400,0.0,
2010-01-08 00:00:00+00:00,13.479999542236328,13.55500030517578,13.4350004196167,10.508265495300291,212800,0.0,
2010-01-11 00:00:00+00:00,13.625,13.630000114440918,13.524999618530272,10.535430908203123,431000,0.0,
