date,PLUS_Open,PLUS_High,PLUS_Low,PLUS_Close,PLUS_Volume,PLUS_Dividends,PLUS_Stock Splits
1996-11-15 00:00:00+00:00,2.375,2.5625,2.28125,2.235425472259521,4909600,0.0,
1996-11-18 00:00:00+00:00,2.4375,2.4375,2.3125,2.17659854888916,578000,0.0,
1996-11-19 00:00:00+00:00,2.3125,2.375,2.25,2.1324782371521,340800,0.0,
1996-11-20 00:00:00+00:00,2.25,2.34375,2.25,2.1471850872039795,174800,0.0,
1996-11-21 00:00:00+00:00,2.25,2.3125,2.25,2.117771625518799,378400,0.0,
1996-11-22 00:00:00+00:00,2.25,2.28125,2.1875,2.0589444637298584,53600,0.0,
1996-11-25 00:00:00+00:00,2.1875,2.1875,2.1875,2.0589444637298584,77600,0.0,
1996-11-26 00:00:00+00:00,2.25,2.25,2.1875,2.0589444637298584,74400,0.0,
1996-11-27 00:00:00+00:00,2.25,2.34375,2.25,2.1471850872039795,322400,0.0,
1996-11-29 00:00:00+00:00,2.28125,2.28125,2.28125,2.1471850872039795,20000,0.0,
1996-12-02 00:00:00+00:00,2.28125,2.34375,2.28125,2.1471850872039795,60800,0.0,
1996-12-03 00:00:00+00:00,2.28125,2.3125,2.28125,2.1471850872039795,182000,0.0,
1996-12-04 00:00:00+00:00,2.34375,2.40625,2.28125,2.264838933944702,204400,0.0,
1996-12-05 00:00:00+00:00,2.3125,2.375,2.3125,2.235425472259521,20800,0.0,
1996-12-06 00:00:00+00:00,2.34375,2.375,2.3125,2.17659854888916,112400,0.0,
1996-12-09 00:00:00+00:00,2.3125,2.375,2.3125,2.235425472259521,100400,0.0,
1996-12-10 00:00:00+00:00,2.3125,2.375,2.3125,2.235425472259521,36000,0.0,
1996-12-11 00:00:00+00:00,2.34375,2.34375,2.3125,2.17659854888916,44000,0.0,
1996-12-12 00:00:00+00:00,2.3125,2.375,2.3125,2.235425472259521,84000,0.0,
1996-12-13 00:00:00+00:00,2.3125,2.3125,2.3125,2.17659854888916,42000,0.0,
1996-12-16 00:00:00+00:00,2.3125,2.3125,2.3125,2.17659854888916,0,0.0,
1996-12-17 00:00:00+00:00,2.28125,2.28125,2.28125,2.1471850872039795,29600,0.0,
1996-12-18 00:00:00+00:00,2.28125,2.28125,2.28125,2.1471850872039795,4000,0.0,
1996-12-19 00:00:00+00:00,2.28125,2.28125,2.28125,2.1471850872039795,4000,0.0,
1996-12-20 00:00:00+00:00,2.28125,2.34375,2.28125,2.206012010574341,303200,0.0,
1996-12-23 00:00:00+00:00,2.34375,2.34375,2.34375,2.206012010574341,180000,0.0,
1996-12-24 00:00:00+00:00,2.34375,2.34375,2.34375,2.206012010574341,0,0.0,
1996-12-26 00:00:00+00:00,2.34375,2.34375,2.34375,2.206012010574341,0,0.0,
1996-12-27 00:00:00+00:00,2.34375,2.34375,2.34375,2.206012010574341,0,0.0,
1996-12-30 00:00:00+00:00,2.34375,2.34375,2.34375,2.206012010574341,0,0.0,
1996-12-31 00:00:00+00:00,2.4375,2.4375,2.34375,2.235425472259521,73600,0.0,
1997-01-02 00:00:00+00:00,2.34375,2.4375,2.34375,2.235425472259521,60000,0.0,
1997-01-03 00:00:00+00:00,2.34375,2.34375,2.34375,2.206012010574341,2000,0.0,
1997-01-06 00:00:00+00:00,2.34375,2.34375,2.34375,2.206012010574341,0,0.0,
1997-01-07 00:00:00+00:00,2.34375,2.40625,2.34375,2.2501323223114014,468800,0.0,
1997-01-08 00:00:00+00:00,2.4375,2.4375,2.40625,2.264838933944702,4800,0.0,
1997-01-09 00:00:00+00:00,2.34375,2.4375,2.34375,2.206012010574341,32400,0.0,
1997-01-10 00:00:00+00:00,2.34375,2.40625,2.34375,2.264838933944702,52000,0.0,
1997-01-13 00:00:00+00:00,2.4375,2.65625,2.4375,2.5001468658447266,61600,0.0,
1997-01-14 00:00:00+00:00,2.65625,2.65625,2.625,2.470733404159546,16000,0.0,
1997-01-15 00:00:00+00:00,2.6875,2.75,2.625,2.588387489318848,14000,0.0,
1997-01-16 00:00:00+00:00,2.75,2.75,2.75,2.588387489318848,0,0.0,
1997-01-17 00:00:00+00:00,2.625,2.71875,2.625,2.558974027633667,80800,0.0,
1997-01-20 00:00:00+00:00,2.8125,2.8125,2.6875,2.647214412689209,11200,0.0,
1997-01-21 00:00:00+00:00,2.875,3.03125,2.84375,2.7060413360595703,56400,0.0,
1997-01-22 00:00:00+00:00,3.03125,3.0625,2.9375,2.7942819595336914,87200,0.0,
1997-01-23 00:00:00+00:00,3.0625,3.25,3.0625,3.0590033531188965,70000,0.0,
1997-01-24 00:00:00+00:00,3.25,3.25,3.125,3.0590033531188965,24800,0.0,
1997-01-27 00:00:00+00:00,3.25,3.4375,3.15625,3.23548436164856,52000,0.0,
1997-01-28 00:00:00+00:00,3.5,3.625,3.25,3.176657199859619,59600,0.0,
1997-01-29 00:00:00+00:00,3.375,3.375,3.375,3.176657199859619,4000,0.0,
1997-01-30 00:00:00+00:00,3.25,3.25,3.25,3.0590033531188965,64000,0.0,
1997-01-31 00:00:00+00:00,3.375,3.4375,3.25,3.176657199859619,27200,0.0,
1997-02-03 00:00:00+00:00,3.5,3.625,3.375,3.411965131759644,97200,0.0,
1997-02-04 00:00:00+00:00,3.625,3.625,3.3125,3.117830276489258,16000,0.0,
1997-02-05 00:00:00+00:00,3.3125,3.5625,3.3125,3.3531382083892822,70000,0.0,
1997-02-06 00:00:00+00:00,3.3125,3.5625,3.3125,3.117830276489258,66000,0.0,
1997-02-07 00:00:00+00:00,3.3125,3.3125,3.3125,3.117830276489258,400,0.0,
1997-02-10 00:00:00+00:00,3.5625,3.5625,3.3125,3.294311285018921,65600,0.0,
1997-02-11 00:00:00+00:00,3.5,3.5,3.3125,3.117830276489258,41600,0.0,
1997-02-12 00:00:00+00:00,3.5,3.5,3.5,3.294311285018921,400,0.0,
1997-02-13 00:00:00+00:00,3.375,3.375,3.1875,3.088416814804077,213200,0.0,
1997-02-14 00:00:00+00:00,3.5,3.5,3.25,3.0590033531188965,294400,0.0,
1997-02-18 00:00:00+00:00,3.25,3.5,3.25,3.176657199859619,17600,0.0,
1997-02-19 00:00:00+00:00,3.3125,3.3125,3.25,3.0590033531188965,65200,0.0,
1997-02-20 00:00:00+00:00,3.28125,3.28125,3.25,3.0590033531188965,379200,0.0,
1997-02-21 00:00:00+00:00,3.25,3.25,3.125,2.9413492679595947,95200,0.0,
1997-02-24 00:00:00+00:00,3.125,3.125,3.0625,2.8825223445892334,51600,0.0,
1997-02-25 00:00:00+00:00,3.3125,3.3125,3.0625,2.8825223445892334,60800,0.0,
1997-02-26 00:00:00+00:00,3.0625,3.0625,3.0625,2.8825223445892334,14800,0.0,
1997-02-27 00:00:00+00:00,3.0625,3.0625,3.0625,2.8825223445892334,2000,0.0,
1997-02-28 00:00:00+00:00,3.0625,3.0625,3.0625,2.8825223445892334,0,0.0,
1997-03-03 00:00:00+00:00,3.125,3.125,3.125,2.9413492679595947,400,0.0,
1997-03-04 00:00:00+00:00,3.375,3.375,3.0625,2.8825223445892334,8400,0.0,
1997-03-05 00:00:00+00:00,3.1875,3.1875,3.1875,3.000176429748535,400,0.0,
1997-03-06 00:00:00+00:00,3.1875,3.1875,3.1875,3.000176429748535,0,0.0,
1997-03-07 00:00:00+00:00,3.0625,3.0625,3.0,2.823695421218872,62000,0.0,
1997-03-10 00:00:00+00:00,3.0,3.0,3.0,2.823695421218872,22800,0.0,
1997-03-11 00:00:00+00:00,3.125,3.125,2.8125,2.647214412689209,952000,0.0,
1997-03-12 00:00:00+00:00,2.84375,2.84375,2.8125,2.647214412689209,80400,0.0,
1997-03-13 00:00:00+00:00,2.875,2.875,2.875,2.7060413360595703,15200,0.0,
1997-03-14 00:00:00+00:00,2.875,2.875,2.8125,2.647214412689209,61600,0.0,
1997-03-17 00:00:00+00:00,2.8125,2.8125,2.8125,2.647214412689209,30000,0.0,
1997-03-18 00:00:00+00:00,2.8125,2.8125,2.8125,2.647214412689209,3600,0.0,
