date,LDWY_Open,LDWY_High,LDWY_Low,LDWY_Close,LDWY_Volume,LDWY_Dividends,LDWY_Stock Splits
1991-06-25 00:00:00+00:00,0.0,29.75,28.0,14.536568641662598,13671.0,0.0,
1991-06-26 00:00:00+00:00,0.0,29.75,28.0,14.536568641662598,9314.0,0.0,
1991-06-27 00:00:00+00:00,0.0,29.75,28.0,14.536568641662598,1171.0,0.0,
1991-06-28 00:00:00+00:00,0.0,29.75,28.0,14.536568641662598,6471.0,0.0,
1991-07-01 00:00:00+00:00,0.0,29.75,28.0,14.536568641662598,2371.0,0.0,
1991-07-02 00:00:00+00:00,0.0,31.5,28.875,14.990838050842283,5314.0,0.0,
1991-07-03 00:00:00+00:00,0.0,31.5,28.875,14.990838050842283,1029.0,0.0,
1991-07-05 00:00:00+00:00,0.0,31.5,28.875,14.990838050842283,843.0,0.0,
1991-07-08 00:00:00+00:00,0.0,31.5,28.875,14.990838050842283,786.0,0.0,
1991-07-09 00:00:00+00:00,0.0,30.625,28.875,14.990838050842283,1900.0,0.0,
1991-07-10 00:00:00+00:00,0.0,30.625,28.875,14.990838050842283,1029.0,0.0,
1991-07-11 00:00:00+00:00,0.0,30.625,28.875,14.990838050842283,2643.0,0.0,
1991-07-12 00:00:00+00:00,0.0,30.625,28.875,14.990838050842283,3057.0,0.0,
1991-07-15 00:00:00+00:00,0.0,29.75,28.875,14.990838050842283,2986.0,0.0,
1991-07-16 00:00:00+00:00,0.0,29.75,28.875,14.990838050842283,4500.0,0.0,
1991-07-17 00:00:00+00:00,0.0,29.75,28.875,14.990838050842283,1757.0,0.0,
1991-07-18 00:00:00+00:00,0.0,29.75,28.875,14.990838050842283,5557.0,0.0,
1991-07-19 00:00:00+00:00,0.0,29.75,28.875,14.990838050842283,2271.0,0.0,
1991-07-22 00:00:00+00:00,0.0,30.625,28.875,14.990838050842283,1786.0,0.0,
1991-07-23 00:00:00+00:00,0.0,30.625,28.875,14.990838050842283,3714.0,0.0,
1991-07-24 00:00:00+00:00,0.0,30.625,28.875,14.990838050842283,4829.0,0.0,
1991-07-25 00:00:00+00:00,0.0,30.625,28.875,14.990838050842283,1729.0,0.0,
1991-07-26 00:00:00+00:00,0.0,30.625,28.875,14.990838050842283,1371.0,0.0,
1991-07-29 00:00:00+00:00,0.0,30.625,28.875,14.990838050842283,700.0,0.0,
1991-07-30 00:00:00+00:00,0.0,31.5,28.875,14.990838050842283,2200.0,0.0,
1991-07-31 00:00:00+00:00,0.0,31.5,28.875,14.990838050842283,2686.0,0.0,
1991-08-01 00:00:00+00:00,0.0,32.375,29.75,15.445104598999023,2414.0,0.0,
1991-08-02 00:00:00+00:00,0.0,31.5,29.75,15.445104598999023,1471.0,0.0,
1991-08-05 00:00:00+00:00,0.0,31.5,29.75,15.445104598999023,257.0,0.0,
1991-08-06 00:00:00+00:00,0.0,31.5,28.875,14.990838050842283,2343.0,0.0,
1991-08-07 00:00:00+00:00,0.0,31.5,28.875,14.990838050842283,3000.0,0.0,
1991-08-08 00:00:00+00:00,0.0,31.5,28.875,14.990838050842283,1429.0,0.0,
1991-08-09 00:00:00+00:00,0.0,31.5,28.875,14.990838050842283,2286.0,0.0,
