date,AGRO_Open,AGRO_High,AGRO_Low,AGRO_Close,AGRO_Volume,AGRO_Dividends,AGRO_Stock Splits
2011-01-28 00:00:00+00:00,10.75,12.109999656677246,10.75,11.052836418151855,8782300,0.0,
2011-01-31 00:00:00+00:00,12.600000381469728,12.649999618530272,11.949999809265137,11.60547924041748,2398100,0.0,
2011-02-01 00:00:00+00:00,13.350000381469728,13.5,12.6899995803833,11.973905563354492,2648800,0.0,
2011-02-02 00:00:00+00:00,13.010000228881836,13.239999771118164,12.779999732971191,11.835745811462402,887400,0.0,
2011-02-03 00:00:00+00:00,12.779999732971191,13.68000030517578,12.649999618530272,11.946274757385254,979000,0.0,
2011-02-04 00:00:00+00:00,13.130000114440918,13.550000190734863,13.100000381469728,12.434441566467283,415300,0.0,
2011-02-07 00:00:00+00:00,13.5,13.81999969482422,13.100000381469728,12.066012382507324,501700,0.0,
2011-02-08 00:00:00+00:00,13.0600004196167,13.399999618530272,12.8100004196167,11.992327690124512,408100,0.0,
2011-02-09 00:00:00+00:00,13.350000381469728,13.5,12.850000381469728,11.881797790527344,351400,0.0,
2011-02-10 00:00:00+00:00,12.989999771118164,13.100000381469728,12.779999732971191,11.789691925048828,242800,0.0,
2011-02-11 00:00:00+00:00,12.979999542236328,12.989999771118164,12.510000228881836,11.623900413513184,264000,0.0,
2011-02-14 00:00:00+00:00,12.609999656677246,12.75,12.020000457763672,11.439685821533203,443900,0.0,
2011-02-15 00:00:00+00:00,12.579999923706056,12.6899995803833,12.31999969482422,11.513370513916016,502400,0.0,
2011-02-16 00:00:00+00:00,12.600000381469728,12.84000015258789,12.5,11.716007232666016,205300,0.0,
2011-02-17 00:00:00+00:00,12.720000267028809,13.100000381469728,12.550000190734863,11.835745811462402,161600,0.0,
2011-02-18 00:00:00+00:00,13.020000457763672,13.050000190734863,12.75,11.844956398010254,248300,0.0,
2011-02-22 00:00:00+00:00,12.81999969482422,12.899999618530272,12.350000381469728,11.45810604095459,306300,0.0,
2011-02-23 00:00:00+00:00,12.40999984741211,12.739999771118164,12.050000190734863,11.283102989196776,356000,0.0,
2011-02-24 00:00:00+00:00,12.210000038146973,12.489999771118164,11.850000381469728,11.043624877929688,351600,0.0,
2011-02-25 00:00:00+00:00,12.0,12.199999809265137,11.90999984741211,11.052836418151855,222700,0.0,
2011-02-28 00:00:00+00:00,12.06999969482422,12.1899995803833,11.949999809265137,11.218628883361816,241700,0.0,
