date,SCWO_Open,SCWO_High,SCWO_Low,SCWO_Close,SCWO_Volume,SCWO_Dividends,SCWO_Stock Splits
1996-05-17 00:00:00+00:00,55.20833206176758,55.20833206176758,55.20833206176758,55.20833206176758,1200,,
1996-05-20 00:00:00+00:00,58.33333206176758,58.33333206176758,58.33333206176758,58.33333206176758,960,,
1996-05-21 00:00:00+00:00,58.33333206176758,58.33333206176758,54.16666793823242,54.16666793823242,7728,,
1996-05-22 00:00:00+00:00,54.16666793823242,54.16666793823242,45.83333206176758,45.83333206176758,4776,,
1996-05-23 00:00:00+00:00,43.75,53.125,40.625,50.0,13704,,
1996-05-24 00:00:00+00:00,50.0,54.16666793823242,47.91666793823242,50.0,20028,,
1996-05-28 00:00:00+00:00,50.0,50.0,43.75,43.75,4848,,
1996-05-29 00:00:00+00:00,42.70833206176758,42.70833206176758,42.70833206176758,42.70833206176758,756,,
1996-05-30 00:00:00+00:00,42.70833206176758,42.70833206176758,40.625,40.625,300,,
1996-05-31 00:00:00+00:00,44.79166793823242,44.79166793823242,43.75,44.79166793823242,300,,
1996-06-03 00:00:00+00:00,44.79166793823242,44.79166793823242,41.66666793823242,41.66666793823242,144,,
1996-06-04 00:00:00+00:00,41.66666793823242,41.66666793823242,40.625,40.625,372,,
1996-06-05 00:00:00+00:00,43.75,43.75,43.75,43.75,180,,
1996-06-06 00:00:00+00:00,42.70833206176758,43.75,41.66666793823242,43.75,4548,,
1996-06-07 00:00:00+00:00,41.66666793823242,42.70833206176758,39.58333206176758,39.58333206176758,1632,,
1996-06-10 00:00:00+00:00,38.54166793823242,40.625,38.54166793823242,40.625,1044,,
1996-06-11 00:00:00+00:00,40.625,40.625,34.375,38.54166793823242,1704,,
1996-06-12 00:00:00+00:00,34.375,35.41666793823242,34.375,35.41666793823242,1032,,
1996-06-13 00:00:00+00:00,35.41666793823242,37.5,34.375,37.5,2760,,
1996-06-14 00:00:00+00:00,35.41666793823242,37.5,35.41666793823242,36.97916793823242,1680,,
1996-06-17 00:00:00+00:00,36.97916793823242,36.97916793823242,36.97916793823242,36.97916793823242,600,,
1996-06-18 00:00:00+00:00,36.97916793823242,36.97916793823242,36.97916793823242,36.97916793823242,696,,
1996-06-19 00:00:00+00:00,34.375,34.375,34.375,34.375,300,,
1996-06-20 00:00:00+00:00,36.97916793823242,36.97916793823242,34.375,34.375,924,,
1996-06-21 00:00:00+00:00,34.375,34.375,34.375,34.375,480,,
1996-06-24 00:00:00+00:00,34.375,34.375,34.375,34.375,0,,
1996-06-25 00:00:00+00:00,34.375,34.375,34.375,34.375,960,,
1996-06-26 00:00:00+00:00,37.5,37.5,34.375,34.375,1080,,
1996-06-27 00:00:00+00:00,34.375,35.41666793823242,31.25,31.25,1260,,
1996-06-28 00:00:00+00:00,31.25,32.29166793823242,29.166667938232425,29.166667938232425,876,,
1996-07-01 00:00:00+00:00,32.29166793823242,33.85416793823242,30.729167938232425,30.859375,4548,,
1996-07-02 00:00:00+00:00,30.859375,30.859375,30.859375,30.859375,0,,
1996-07-03 00:00:00+00:00,31.25,31.25,30.208332061767575,30.208332061767575,420,,
1996-07-05 00:00:00+00:00,30.208332061767575,30.208332061767575,30.208332061767575,30.208332061767575,0,,
1996-07-08 00:00:00+00:00,30.208332061767575,30.729167938232425,30.208332061767575,30.208332061767575,2352,,
1996-07-09 00:00:00+00:00,30.208332061767575,30.729167938232425,30.208332061767575,30.208332061767575,2448,,
1996-07-10 00:00:00+00:00,32.29166793823242,32.29166793823242,29.6875,29.6875,2388,,
1996-07-11 00:00:00+00:00,29.6875,30.208332061767575,29.166667938232425,29.166667938232425,3180,,
1996-07-12 00:00:00+00:00,29.166667938232425,29.166667938232425,29.166667938232425,29.166667938232425,0,,
1996-07-15 00:00:00+00:00,28.125,28.125,28.125,28.125,360,,
1996-07-16 00:00:00+00:00,30.208332061767575,30.208332061767575,28.125,28.125,360,,
1996-07-17 00:00:00+00:00,29.166667938232425,30.208332061767575,28.125,28.125,960,,
