date,PCG-PD_Open,PCG-PD_High,PCG-PD_Low,PCG-PD_Close,PCG-PD_Volume,PCG-PD_Dividends,PCG-PD_Stock Splits
2000-01-03 00:00:00+00:00,15.875,16.1875,15.875,7.086218357086182,3000.0,0.0,
2000-01-04 00:00:00+00:00,15.75,15.75,15.625,6.894701957702637,1100.0,0.0,
2000-01-05 00:00:00+00:00,15.625,16.0,15.625,7.004140853881836,1100.0,0.0,
2000-01-06 00:00:00+00:00,15.75,15.75,15.75,6.894701957702637,200.0,0.0,
2000-01-07 00:00:00+00:00,16.0,16.0,16.0,7.004140853881836,200.0,0.0,
2000-01-10 00:00:00+00:00,16.25,16.25,16.0,7.113579273223877,1600.0,0.0,
2000-01-11 00:00:00+00:00,16.0,16.0,16.0,7.004140853881836,100.0,0.0,
2000-01-12 00:00:00+00:00,15.75,16.25,15.75,6.894701957702637,1100.0,0.0,
2000-01-13 00:00:00+00:00,15.5,16.25,15.5,6.785261631011963,0.0,0.0,
2000-01-14 00:00:00+00:00,15.75,15.75,15.75,6.894701957702637,400.0,0.0,
2000-01-18 00:00:00+00:00,15.625,15.625,15.625,6.8399810791015625,800.0,0.0,
2000-01-19 00:00:00+00:00,16.0,16.0,16.0,7.004140853881836,1700.0,0.0,
2000-01-20 00:00:00+00:00,15.75,15.75,15.75,6.894701957702637,100.0,0.0,
2000-01-21 00:00:00+00:00,15.0,15.875,15.0,6.699304580688477,0.0,0.3125,
2000-01-24 00:00:00+00:00,15.0,15.875,15.0,6.699304580688477,0.0,0.0,
2000-01-25 00:00:00+00:00,15.0,15.875,15.0,6.699304580688477,0.0,0.0,
2000-01-26 00:00:00+00:00,15.75,16.25,15.75,7.145924091339111,1100.0,0.0,
2000-01-27 00:00:00+00:00,15.875,17.125,15.875,7.090097904205322,0.0,0.0,
2000-01-28 00:00:00+00:00,16.0,16.0,16.0,7.145924091339111,400.0,0.0,
2000-01-31 00:00:00+00:00,15.875,16.5,15.875,7.090097904205322,0.0,0.0,
2000-02-01 00:00:00+00:00,16.0,16.0,16.0,7.145924091339111,400.0,0.0,
2000-02-02 00:00:00+00:00,15.875,16.5,15.875,7.090097904205322,0.0,0.0,
2000-02-03 00:00:00+00:00,16.0,16.0,16.0,7.145924091339111,100.0,0.0,
2000-02-04 00:00:00+00:00,15.875,16.5,15.875,7.090097904205322,0.0,0.0,
2000-02-07 00:00:00+00:00,16.0,16.0,16.0,7.145924091339111,300.0,0.0,
2000-02-08 00:00:00+00:00,15.875,16.5,15.875,7.090097904205322,0.0,0.0,
2000-02-09 00:00:00+00:00,15.875,16.5,15.875,7.090097904205322,0.0,0.0,
2000-02-10 00:00:00+00:00,16.0,16.0,16.0,7.145924091339111,1300.0,0.0,
2000-02-11 00:00:00+00:00,16.0,16.0,16.0,7.145924091339111,500.0,0.0,
2000-02-14 00:00:00+00:00,15.875,16.5,15.875,7.090097904205322,0.0,0.0,
2000-02-15 00:00:00+00:00,16.25,16.25,16.125,7.201751708984375,500.0,0.0,
2000-02-16 00:00:00+00:00,16.125,16.125,15.875,7.090097904205322,2000.0,0.0,
2000-02-17 00:00:00+00:00,15.75,15.75,15.75,7.034269332885742,800.0,0.0,
2000-02-18 00:00:00+00:00,15.75,15.75,15.75,7.034269332885742,400.0,0.0,
2000-02-22 00:00:00+00:00,15.5,15.875,15.5,6.922616004943848,2700.0,0.0,
2000-02-23 00:00:00+00:00,15.75,15.75,15.375,6.866785049438477,700.0,0.0,
2000-02-24 00:00:00+00:00,15.1875,15.1875,15.1875,6.783045291900635,1100.0,0.0,
2000-02-25 00:00:00+00:00,15.1875,15.25,15.125,6.755130767822266,1100.0,0.0,
2000-02-28 00:00:00+00:00,15.125,15.125,15.125,6.755130767822266,100.0,0.0,
2000-02-29 00:00:00+00:00,15.125,15.125,15.125,6.755130767822266,100.0,0.0,
2000-03-01 00:00:00+00:00,15.25,15.25,15.25,6.810960292816162,1200.0,0.0,
2000-03-02 00:00:00+00:00,15.0,15.75,15.0,7.034269332885742,2400.0,0.0,
2000-03-03 00:00:00+00:00,15.769530296325684,15.769530296325684,15.769530296325684,7.04299259185791,7500.0,0.0,
2000-03-06 00:00:00+00:00,16.0,16.0,16.0,7.145924091339111,200.0,0.0,
2000-03-07 00:00:00+00:00,15.75,15.75,15.75,7.034269332885742,100.0,0.0,
2000-03-08 00:00:00+00:00,15.5,15.5,15.5,6.922616004943848,500.0,0.0,
2000-03-09 00:00:00+00:00,15.25,15.25,15.25,6.810960292816162,100.0,0.0,
2000-03-10 00:00:00+00:00,14.875,15.375,14.625,6.866785049438477,3000.0,0.0,
2000-03-13 00:00:00+00:00,15.375,15.375,15.375,6.866785049438477,900.0,0.0,
2000-03-14 00:00:00+00:00,14.75,15.5,14.75,6.922616004943848,3500.0,0.0,
2000-03-15 00:00:00+00:00,15.125,15.25,14.375,6.5318217277526855,7400.0,0.0,
2000-03-16 00:00:00+00:00,14.625,16.0,14.625,6.922616004943848,3900.0,0.0,
2000-03-17 00:00:00+00:00,15.25,15.875,15.25,6.922616004943848,1400.0,0.0,
2000-03-20 00:00:00+00:00,15.875,15.875,15.125,6.755130767822266,4000.0,0.0,
2000-03-21 00:00:00+00:00,15.375,15.375,14.75,6.615563869476318,1700.0,0.0,
2000-03-22 00:00:00+00:00,15.75,15.75,15.75,7.034269332885742,300.0,0.0,
2000-03-23 00:00:00+00:00,15.5,15.5,15.0625,6.727217674255371,1800.0,0.0,
2000-03-24 00:00:00+00:00,15.25,15.25,15.25,6.810960292816162,300.0,0.0,
2000-03-27 00:00:00+00:00,15.125,15.9375,15.125,7.118008136749268,2600.0,0.0,
2000-03-28 00:00:00+00:00,15.5,15.9375,15.5,7.118008136749268,1000.0,0.0,
2000-03-29 00:00:00+00:00,15.75,16.5,15.75,7.034269332885742,0.0,0.0,
2000-03-30 00:00:00+00:00,16.0,16.0,16.0,7.145924091339111,200.0,0.0,
2000-03-31 00:00:00+00:00,15.875,16.5,15.875,7.090097904205322,0.0,0.0,
2000-04-03 00:00:00+00:00,16.0,16.0,16.0,7.145924091339111,100.0,0.0,
2000-04-04 00:00:00+00:00,16.375,16.375,15.9375,7.118008136749268,800.0,0.0,
2000-04-05 00:00:00+00:00,16.375,16.375,16.375,7.313406944274902,400.0,0.0,
2000-04-06 00:00:00+00:00,15.875,16.5,15.875,7.090097904205322,0.0,0.0,
2000-04-07 00:00:00+00:00,16.0,16.25,15.875,7.090097904205322,3300.0,0.0,
2000-04-10 00:00:00+00:00,15.875,16.25,15.875,7.090097904205322,3600.0,0.0,
2000-04-11 00:00:00+00:00,16.25,16.5,16.25,7.369235038757324,900.0,0.0,
2000-04-12 00:00:00+00:00,15.875,16.5,15.875,7.22697114944458,0.0,0.3125,
2000-04-13 00:00:00+00:00,16.375,16.375,15.625,7.1131591796875,2300.0,0.0,
2000-04-14 00:00:00+00:00,15.375,15.75,15.375,7.170066833496094,600.0,0.0,
2000-04-17 00:00:00+00:00,15.625,16.25,15.625,7.1131591796875,0.0,0.0,
2000-04-18 00:00:00+00:00,15.75,16.125,15.75,7.340779781341553,5500.0,0.0,
2000-04-19 00:00:00+00:00,15.75,16.375,15.75,7.454593658447266,9100.0,0.0,
2000-04-20 00:00:00+00:00,16.125,16.375,16.125,7.397685527801514,7500.0,0.0,
2000-04-24 00:00:00+00:00,15.75,16.75,15.75,7.170066833496094,0.0,0.0,
2000-04-25 00:00:00+00:00,16.125,16.125,16.0,7.283876419067383,6300.0,0.0,
2000-04-26 00:00:00+00:00,16.0,16.125,15.875,7.283876419067383,2500.0,0.0,
2000-04-27 00:00:00+00:00,16.3125,16.3125,16.3125,7.426140785217285,900.0,0.0,
2000-04-28 00:00:00+00:00,16.0,16.0,16.0,7.283876419067383,400.0,0.0,
2000-05-01 00:00:00+00:00,16.25,16.25,16.25,7.397685527801514,4100.0,0.0,
2000-05-02 00:00:00+00:00,16.0,16.0,15.875,7.22697114944458,2300.0,0.0,
2000-05-03 00:00:00+00:00,15.75,16.375,15.75,7.170066833496094,0.0,0.0,
2000-05-04 00:00:00+00:00,15.75,15.75,15.625,7.1131591796875,1200.0,0.0,
2000-05-05 00:00:00+00:00,15.4375,16.125,15.4375,7.02780294418335,0.0,0.0,
2000-05-08 00:00:00+00:00,15.5,15.5,15.5,7.056255340576172,2300.0,0.0,
2000-05-09 00:00:00+00:00,15.75,15.75,15.75,7.170066833496094,3000.0,0.0,
2000-05-10 00:00:00+00:00,15.5,15.5,15.5,7.056255340576172,400.0,0.0,
2000-05-11 00:00:00+00:00,15.5625,15.5625,15.375,6.999350070953369,300.0,0.0,
2000-05-12 00:00:00+00:00,15.125,15.125,15.0,6.82863187789917,700.0,0.0,
2000-05-15 00:00:00+00:00,14.875,15.375,14.875,6.771729946136475,0.0,0.0,
2000-05-16 00:00:00+00:00,14.75,14.9375,14.75,6.714825630187988,1800.0,0.0,
2000-05-17 00:00:00+00:00,14.75,14.75,14.75,6.714825630187988,100.0,0.0,
2000-05-18 00:00:00+00:00,14.75,15.0,14.75,6.82863187789917,3100.0,0.0,
2000-05-19 00:00:00+00:00,14.75,14.75,14.75,6.714825630187988,100.0,0.0,
2000-05-22 00:00:00+00:00,14.625,15.25,14.625,6.657919883728027,0.0,0.0,
2000-05-23 00:00:00+00:00,14.75,14.75,14.5,6.601010322570801,2500.0,0.0,
2000-05-24 00:00:00+00:00,14.5,14.5,14.5,6.601010322570801,600.0,0.0,
2000-05-25 00:00:00+00:00,14.375,15.0,14.375,6.544110298156738,0.0,0.0,
2000-05-26 00:00:00+00:00,14.5,15.0,14.5,6.82863187789917,1800.0,0.0,
2000-05-30 00:00:00+00:00,15.0,15.0,15.0,6.82863187789917,1000.0,0.0,
2000-05-31 00:00:00+00:00,14.75,14.75,14.5,6.601010322570801,2400.0,0.0,
2000-06-01 00:00:00+00:00,14.5,14.5,14.5,6.601010322570801,100.0,0.0,
2000-06-02 00:00:00+00:00,14.875,14.875,14.875,6.771729946136475,300.0,0.0,
2000-06-05 00:00:00+00:00,14.5,14.5,14.375,6.544110298156738,500.0,0.0,
2000-06-06 00:00:00+00:00,14.375,14.875,14.375,6.771729946136475,1900.0,0.0,
2000-06-07 00:00:00+00:00,15.0,15.0,15.0,6.82863187789917,2300.0,0.0,
2000-06-08 00:00:00+00:00,14.75,14.75,14.5,6.601010322570801,1300.0,0.0,
2000-06-09 00:00:00+00:00,14.875,15.25,14.875,6.94244384765625,3200.0,0.0,
2000-06-12 00:00:00+00:00,15.25,16.0,15.25,7.056255340576172,3100.0,0.0,
2000-06-13 00:00:00+00:00,15.75,15.75,15.75,7.170066833496094,1200.0,0.0,
