date,ONVO_Open,ONVO_High,ONVO_Low,ONVO_Close,ONVO_Volume,ONVO_Dividends,ONVO_Stock Splits
2012-02-14 00:00:00+00:00,33.0,33.0,30.0,33.0,715,,
2012-02-15 00:00:00+00:00,33.0,33.0,27.799999237060547,33.0,995,,
2012-02-16 00:00:00+00:00,33.0,33.0,29.0,29.0,455,,
2012-02-17 00:00:00+00:00,31.0,31.0,31.0,31.0,65,,
2012-02-21 00:00:00+00:00,31.0,31.0,29.0,30.0,450,,
2012-02-22 00:00:00+00:00,31.0,31.0,30.0,30.0,195,,
2012-02-23 00:00:00+00:00,30.0,31.0,30.0,30.0,200,,
2012-02-24 00:00:00+00:00,30.0,30.200000762939453,24.799999237060547,24.799999237060547,26395,,
2012-02-27 00:00:00+00:00,28.799999237060547,33.0,28.799999237060547,33.0,6315,,
2012-02-28 00:00:00+00:00,33.0,34.0,33.0,33.599998474121094,1940,,
2012-02-29 00:00:00+00:00,34.0,35.0,34.0,35.0,3195,,
2012-03-01 00:00:00+00:00,35.0,35.0,35.0,35.0,5585,,
2012-03-02 00:00:00+00:00,35.0,36.0,35.0,36.0,2055,,
2012-03-05 00:00:00+00:00,36.0,36.0,35.400001525878906,35.400001525878906,680,,
2012-03-06 00:00:00+00:00,36.0,36.0,35.400001525878906,35.79999923706055,985,,
2012-03-07 00:00:00+00:00,35.79999923706055,36.0,35.79999923706055,36.0,1655,,
2012-03-08 00:00:00+00:00,36.0,36.0,36.0,36.0,895,,
2012-03-09 00:00:00+00:00,36.0,38.0,36.0,38.0,13255,,
2012-03-12 00:00:00+00:00,38.0,41.0,38.0,41.0,12785,,
2012-03-13 00:00:00+00:00,41.0,45.0,41.0,44.59999847412109,24025,,
2012-03-14 00:00:00+00:00,45.0,47.0,44.59999847412109,47.0,15280,,
2012-03-15 00:00:00+00:00,47.400001525878906,51.0,47.0,51.0,17050,,
2012-03-16 00:00:00+00:00,52.0,53.0,51.0,52.59999847412109,8225,,
2012-03-19 00:00:00+00:00,53.0,53.0,48.0,48.0,5075,,
2012-03-20 00:00:00+00:00,48.400001525878906,49.0,39.0,46.20000076293945,11015,,
2012-03-21 00:00:00+00:00,47.0,49.0,44.0,45.0,3225,,
2012-03-22 00:00:00+00:00,48.0,49.0,46.0,46.20000076293945,9480,,
2012-03-23 00:00:00+00:00,48.20000076293945,48.20000076293945,45.0,47.20000076293945,6490,,
2012-03-26 00:00:00+00:00,48.20000076293945,50.0,48.20000076293945,50.0,7150,,
2012-03-27 00:00:00+00:00,50.0,50.400001525878906,49.0,49.400001525878906,7620,,
2012-03-28 00:00:00+00:00,49.400001525878906,50.400001525878906,49.0,49.0,1775,,
2012-03-29 00:00:00+00:00,48.0,50.400001525878906,48.0,50.0,3180,,
2012-03-30 00:00:00+00:00,50.400001525878906,50.400001525878906,49.0,49.400001525878906,5105,,
2012-04-02 00:00:00+00:00,50.400001525878906,54.79999923706055,50.0,54.79999923706055,13530,,
2012-04-03 00:00:00+00:00,54.79999923706055,55.0,54.0,54.0,5355,,
2012-04-04 00:00:00+00:00,55.400001525878906,55.400001525878906,54.0,54.59999847412109,5675,,
2012-04-05 00:00:00+00:00,55.400001525878906,55.400001525878906,54.79999923706055,55.0,3685,,
2012-04-09 00:00:00+00:00,55.400001525878906,55.400001525878906,48.0,50.0,10945,,
2012-04-10 00:00:00+00:00,50.0,55.400001525878906,48.0,48.400001525878906,1970,,
2012-04-11 00:00:00+00:00,50.0,52.79999923706055,48.0,51.59999847412109,1385,,
2012-04-12 00:00:00+00:00,51.59999847412109,51.59999847412109,48.0,49.79999923706055,1785,,
2012-04-13 00:00:00+00:00,50.59999847412109,50.59999847412109,48.0,48.0,1135,,
2012-04-16 00:00:00+00:00,48.79999923706055,50.59999847412109,47.0,47.0,13820,,
2012-04-17 00:00:00+00:00,47.79999923706055,47.79999923706055,41.59999847412109,42.0,6465,,
2012-04-18 00:00:00+00:00,42.0,45.0,41.79999923706055,45.0,2090,,
2012-04-19 00:00:00+00:00,45.0,45.0,40.0,41.0,3945,,
2012-04-20 00:00:00+00:00,41.59999847412109,45.0,41.59999847412109,44.79999923706055,1745,,
2012-04-23 00:00:00+00:00,44.0,44.79999923706055,43.0,44.0,950,,
2012-04-24 00:00:00+00:00,44.0,45.0,43.0,45.0,1330,,
2012-04-25 00:00:00+00:00,45.0,45.59999847412109,44.20000076293945,44.20000076293945,940,,
2012-04-26 00:00:00+00:00,45.0,45.79999923706055,44.400001525878906,45.79999923706055,1000,,
2012-04-27 00:00:00+00:00,46.0,46.400001525878906,44.400001525878906,44.400001525878906,1550,,
2012-04-30 00:00:00+00:00,44.400001525878906,47.400001525878906,44.400001525878906,46.20000076293945,3480,,
2012-05-01 00:00:00+00:00,47.20000076293945,51.79999923706055,47.0,51.59999847412109,7300,,
2012-05-02 00:00:00+00:00,54.0,64.0,53.20000076293945,57.0,10950,,
2012-05-03 00:00:00+00:00,57.400001525878906,61.59999847412109,57.20000076293945,57.20000076293945,5495,,
2012-05-04 00:00:00+00:00,60.0,60.0,58.20000076293945,59.0,1160,,
2012-05-07 00:00:00+00:00,59.79999923706055,59.79999923706055,57.0,59.59999847412109,2070,,
2012-05-08 00:00:00+00:00,59.79999923706055,60.0,55.20000076293945,60.0,1795,,
2012-05-09 00:00:00+00:00,59.59999847412109,59.79999923706055,56.20000076293945,56.400001525878906,1880,,
2012-05-10 00:00:00+00:00,59.0,59.0,53.20000076293945,55.79999923706055,1450,,
2012-05-11 00:00:00+00:00,60.0,61.0,53.400001525878906,60.0,1560,,
2012-05-14 00:00:00+00:00,62.0,62.0,54.400001525878906,59.0,1900,,
2012-05-15 00:00:00+00:00,59.0,59.59999847412109,55.0,57.0,2025,,
2012-05-16 00:00:00+00:00,55.0,60.0,55.0,59.59999847412109,1750,,
2012-05-17 00:00:00+00:00,60.0,63.0,55.0,60.20000076293945,3595,,
2012-05-18 00:00:00+00:00,63.400001525878906,68.0,61.0,68.0,3750,,
2012-05-21 00:00:00+00:00,70.0,85.0,70.0,76.0,8715,,
2012-05-22 00:00:00+00:00,79.0,79.0,70.0,71.0,3840,,
2012-05-23 00:00:00+00:00,78.5999984741211,78.5999984741211,66.0,69.0,3015,,
2012-05-24 00:00:00+00:00,68.0,73.0,67.0,70.0,2660,,
2012-05-25 00:00:00+00:00,66.0,70.5999984741211,66.0,66.0,1880,,
2012-05-29 00:00:00+00:00,70.0,74.0,66.0,74.0,4930,,
2012-05-30 00:00:00+00:00,79.0,82.0,76.0,78.0,6045,,
2012-05-31 00:00:00+00:00,78.0,96.4000015258789,78.0,90.1999969482422,5770,,
2012-06-01 00:00:00+00:00,87.0,130.0,84.4000015258789,104.4000015258789,8565,,
2012-06-04 00:00:00+00:00,130.0,134.0,94.4000015258789,109.0,21570,,
2012-06-05 00:00:00+00:00,116.0,119.8000030517578,100.0,111.0,12390,,
2012-06-06 00:00:00+00:00,114.4000015258789,114.4000015258789,95.0,98.0,13110,,
2012-06-07 00:00:00+00:00,97.5999984741211,103.0,94.4000015258789,94.4000015258789,3540,,
2012-06-08 00:00:00+00:00,96.0,104.0,95.1999969482422,99.0,3040,,
2012-06-11 00:00:00+00:00,99.0,110.0,99.0,109.5999984741211,4170,,
2012-06-12 00:00:00+00:00,112.0,123.0,104.0,119.4000015258789,11885,,
2012-06-13 00:00:00+00:00,115.8000030517578,123.0,112.0,120.8000030517578,5570,,
2012-06-14 00:00:00+00:00,118.0,128.0,111.1999969482422,128.0,7560,,
2012-06-15 00:00:00+00:00,122.4000015258789,144.0,122.0,143.0,10815,,
2012-06-18 00:00:00+00:00,145.0,218.0,144.0,193.0,16580,,
2012-06-19 00:00:00+00:00,199.8000030517578,200.0,175.0,175.0,10185,,
2012-06-20 00:00:00+00:00,182.0,185.0,175.0,185.0,8310,,
2012-06-21 00:00:00+00:00,185.0,187.0,182.1999969482422,184.1999969482422,6795,,
2012-06-22 00:00:00+00:00,184.3999938964844,187.0,184.3999938964844,187.0,3070,,
2012-06-25 00:00:00+00:00,187.0,187.0,180.0,187.0,4435,,
2012-06-26 00:00:00+00:00,186.8000030517578,187.0,178.0,182.0,3180,,
2012-06-27 00:00:00+00:00,181.6000061035156,181.6000061035156,70.0,75.4000015258789,80580,,
2012-06-28 00:00:00+00:00,72.19999694824219,90.0,61.400001525878906,86.0,50105,,
