date,DXD_Open,DXD_High,DXD_Low,DXD_Close,DXD_Volume,DXD_Dividends,DXD_Stock Splits
2006-07-13 00:00:00+00:00,5785.60009765625,5924.0,5785.60009765625,3759.734619140625,1255,0.0,
2006-07-14 00:00:00+00:00,5920.0,6065.60009765625,5920.0,3825.98046875,1285,0.0,
2006-07-17 00:00:00+00:00,6024.0,6058.39990234375,5961.60009765625,3829.54833984375,1016,0.0,
2006-07-18 00:00:00+00:00,6028.7998046875,6091.2001953125,5952.0,3791.32861328125,1959,0.0,
2006-07-19 00:00:00+00:00,5892.7998046875,5898.39990234375,5696.7998046875,3645.58740234375,2875,0.0,
2006-07-20 00:00:00+00:00,5714.39990234375,5812.0,5698.39990234375,3702.150390625,1048,0.0,
2006-07-21 00:00:00+00:00,5796.0,5912.0,5796.0,3753.10986328125,1538,0.0,
2006-07-24 00:00:00+00:00,5819.2001953125,5824.0,5672.0,3619.59765625,1425,0.0,
2006-07-25 00:00:00+00:00,5702.39990234375,5744.0,5608.0,3583.92626953125,921,0.0,
2006-07-26 00:00:00+00:00,5668.0,5692.7998046875,5584.0,3588.513427734375,805,0.0,
2006-07-27 00:00:00+00:00,5600.0,5660.7998046875,5560.0,3581.88818359375,1518,0.0,
2006-07-28 00:00:00+00:00,5596.0,5600.7998046875,5512.7998046875,3532.45849609375,770,0.0,
2006-07-31 00:00:00+00:00,5580.0,5582.39990234375,5542.39990234375,3539.0830078125,565,0.0,
2006-08-01 00:00:00+00:00,5576.0,5675.2001953125,5576.0,3582.39892578125,988,0.0,
2006-08-02 00:00:00+00:00,5600.0,5606.39990234375,5524.0,3541.631591796875,813,0.0,
2006-08-03 00:00:00+00:00,5636.0,5640.0,5491.2001953125,3511.056640625,999,0.0,
2006-08-04 00:00:00+00:00,5400.0,5568.0,5400.0,3516.15234375,1408,0.0,
2006-08-07 00:00:00+00:00,5552.0,5568.7998046875,5522.39990234375,3526.343017578125,690,0.0,
2006-08-08 00:00:00+00:00,5524.0,5620.0,5498.39990234375,3564.0537109375,2105,0.0,
2006-08-09 00:00:00+00:00,5524.0,5688.7998046875,5524.0,3620.616943359375,2123,0.0,
2006-08-10 00:00:00+00:00,5685.60009765625,5728.0,5611.2001953125,3591.5712890625,915,0.0,
2006-08-11 00:00:00+00:00,5660.0,5711.2001953125,5649.60009765625,3607.36767578125,869,0.0,
2006-08-14 00:00:00+00:00,5601.60009765625,5690.39990234375,5564.0,3607.87744140625,970,0.0,
2006-08-15 00:00:00+00:00,5579.2001953125,5604.0,5530.39990234375,3535.00634765625,740,0.0,
2006-08-16 00:00:00+00:00,5456.0,5509.60009765625,5418.39990234375,3464.68359375,1504,0.0,
2006-08-17 00:00:00+00:00,5435.2001953125,5446.39990234375,5392.7998046875,3453.982421875,715,0.0,
