date,GLDD_Open,GLDD_High,GLDD_Low,GLDD_Close,GLDD_Volume,GLDD_Dividends,GLDD_Stock Splits
2006-12-27 00:00:00+00:00,5.0,7.5,5.0,5.887400627136231,23300,0.0,
2006-12-28 00:00:00+00:00,6.449999809265137,6.449999809265137,6.300000190734863,5.796123504638672,265900,0.0,
2006-12-29 00:00:00+00:00,6.349999904632568,6.489999771118164,6.340000152587891,5.887400627136231,96700,0.0,
2007-01-03 00:00:00+00:00,6.599999904632568,6.599999904632568,6.409999847412109,5.933039665222168,76000,0.0,
2007-01-04 00:00:00+00:00,6.610000133514404,6.809999942779541,6.550000190734863,6.152105808258057,159500,0.0,
2007-01-05 00:00:00+00:00,6.989999771118164,6.989999771118164,6.699999809265137,6.298149585723877,148300,0.0,
2007-01-08 00:00:00+00:00,7.480000019073486,7.480000019073486,6.980000019073486,6.553728103637695,65600,0.0,
2007-01-09 00:00:00+00:00,7.25,7.25,7.130000114440918,6.562854290008545,68000,0.0,
2007-01-10 00:00:00+00:00,7.440000057220459,7.440000057220459,6.820000171661377,6.289021968841553,18100,0.0,
2007-01-11 00:00:00+00:00,7.300000190734863,7.300000190734863,6.820000171661377,6.38942813873291,18900,0.0,
2007-01-12 00:00:00+00:00,7.0,7.0,6.699999809265137,6.206872463226318,13400,0.0,
2007-01-16 00:00:00+00:00,6.71999979019165,6.800000190734863,6.599999904632568,6.152105808258057,175900,0.0,
2007-01-17 00:00:00+00:00,6.699999809265137,6.75,6.400000095367432,5.8600172996521,17200,0.0,
2007-01-18 00:00:00+00:00,6.489999771118164,6.539999961853027,6.409999847412109,5.969550609588623,128100,0.0,
2007-01-19 00:00:00+00:00,6.639999866485596,6.869999885559082,6.599999904632568,6.270767688751221,148800,0.0,
2007-01-22 00:00:00+00:00,6.849999904632568,6.849999904632568,6.610000133514404,6.152105808258057,18500,0.0,
2007-01-23 00:00:00+00:00,6.71999979019165,6.760000228881836,6.489999771118164,6.133850574493408,112400,0.0,
2007-01-24 00:00:00+00:00,6.78000020980835,6.849999904632568,6.739999771118164,6.252511501312256,153900,0.0,
2007-01-25 00:00:00+00:00,6.800000190734863,6.800000190734863,6.75,6.206872463226318,382100,0.0,
2007-01-26 00:00:00+00:00,6.789999961853027,6.829999923706055,6.769999980926514,6.234254837036133,148100,0.0,
2007-01-29 00:00:00+00:00,6.829999923706055,6.860000133514404,6.809999942779541,6.225129127502441,171500,0.0,
2007-01-30 00:00:00+00:00,6.840000152587891,6.849999904632568,6.820000171661377,6.243383407592773,16100,0.0,
2007-01-31 00:00:00+00:00,6.949999809265137,6.949999809265137,6.809999942779541,6.243383407592773,85700,0.0,
2007-02-01 00:00:00+00:00,6.949999809265137,6.949999809265137,6.800000190734863,6.252511501312256,368400,0.0,
2007-02-02 00:00:00+00:00,6.880000114440918,6.880000114440918,6.820000171661377,6.261638164520264,171800,0.0,
2007-02-05 00:00:00+00:00,6.849999904632568,6.849999904632568,6.800000190734863,6.206872463226318,88800,0.0,
2007-02-06 00:00:00+00:00,6.829999923706055,6.920000076293945,6.78000020980835,6.188616752624512,60000,0.0,
2007-02-07 00:00:00+00:00,6.809999942779541,6.809999942779541,6.75,6.170363426208496,67100,0.0,
