date,FR_Open,FR_High,FR_Low,FR_Close,FR_Volume,FR_Dividends,FR_Stock Splits
1994-06-24 00:00:00+00:00,23.625,23.75,23.5,5.339635848999023,3086100,0.0,
1994-06-27 00:00:00+00:00,23.5,23.625,23.5,5.339635848999023,506700,0.0,
1994-06-28 00:00:00+00:00,23.5,23.625,23.5,5.339635848999023,198800,0.0,
1994-06-29 00:00:00+00:00,23.5,23.625,23.5,5.339635848999023,117500,0.0,
1994-06-30 00:00:00+00:00,23.625,23.75,23.625,5.339635848999023,160000,0.0,
1994-07-01 00:00:00+00:00,23.5,23.75,23.5,5.339635848999023,129000,0.0,
1994-07-05 00:00:00+00:00,23.75,23.75,23.625,5.339635848999023,149200,0.0,
1994-07-06 00:00:00+00:00,23.625,23.625,23.5,5.311383724212647,134100,0.0,
1994-07-07 00:00:00+00:00,23.5,23.625,23.5,5.311383724212647,112800,0.0,
1994-07-08 00:00:00+00:00,23.5,23.625,23.5,5.311383724212647,94300,0.0,
1994-07-11 00:00:00+00:00,23.5,23.625,23.5,5.311383724212647,207900,0.0,
1994-07-12 00:00:00+00:00,23.5,23.5,23.5,5.311383724212647,158400,0.0,
1994-07-13 00:00:00+00:00,23.5,23.625,23.375,5.283130168914795,337600,0.0,
1994-07-14 00:00:00+00:00,23.375,23.625,23.375,5.339635848999023,189100,0.0,
1994-07-15 00:00:00+00:00,23.5,23.625,23.375,5.339635848999023,35100,0.0,
1994-07-18 00:00:00+00:00,23.625,23.625,23.375,5.311383724212647,74500,0.0,
1994-07-19 00:00:00+00:00,23.5,23.5,23.25,5.254884243011475,271700,0.0,
1994-07-20 00:00:00+00:00,23.25,23.375,23.25,5.254884243011475,28300,0.0,
1994-07-21 00:00:00+00:00,23.25,23.375,23.25,5.283130168914795,34600,0.0,
1994-07-22 00:00:00+00:00,23.375,23.375,23.25,5.283130168914795,26800,0.0,
1994-07-25 00:00:00+00:00,23.375,23.375,23.25,5.283130168914795,20500,0.0,
1994-07-26 00:00:00+00:00,23.25,23.375,23.25,5.254884243011475,24300,0.0,
1994-07-27 00:00:00+00:00,23.25,23.25,23.0,5.198372840881348,34800,0.0,
1994-07-28 00:00:00+00:00,23.0,23.0,22.0,5.000609874725342,41600,0.0,
1994-07-29 00:00:00+00:00,22.375,23.25,22.375,5.085366249084473,137800,0.0,
1994-08-01 00:00:00+00:00,22.625,22.875,22.625,5.113616943359375,12300,0.0,
1994-08-02 00:00:00+00:00,22.625,23.125,22.625,5.141872882843018,14600,0.0,
1994-08-03 00:00:00+00:00,22.875,23.0,22.5,5.085366249084473,16700,0.0,
1994-08-04 00:00:00+00:00,21.75,22.0,21.375,4.944105625152588,65700,0.0,
1994-08-05 00:00:00+00:00,21.75,22.0,21.75,4.915853500366211,60200,0.0,
1994-08-08 00:00:00+00:00,21.875,22.0,21.75,4.915853500366211,14700,0.0,
1994-08-09 00:00:00+00:00,21.875,22.25,21.5,4.859349250793457,117500,0.0,
