date,PCF_Open,PCF_High,PCF_Low,PCF_Close,PCF_Volume,PCF_Dividends,PCF_Stock Splits
1987-07-09 00:00:00+00:00,9.875,9.875,9.875,0.4068918526172638,1940200,0.0,
1987-07-10 00:00:00+00:00,9.875,9.875,9.875,0.4068918526172638,350500,0.0,
1987-07-13 00:00:00+00:00,9.875,9.875,9.875,0.4068918526172638,210100,0.0,
1987-07-14 00:00:00+00:00,9.875,9.875,9.875,0.4068918526172638,106900,0.0,
1987-07-15 00:00:00+00:00,9.875,9.875,9.875,0.4068918526172638,64000,0.0,
1987-07-16 00:00:00+00:00,9.875,10.0,9.875,0.4068918526172638,75700,0.0,
1987-07-17 00:00:00+00:00,9.875,9.875,9.875,0.4068918526172638,64900,0.0,
1987-07-20 00:00:00+00:00,9.875,9.875,9.75,0.4068918526172638,114000,0.0,
1987-07-21 00:00:00+00:00,9.875,9.875,9.75,0.4068918526172638,46300,0.0,
1987-07-22 00:00:00+00:00,9.75,9.875,9.75,0.4017416536808014,34700,0.0,
1987-07-23 00:00:00+00:00,9.875,9.875,9.75,0.4068918526172638,21300,0.0,
1987-07-24 00:00:00+00:00,9.875,9.875,9.75,0.4017416536808014,19800,0.0,
1987-07-27 00:00:00+00:00,9.75,9.75,9.75,0.4017416536808014,29600,0.0,
1987-07-28 00:00:00+00:00,9.75,9.75,9.625,0.4017416536808014,48100,0.0,
1987-07-29 00:00:00+00:00,9.625,9.75,9.625,0.3965910077095032,13500,0.0,
1987-07-30 00:00:00+00:00,9.75,9.75,9.625,0.3965910077095032,7700,0.0,
1987-07-31 00:00:00+00:00,9.625,9.75,9.625,0.3965910077095032,16100,0.0,
1987-08-03 00:00:00+00:00,9.625,9.75,9.625,0.3965910077095032,28300,0.0,
1987-08-04 00:00:00+00:00,9.75,9.875,9.625,0.4017416536808014,36800,0.0,
1987-08-05 00:00:00+00:00,9.75,9.875,9.75,0.4068918526172638,18700,0.0,
1987-08-06 00:00:00+00:00,9.875,10.0,9.875,0.412042886018753,33900,0.0,
1987-08-07 00:00:00+00:00,10.0,10.125,9.875,0.412042886018753,36200,0.0,
1987-08-10 00:00:00+00:00,10.0,10.0,9.875,0.4068918526172638,20000,0.0,
1987-08-11 00:00:00+00:00,9.875,10.0,9.75,0.4098387360572815,28000,0.071,
1987-08-12 00:00:00+00:00,9.875,9.875,9.75,0.4098387360572815,12400,0.0,
1987-08-13 00:00:00+00:00,9.875,10.0,9.75,0.4046512842178345,11900,0.0,
1987-08-14 00:00:00+00:00,9.875,10.0,9.75,0.4098387360572815,19100,0.0,
1987-08-17 00:00:00+00:00,10.0,10.0,9.75,0.4046512842178345,30300,0.0,
1987-08-18 00:00:00+00:00,9.75,9.875,9.625,0.4098387360572815,11000,0.0,
1987-08-19 00:00:00+00:00,9.875,9.875,9.75,0.4046512842178345,28800,0.0,
1987-08-20 00:00:00+00:00,9.75,9.875,9.75,0.4098387360572815,12600,0.0,
1987-08-21 00:00:00+00:00,9.875,9.875,9.625,0.4046512842178345,14700,0.0,
1987-08-24 00:00:00+00:00,9.875,9.875,9.5,0.3994627892971039,21500,0.0,
1987-08-25 00:00:00+00:00,9.625,9.75,9.375,0.3994627892971039,14900,0.0,
1987-08-26 00:00:00+00:00,9.75,9.75,9.5,0.4046512842178345,8500,0.0,
1987-08-27 00:00:00+00:00,9.75,9.875,9.5,0.3994627892971039,18100,0.0,
1987-08-28 00:00:00+00:00,9.625,9.75,9.5,0.4046512842178345,12500,0.0,
1987-08-31 00:00:00+00:00,9.625,9.75,9.625,0.3994627892971039,4800,0.0,
1987-09-01 00:00:00+00:00,9.625,9.75,9.375,0.3994627892971039,26700,0.0,
1987-09-02 00:00:00+00:00,9.5,9.625,9.5,0.3994627892971039,8600,0.0,
1987-09-03 00:00:00+00:00,9.625,9.625,9.5,0.3942751586437225,6800,0.0,
1987-09-04 00:00:00+00:00,9.625,9.625,9.5,0.3994627892971039,10400,0.0,
1987-09-08 00:00:00+00:00,9.5,9.625,9.25,0.3838994204998016,12600,0.0,
1987-09-09 00:00:00+00:00,9.25,9.375,9.25,0.3868692815303802,6500,0.071,
1987-09-10 00:00:00+00:00,9.25,9.5,9.125,0.3973250985145569,7100,0.0,
1987-09-11 00:00:00+00:00,9.375,9.5,9.125,0.3973250985145569,14500,0.0,
1987-09-14 00:00:00+00:00,9.375,9.5,9.25,0.3920969069004059,10800,0.0,
1987-09-15 00:00:00+00:00,9.5,9.5,9.375,0.3920969069004059,4400,0.0,
1987-09-16 00:00:00+00:00,9.5,9.5,9.375,0.3920969069004059,8000,0.0,
1987-09-17 00:00:00+00:00,9.25,9.25,9.0,0.3764132261276245,29600,0.0,
1987-09-18 00:00:00+00:00,8.875,9.25,8.875,0.3764132261276245,27700,0.0,
1987-09-21 00:00:00+00:00,8.875,9.0,8.875,0.3711850643157959,4200,0.0,
1987-09-22 00:00:00+00:00,8.875,8.875,8.75,0.3711850643157959,11400,0.0,
1987-09-23 00:00:00+00:00,8.875,8.875,8.75,0.3711850643157959,4700,0.0,
1987-09-24 00:00:00+00:00,8.75,8.875,8.75,0.3659568727016449,4700,0.0,
1987-09-25 00:00:00+00:00,8.75,9.0,8.75,0.3711850643157959,8500,0.0,
1987-09-28 00:00:00+00:00,8.75,8.875,8.625,0.3659568727016449,9200,0.0,
1987-09-29 00:00:00+00:00,8.875,8.875,8.5,0.360729306936264,13200,0.0,
1987-09-30 00:00:00+00:00,8.625,8.75,8.5,0.3555015027523041,4200,0.0,
1987-10-01 00:00:00+00:00,8.5,8.625,8.375,0.3502735495567322,21200,0.0,
1987-10-02 00:00:00+00:00,8.5,8.625,8.375,0.360729306936264,20300,0.0,
1987-10-05 00:00:00+00:00,8.75,8.75,8.625,0.3659568727016449,6000,0.0,
1987-10-06 00:00:00+00:00,8.625,8.75,8.5,0.360729306936264,11300,0.0,
1987-10-07 00:00:00+00:00,8.5,8.625,8.375,0.360729306936264,7500,0.0,
1987-10-08 00:00:00+00:00,8.375,8.625,8.375,0.3531809747219085,10100,0.071,
1987-10-09 00:00:00+00:00,8.375,8.375,8.125,0.3531809747219085,8300,0.0,
1987-10-12 00:00:00+00:00,8.25,8.375,8.0,0.3373665809631347,38900,0.0,
1987-10-13 00:00:00+00:00,8.25,8.25,7.875,0.3479094207286834,32600,0.0,
1987-10-14 00:00:00+00:00,8.125,8.125,8.0,0.3373665809631347,12600,0.0,
1987-10-15 00:00:00+00:00,8.0,8.0,7.875,0.3320953249931335,31600,0.0,
1987-10-16 00:00:00+00:00,8.0,8.0,7.875,0.3320953249931335,24800,0.0,
1987-10-19 00:00:00+00:00,7.75,7.75,6.375,0.2688390016555786,73900,0.0,
1987-10-20 00:00:00+00:00,6.125,6.75,6.125,0.2846531569957733,65000,0.0,
1987-10-21 00:00:00+00:00,7.0,8.0,7.0,0.3320953249931335,40500,0.0,
1987-10-22 00:00:00+00:00,7.625,7.625,7.125,0.3057384788990021,28900,0.0,
1987-10-23 00:00:00+00:00,7.375,7.5,7.125,0.3110097646713257,11500,0.0,
1987-10-26 00:00:00+00:00,7.125,7.125,6.625,0.2793817818164825,41600,0.0,
1987-10-27 00:00:00+00:00,6.875,7.125,6.75,0.2899246513843536,25900,0.0,
1987-10-28 00:00:00+00:00,6.875,7.0,6.75,0.2951958477497101,16300,0.0,
1987-10-29 00:00:00+00:00,6.75,7.125,6.625,0.3004670441150665,26800,0.0,
1987-10-30 00:00:00+00:00,7.25,7.375,7.0,0.3057384788990021,18100,0.0,
1987-11-02 00:00:00+00:00,7.25,7.625,7.25,0.3110097646713257,18700,0.0,
1987-11-03 00:00:00+00:00,7.625,7.75,7.375,0.3268240392208099,26700,0.0,
1987-11-04 00:00:00+00:00,7.625,8.0,7.25,0.3320953249931335,28100,0.0,
1987-11-05 00:00:00+00:00,8.0,8.125,7.75,0.3426380753517151,44800,0.0,
1987-11-06 00:00:00+00:00,8.0,8.0,7.75,0.3320953249931335,17900,0.0,
1987-11-09 00:00:00+00:00,7.75,7.875,7.5,0.3268240392208099,13600,0.0,
1987-11-10 00:00:00+00:00,7.5,7.875,7.375,0.3268240392208099,27700,0.0,
1987-11-11 00:00:00+00:00,7.875,8.0,7.625,0.3268240392208099,24800,0.0,
1987-11-12 00:00:00+00:00,7.625,7.875,7.5,0.329845517873764,19100,0.071,
1987-11-13 00:00:00+00:00,7.75,7.75,7.625,0.329845517873764,7100,0.0,
1987-11-16 00:00:00+00:00,8.0,8.125,7.625,0.329845517873764,27200,0.0,
1987-11-17 00:00:00+00:00,7.5,7.875,7.5,0.329845517873764,23800,0.0,
1987-11-18 00:00:00+00:00,7.75,7.875,7.625,0.329845517873764,15100,0.0,
1987-11-19 00:00:00+00:00,7.75,8.0,7.75,0.3404862284660339,26500,0.0,
1987-11-20 00:00:00+00:00,8.125,8.125,7.5,0.319205641746521,22600,0.0,
1987-11-23 00:00:00+00:00,7.625,7.75,7.5,0.3245256841182709,18300,0.0,
