date,NOC_Open,NOC_High,NOC_Low,NOC_Close,NOC_Volume,NOC_Dividends,NOC_Stock Splits
1981-12-31 00:00:00+00:00,7.886802196502685,7.905624866485596,7.867979049682617,2.541349172592163,33868,0.0,
1982-01-04 00:00:00+00:00,7.867979049682617,7.886802196502685,7.849155902862549,2.5292165279388428,65080,0.0,
1982-01-05 00:00:00+00:00,7.867979049682617,7.886802196502685,7.849155902862549,2.5292165279388428,318096,0.0,
1982-01-06 00:00:00+00:00,7.660926818847656,7.81151008605957,7.491520881652832,2.4443039894104004,369231,0.0,
1982-01-07 00:00:00+00:00,7.397406101226807,7.453875064849853,7.322114944458008,2.401848316192627,151411,0.0,
1982-01-08 00:00:00+00:00,7.604457855224609,7.75504207611084,7.453875064849853,2.486760139465332,305479,0.0,
1982-01-11 00:00:00+00:00,7.3032917976379395,7.679749965667725,6.908010005950928,2.2259528636932373,687327,0.0,
1982-01-12 00:00:00+00:00,6.851541996002197,6.926833152770996,6.757427215576172,2.177433013916016,238406,0.0,
1982-01-13 00:00:00+00:00,6.569198131561279,6.700957775115967,6.437438011169434,2.0743227005004883,478141,0.0,
1982-01-14 00:00:00+00:00,6.512729167938232,6.550374984741211,6.475082874298096,2.0864522457122803,130160,0.0,
1982-01-15 00:00:00+00:00,6.5880208015441895,6.663312911987305,6.512729167938232,2.14710545539856,564471,0.0,
1982-01-18 00:00:00+00:00,6.569198131561279,6.606843948364258,6.512729167938232,2.1046488285064697,813503,0.0,
1982-01-19 00:00:00+00:00,6.550374984741211,6.5880208015441895,6.493906021118164,2.110713481903076,345324,0.0,
1982-01-20 00:00:00+00:00,6.644489765167236,6.757427215576172,6.531551837921143,2.165301561355591,763033,0.0,
1982-01-21 00:00:00+00:00,6.870365142822266,6.945655822753906,6.776249885559082,2.2320199012756348,56447,0.0,
1982-01-22 00:00:00+00:00,7.03977108001709,7.115063190460205,6.964478969573975,2.2926723957061768,82346,0.0,
1982-01-25 00:00:00+00:00,7.265645980834961,7.3032917976379395,7.228000164031982,2.3411943912506104,70393,0.0,
1982-01-26 00:00:00+00:00,7.322114944458008,7.378582954406738,7.265645980834961,2.3593907356262207,292861,0.0,
1982-01-27 00:00:00+00:00,7.322114944458008,7.322114944458008,7.3032917976379395,2.3593907356262207,95628,0.0,
1982-01-28 00:00:00+00:00,7.322114944458008,7.340938091278076,7.3032917976379395,2.3654556274414062,67072,0.0,
1982-01-29 00:00:00+00:00,7.397406101226807,7.453875064849853,7.322114944458008,2.3836519718170166,115551,0.0,
1982-02-01 00:00:00+00:00,7.453875064849853,7.529167175292969,7.378582954406738,2.401848316192627,320753,0.0,
1982-02-02 00:00:00+00:00,7.491520881652832,7.566812992095947,7.416228771209717,2.438239336013794,79690,0.0,
1982-02-03 00:00:00+00:00,7.698573112487793,7.980916976928711,7.416228771209717,2.413978576660156,929718,0.0,
1982-02-04 00:00:00+00:00,7.491520881652832,7.604457855224609,7.378582954406738,2.395781278610229,195241,0.0,
1982-02-05 00:00:00+00:00,7.491520881652832,7.566812992095947,7.397406101226807,2.4261085987091064,132817,0.0,
1982-02-08 00:00:00+00:00,7.435051918029785,7.529167175292969,7.322114944458008,2.3593907356262207,71057,0.0,
1982-02-09 00:00:00+00:00,7.228000164031982,7.3032917976379395,7.133884906768799,2.310866594314575,156724,0.0,
1982-02-10 00:00:00+00:00,7.0209479331970215,7.115063190460205,6.926833152770996,2.2320199012756348,39181,0.0,
1982-02-11 00:00:00+00:00,6.889187812805176,6.926833152770996,6.851541996002197,2.2259528636932373,61096,0.0,
1982-02-12 00:00:00+00:00,6.870365142822266,6.908010005950928,6.813896179199219,2.1956281661987305,51134,0.0,
