date,LMNR_Open,LMNR_High,LMNR_Low,LMNR_Close,LMNR_Volume,LMNR_Dividends,LMNR_Stock Splits
2003-10-07 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,0,0.0,
2003-10-08 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,0,0.0,
2003-10-09 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,0,0.0,
2003-10-10 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,0,0.0,
2003-10-13 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,0,0.0,
2003-10-14 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,0,0.0,
2003-10-15 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,0,0.0,
2003-10-16 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,2000,0.0,
2003-10-17 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,2000,0.0,
2003-10-20 00:00:00+00:00,5.949999809265137,5.949999809265137,5.949999809265137,4.913849353790283,2000,0.0,
2003-10-21 00:00:00+00:00,5.949999809265137,5.949999809265137,5.949999809265137,4.913849353790283,0,0.0,
2003-10-22 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,1000,0.0,
2003-10-23 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-10-24 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-10-27 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-10-28 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-10-29 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-10-30 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-10-31 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-11-03 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-11-04 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-11-05 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-11-06 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-11-07 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-11-10 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-11-11 00:00:00+00:00,6.0,6.0,6.0,4.955142498016357,0,0.0,
2003-11-12 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,4000,0.0,
2003-11-13 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,0,0.0,
2003-11-14 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,0,0.0,
2003-11-17 00:00:00+00:00,5.75,5.75,5.75,4.7486772537231445,0,0.0,
2003-11-18 00:00:00+00:00,5.5,5.5,5.5,4.542214870452881,4000,0.0,
2003-11-19 00:00:00+00:00,5.5,5.5,5.5,4.542214870452881,0,0.0,
2003-11-20 00:00:00+00:00,5.5,5.5,5.5,4.542214870452881,0,0.0,
2003-11-21 00:00:00+00:00,5.5,5.5,5.5,4.542214870452881,0,0.0,
