date,GTN-A_Open,GTN-A_High,GTN-A_Low,GTN-A_Close,GTN-A_Volume,GTN-A_Dividends,GTN-A_Stock Splits
1993-03-17 00:00:00+00:00,6.333333015441895,6.333333015441895,6.333333015441895,4.364274024963379,1125,0.0,
1993-03-18 00:00:00+00:00,6.333333015441895,6.333333015441895,6.333333015441895,4.364274024963379,0,0.0,
1993-03-19 00:00:00+00:00,6.333333015441895,6.333333015441895,6.333333015441895,4.364274024963379,0,0.0,
1993-03-22 00:00:00+00:00,6.333333015441895,6.333333015441895,6.333333015441895,4.364274024963379,0,0.0,
1993-03-23 00:00:00+00:00,6.222221851348877,6.222221851348877,6.111111164093018,4.211143493652344,23175,0.0,
1993-03-24 00:00:00+00:00,5.777778148651123,5.777778148651123,5.777778148651123,3.981444358825684,675,0.0,
1993-03-25 00:00:00+00:00,5.777778148651123,5.777778148651123,5.777778148651123,3.981444358825684,0,0.0,
1993-03-26 00:00:00+00:00,5.777778148651123,5.777778148651123,5.777778148651123,3.981444358825684,0,0.0,
1993-03-29 00:00:00+00:00,6.111111164093018,6.111111164093018,6.111111164093018,4.211143493652344,675,0.0,
1993-03-30 00:00:00+00:00,6.111111164093018,6.111111164093018,6.111111164093018,4.211143493652344,0,0.0,
1993-03-31 00:00:00+00:00,6.222221851348877,6.222221851348877,6.222221851348877,4.287707328796387,1125,0.0,
1993-04-01 00:00:00+00:00,6.222221851348877,6.222221851348877,6.222221851348877,4.287707328796387,0,0.0,
1993-04-02 00:00:00+00:00,5.777778148651123,6.0,5.777778148651123,4.134575366973877,4725,0.0,
1993-04-05 00:00:00+00:00,6.444444179534912,6.444444179534912,6.444444179534912,4.440840244293213,1125,0.0,
1993-04-06 00:00:00+00:00,5.777778148651123,5.944444179534912,5.777778148651123,4.096292972564697,4500,0.0,
1993-04-07 00:00:00+00:00,6.111111164093018,6.111111164093018,6.111111164093018,4.211143493652344,1125,0.0,
1993-04-08 00:00:00+00:00,6.111111164093018,6.111111164093018,6.111111164093018,4.211143493652344,0,0.0,
1993-04-12 00:00:00+00:00,5.777778148651123,5.777778148651123,5.777778148651123,3.981444358825684,2250,0.0,
1993-04-13 00:00:00+00:00,5.777778148651123,5.777778148651123,5.777778148651123,3.981444358825684,450,0.0,
1993-04-14 00:00:00+00:00,6.111111164093018,6.111111164093018,6.111111164093018,4.211143493652344,2250,0.0,
1993-04-15 00:00:00+00:00,6.444444179534912,6.444444179534912,6.444444179534912,4.440840244293213,1125,0.0,
1993-04-16 00:00:00+00:00,6.444444179534912,6.444444179534912,6.444444179534912,4.440840244293213,0,0.0,
1993-04-19 00:00:00+00:00,6.444444179534912,6.444444179534912,6.444444179534912,4.440840244293213,0,0.0,
1993-04-20 00:00:00+00:00,6.444444179534912,6.444444179534912,6.444444179534912,4.440840244293213,0,0.0,
1993-04-21 00:00:00+00:00,6.444444179534912,6.444444179534912,6.444444179534912,4.440840244293213,0,0.0,
1993-04-22 00:00:00+00:00,6.444444179534912,6.444444179534912,6.444444179534912,4.440840244293213,0,0.0,
