date,CZWI_Open,CZWI_High,CZWI_Low,CZWI_Close,CZWI_Volume,CZWI_Dividends,CZWI_Stock Splits
2004-03-30 00:00:00+00:00,13.5,13.5,12.100000381469728,9.267077445983888,271500,0.0,
2004-03-31 00:00:00+00:00,12.300000190734863,12.5,12.300000190734863,9.364468574523926,86300,0.0,
2004-04-01 00:00:00+00:00,12.5,12.75,12.350000381469728,9.551755905151367,50800,0.0,
2004-04-02 00:00:00+00:00,12.510000228881836,12.960000038146973,12.510000228881836,9.484333992004396,35600,0.0,
2004-04-05 00:00:00+00:00,12.699999809265137,13.25,12.699999809265137,9.926336288452148,26400,0.0,
2004-04-06 00:00:00+00:00,12.75,12.899999618530272,12.75,9.551755905151367,3300,0.0,
2004-04-07 00:00:00+00:00,12.850000381469728,13.119999885559082,12.850000381469728,9.81396198272705,7500,0.0,
2004-04-08 00:00:00+00:00,12.949999809265137,13.0,12.550000190734863,9.664130210876465,21000,0.0,
2004-04-12 00:00:00+00:00,12.800000190734863,12.800000190734863,12.760000228881836,9.559250831604004,5800,0.0,
2004-04-13 00:00:00+00:00,12.760000228881836,12.760000228881836,12.5,9.364468574523926,15300,0.0,
2004-04-14 00:00:00+00:00,12.25,12.5,12.0,8.989890098571777,22800,0.0,
2004-04-15 00:00:00+00:00,12.0,12.0,12.0,8.989890098571777,0,0.0,
2004-04-16 00:00:00+00:00,11.5,11.5,11.350000381469728,8.502936363220215,8400,0.0,
2004-04-19 00:00:00+00:00,11.449999809265137,11.899999618530272,11.25,8.690226554870605,5200,0.0,
2004-04-20 00:00:00+00:00,11.510000228881836,11.550000190734863,11.25,8.428021430969238,1000,0.0,
2004-04-21 00:00:00+00:00,11.25,13.0,11.25,8.989890098571777,3500,0.0,
2004-04-22 00:00:00+00:00,12.75,12.75,12.75,9.551755905151367,1100,0.0,
2004-04-23 00:00:00+00:00,12.75,12.75,12.75,9.551755905151367,0,0.0,
2004-04-26 00:00:00+00:00,12.75,12.75,11.25,8.428021430969238,600,0.0,
2004-04-27 00:00:00+00:00,11.25,11.25,11.25,8.428021430969238,0,0.0,
2004-04-28 00:00:00+00:00,13.0,13.0,11.5,8.690226554870605,2800,0.0,
2004-04-29 00:00:00+00:00,11.75,11.75,11.75,8.80260181427002,3600,0.0,
2004-04-30 00:00:00+00:00,11.800000190734863,11.800000190734863,11.800000190734863,8.840055465698242,200,0.0,
2004-05-03 00:00:00+00:00,11.800000190734863,11.800000190734863,11.800000190734863,8.840055465698242,3300,0.0,
2004-05-04 00:00:00+00:00,12.0,12.0,12.0,8.989890098571777,400,0.0,
2004-05-05 00:00:00+00:00,12.0,12.0,12.0,8.989890098571777,0,0.0,
2004-05-06 00:00:00+00:00,12.1899995803833,12.199999809265137,11.800000190734863,9.02734661102295,4700,0.0,
2004-05-07 00:00:00+00:00,12.199999809265137,12.199999809265137,12.0,9.06480598449707,4400,0.0,
2004-05-10 00:00:00+00:00,12.100000381469728,12.100000381469728,12.0,8.989890098571777,5500,0.0,
2004-05-11 00:00:00+00:00,12.0,12.100000381469728,12.0,9.06480598449707,3200,0.0,
2004-05-12 00:00:00+00:00,12.050000190734863,12.050000190734863,12.050000190734863,9.02734661102295,2800,0.0,
2004-05-13 00:00:00+00:00,12.050000190734863,12.100000381469728,12.050000190734863,9.02734661102295,9800,0.0,
2004-05-14 00:00:00+00:00,12.0600004196167,12.25,12.0600004196167,9.177179336547852,5100,0.0,
2004-05-17 00:00:00+00:00,12.100000381469728,12.100000381469728,12.0,8.989890098571777,5000,0.0,
2004-05-18 00:00:00+00:00,12.0,12.0,11.850000381469728,8.877514839172363,43900,0.0,
2004-05-19 00:00:00+00:00,11.850000381469728,11.850000381469728,11.850000381469728,8.877514839172363,0,0.0,
2004-05-20 00:00:00+00:00,11.850000381469728,11.850000381469728,11.850000381469728,8.877514839172363,0,0.0,
2004-05-21 00:00:00+00:00,11.850000381469728,11.850000381469728,11.850000381469728,8.877514839172363,0,0.0,
2004-05-24 00:00:00+00:00,11.920000076293944,11.920000076293944,11.829999923706056,8.877514839172363,18300,0.0,
2004-05-25 00:00:00+00:00,11.869999885559082,11.869999885559082,11.770000457763672,8.817583084106445,6500,0.0,
2004-05-26 00:00:00+00:00,11.770000457763672,11.770000457763672,11.770000457763672,8.817583084106445,0,0.0,
2004-05-27 00:00:00+00:00,11.770000457763672,11.770000457763672,11.770000457763672,8.817583084106445,0,0.0,
2004-05-28 00:00:00+00:00,11.770000457763672,11.770000457763672,11.770000457763672,8.817583084106445,0,0.0,
2004-06-01 00:00:00+00:00,11.869999885559082,11.869999885559082,11.850000381469728,8.892497062683105,10000,0.0,
2004-06-02 00:00:00+00:00,11.869999885559082,11.869999885559082,11.850000381469728,8.877514839172363,2000,0.0,
2004-06-03 00:00:00+00:00,11.869999885559082,11.949999809265137,11.850000381469728,8.952431678771973,5400,0.0,
2004-06-04 00:00:00+00:00,11.899999618530272,11.899999618530272,11.899999618530272,8.9149751663208,500,0.0,
2004-06-07 00:00:00+00:00,11.869999885559082,11.899999618530272,11.850000381469728,8.9149751663208,3700,0.0,
2004-06-08 00:00:00+00:00,11.899999618530272,11.899999618530272,11.899999618530272,8.9149751663208,0,0.0,
2004-06-09 00:00:00+00:00,11.899999618530272,11.899999618530272,11.899999618530272,8.9149751663208,0,0.0,
2004-06-10 00:00:00+00:00,11.800000190734863,11.800000190734863,11.800000190734863,8.840055465698242,600,0.0,
2004-06-14 00:00:00+00:00,11.800000190734863,11.800000190734863,11.800000190734863,8.840055465698242,0,0.0,
2004-06-15 00:00:00+00:00,11.859999656677246,11.899999618530272,11.859999656677246,8.9149751663208,2800,0.0,
2004-06-16 00:00:00+00:00,12.0,12.0,12.0,8.989890098571777,100,0.0,
2004-06-17 00:00:00+00:00,12.0,12.0,12.0,8.989890098571777,0,0.0,
2004-06-18 00:00:00+00:00,12.0,12.0,11.850000381469728,8.877514839172363,3000,0.0,
2004-06-21 00:00:00+00:00,11.850000381469728,11.850000381469728,11.850000381469728,8.877514839172363,1400,0.0,
2004-06-22 00:00:00+00:00,11.850000381469728,11.850000381469728,11.850000381469728,8.877514839172363,0,0.0,
2004-06-23 00:00:00+00:00,11.850000381469728,11.850000381469728,11.850000381469728,8.877514839172363,0,0.0,
2004-06-24 00:00:00+00:00,11.850000381469728,11.850000381469728,11.850000381469728,8.877514839172363,0,0.0,
2004-06-25 00:00:00+00:00,11.850000381469728,11.850000381469728,11.850000381469728,8.877514839172363,0,0.0,
2004-06-28 00:00:00+00:00,11.850000381469728,11.850000381469728,11.850000381469728,8.877514839172363,0,0.0,
2004-06-29 00:00:00+00:00,11.850000381469728,11.850000381469728,11.850000381469728,8.877514839172363,0,0.0,
2004-06-30 00:00:00+00:00,12.0,12.0,12.0,8.989890098571777,400,0.0,
2004-07-01 00:00:00+00:00,12.0,12.0,12.0,8.989890098571777,0,0.0,
2004-07-02 00:00:00+00:00,12.0,12.0,12.0,8.989890098571777,0,0.0,
2004-07-06 00:00:00+00:00,12.0,12.0,12.0,8.989890098571777,0,0.0,
2004-07-07 00:00:00+00:00,12.0,12.0,12.0,8.989890098571777,0,0.0,
2004-07-08 00:00:00+00:00,12.350000381469728,12.350000381469728,12.350000381469728,9.252094268798828,300,0.0,
2004-07-09 00:00:00+00:00,12.449999809265137,12.449999809265137,11.949999809265137,8.952431678771973,1300,0.0,
2004-07-12 00:00:00+00:00,11.949999809265137,11.949999809265137,11.949999809265137,8.952431678771973,0,0.0,
2004-07-13 00:00:00+00:00,11.949999809265137,11.949999809265137,11.949999809265137,8.952431678771973,0,0.0,
2004-07-14 00:00:00+00:00,11.949999809265137,11.949999809265137,11.949999809265137,8.952431678771973,0,0.0,
2004-07-15 00:00:00+00:00,11.949999809265137,12.100000381469728,11.949999809265137,9.06480598449707,400,0.0,
2004-07-16 00:00:00+00:00,12.100000381469728,12.100000381469728,12.100000381469728,9.06480598449707,0,0.0,
2004-07-19 00:00:00+00:00,12.100000381469728,12.100000381469728,12.100000381469728,9.06480598449707,0,0.0,
2004-07-20 00:00:00+00:00,11.949999809265137,11.949999809265137,11.949999809265137,8.952431678771973,1000,0.0,
2004-07-21 00:00:00+00:00,11.949999809265137,11.949999809265137,11.949999809265137,8.952431678771973,700,0.0,
2004-07-22 00:00:00+00:00,11.949999809265137,11.949999809265137,11.949999809265137,8.952431678771973,0,0.0,
2004-07-23 00:00:00+00:00,11.949999809265137,11.949999809265137,11.949999809265137,8.952431678771973,0,0.0,
2004-07-26 00:00:00+00:00,11.899999618530272,11.90999984741211,11.899999618530272,8.922464370727539,700,0.0,
2004-07-27 00:00:00+00:00,11.90999984741211,11.90999984741211,11.90999984741211,8.922464370727539,0,0.0,
2004-07-28 00:00:00+00:00,11.90999984741211,11.90999984741211,11.90999984741211,8.922464370727539,0,0.0,
2004-07-29 00:00:00+00:00,11.899999618530272,11.899999618530272,11.899999618530272,8.9149751663208,200,0.0,
2004-07-30 00:00:00+00:00,11.899999618530272,11.899999618530272,11.899999618530272,8.952589988708496,100,0.05,
