date,ICF_Open,ICF_High,ICF_Low,ICF_Close,ICF_Volume,ICF_Dividends,ICF_Stock Splits
2001-02-02 00:00:00+00:00,19.984375,19.984375,19.984375,8.3441162109375,4800,0.0,
2001-02-05 00:00:00+00:00,20.03515625,20.03515625,19.97265625,8.339226722717285,3200,0.0,
2001-02-06 00:00:00+00:00,19.89453125,19.89453125,19.89453125,8.306609153747559,400,0.0,
2001-02-07 00:00:00+00:00,19.8125,19.8125,19.8125,8.272350311279297,800,0.0,
2001-02-08 00:00:00+00:00,19.7265625,19.7265625,19.71484375,8.231583595275879,1600,0.0,
2001-02-09 00:00:00+00:00,19.609375,19.609375,19.5859375,8.177757263183594,4800,0.0,
2001-02-12 00:00:00+00:00,19.484375,19.484375,19.484375,8.135354042053223,400,0.0,
2001-02-13 00:00:00+00:00,19.546875,19.546875,19.546875,8.161446571350098,800,0.0,
2001-02-14 00:00:00+00:00,19.5390625,19.5390625,19.5390625,8.158187866210938,1200,0.0,
2001-02-15 00:00:00+00:00,19.5625,19.5625,19.5625,8.167973518371582,400,0.0,
2001-02-16 00:00:00+00:00,19.5625,19.609375,19.40625,8.187546730041504,2000,0.0,
2001-02-20 00:00:00+00:00,19.5,19.5,19.4765625,8.13209056854248,800,0.0,
2001-02-21 00:00:00+00:00,19.4765625,19.4765625,19.4765625,8.13209056854248,0,0.0,
2001-02-22 00:00:00+00:00,19.4765625,19.4765625,19.4765625,8.13209056854248,0,0.0,
2001-02-23 00:00:00+00:00,19.1640625,19.2890625,19.1640625,8.053802490234375,80400,0.0,
2001-02-26 00:00:00+00:00,19.2890625,19.38671875,19.2890625,8.094576835632324,800,0.0,
2001-02-27 00:00:00+00:00,19.44921875,19.5703125,19.44921875,8.171231269836426,1200,0.0,
2001-02-28 00:00:00+00:00,19.44921875,19.625,19.44921875,8.19406509399414,86400,0.0,
2001-03-01 00:00:00+00:00,19.6640625,19.8515625,19.6640625,8.288664817810059,10000,0.0,
2001-03-02 00:00:00+00:00,20.0,20.0,20.0,8.350640296936035,400,0.0,
2001-03-05 00:00:00+00:00,20.05078125,20.0625,20.05078125,8.376741409301758,12000,0.0,
2001-03-06 00:00:00+00:00,19.98046875,19.984375,19.9609375,8.334336280822754,12800,0.0,
2001-03-07 00:00:00+00:00,20.02734375,20.0390625,19.98828125,8.345749855041504,14400,0.0,
2001-03-08 00:00:00+00:00,20.04296875,20.04296875,20.0234375,8.363691329956055,1600,0.0,
2001-03-09 00:00:00+00:00,19.9296875,20.015625,19.9296875,8.350640296936035,21600,0.0,
2001-03-12 00:00:00+00:00,19.8359375,19.8359375,19.73828125,8.291741371154785,120400,0.1215,
2001-03-13 00:00:00+00:00,19.73828125,19.75390625,19.6875,8.285174369812012,6000,0.0,
2001-03-14 00:00:00+00:00,19.55859375,19.55859375,19.55859375,8.216254234313965,4000,0.0,
2001-03-15 00:00:00+00:00,19.55859375,19.55859375,19.55859375,8.216254234313965,0,0.0,
2001-03-16 00:00:00+00:00,19.5390625,19.5390625,19.41015625,8.185078620910645,46400,0.0,
2001-03-19 00:00:00+00:00,19.52734375,19.52734375,19.52734375,8.20312786102295,1200,0.0,
2001-03-20 00:00:00+00:00,19.79296875,19.79296875,19.71875,8.28353500366211,6000,0.0,
2001-03-21 00:00:00+00:00,19.6015625,19.6015625,19.375,8.139130592346191,102400,0.0,
2001-03-22 00:00:00+00:00,19.0859375,19.11328125,19.0859375,8.029189109802246,100400,0.0,
2001-03-23 00:00:00+00:00,19.4140625,19.44140625,19.359375,8.132567405700684,108000,0.0,
2001-03-26 00:00:00+00:00,19.37109375,19.50390625,19.37109375,8.193280220031738,140000,0.0,
