date,HRL_Open,HRL_High,HRL_Low,HRL_Close,HRL_Volume,HRL_Dividends,HRL_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.275391012430191,0.259766012430191,0.1247582510113716,620800,0.0,
1980-03-18 00:00:00+00:00,0.0,0.2617189884185791,0.2578130066394806,0.1238202974200248,390400,0.0,
1980-03-19 00:00:00+00:00,0.0,0.2617189884185791,0.2578130066394806,0.1247582510113716,70400,0.0,
1980-03-20 00:00:00+00:00,0.0,0.2617189884185791,0.2578130066394806,0.1247582510113716,51200,0.0,
1980-03-21 00:00:00+00:00,0.0,0.2558589875698089,0.2558589875698089,0.1228817775845527,38400,0.0,
1980-03-24 00:00:00+00:00,0.0,0.2558589875698089,0.2558589875698089,0.1228817775845527,6400,0.0,
1980-03-25 00:00:00+00:00,0.0,0.2539060115814209,0.2539060115814209,0.121943786740303,19200,0.0,
1980-03-26 00:00:00+00:00,0.0,0.2558589875698089,0.2539060115814209,0.121943786740303,102400,0.0,
1980-03-27 00:00:00+00:00,0.0,0.2519530057907104,0.2421880066394806,0.1163160428404808,256000,0.0,
1980-03-28 00:00:00+00:00,0.0,0.2480469942092895,0.2421880066394806,0.1191300302743911,57600,0.0,
1980-03-31 00:00:00+00:00,0.0,0.2539060115814209,0.25,0.121943786740303,96000,0.0,
1980-04-01 00:00:00+00:00,0.0,0.259766012430191,0.2539060115814209,0.1247582510113716,460800,0.0,
1980-04-02 00:00:00+00:00,0.0,0.2617189884185791,0.2578130066394806,0.1256961822509765,51200,0.0,
1980-04-03 00:00:00+00:00,0.0,0.259766012430191,0.2558589875698089,0.1247582510113716,729600,0.0,
1980-04-07 00:00:00+00:00,0.0,0.2558589875698089,0.25,0.1200678795576095,160000,0.0,
1980-04-08 00:00:00+00:00,0.0,0.25,0.25,0.1200678795576095,19200,0.0,
1980-04-09 00:00:00+00:00,0.0,0.2558589875698089,0.25,0.1200678795576095,268800,0.0,
1980-04-10 00:00:00+00:00,0.0,0.2539060115814209,0.25,0.1200678795576095,32000,0.0,
1980-04-11 00:00:00+00:00,0.0,0.25,0.2441409975290298,0.1172539740800857,96000,0.0,
1980-04-14 00:00:00+00:00,0.0,0.2421880066394806,0.2363280057907104,0.1144395843148231,153600,0.0,
1980-04-15 00:00:00+00:00,0.0,0.2460940033197403,0.2382809966802597,0.118191972374916,198400,0.0,
1980-04-16 00:00:00+00:00,0.0,0.2480469942092895,0.2324219942092895,0.1116256788372993,153600,0.0,
1980-04-17 00:00:00+00:00,0.0,0.2285159975290298,0.2265630066394806,0.1097497269511222,76800,0.0,
1980-04-18 00:00:00+00:00,0.0,0.2285159975290298,0.2265630066394806,0.1088118031620979,51200,0.0,
1980-04-21 00:00:00+00:00,0.0,0.2265630066394806,0.2226559966802597,0.1069353744387626,51200,0.0,
1980-04-22 00:00:00+00:00,0.0,0.2246090024709701,0.2207030057907104,0.1078733801841735,115200,0.0,
1980-04-23 00:00:00+00:00,0.0,0.2304690033197403,0.2265630066394806,0.1106877997517585,160000,0.0,
1980-04-24 00:00:00+00:00,0.0,0.2304690033197403,0.2265630066394806,0.1106877997517585,25600,0.0,
1980-04-25 00:00:00+00:00,0.0,0.2304690033197403,0.2265630066394806,0.1106877997517585,140800,0.0,
1980-04-28 00:00:00+00:00,0.0,0.2402340024709701,0.234375,0.1153775751590728,230400,0.0,
1980-04-29 00:00:00+00:00,0.0,0.2363280057907104,0.234375,0.1125636547803878,102400,0.0,
1980-04-30 00:00:00+00:00,0.0,0.2382809966802597,0.2363280057907104,0.1144395843148231,38400,0.0,
1980-05-01 00:00:00+00:00,0.0,0.2402340024709701,0.2382809966802597,0.1144395843148231,44800,0.0,
1980-05-02 00:00:00+00:00,0.0,0.2402340024709701,0.234375,0.1153775751590728,83200,0.0,
