date,NRG_Open,NRG_High,NRG_Low,NRG_Close,NRG_Volume,NRG_Dividends,NRG_Stock Splits
2003-12-02 00:00:00+00:00,9.5,9.625,9.5,7.3798441886901855,160000,0.0,
2003-12-03 00:00:00+00:00,9.75,9.75,9.75,7.475684642791748,300000,0.0,
2003-12-04 00:00:00+00:00,10.125,10.125,10.125,7.763212203979492,50000,0.0,
2003-12-05 00:00:00+00:00,10.125,10.125,10.125,7.763212203979492,0,0.0,
2003-12-08 00:00:00+00:00,10.5,10.899999618530272,10.5,8.357433319091797,954000,0.0,
2003-12-09 00:00:00+00:00,10.899999618530272,11.375,10.899999618530272,8.483945846557617,3014200,0.0,
2003-12-10 00:00:00+00:00,11.125,11.5,11.125,8.625787734985352,2994600,0.0,
2003-12-11 00:00:00+00:00,11.375,11.5,11.3149995803833,8.779139518737793,2203200,0.0,
2003-12-12 00:00:00+00:00,11.5,11.524999618530272,11.460000038146973,8.798309326171875,709000,0.0,
2003-12-15 00:00:00+00:00,11.449999809265137,11.449999809265137,11.199999809265137,8.587455749511719,1287000,0.0,
2003-12-16 00:00:00+00:00,11.175000190734863,11.175000190734863,10.899999618530272,8.414938926696777,885600,0.0,
2003-12-17 00:00:00+00:00,10.949999809265137,10.949999809265137,10.699999809265137,8.223255157470703,1150800,0.0,
2003-12-18 00:00:00+00:00,10.725000381469728,10.774999618530272,10.725000381469728,8.261589050292969,2425200,0.0,
2003-12-19 00:00:00+00:00,10.774999618530272,10.899999618530272,10.774999618530272,8.357433319091797,1421800,0.0,
2003-12-22 00:00:00+00:00,10.824999809265137,10.899999618530272,10.824999809265137,8.2999267578125,5200,0.0,
2003-12-23 00:00:00+00:00,10.850000381469728,10.925000190734863,10.850000381469728,8.357433319091797,133800,0.0,
2003-12-24 00:00:00+00:00,10.899999618530272,10.925000190734863,10.899999618530272,8.376603126525879,20200,0.0,
2003-12-26 00:00:00+00:00,10.925000190734863,10.925000190734863,10.925000190734863,8.376603126525879,1000,0.0,
2003-12-29 00:00:00+00:00,10.899999618530272,10.899999618530272,10.899999618530272,8.357433319091797,1200,0.0,
2003-12-30 00:00:00+00:00,10.925000190734863,10.949999809265137,10.925000190734863,8.395771026611328,31600,0.0,
2003-12-31 00:00:00+00:00,10.949999809265137,11.0,10.949999809265137,8.395771026611328,14200,0.0,
2004-01-02 00:00:00+00:00,11.0,11.225000381469728,10.975000381469728,8.606622695922852,557600,0.0,
2004-01-05 00:00:00+00:00,11.225000381469728,11.25,11.149999618530272,8.587455749511719,136000,0.0,
2004-01-06 00:00:00+00:00,11.199999809265137,11.25,11.19499969482422,8.606622695922852,160600,0.0,
2004-01-07 00:00:00+00:00,11.199999809265137,11.199999809265137,11.0,8.529949188232422,283400,0.0,
2004-01-08 00:00:00+00:00,11.175000190734863,11.175000190734863,11.100000381469728,8.533782958984375,385200,0.0,
2004-01-09 00:00:00+00:00,11.149999618530272,11.149999618530272,10.574999809265137,8.108242988586426,3456200,0.0,
2004-01-12 00:00:00+00:00,10.625,10.625,10.600000381469728,8.127411842346191,17800,0.0,
2004-01-13 00:00:00+00:00,10.625,10.675000190734863,10.479999542236328,8.050739288330078,1069600,0.0,
2004-01-14 00:00:00+00:00,10.524999618530272,10.550000190734863,10.5,8.050739288330078,208600,0.0,
2004-01-15 00:00:00+00:00,10.5,10.5,10.375,7.993234634399414,54200,0.0,
2004-01-16 00:00:00+00:00,10.375,10.449999809265137,10.375,7.974065780639648,493800,0.0,
2004-01-20 00:00:00+00:00,10.5,10.524999618530272,10.484999656677246,8.050739288330078,856600,0.0,
2004-01-21 00:00:00+00:00,10.524999618530272,10.574999809265137,10.5,8.050739288330078,969600,0.0,
2004-01-22 00:00:00+00:00,10.550000190734863,10.800000190734863,10.550000190734863,8.242424011230469,863600,0.0,
2004-01-23 00:00:00+00:00,10.75,10.75,10.550000190734863,8.127411842346191,748400,0.0,
2004-01-26 00:00:00+00:00,10.600000381469728,10.600000381469728,10.425000190734863,7.993234634399414,291600,0.0,
2004-01-27 00:00:00+00:00,10.425000190734863,10.425000190734863,10.350000381469728,7.947229385375977,994600,0.0,
2004-01-28 00:00:00+00:00,10.375,10.375,10.225000381469728,7.859055519104004,100000,0.0,
2004-01-29 00:00:00+00:00,10.25,10.25,9.875,7.6673712730407715,1169000,0.0,
2004-01-30 00:00:00+00:00,10.0,10.125,10.0,7.6673712730407715,341200,0.0,
2004-02-02 00:00:00+00:00,10.0,10.175000190734863,10.0,7.724874019622803,80800,0.0,
