date,CHCI_Open,CHCI_High,CHCI_Low,CHCI_Close,CHCI_Volume,CHCI_Dividends,CHCI_Stock Splits
2004-12-14 00:00:00+00:00,133.0,133.0,116.97000122070312,117.25,297857,,
2004-12-15 00:00:00+00:00,118.93000030517578,121.4499969482422,117.25,120.95999908447266,27286,,
2004-12-16 00:00:00+00:00,122.43000030517578,123.76000213623048,119.06999969482422,123.5500030517578,21929,,
2004-12-17 00:00:00+00:00,124.25,133.0,120.75,126.13999938964844,22443,,
2004-12-20 00:00:00+00:00,127.75,137.5500030517578,125.86000061035156,132.92999267578125,41814,,
2004-12-21 00:00:00+00:00,135.8000030517578,135.8000030517578,130.1999969482422,134.75,5957,,
2004-12-22 00:00:00+00:00,135.4499969482422,148.9600067138672,135.4499969482422,145.17999267578125,13371,,
2004-12-23 00:00:00+00:00,147.0,149.66000366210938,142.52000427246094,145.52999877929688,13729,,
2004-12-27 00:00:00+00:00,146.86000061035156,147.6999969482422,140.0,141.82000732421875,4829,,
2004-12-28 00:00:00+00:00,143.22000122070312,148.67999267578125,141.82000732421875,146.86000061035156,2714,,
2004-12-29 00:00:00+00:00,147.6999969482422,147.6999969482422,141.75,146.64999389648438,2643,,
2004-12-30 00:00:00+00:00,145.25,145.9499969482422,140.07000732421875,144.27000427246094,3329,,
2004-12-31 00:00:00+00:00,142.24000549316406,154.6999969482422,142.24000549316406,153.7899932861328,6229,,
2005-01-03 00:00:00+00:00,172.33999633789062,173.74000549316406,154.2100067138672,156.10000610351562,30857,,
2005-01-04 00:00:00+00:00,157.0800018310547,159.25,143.63999938964844,150.85000610351562,13929,,
2005-01-05 00:00:00+00:00,150.5,150.5,141.5399932861328,142.4499969482422,11571,,
2005-01-06 00:00:00+00:00,141.0500030517578,141.39999389648438,128.72999572753906,138.0399932861328,17614,,
2005-01-07 00:00:00+00:00,136.5,139.5800018310547,131.9499969482422,134.88999938964844,5300,,
2005-01-10 00:00:00+00:00,136.14999389648438,143.36000061035156,133.0,142.10000610351562,11114,,
2005-01-11 00:00:00+00:00,142.8000030517578,142.8000030517578,137.33999633789062,140.0,13529,,
2005-01-12 00:00:00+00:00,139.7899932861328,141.82000732421875,136.5,138.38999938964844,5986,,
2005-01-13 00:00:00+00:00,136.57000732421875,139.92999267578125,135.58999633789062,138.8800048828125,5671,,
2005-01-14 00:00:00+00:00,135.8000030517578,151.1300048828125,135.8000030517578,144.41000366210938,4843,,
2005-01-18 00:00:00+00:00,138.80999755859375,152.32000732421875,138.80999755859375,151.75999450683594,16771,,
2005-01-19 00:00:00+00:00,160.64999389648438,164.2899932861328,154.0,158.89999389648438,17071,,
2005-01-20 00:00:00+00:00,160.3000030517578,160.3000030517578,154.35000610351562,157.5,3057,,
2005-01-21 00:00:00+00:00,159.4600067138672,161.0,151.97000122070312,160.92999267578125,19714,,
2005-01-24 00:00:00+00:00,163.30999755859375,164.42999267578125,156.72999572753906,160.3699951171875,12557,,
2005-01-25 00:00:00+00:00,161.35000610351562,162.47000122070312,157.57000732421875,158.5500030517578,7171,,
2005-01-26 00:00:00+00:00,161.4199981689453,168.13999938964844,161.0,168.0,16914,,
2005-01-27 00:00:00+00:00,168.0,175.0,167.92999267578125,170.10000610351562,21971,,
2005-01-28 00:00:00+00:00,169.82000732421875,172.1999969482422,165.1300048828125,168.6999969482422,7029,,
2005-01-31 00:00:00+00:00,172.1300048828125,172.1300048828125,159.60000610351562,167.64999389648438,11814,,
2005-02-01 00:00:00+00:00,167.92999267578125,169.0500030517578,164.99000549316406,166.60000610351562,3971,,
2005-02-02 00:00:00+00:00,166.60000610351562,171.5,165.1999969482422,169.67999267578125,11114,,
2005-02-03 00:00:00+00:00,181.92999267578125,181.92999267578125,172.5500030517578,175.49000549316406,30757,,
2005-02-04 00:00:00+00:00,172.5500030517578,188.08999633789065,172.5500030517578,183.0500030517578,31743,,
2005-02-07 00:00:00+00:00,186.05999755859372,186.8999938964844,171.85000610351562,173.74000549316406,20429,,
2005-02-08 00:00:00+00:00,175.83999633789062,178.36000061035156,173.32000732421875,173.38999938964844,11200,,
2005-02-09 00:00:00+00:00,173.25,181.8600006103516,171.5,175.35000610351562,11771,,
2005-02-10 00:00:00+00:00,181.0200042724609,181.0200042724609,175.83999633789062,178.85000610351562,4914,,
