date,ITOT_Open,ITOT_High,ITOT_Low,ITOT_Close,ITOT_Volume,ITOT_Dividends,ITOT_Stock Splits
2004-01-23 00:00:00+00:00,25.174999237060547,25.239999771118164,24.977500915527344,17.19556427001953,66800,0.0,
2004-01-26 00:00:00+00:00,25.059999465942383,25.3174991607666,25.059999465942383,17.42963218688965,10800,0.0,
2004-01-27 00:00:00+00:00,25.325000762939453,25.34000015258789,25.112499237060547,17.28850746154785,28800,0.0,
2004-01-28 00:00:00+00:00,25.200000762939453,25.20249938964844,24.74250030517578,17.033781051635742,29200,0.0,
2004-01-29 00:00:00+00:00,24.834999084472656,24.877500534057617,24.717500686645508,17.126726150512695,13200,0.0,
2004-01-30 00:00:00+00:00,24.792499542236328,24.8174991607666,24.75,17.085407257080078,178400,0.0,
2004-02-02 00:00:00+00:00,24.8174991607666,24.97249984741211,24.774999618530277,17.118112564086914,6000,0.0,
2004-02-03 00:00:00+00:00,24.875,24.89249992370605,24.850000381469727,17.107784271240234,8000,0.0,
2004-02-04 00:00:00+00:00,24.75,24.82250022888184,24.677499771118164,16.989030838012695,8800,0.0,
2004-02-05 00:00:00+00:00,25.0,25.0,24.707500457763672,17.05443000793457,2800,0.0,
2004-02-06 00:00:00+00:00,24.772499084472656,24.98500061035156,24.772499084472656,17.197282791137695,23600,0.0,
2004-02-09 00:00:00+00:00,25.0,25.107500076293945,25.0,17.223106384277344,17600,0.0,
2004-02-10 00:00:00+00:00,25.04750061035156,25.174999237060547,25.04750061035156,17.276458740234375,9200,0.0,
2004-02-11 00:00:00+00:00,25.125,25.424999237060547,25.125,17.496761322021484,60800,0.0,
2004-02-12 00:00:00+00:00,25.32999992370605,25.405000686645508,25.302499771118164,17.433086395263672,62800,0.0,
2004-02-13 00:00:00+00:00,25.375,25.375,25.114999771118164,17.33669662475586,15600,0.0,
2004-02-17 00:00:00+00:00,25.375,25.4424991607666,25.375,17.515697479248047,12800,0.0,
2004-02-18 00:00:00+00:00,25.40749931335449,25.40749931335449,25.337499618530277,17.443401336669922,6000,0.0,
2004-02-19 00:00:00+00:00,25.377500534057617,25.4424991607666,25.292499542236328,17.412429809570312,12400,0.0,
2004-02-20 00:00:00+00:00,25.287500381469727,25.287500381469727,25.059999465942383,17.328094482421875,14800,0.0,
2004-02-23 00:00:00+00:00,25.082500457763672,25.082500457763672,24.987499237060547,17.223106384277344,17200,0.0,
2004-02-24 00:00:00+00:00,24.9375,25.09499931335449,24.924999237060547,17.21450424194336,40400,0.0,
