date,STX_Open,STX_High,STX_Low,STX_Close,STX_Volume,STX_Dividends,STX_Stock Splits
2002-12-11 00:00:00+00:00,11.5,12.0,11.25,5.463434219360352,36719700,0.0,
2002-12-12 00:00:00+00:00,11.5,11.59000015258789,11.020000457763672,5.311410427093506,9195600,0.0,
2002-12-13 00:00:00+00:00,11.100000381469728,11.5,10.949999809265137,5.425429821014404,7739400,0.0,
2002-12-16 00:00:00+00:00,11.31999969482422,11.619999885559082,11.130000114440918,5.515693187713623,3836400,0.0,
2002-12-17 00:00:00+00:00,11.600000381469728,11.779999732971191,11.449999809265137,5.463434219360352,2729900,0.0,
2002-12-18 00:00:00+00:00,11.420000076293944,11.43000030517578,11.130000114440918,5.3209099769592285,2152800,0.0,
2002-12-19 00:00:00+00:00,11.149999618530272,11.199999809265137,10.710000038146973,5.111875534057617,6450800,0.0,
2002-12-20 00:00:00+00:00,10.850000381469728,10.9399995803833,10.5600004196167,5.135629653930664,2930900,0.0,
2002-12-23 00:00:00+00:00,10.710000038146973,10.710000038146973,10.199999809265137,4.9408464431762695,3455900,0.0,
2002-12-24 00:00:00+00:00,10.399999618530272,10.449999809265137,10.0,4.864832878112793,3302500,0.0,
2002-12-26 00:00:00+00:00,10.050000190734863,10.199999809265137,10.0,4.7650651931762695,2019200,0.0,
2002-12-27 00:00:00+00:00,10.0,10.130000114440918,9.859999656677246,4.8125739097595215,1639400,0.0,
2002-12-30 00:00:00+00:00,10.220000267028809,10.550000190734863,10.0,4.974100112915039,2742800,0.0,
2002-12-31 00:00:00+00:00,10.300000190734863,10.960000038146973,10.300000190734863,5.097621917724609,3730800,0.0,
2003-01-02 00:00:00+00:00,10.75,10.760000228881836,10.25,4.988352298736572,3473000,0.0,
2003-01-03 00:00:00+00:00,10.5,10.75,10.329999923706056,5.107123374938965,1716600,0.0,
2003-01-06 00:00:00+00:00,10.899999618530272,11.56999969482422,10.850000381469728,5.430178642272949,4041400,0.0,
2003-01-07 00:00:00+00:00,11.5,12.25,11.399999618530272,5.819746017456055,6823500,0.0,
2003-01-08 00:00:00+00:00,12.050000190734863,12.239999771118164,11.949999809265137,5.795991897583008,4623100,0.0,
2003-01-09 00:00:00+00:00,12.300000190734863,12.949999809265137,12.25,5.98602294921875,9553400,0.0,
