date,GNSS_Open,GNSS_High,GNSS_Low,GNSS_Close,GNSS_Volume,GNSS_Dividends,GNSS_Stock Splits
1994-04-04 00:00:00+00:00,0.6875,0.6875,0.5625,0.5527637004852295,5500,0.0,
1994-04-05 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-04-06 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,5000,0.0,
1994-04-07 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-04-08 00:00:00+00:00,0.625,0.625,0.625,0.6141818761825562,200,0.0,
1994-04-11 00:00:00+00:00,0.625,0.625,0.625,0.6141818761825562,0,0.0,
1994-04-12 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,500,0.0,
1994-04-13 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-04-14 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,300,0.0,
1994-04-15 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-04-18 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-04-19 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-04-20 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-04-21 00:00:00+00:00,0.625,0.625,0.625,0.6141818761825562,1800,0.0,
1994-04-22 00:00:00+00:00,0.625,0.625,0.625,0.6141818761825562,0,0.0,
1994-04-25 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,2300,0.0,
1994-04-26 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,5000,0.0,
1994-04-28 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-04-29 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-05-02 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-05-03 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,5800,0.0,
1994-05-04 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,2500,0.0,
1994-05-05 00:00:00+00:00,0.5625,0.5625,0.5,0.5527637004852295,30400,0.0,
1994-05-06 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-05-09 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-05-10 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-05-11 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-05-12 00:00:00+00:00,0.5625,0.5625,0.5625,0.5527637004852295,0,0.0,
1994-05-13 00:00:00+00:00,0.46875,0.46875,0.46875,0.4606363773345947,5000,0.0,
1994-05-16 00:00:00+00:00,0.4375,0.4375,0.4375,0.4299272894859314,11000,0.0,
1994-05-17 00:00:00+00:00,0.4375,0.4375,0.4375,0.4299272894859314,0,0.0,
1994-05-18 00:00:00+00:00,0.4375,0.4375,0.4375,0.4299272894859314,0,0.0,
1994-05-19 00:00:00+00:00,0.4375,0.4375,0.4375,0.4299272894859314,0,0.0,
1994-05-20 00:00:00+00:00,0.4375,0.4375,0.4375,0.4299272894859314,25000,0.0,
1994-05-23 00:00:00+00:00,0.4375,0.4375,0.4375,0.4299272894859314,0,0.0,
1994-05-24 00:00:00+00:00,0.4375,0.4375,0.4375,0.4299272894859314,0,0.0,
1994-05-25 00:00:00+00:00,0.46875,0.46875,0.40625,0.3992181718349457,2200,0.0,
1994-05-26 00:00:00+00:00,0.40625,0.40625,0.40625,0.3992181718349457,9200,0.0,
1994-05-27 00:00:00+00:00,0.40625,0.40625,0.40625,0.3992181718349457,0,0.0,
1994-05-31 00:00:00+00:00,0.4375,0.4375,0.4375,0.4299272894859314,13000,0.0,
1994-06-01 00:00:00+00:00,0.4375,0.4375,0.4375,0.4299272894859314,0,0.0,
1994-06-02 00:00:00+00:00,0.34375,0.34375,0.34375,0.3378000259399414,200,0.0,
1994-06-03 00:00:00+00:00,0.34375,0.34375,0.34375,0.3378000259399414,0,0.0,
1994-06-06 00:00:00+00:00,0.34375,0.34375,0.34375,0.3378000259399414,2000,0.0,
1994-06-07 00:00:00+00:00,0.34375,0.34375,0.34375,0.3378000259399414,0,0.0,
1994-06-08 00:00:00+00:00,0.34375,0.34375,0.34375,0.3378000259399414,0,0.0,
1994-06-09 00:00:00+00:00,0.34375,0.34375,0.34375,0.3378000259399414,0,0.0,
1994-06-10 00:00:00+00:00,0.375,0.4375,0.375,0.4299272894859314,32000,0.0,
1994-06-13 00:00:00+00:00,0.4375,0.4375,0.4375,0.4299272894859314,0,0.0,
1994-06-14 00:00:00+00:00,0.46875,0.46875,0.4375,0.4299272894859314,25000,0.0,
1994-06-15 00:00:00+00:00,0.4375,0.4375,0.4375,0.4299272894859314,0,0.0,
