date,WNC_Open,WNC_High,WNC_Low,WNC_Close,WNC_Volume,WNC_Dividends,WNC_Stock Splits
1991-11-08 00:00:00+00:00,11.5,11.75,10.666666984558104,9.06757354736328,2825550,0.0,
1991-11-11 00:00:00+00:00,11.666666984558104,12.25,11.583333015441896,9.26049518585205,328650,0.0,
1991-11-12 00:00:00+00:00,12.0,12.083333015441896,11.583333015441896,9.003262519836426,251850,0.0,
1991-11-13 00:00:00+00:00,11.666666984558104,12.166666984558104,11.583333015441896,9.389116287231444,192600,0.0,
1991-11-14 00:00:00+00:00,12.083333015441896,12.166666984558104,12.0,9.389116287231444,79800,0.0,
1991-11-15 00:00:00+00:00,12.083333015441896,12.5,11.666666984558104,9.003262519836426,97950,0.0,
1991-11-18 00:00:00+00:00,11.666666984558104,12.166666984558104,11.416666984558104,9.19619083404541,122400,0.0,
1991-11-19 00:00:00+00:00,11.75,12.0,11.5,9.19619083404541,162450,0.0,
1991-11-20 00:00:00+00:00,12.083333015441896,12.25,12.0,9.389116287231444,48750,0.0,
1991-11-21 00:00:00+00:00,12.25,12.583333015441896,12.166666984558104,9.71066188812256,9600,0.0,
1991-11-22 00:00:00+00:00,12.5,12.833333015441896,12.333333015441896,9.646350860595703,21900,0.0,
1991-11-25 00:00:00+00:00,12.583333015441896,12.583333015441896,12.25,9.51773166656494,5850,0.0,
1991-11-26 00:00:00+00:00,12.416666984558104,12.833333015441896,12.416666984558104,9.903583526611328,65550,0.0,
1991-11-27 00:00:00+00:00,12.916666984558104,12.916666984558104,12.75,9.9678955078125,51750,0.0,
1991-11-29 00:00:00+00:00,12.916666984558104,12.916666984558104,12.833333015441896,9.9678955078125,59250,0.0,
1991-12-02 00:00:00+00:00,12.75,12.833333015441896,12.5,9.903583526611328,114000,0.0,
1991-12-03 00:00:00+00:00,12.833333015441896,12.833333015441896,12.833333015441896,9.903583526611328,53400,0.0,
1991-12-04 00:00:00+00:00,12.916666984558104,13.0,12.666666984558104,9.9678955078125,44850,0.0,
1991-12-05 00:00:00+00:00,13.0,13.0,12.833333015441896,9.903583526611328,2700,0.0,
1991-12-06 00:00:00+00:00,13.0,13.166666984558104,12.75,10.03220558166504,45450,0.0,
1991-12-09 00:00:00+00:00,13.0,13.166666984558104,12.833333015441896,10.03220558166504,3900,0.0,
1991-12-10 00:00:00+00:00,13.083333015441896,13.166666984558104,12.916666984558104,10.160821914672852,11700,0.0,
1991-12-11 00:00:00+00:00,13.083333015441896,13.166666984558104,12.833333015441896,10.160821914672852,17250,0.0,
1991-12-12 00:00:00+00:00,13.166666984558104,13.25,13.083333015441896,10.225131034851074,14850,0.0,
1991-12-13 00:00:00+00:00,13.333333015441896,13.416666984558104,13.166666984558104,10.353754043579102,99600,0.0,
1991-12-16 00:00:00+00:00,13.5,14.166666984558104,13.5,10.932530403137209,12600,0.0,
1991-12-17 00:00:00+00:00,14.166666984558104,14.333333015441896,13.666666984558104,10.67529010772705,11400,0.0,
1991-12-18 00:00:00+00:00,13.666666984558104,13.75,13.333333015441896,10.54667854309082,30600,0.0,
1991-12-19 00:00:00+00:00,13.5,13.5,12.75,10.03220558166504,48300,0.0,
1991-12-20 00:00:00+00:00,12.833333015441896,13.333333015441896,12.833333015441896,10.160821914672852,82200,0.0,
1991-12-23 00:00:00+00:00,13.333333015441896,13.75,13.333333015441896,10.610984802246094,13500,0.0,
1991-12-24 00:00:00+00:00,14.0,14.166666984558104,14.0,10.932530403137209,18450,0.0,
1991-12-26 00:00:00+00:00,14.333333015441896,14.5,14.333333015441896,11.125460624694824,2250,0.0,
