date,CBFV_Open,CBFV_High,CBFV_Low,CBFV_Close,CBFV_Volume,CBFV_Dividends,CBFV_Stock Splits
2003-10-07 00:00:00+00:00,14.25,14.25,14.25,6.2763848304748535,0,0.0,
2003-10-08 00:00:00+00:00,14.25,14.25,14.25,6.2763848304748535,0,0.0,
2003-10-09 00:00:00+00:00,14.25,14.25,14.25,6.2763848304748535,100,0.0,
2003-10-10 00:00:00+00:00,14.25,14.25,14.25,6.2763848304748535,0,0.0,
2003-10-13 00:00:00+00:00,14.25,14.25,14.25,6.2763848304748535,0,0.0,
2003-10-14 00:00:00+00:00,14.25,14.25,14.25,6.2763848304748535,0,0.0,
2003-10-15 00:00:00+00:00,14.25,14.25,14.25,6.2763848304748535,0,0.0,
2003-10-16 00:00:00+00:00,14.5,14.5,14.5,6.386496543884277,2200,0.0,
2003-10-17 00:00:00+00:00,14.550000190734863,14.550000190734863,14.550000190734863,6.408516883850098,400,0.0,
2003-10-20 00:00:00+00:00,14.699999809265137,14.699999809265137,14.699999809265137,6.474585056304932,2200,0.0,
2003-10-21 00:00:00+00:00,14.699999809265137,14.699999809265137,14.699999809265137,6.474585056304932,0,0.0,
2003-10-22 00:00:00+00:00,14.699999809265137,14.699999809265137,14.699999809265137,6.474585056304932,0,0.0,
2003-10-23 00:00:00+00:00,14.699999809265137,14.699999809265137,14.699999809265137,6.474585056304932,0,0.0,
2003-10-24 00:00:00+00:00,14.699999809265137,14.699999809265137,14.699999809265137,6.474585056304932,0,0.0,
2003-10-27 00:00:00+00:00,14.699999809265137,14.699999809265137,14.699999809265137,6.474585056304932,0,0.0,
2003-10-28 00:00:00+00:00,14.350000381469728,14.600000381469728,14.350000381469728,6.430541038513184,400,0.0,
2003-10-29 00:00:00+00:00,14.600000381469728,14.600000381469728,14.600000381469728,6.430541038513184,0,0.0,
2003-10-30 00:00:00+00:00,14.350000381469728,14.600000381469728,14.350000381469728,6.430541038513184,2000,0.0,
2003-10-31 00:00:00+00:00,14.600000381469728,14.600000381469728,14.600000381469728,6.430541038513184,0,0.0,
2003-11-03 00:00:00+00:00,14.600000381469728,14.600000381469728,14.600000381469728,6.430541038513184,0,0.0,
2003-11-04 00:00:00+00:00,14.600000381469728,14.600000381469728,14.600000381469728,6.430541038513184,0,0.0,
2003-11-05 00:00:00+00:00,14.600000381469728,14.600000381469728,14.600000381469728,6.430541038513184,0,0.0,
2003-11-06 00:00:00+00:00,14.600000381469728,14.600000381469728,14.600000381469728,6.430541038513184,0,0.0,
