date,FAX_Open,FAX_High,FAX_Low,FAX_Close,FAX_Volume,FAX_Dividends,FAX_Stock Splits
1986-04-17 00:00:00+00:00,0.0,10.875,10.625,0.3515911698341369,3588900,0.0,
1986-04-18 00:00:00+00:00,0.0,10.875,10.625,0.3515911698341369,1397700,0.0,
1986-04-21 00:00:00+00:00,0.0,10.75,10.5,0.347503125667572,785600,0.0,
1986-04-22 00:00:00+00:00,0.0,10.75,10.5,0.347503125667572,865300,0.0,
1986-04-23 00:00:00+00:00,0.0,10.75,10.625,0.3515911698341369,587400,0.0,
1986-04-24 00:00:00+00:00,0.0,10.75,10.5,0.347503125667572,587000,0.0,
1986-04-25 00:00:00+00:00,0.0,10.625,10.5,0.347503125667572,1030000,0.0,
1986-04-28 00:00:00+00:00,0.0,10.625,10.5,0.347503125667572,717500,0.0,
1986-04-29 00:00:00+00:00,0.0,10.75,10.625,0.3515911698341369,543000,0.0,
1986-04-30 00:00:00+00:00,0.0,10.875,10.625,0.355679452419281,556400,0.0,
1986-05-01 00:00:00+00:00,0.0,11.0,10.75,0.3597674667835235,677200,0.0,
1986-05-02 00:00:00+00:00,0.0,11.0,10.875,0.3597674667835235,694100,0.0,
1986-05-05 00:00:00+00:00,0.0,11.25,11.0,0.3679441213607788,609300,0.0,
1986-05-06 00:00:00+00:00,0.0,11.75,10.5,0.3761206269264221,1021200,0.0,
1986-05-07 00:00:00+00:00,0.0,11.5,11.0,0.3720326125621795,599900,0.0,
1986-05-08 00:00:00+00:00,0.0,11.375,11.0,0.3679441213607788,460300,0.0,
1986-05-09 00:00:00+00:00,0.0,11.25,11.125,0.3679441213607788,383300,0.0,
1986-05-12 00:00:00+00:00,0.0,11.25,11.125,0.3679441213607788,472700,0.0,
1986-05-13 00:00:00+00:00,0.0,11.25,10.625,0.3597674667835235,775600,0.0,
1986-05-14 00:00:00+00:00,0.0,10.875,10.5,0.3515911698341369,447700,0.0,
1986-05-15 00:00:00+00:00,0.0,10.875,10.75,0.3515911698341369,285100,0.0,
1986-05-16 00:00:00+00:00,0.0,10.875,10.625,0.355679452419281,353800,0.0,
1986-05-19 00:00:00+00:00,0.0,11.0,10.75,0.355679452419281,257000,0.0,
1986-05-20 00:00:00+00:00,0.0,11.0,10.75,0.355679452419281,366200,0.0,
1986-05-21 00:00:00+00:00,0.0,10.875,10.625,0.3515911698341369,403800,0.0,
1986-05-22 00:00:00+00:00,0.0,10.75,10.375,0.3434144258499145,495300,0.0,
1986-05-23 00:00:00+00:00,0.0,10.5,10.25,0.3393259346485138,400900,0.0,
1986-05-27 00:00:00+00:00,0.0,10.5,10.125,0.3434144258499145,447800,0.0,
1986-05-28 00:00:00+00:00,0.0,10.625,10.5,0.3434144258499145,443800,0.0,
1986-05-29 00:00:00+00:00,0.0,10.625,10.375,0.3434144258499145,252400,0.0,
1986-05-30 00:00:00+00:00,0.0,10.625,10.375,0.347503125667572,212400,0.0,
1986-06-02 00:00:00+00:00,0.0,10.5,10.125,0.3393259346485138,287100,0.0,
1986-06-03 00:00:00+00:00,0.0,10.375,10.125,0.3393259346485138,249700,0.0,
1986-06-04 00:00:00+00:00,0.0,10.375,10.125,0.3311497867107391,153100,0.0,
1986-06-05 00:00:00+00:00,0.0,10.25,10.0,0.3270616233348846,284500,0.0,
1986-06-06 00:00:00+00:00,0.0,10.125,9.875,0.3229731917381286,365700,0.0,
1986-06-09 00:00:00+00:00,0.0,10.0,9.0,0.3188847601413727,525400,0.0,
1986-06-10 00:00:00+00:00,0.0,9.75,9.5,0.3188847601413727,260900,0.0,
1986-06-11 00:00:00+00:00,0.0,9.75,9.5,0.3147966265678406,207800,0.0,
1986-06-12 00:00:00+00:00,0.0,10.0,9.625,0.3229731917381286,174800,0.0,
1986-06-13 00:00:00+00:00,0.0,9.875,9.75,0.3229731917381286,133900,0.0,
1986-06-16 00:00:00+00:00,0.0,10.0,9.75,0.3229731917381286,140600,0.0,
1986-06-17 00:00:00+00:00,0.0,9.875,9.75,0.3188847601413727,158900,0.0,
1986-06-18 00:00:00+00:00,0.0,10.0,9.75,0.3229731917381286,164900,0.0,
