date,INGR_Open,INGR_High,INGR_Low,INGR_Close,INGR_Volume,INGR_Dividends,INGR_Stock Splits
1997-12-11 00:00:00+00:00,14.4375,14.75,14.4375,8.92814826965332,313000,0.0,
1997-12-12 00:00:00+00:00,14.5,14.75,14.5,9.04360294342041,328800,0.0,
1997-12-15 00:00:00+00:00,14.9375,15.3125,14.9375,9.35147190093994,768200,0.0,
1997-12-16 00:00:00+00:00,15.21875,15.5625,15.21875,9.543889045715332,129400,0.0,
1997-12-17 00:00:00+00:00,15.46875,15.625,15.46875,9.620859146118164,54000,0.0,
1997-12-18 00:00:00+00:00,15.5625,15.5625,15.375,9.524645805358888,185200,0.0,
1997-12-19 00:00:00+00:00,15.375,15.5,15.0,9.505407333374023,308600,0.0,
1997-12-22 00:00:00+00:00,15.375,15.46875,15.3125,9.46692180633545,142400,0.0,
1997-12-23 00:00:00+00:00,15.40625,15.625,15.375,9.620859146118164,39400,0.0,
1997-12-24 00:00:00+00:00,15.5625,16.0,15.5625,9.85175609588623,71200,0.0,
1997-12-26 00:00:00+00:00,16.0,16.0,16.0,9.85175609588623,32800,0.0,
1997-12-29 00:00:00+00:00,16.0,16.0,15.46875,9.543889045715332,181600,0.0,
1997-12-30 00:00:00+00:00,15.375,15.4375,15.3125,9.447681427001951,77400,0.0,
1997-12-31 00:00:00+00:00,15.25,15.25,14.84375,9.178296089172363,1329800,0.0,
1998-01-02 00:00:00+00:00,14.9375,15.125,14.71875,9.236024856567385,564000,0.0,
1998-01-05 00:00:00+00:00,15.0,15.0,14.4375,9.04360294342041,1644000,0.0,
1998-01-06 00:00:00+00:00,14.625,15.0,14.625,9.082086563110352,2082400,0.0,
1998-01-07 00:00:00+00:00,14.75,15.25,14.75,9.159058570861816,1344200,0.0,
1998-01-08 00:00:00+00:00,14.9375,14.9375,14.53125,8.985883712768555,1965400,0.0,
1998-01-09 00:00:00+00:00,14.59375,14.59375,13.625,8.543326377868652,1362400,0.0,
1998-01-12 00:00:00+00:00,13.15625,13.53125,13.15625,8.312419891357422,2329800,0.0,
1998-01-13 00:00:00+00:00,13.4375,13.84375,13.4375,8.504837989807129,1084800,0.0,
1998-01-14 00:00:00+00:00,13.78125,14.5,13.78125,8.908912658691406,1671000,0.0,
1998-01-15 00:00:00+00:00,14.34375,15.0,14.34375,9.236024856567385,2236600,0.0,
1998-01-16 00:00:00+00:00,14.9375,15.875,14.9375,9.697821617126465,1633600,0.0,
1998-01-20 00:00:00+00:00,15.625,16.25,15.5625,9.967204093933104,1189000,0.0,
1998-01-21 00:00:00+00:00,16.1875,16.375,15.9375,9.85175609588623,907800,0.0,
1998-01-22 00:00:00+00:00,15.9375,16.1875,15.6875,9.967204093933104,1031600,0.0,
1998-01-23 00:00:00+00:00,16.0625,16.1875,15.9375,9.870996475219728,521400,0.0,
1998-01-26 00:00:00+00:00,16.0,16.28125,15.8125,9.870996475219728,565600,0.0,
1998-01-27 00:00:00+00:00,16.0,16.1875,15.90625,9.813273429870604,733200,0.0,
1998-01-28 00:00:00+00:00,15.9375,16.3125,15.9375,10.04417324066162,826800,0.0,
1998-01-29 00:00:00+00:00,16.1875,16.25,16.15625,9.967204093933104,456400,0.0,
1998-01-30 00:00:00+00:00,16.125,16.34375,16.0,9.85175609588623,822400,0.0,
1998-02-02 00:00:00+00:00,16.3125,16.5625,16.1875,10.024938583374023,1057800,0.0,
1998-02-03 00:00:00+00:00,16.1875,16.40625,16.1875,10.04417324066162,724600,0.0,
1998-02-04 00:00:00+00:00,16.28125,16.5,16.28125,10.140379905700684,832400,0.0,
1998-02-05 00:00:00+00:00,16.53125,17.125,16.53125,10.50597095489502,430000,0.0,
1998-02-06 00:00:00+00:00,17.0625,17.125,16.75,10.390525817871094,510000,0.0,
1998-02-09 00:00:00+00:00,16.875,17.0,16.65625,10.352042198181152,696800,0.0,
1998-02-10 00:00:00+00:00,16.75,16.78125,16.0,9.890240669250488,715600,0.0,
1998-02-11 00:00:00+00:00,16.1875,16.875,16.15625,10.390525817871094,828600,0.0,
1998-02-12 00:00:00+00:00,16.875,17.0,16.5625,10.390525817871094,548000,0.0,
1998-02-13 00:00:00+00:00,16.875,17.5625,16.8125,10.544462203979492,710600,0.0,
1998-02-17 00:00:00+00:00,17.125,17.5,17.0,10.467491149902344,268000,0.0,
1998-02-18 00:00:00+00:00,17.0625,17.375,16.1875,10.236594200134276,1019200,0.0,
1998-02-19 00:00:00+00:00,17.125,17.5,17.125,10.775357246398926,298800,0.0,
1998-02-20 00:00:00+00:00,17.375,17.46875,17.125,10.62142848968506,688000,0.0,
1998-02-23 00:00:00+00:00,17.3125,17.5625,17.1875,10.775357246398926,580000,0.0,
1998-02-24 00:00:00+00:00,17.5,17.5625,17.21875,10.659905433654783,438600,0.0,
1998-02-25 00:00:00+00:00,17.25,17.3125,17.0625,10.62142848968506,625600,0.0,
1998-02-26 00:00:00+00:00,17.125,17.375,17.125,10.582942962646484,310800,0.0,
1998-02-27 00:00:00+00:00,17.1875,17.28125,16.625,10.236594200134276,312800,0.0,
1998-03-02 00:00:00+00:00,16.6875,16.84375,16.25,10.12114143371582,323400,0.0,
1998-03-03 00:00:00+00:00,16.3125,17.0625,16.3125,10.50597095489502,321400,0.0,
1998-03-04 00:00:00+00:00,17.0,17.125,16.8125,10.467491149902344,424200,0.0,
1998-03-05 00:00:00+00:00,16.875,16.90625,16.5625,10.313557624816896,289400,0.0,
1998-03-06 00:00:00+00:00,16.75,16.875,16.6875,10.352042198181152,309200,0.0,
1998-03-09 00:00:00+00:00,16.6875,16.75,16.3125,10.082656860351562,467400,0.0,
1998-03-10 00:00:00+00:00,16.375,16.6875,16.375,10.21734619140625,366800,0.0,
1998-03-11 00:00:00+00:00,16.6875,16.84375,16.6875,10.332796096801758,212000,0.0,
1998-03-12 00:00:00+00:00,16.6875,16.96875,16.5625,10.448253631591797,142200,0.0,
1998-03-13 00:00:00+00:00,16.96875,16.96875,16.25,10.005687713623049,170400,0.0,
1998-03-16 00:00:00+00:00,16.34375,16.46875,16.3125,10.12114143371582,210600,0.0,
1998-03-17 00:00:00+00:00,16.4375,16.75,16.25,10.198107719421388,221800,0.0,
1998-03-18 00:00:00+00:00,16.4375,16.75,16.375,10.178868293762209,147600,0.0,
1998-03-19 00:00:00+00:00,16.40625,16.53125,16.25,10.024938583374023,124200,0.0,
1998-03-20 00:00:00+00:00,16.3125,16.3125,15.375,9.774786949157717,382400,0.0,
1998-03-23 00:00:00+00:00,15.8125,16.0625,15.75,9.890240669250488,506600,0.0,
1998-03-24 00:00:00+00:00,16.0625,16.6875,16.0625,10.27507781982422,302200,0.0,
1998-03-25 00:00:00+00:00,16.6875,17.6875,16.6875,10.659905433654783,744400,0.0,
1998-03-26 00:00:00+00:00,17.46875,18.0,17.4375,10.948529243469238,757600,0.0,
1998-03-27 00:00:00+00:00,17.8125,17.84375,17.4375,10.852325439453123,257200,0.0,
1998-03-30 00:00:00+00:00,17.6875,17.71875,17.0625,10.602180480957031,343800,0.0,
1998-03-31 00:00:00+00:00,17.25,18.125,17.25,11.044742584228516,371000,0.0,
1998-04-01 00:00:00+00:00,18.375,19.125,18.25,11.23715591430664,814400,0.0,
1998-04-02 00:00:00+00:00,18.4375,18.90625,18.40625,11.41033172607422,879200,0.0,
1998-04-03 00:00:00+00:00,18.5625,19.40625,18.5,11.852890968322754,729800,0.0,
1998-04-06 00:00:00+00:00,19.125,19.75,19.0625,11.79517650604248,385200,0.0,
1998-04-07 00:00:00+00:00,18.875,18.9375,18.75,11.56427001953125,302000,0.0,
1998-04-08 00:00:00+00:00,18.96875,18.96875,18.125,11.160198211669922,284000,0.0,
1998-04-09 00:00:00+00:00,18.125,18.25,17.8125,11.1986722946167,247800,0.0,
1998-04-13 00:00:00+00:00,18.125,18.125,17.625,11.00625705718994,204000,0.0,
1998-04-14 00:00:00+00:00,17.875,18.09375,17.8125,11.00625705718994,214400,0.0,
1998-04-15 00:00:00+00:00,17.8125,17.9375,17.5,10.967779159545898,284200,0.0,
1998-04-16 00:00:00+00:00,17.75,18.34375,17.625,11.256403923034668,229400,0.0,
1998-04-17 00:00:00+00:00,18.8125,18.9375,18.75,11.62200164794922,521200,0.0,
1998-04-20 00:00:00+00:00,18.9375,19.0625,18.5,11.660477638244627,256200,0.0,
1998-04-21 00:00:00+00:00,18.9375,18.9375,17.75,11.275646209716797,475600,0.0,
1998-04-22 00:00:00+00:00,18.3125,18.375,17.5,10.852325439453123,698600,0.0,
1998-04-23 00:00:00+00:00,17.5,17.5,16.8125,10.467491149902344,672200,0.0,
1998-04-24 00:00:00+00:00,17.0,17.375,17.0,10.659905433654783,266600,0.0,
1998-04-27 00:00:00+00:00,17.28125,17.78125,17.15625,10.929291725158691,398600,0.0,
1998-04-28 00:00:00+00:00,17.75,18.125,17.46875,10.794604301452637,249600,0.0,
1998-04-29 00:00:00+00:00,17.59375,17.8125,17.59375,10.929291725158691,369200,0.0,
1998-04-30 00:00:00+00:00,17.8125,17.96875,17.625,10.967779159545898,429800,0.0,
1998-05-01 00:00:00+00:00,17.75,17.8125,17.6875,10.8908052444458,118200,0.0,
1998-05-04 00:00:00+00:00,17.625,18.0625,17.625,11.121710777282717,226600,0.0,
1998-05-05 00:00:00+00:00,18.0,18.0,17.8125,11.044742584228516,125800,0.0,
1998-05-06 00:00:00+00:00,17.9375,17.9375,17.25,10.813843727111816,382000,0.0,
1998-05-07 00:00:00+00:00,17.6875,17.8125,17.4375,10.756115913391112,321400,0.0,
1998-05-08 00:00:00+00:00,17.5625,17.8125,17.4375,10.852325439453123,159000,0.0,
1998-05-11 00:00:00+00:00,17.5,17.546875,17.1875,10.659905433654783,247600,0.0,
1998-05-12 00:00:00+00:00,17.15625,17.21875,17.03125,10.602180480957031,221800,0.0,
