date,AP_Open,AP_High,AP_Low,AP_Close,AP_Volume,AP_Dividends,AP_Stock Splits
1973-02-21 00:00:00+00:00,0.0,5.625,5.625,2.2101969718933105,933,0.0,
1973-02-22 00:00:00+00:00,0.0,5.71875,5.625,2.2101969718933105,3067,0.0,
1973-02-23 00:00:00+00:00,0.0,5.625,5.53125,2.2101969718933105,8400,0.0,
1973-02-26 00:00:00+00:00,0.0,5.625,5.4375,2.2101969718933105,2267,0.0,
1973-02-27 00:00:00+00:00,0.0,5.53125,5.53125,2.1733591556549072,533,0.0,
1973-02-28 00:00:00+00:00,0.0,5.4375,5.34375,2.1629185676574707,1733,0.0675,
1973-03-01 00:00:00+00:00,0.0,5.4375,5.34375,2.1256258487701416,267,0.0,
1973-03-02 00:00:00+00:00,0.0,5.34375,5.15625,2.1256258487701416,2667,0.0,
1973-03-05 00:00:00+00:00,0.0,5.4375,5.15625,2.0510425567626958,1733,0.0,
1973-03-06 00:00:00+00:00,0.0,5.15625,5.15625,2.0510425567626958,933,0.0,
1973-03-07 00:00:00+00:00,0.0,5.25,5.25,2.0883352756500244,533,0.0,
1973-03-08 00:00:00+00:00,0.0,5.25,5.15625,2.0510425567626958,3067,0.0,
1973-03-09 00:00:00+00:00,0.0,5.34375,5.25,2.1256258487701416,667,0.0,
1973-03-12 00:00:00+00:00,0.0,5.4375,5.25,2.0883352756500244,933,0.0,
1973-03-13 00:00:00+00:00,0.0,5.15625,5.15625,2.0510425567626958,533,0.0,
1973-03-14 00:00:00+00:00,0.0,5.34375,5.25,2.1256258487701416,1200,0.0,
1973-03-15 00:00:00+00:00,0.0,5.34375,5.25,2.1256258487701416,0,0.0,
1973-03-16 00:00:00+00:00,0.0,5.34375,5.25,2.1256258487701416,667,0.0,
1973-03-19 00:00:00+00:00,0.0,5.34375,5.34375,2.1256258487701416,533,0.0,
1973-03-20 00:00:00+00:00,0.0,5.25,5.25,2.0883352756500244,133,0.0,
1973-03-21 00:00:00+00:00,0.0,5.25,5.25,2.0883352756500244,2800,0.0,
1973-03-22 00:00:00+00:00,0.0,5.25,5.25,2.0883352756500244,1600,0.0,
1973-03-23 00:00:00+00:00,0.0,5.25,5.25,2.0883352756500244,2667,0.0,
1973-03-26 00:00:00+00:00,0.0,5.34375,5.25,2.0883352756500244,2000,0.0,
1973-03-27 00:00:00+00:00,0.0,5.4375,5.34375,2.1629185676574707,667,0.0,
1973-03-28 00:00:00+00:00,0.0,5.34375,5.34375,2.1256258487701416,400,0.0,
1973-03-29 00:00:00+00:00,0.0,5.4375,5.34375,2.1256258487701416,1200,0.0,
1973-03-30 00:00:00+00:00,0.0,5.34375,5.34375,2.1256258487701416,1867,0.0,
1973-04-02 00:00:00+00:00,0.0,5.53125,5.25,2.200209140777588,2400,0.0,
1973-04-03 00:00:00+00:00,0.0,5.34375,5.25,2.0883352756500244,2000,0.0,
1973-04-04 00:00:00+00:00,0.0,5.25,5.25,2.0883352756500244,267,0.0,
1973-04-05 00:00:00+00:00,0.0,5.25,5.25,2.0883352756500244,933,0.0,
1973-04-06 00:00:00+00:00,0.0,5.25,5.15625,2.0510425567626958,933,0.0,
1973-04-09 00:00:00+00:00,0.0,5.25,5.15625,2.0883352756500244,2533,0.0,
1973-04-10 00:00:00+00:00,0.0,5.34375,5.34375,2.1256258487701416,133,0.0,
1973-04-11 00:00:00+00:00,0.0,5.34375,5.34375,2.1256258487701416,400,0.0,
1973-04-12 00:00:00+00:00,0.0,5.25,5.15625,2.0510425567626958,1600,0.0,
1973-04-13 00:00:00+00:00,0.0,5.34375,5.15625,2.1256258487701416,2133,0.0,
1973-04-16 00:00:00+00:00,0.0,5.34375,5.25,2.0883352756500244,267,0.0,
1973-04-17 00:00:00+00:00,0.0,5.15625,5.15625,2.0510425567626958,1333,0.0,
1973-04-18 00:00:00+00:00,0.0,5.53125,5.15625,2.200209140777588,1467,0.0,
1973-04-19 00:00:00+00:00,0.0,5.625,5.53125,2.237501382827759,3067,0.0,
1973-04-23 00:00:00+00:00,0.0,5.8125,5.53125,2.200209140777588,1600,0.0,
1973-04-24 00:00:00+00:00,0.0,5.53125,5.4375,2.1629185676574707,2267,0.0,
1973-04-25 00:00:00+00:00,0.0,5.4375,5.4375,2.1629185676574707,1867,0.0,
1973-04-26 00:00:00+00:00,0.0,5.625,5.4375,2.237501382827759,1200,0.0,
1973-04-27 00:00:00+00:00,0.0,5.53125,5.53125,2.200209140777588,1733,0.0,
1973-04-30 00:00:00+00:00,0.0,5.53125,5.4375,2.200209140777588,6267,0.0,
1973-05-01 00:00:00+00:00,0.0,5.4375,5.4375,2.1629185676574707,5600,0.0,
1973-05-02 00:00:00+00:00,0.0,5.4375,5.4375,2.1629185676574707,1067,0.0,
1973-05-03 00:00:00+00:00,0.0,5.4375,5.34375,2.1629185676574707,2000,0.0,
1973-05-04 00:00:00+00:00,0.0,5.8125,5.4375,2.237501382827759,1733,0.0,
1973-05-07 00:00:00+00:00,0.0,5.53125,5.53125,2.200209140777588,267,0.0,
1973-05-08 00:00:00+00:00,0.0,5.53125,5.4375,2.1629185676574707,1200,0.0,
1973-05-09 00:00:00+00:00,0.0,5.4375,5.34375,2.1256258487701416,800,0.0,
1973-05-10 00:00:00+00:00,0.0,5.4375,5.34375,2.1256258487701416,933,0.0,
1973-05-11 00:00:00+00:00,0.0,5.34375,5.34375,2.1256258487701416,1333,0.0,
1973-05-14 00:00:00+00:00,0.0,5.34375,5.34375,2.1256258487701416,1600,0.0,
1973-05-15 00:00:00+00:00,0.0,5.34375,5.25,2.0883352756500244,533,0.0,
1973-05-16 00:00:00+00:00,0.0,5.25,5.25,2.0883352756500244,1333,0.0,
1973-05-17 00:00:00+00:00,0.0,5.90625,5.25,2.3120851516723637,6000,0.0,
1973-05-18 00:00:00+00:00,0.0,6.0,5.8125,2.3120851516723637,4267,0.0,
1973-05-21 00:00:00+00:00,0.0,5.8125,5.71875,2.2747929096221924,6667,0.0,
1973-05-22 00:00:00+00:00,0.0,5.71875,5.625,2.2747929096221924,1733,0.0,
1973-05-23 00:00:00+00:00,0.0,6.0,5.71875,2.3120851516723637,1467,0.0,
1973-05-24 00:00:00+00:00,0.0,6.1875,6.09375,2.461250305175781,10667,0.0,
1973-05-25 00:00:00+00:00,0.0,6.1875,6.09375,2.42396092414856,2800,0.0,
1973-05-29 00:00:00+00:00,0.0,6.0,6.0,2.3866684436798096,1333,0.0,
1973-05-30 00:00:00+00:00,0.0,6.09375,6.0,2.3866684436798096,1067,0.0,
1973-05-31 00:00:00+00:00,0.0,6.0,6.0,2.3866684436798096,133,0.0,
1973-06-01 00:00:00+00:00,0.0,6.1875,6.0,2.461250305175781,3067,0.0,
1973-06-04 00:00:00+00:00,0.0,6.1875,6.0,2.3866684436798096,4933,0.0,
1973-06-05 00:00:00+00:00,0.0,6.09375,6.0,2.42396092414856,533,0.0,
1973-06-06 00:00:00+00:00,0.0,6.09375,6.0,2.42396092414856,5467,0.0,
