date,PBT_Open,PBT_High,PBT_Low,PBT_Close,PBT_Volume,PBT_Dividends,PBT_Stock Splits
1980-10-24 00:00:00+00:00,0.0,22.0,18.5,0.7733257412910461,147300,0.0,
1980-10-27 00:00:00+00:00,0.0,25.0,22.25,0.8084776401519775,206400,0.0,
1980-10-28 00:00:00+00:00,0.0,22.625,20.875,0.7513557076454163,207400,0.0,
1980-10-29 00:00:00+00:00,0.0,21.5,20.125,0.7162050604820251,159600,0.0,
1980-10-30 00:00:00+00:00,0.0,20.375,19.25,0.6898419857025146,245600,0.0,
1980-10-31 00:00:00+00:00,0.0,21.25,19.75,0.7249926328659058,450200,0.0,
1980-11-03 00:00:00+00:00,0.0,21.375,20.625,0.7381744980812073,220600,0.0,
1980-11-05 00:00:00+00:00,0.0,21.625,21.0,0.7469618320465088,161100,0.0,
1980-11-06 00:00:00+00:00,0.0,20.875,20.0,0.7162050604820251,67000,0.0,
1980-11-07 00:00:00+00:00,0.0,20.75,19.75,0.7205989956855774,37000,0.0,
1980-11-10 00:00:00+00:00,0.0,21.125,20.75,0.7293872833251953,118300,0.0,
1980-11-11 00:00:00+00:00,0.0,21.625,20.75,0.7513557076454163,118300,0.0,
1980-11-12 00:00:00+00:00,0.0,21.875,21.5,0.7689321637153625,93800,0.0,
1980-11-13 00:00:00+00:00,0.0,22.25,20.875,0.782113790512085,235200,0.0,
1980-11-14 00:00:00+00:00,0.0,22.75,21.875,0.7996889352798462,174600,0.0,
1980-11-17 00:00:00+00:00,0.0,22.75,22.125,0.7952947020530701,71600,0.0,
1980-11-18 00:00:00+00:00,0.0,23.75,22.625,0.8172643184661865,165700,0.0,
1980-11-19 00:00:00+00:00,0.0,23.5,22.5,0.8084776401519775,541300,0.0,
1980-11-20 00:00:00+00:00,0.0,23.25,22.75,0.8084776401519775,151400,0.0,
1980-11-21 00:00:00+00:00,0.0,23.25,22.75,0.8040831685066223,105500,0.0,
1980-11-24 00:00:00+00:00,0.0,22.75,22.125,0.7909019589424133,44600,0.0,
1980-11-25 00:00:00+00:00,0.0,24.875,22.5,0.8524155020713806,136000,0.0,
1980-11-26 00:00:00+00:00,0.0,24.375,23.625,0.843628466129303,111600,0.0,
1980-11-28 00:00:00+00:00,0.0,24.25,23.5,0.843628466129303,73200,0.0,
1980-12-01 00:00:00+00:00,0.0,24.0,23.0,0.8084776401519775,59100,0.0,
1980-12-02 00:00:00+00:00,0.0,23.375,22.5,0.8084776401519775,122000,0.0,
1980-12-03 00:00:00+00:00,0.0,23.0,22.625,0.7952947020530701,36900,0.0,
1980-12-04 00:00:00+00:00,0.0,22.875,22.25,0.782113790512085,43600,0.0,
1980-12-05 00:00:00+00:00,0.0,22.0,20.5,0.7557497024536133,97000,0.0,
1980-12-08 00:00:00+00:00,0.0,21.375,19.5,0.7118115425109863,120200,0.0,
1980-12-09 00:00:00+00:00,0.0,20.625,20.0,0.7030231356620789,122500,0.0,
1980-12-10 00:00:00+00:00,0.0,20.25,19.625,0.7030231356620789,40600,0.0,
1980-12-11 00:00:00+00:00,0.0,20.0,19.75,0.7030231356620789,55600,0.0,
1980-12-12 00:00:00+00:00,0.0,20.0,19.625,0.6942360401153564,42900,0.0,
1980-12-15 00:00:00+00:00,0.0,19.75,19.25,0.6766601204872131,81800,0.0,
1980-12-16 00:00:00+00:00,0.0,19.25,18.875,0.6766601204872131,28900,0.0,
1980-12-17 00:00:00+00:00,0.0,19.875,19.0,0.6942360401153564,63600,0.0,
1980-12-18 00:00:00+00:00,0.0,20.25,19.75,0.6986290216445923,90500,0.0,
1980-12-19 00:00:00+00:00,0.0,20.0,19.5,0.6942360401153564,41900,0.0,
1980-12-22 00:00:00+00:00,0.0,20.0,19.125,0.6942360401153564,46800,0.0,
1980-12-23 00:00:00+00:00,0.0,20.375,19.0,0.6722657680511475,81100,0.0,
1980-12-24 00:00:00+00:00,0.0,19.375,18.625,0.6634783744812012,45300,0.0,
1980-12-26 00:00:00+00:00,0.0,19.125,18.625,0.6678724884986877,29500,0.0,
1980-12-29 00:00:00+00:00,0.0,19.625,19.0,0.6722657680511475,63100,0.0,
1980-12-30 00:00:00+00:00,0.0,19.625,19.0,0.6898419857025146,63200,0.0,
1980-12-31 00:00:00+00:00,0.0,20.25,19.75,0.7030231356620789,109300,0.0,
1981-01-02 00:00:00+00:00,0.0,20.75,20.125,0.7074178457260132,21000,0.0,
1981-01-05 00:00:00+00:00,0.0,20.5,20.125,0.7074178457260132,53800,0.0,
1981-01-06 00:00:00+00:00,0.0,20.5,19.5,0.6942360401153564,173700,0.0,
1981-01-07 00:00:00+00:00,0.0,19.25,18.875,0.6678724884986877,127300,0.0,
1981-01-08 00:00:00+00:00,0.0,19.375,18.25,0.6678724884986877,48200,0.0,
1981-01-09 00:00:00+00:00,0.0,19.5,18.625,0.6722657680511475,26300,0.0,
1981-01-12 00:00:00+00:00,0.0,19.875,19.125,0.6810541749000549,30000,0.0,
1981-01-13 00:00:00+00:00,0.0,19.25,18.75,0.6590843796730042,57100,0.0,
1981-01-14 00:00:00+00:00,0.0,19.25,18.75,0.6766601204872131,58100,0.0,
1981-01-15 00:00:00+00:00,0.0,19.125,18.75,0.6634783744812012,48600,0.0,
1981-01-16 00:00:00+00:00,0.0,19.375,18.875,0.6722657680511475,97600,0.0,
1981-01-19 00:00:00+00:00,0.0,19.5,19.0,0.6766601204872131,35400,0.0,
1981-01-20 00:00:00+00:00,0.0,19.875,19.125,0.6722657680511475,35000,0.0,
1981-01-21 00:00:00+00:00,0.0,19.0,18.25,0.650296151638031,76100,0.0,
1981-01-22 00:00:00+00:00,0.0,18.375,17.5,0.6327215433120728,66100,0.0,
1981-01-23 00:00:00+00:00,0.0,18.5,17.625,0.6415086388587952,105200,0.0,
1981-01-26 00:00:00+00:00,0.0,18.125,17.75,0.6239333152770996,40700,0.0,
1981-01-27 00:00:00+00:00,0.0,18.25,17.5,0.6371148228645325,61400,0.0,
1981-01-28 00:00:00+00:00,0.0,19.25,18.75,0.6722657680511475,163300,0.0,
1981-01-29 00:00:00+00:00,0.0,19.75,19.25,0.6810541749000549,79300,0.0,
1981-01-30 00:00:00+00:00,0.0,19.5,19.0,0.6722657680511475,46200,0.0,
