date,TTEC_Open,TTEC_High,TTEC_Low,TTEC_Close,TTEC_Volume,TTEC_Dividends,TTEC_Stock Splits
1996-08-01 00:00:00+00:00,16.25,18.0,15.5,13.987452507019045,3440500,0.0,
1996-08-02 00:00:00+00:00,17.0,18.5,17.0,15.334389686584473,356400,0.0,
1996-08-05 00:00:00+00:00,18.0,20.5,18.0,16.16327667236328,336100,0.0,
1996-08-06 00:00:00+00:00,20.0,20.0,18.5,15.748833656311035,227300,0.0,
1996-08-07 00:00:00+00:00,19.0,19.5,19.0,15.95605754852295,90600,0.0,
1996-08-08 00:00:00+00:00,19.5,19.5,18.75,15.852449417114258,115600,0.0,
1996-08-09 00:00:00+00:00,18.75,19.5,18.75,15.95605754852295,74500,0.0,
1996-08-12 00:00:00+00:00,19.0,19.5,19.0,16.16327667236328,148000,0.0,
1996-08-13 00:00:00+00:00,19.5,19.5,18.25,15.748833656311035,73600,0.0,
1996-08-14 00:00:00+00:00,19.0,19.0,18.0,15.230779647827148,144200,0.0,
1996-08-15 00:00:00+00:00,18.0,18.5,18.0,14.919947624206545,85500,0.0,
1996-08-16 00:00:00+00:00,18.25,20.75,18.0,17.199386596679688,108300,0.0,
1996-08-19 00:00:00+00:00,21.0,21.5,20.0,16.577720642089844,144800,0.0,
1996-08-20 00:00:00+00:00,20.0,20.5,19.5,16.88855743408203,172900,0.0,
1996-08-21 00:00:00+00:00,20.5,20.5,19.75,16.577720642089844,112800,0.0,
1996-08-22 00:00:00+00:00,20.25,23.0,19.75,18.85715675354004,192500,0.0,
1996-08-23 00:00:00+00:00,23.0,26.0,22.375,21.447423934936523,191100,0.0,
1996-08-26 00:00:00+00:00,26.0,27.75,25.25,20.92937660217285,297300,0.0,
1996-08-27 00:00:00+00:00,25.875,25.875,23.25,19.89326477050781,202200,0.0,
1996-08-28 00:00:00+00:00,25.25,25.75,24.625,20.722148895263672,161500,0.0,
1996-08-29 00:00:00+00:00,25.25,27.25,25.0,22.37992286682129,87900,0.0,
1996-08-30 00:00:00+00:00,27.0,27.0,26.25,21.86187171936035,56700,0.0,
1996-09-03 00:00:00+00:00,25.625,27.0,24.875,22.276315689086918,120200,0.0,
1996-09-04 00:00:00+00:00,27.25,27.25,25.25,21.75825881958008,88500,0.0,
1996-09-05 00:00:00+00:00,26.5,26.75,25.75,21.965476989746094,53500,0.0,
1996-09-06 00:00:00+00:00,26.75,26.75,26.0,21.551040649414062,42400,0.0,
1996-09-09 00:00:00+00:00,25.875,27.25,25.875,22.483531951904297,75600,0.0,
1996-09-10 00:00:00+00:00,27.25,29.0,26.5,24.037694931030277,196200,0.0,
1996-09-11 00:00:00+00:00,29.0,29.25,28.5,24.037694931030277,291200,0.0,
1996-09-12 00:00:00+00:00,29.0,29.25,28.5,24.244918823242188,32400,0.0,
1996-09-13 00:00:00+00:00,29.25,31.875,28.75,26.213518142700195,102800,0.0,
1996-09-16 00:00:00+00:00,31.5,33.5,31.375,27.2496280670166,292000,0.0,
1996-09-17 00:00:00+00:00,33.625,33.625,31.75,27.35323905944824,358200,0.0,
1996-09-18 00:00:00+00:00,33.375,35.25,33.0,29.01101303100586,166500,0.0,
1996-09-19 00:00:00+00:00,35.5,40.375,35.125,31.49766731262207,409200,0.0,
1996-09-20 00:00:00+00:00,38.75,40.0,32.125,28.18212890625,635000,0.0,
1996-09-23 00:00:00+00:00,34.125,34.75,30.25,25.281024932861328,216600,0.0,
1996-09-24 00:00:00+00:00,28.75,31.25,28.25,25.7990779876709,220100,0.0,
1996-09-25 00:00:00+00:00,31.25,31.25,30.5,25.384634017944336,88400,0.0,
1996-09-26 00:00:00+00:00,31.0,31.0,30.625,25.695466995239254,178300,0.0,
1996-09-27 00:00:00+00:00,31.75,35.75,31.25,29.11462783813477,197500,0.0,
1996-09-30 00:00:00+00:00,35.5,38.0,35.0,30.254337310791016,326700,0.0,
1996-10-01 00:00:00+00:00,35.75,36.0,33.75,28.90740203857422,235900,0.0,
1996-10-02 00:00:00+00:00,35.25,35.25,34.5,29.21824073791504,98800,0.0,
1996-10-03 00:00:00+00:00,35.25,36.75,34.25,29.943506240844727,97200,0.0,
1996-10-04 00:00:00+00:00,37.0,38.0,36.5,30.254337310791016,103900,0.0,
1996-10-07 00:00:00+00:00,37.25,37.25,34.5,29.736284255981445,63300,0.0,
1996-10-08 00:00:00+00:00,35.75,36.625,34.625,28.70018196105957,96600,0.0,
1996-10-09 00:00:00+00:00,35.25,35.25,31.75,27.14602279663086,169500,0.0,
1996-10-10 00:00:00+00:00,33.0,33.25,30.0,25.07380104064941,184800,0.0,
1996-10-11 00:00:00+00:00,30.625,31.0,28.25,23.830469131469727,321100,0.0,
1996-10-14 00:00:00+00:00,28.25,31.0,28.25,25.695466995239254,499900,0.0,
1996-10-15 00:00:00+00:00,32.0,33.0,31.75,27.2496280670166,264300,0.0,
1996-10-16 00:00:00+00:00,32.875,33.0,32.25,26.938796997070312,151900,0.0,
1996-10-17 00:00:00+00:00,32.5,32.5,31.75,26.627967834472656,34000,0.0,
1996-10-18 00:00:00+00:00,32.5,34.25,31.75,28.18212890625,106300,0.0,
1996-10-21 00:00:00+00:00,33.5,34.25,33.5,27.76767921447754,36200,0.0,
1996-10-22 00:00:00+00:00,34.0,34.0,32.25,26.938796997070312,117900,0.0,
1996-10-23 00:00:00+00:00,32.25,32.75,31.0,26.10991096496582,92400,0.0,
