date,MO_Open,MO_High,MO_Low,MO_Close,MO_Volume,MO_Dividends,MO_Stock Splits
1962-01-02 00:00:00+00:00,0.0,0.1918399930000305,0.1892360001802444,0.0027007148601114,345600,0.0,
1962-01-03 00:00:00+00:00,0.0,0.1861979961395263,0.1848960071802139,0.0026511636096984,1209600,0.0,
1962-01-04 00:00:00+00:00,0.0,0.1875,0.1844619959592819,0.0026697439607232,2592000,0.0,
1962-01-05 00:00:00+00:00,0.0,0.1953130066394806,0.1840279996395111,0.0027007148601114,2937600,0.0,
1962-01-08 00:00:00+00:00,0.0,0.1892360001802444,0.1866320073604583,0.0026821331121027,1382400,0.0,
1962-01-09 00:00:00+00:00,0.0,0.1892360001802444,0.1844619959592819,0.0026325834915041,460800,0.0,
1962-01-10 00:00:00+00:00,0.0,0.1866320073604583,0.180989995598793,0.0026201959699392,4089600,0.0,
1962-01-11 00:00:00+00:00,0.0,0.1831600069999694,0.181424006819725,0.0026139991823583,691200,0.0,
1962-01-12 00:00:00+00:00,0.0,0.1840279996395111,0.1835940033197403,0.0026201959699392,460800,0.0,
1962-01-15 00:00:00+00:00,0.0,0.1840279996395111,0.1822919994592666,0.0026016109623014,633600,0.0,
1962-01-16 00:00:00+00:00,0.0,0.1805559992790222,0.171875,0.0024901097640395,2592000,0.0,
1962-01-17 00:00:00+00:00,0.0,0.1757809966802597,0.171875,0.0024777192156761,1382400,0.0,
1962-01-18 00:00:00+00:00,0.0,0.174913004040718,0.1736110001802444,0.0024777192156761,1094400,0.0,
1962-01-19 00:00:00+00:00,0.0,0.1770830005407333,0.1740449965000152,0.0025272713974118,748800,0.0,
1962-01-22 00:00:00+00:00,0.0,0.1801220029592514,0.1766490042209625,0.0025272713974118,1497600,0.0,
1962-01-23 00:00:00+00:00,0.0,0.1775169968605041,0.1736110001802444,0.002483912743628,576000,0.0,
1962-01-24 00:00:00+00:00,0.0,0.1736110001802444,0.1727429926395416,0.0024777192156761,518400,0.0,
1962-01-25 00:00:00+00:00,0.0,0.1770830005407333,0.1727429926395416,0.0025241747498512,633600,0.0,
1962-01-26 00:00:00+00:00,0.0,0.1770830005407333,0.1753470003604889,0.0025024958886206,230400,0.0,
1962-01-29 00:00:00+00:00,0.0,0.174478992819786,0.1729599982500076,0.0024684278760105,403200,0.0,
1962-01-30 00:00:00+00:00,0.0,0.1762149930000305,0.1729599982500076,0.002514881780371,518400,0.0,
1962-01-31 00:00:00+00:00,0.0,0.1762149930000305,0.1740449965000152,0.002514881780371,1152000,0.0,
1962-02-01 00:00:00+00:00,0.0,0.1777340024709701,0.1762149930000305,0.0025365632027387,979200,0.0,
