date,SRE_Open,SRE_High,SRE_Low,SRE_Close,SRE_Volume,SRE_Dividends,SRE_Stock Splits
1998-06-29 00:00:00+00:00,14.125,14.4375,13.96875,5.553668975830078,12615000,0.0,
1998-06-30 00:00:00+00:00,14.21875,14.21875,13.875,5.407841205596924,3075200,0.0,
1998-07-01 00:00:00+00:00,13.875,14.0,13.5625,5.419992446899414,1186200,0.0,
1998-07-02 00:00:00+00:00,13.875,13.875,13.625,5.383535861968994,1127200,0.0,
1998-07-06 00:00:00+00:00,13.84375,13.84375,13.5625,5.286317825317383,1233600,0.0,
1998-07-07 00:00:00+00:00,13.59375,13.625,13.46875,5.262009143829346,1247000,0.0,
1998-07-08 00:00:00+00:00,13.53125,13.625,13.5,5.298466205596924,784600,0.0,
1998-07-09 00:00:00+00:00,13.5625,13.59375,13.375,5.249859809875488,586200,0.0,
1998-07-10 00:00:00+00:00,13.5,13.5,13.15625,5.249859809875488,768600,0.0,
1998-07-13 00:00:00+00:00,13.375,13.46875,13.15625,5.225551605224609,771000,0.0,
1998-07-14 00:00:00+00:00,13.40625,13.5625,13.25,5.249859809875488,1336800,0.0,
1998-07-15 00:00:00+00:00,13.4375,13.46875,13.28125,5.237704753875732,465600,0.0,
1998-07-16 00:00:00+00:00,13.40625,13.4375,13.25,5.176944255828857,807200,0.0,
1998-07-17 00:00:00+00:00,13.3125,13.3125,13.15625,5.1526384353637695,1087000,0.0,
1998-07-20 00:00:00+00:00,13.15625,13.1875,13.0,5.116182804107666,1084000,0.0,
1998-07-21 00:00:00+00:00,13.09375,13.15625,12.9375,5.055418968200684,437600,0.0,
1998-07-22 00:00:00+00:00,13.03125,13.03125,12.875,5.067572593688965,1013000,0.0,
1998-07-23 00:00:00+00:00,13.03125,13.1875,13.03125,5.116182804107666,892400,0.0,
1998-07-24 00:00:00+00:00,13.0625,13.09375,13.0,5.079721450805664,1031600,0.0,
1998-07-27 00:00:00+00:00,13.0,13.125,12.90625,5.091875553131104,769600,0.0,
1998-07-28 00:00:00+00:00,13.03125,13.09375,12.6875,5.006808280944824,1633800,0.0,
1998-07-29 00:00:00+00:00,12.78125,12.875,12.53125,4.958199977874756,1044400,0.0,
1998-07-30 00:00:00+00:00,12.6875,12.96875,12.65625,5.006808280944824,935800,0.0,
1998-07-31 00:00:00+00:00,12.875,12.875,12.5,4.897436141967773,773600,0.0,
