date,BHE_Open,BHE_High,BHE_Low,BHE_Close,BHE_Volume,BHE_Dividends,BHE_Stock Splits
1990-06-27 00:00:00+00:00,0.0,1.944443941116333,1.8333330154418943,1.6550525426864624,1635300,0.0,
1990-06-28 00:00:00+00:00,1.888888955116272,1.9166669845581052,1.888888955116272,1.631409764289856,139500,0.0,
1990-06-29 00:00:00+00:00,1.9166669845581052,1.9166669845581052,1.805556058883667,1.5604783296585083,361350,0.0,
1990-07-02 00:00:00+00:00,1.8333330154418943,1.861111044883728,1.7777780294418335,1.5604783296585083,226350,0.0,
1990-07-03 00:00:00+00:00,1.8333330154418943,1.8333330154418943,1.7777780294418335,1.5604783296585083,87300,0.0,
1990-07-05 00:00:00+00:00,1.805556058883667,1.805556058883667,1.7777780294418335,1.5368354320526123,50400,0.0,
1990-07-06 00:00:00+00:00,1.805556058883667,1.8333330154418943,1.805556058883667,1.5604783296585083,22950,0.0,
1990-07-09 00:00:00+00:00,1.8333330154418943,1.8333330154418943,1.7777780294418335,1.513191819190979,18450,0.0,
1990-07-10 00:00:00+00:00,1.7777780294418335,1.805556058883667,1.7777780294418335,1.5368354320526123,32850,0.0,
1990-07-11 00:00:00+00:00,1.805556058883667,1.8333330154418943,1.805556058883667,1.5368354320526123,54000,0.0,
1990-07-12 00:00:00+00:00,1.8333330154418943,1.888888955116272,1.8333330154418943,1.5841223001480105,110700,0.0,
1990-07-13 00:00:00+00:00,1.861111044883728,1.861111044883728,1.8333330154418943,1.5604783296585083,38700,0.0,
1990-07-16 00:00:00+00:00,1.8333330154418943,1.888888955116272,1.8333330154418943,1.607765793800354,35100,0.0,
1990-07-17 00:00:00+00:00,1.888888955116272,1.888888955116272,1.8333330154418943,1.5841223001480105,80550,0.0,
1990-07-18 00:00:00+00:00,1.861111044883728,1.861111044883728,1.8333330154418943,1.5604783296585083,29700,0.0,
1990-07-19 00:00:00+00:00,1.8333330154418943,1.8333330154418943,1.805556058883667,1.5604783296585083,28350,0.0,
1990-07-20 00:00:00+00:00,1.8333330154418943,1.861111044883728,1.8333330154418943,1.5841223001480105,28350,0.0,
1990-07-23 00:00:00+00:00,1.8333330154418943,1.8333330154418943,1.7777780294418335,1.5368354320526123,53100,0.0,
1990-07-24 00:00:00+00:00,1.805556058883667,1.8333330154418943,1.75,1.5368354320526123,35100,0.0,
1990-07-25 00:00:00+00:00,1.7777780294418335,1.7777780294418335,1.7777780294418335,1.513191819190979,57600,0.0,
1990-07-26 00:00:00+00:00,1.7777780294418335,1.805556058883667,1.75,1.5368354320526123,99000,0.0,
1990-07-27 00:00:00+00:00,1.805556058883667,1.805556058883667,1.6666669845581057,1.4422601461410522,96750,0.0,
1990-07-30 00:00:00+00:00,1.694443941116333,1.7222219705581665,1.694443941116333,1.4422601461410522,7200,0.0,
1990-07-31 00:00:00+00:00,1.694443941116333,1.7222219705581665,1.638888955116272,1.4422601461410522,249750,0.0,
1990-08-01 00:00:00+00:00,1.694443941116333,1.7222219705581665,1.6666669845581057,1.4186171293258667,15300,0.0,
1990-08-02 00:00:00+00:00,1.6666669845581057,1.694443941116333,1.555556058883667,1.371329426765442,64800,0.0,
1990-08-03 00:00:00+00:00,1.5833330154418943,1.5833330154418943,1.5277780294418335,1.347685933113098,36450,0.0,
1990-08-06 00:00:00+00:00,1.5833330154418943,1.611111044883728,1.4722219705581665,1.371329426765442,43200,0.0,
1990-08-07 00:00:00+00:00,1.611111044883728,1.638888955116272,1.555556058883667,1.3949733972549438,40500,0.0,
1990-08-08 00:00:00+00:00,1.638888955116272,1.638888955116272,1.555556058883667,1.3949733972549438,13050,0.0,
1990-08-09 00:00:00+00:00,1.638888955116272,1.638888955116272,1.638888955116272,1.3949733972549438,0,0.0,
