date,LAD_Open,LAD_High,LAD_Low,LAD_Close,LAD_Volume,LAD_Dividends,LAD_Stock Splits
1996-12-18 00:00:00+00:00,11.5,11.5,10.9375,8.273465156555176,804200,0.0,
1996-12-19 00:00:00+00:00,11.0,11.5,11.0,8.273465156555176,124200,0.0,
1996-12-20 00:00:00+00:00,11.0,11.375,11.0,8.273465156555176,185900,0.0,
1996-12-23 00:00:00+00:00,11.0,11.375,11.0,8.45938777923584,20800,0.0,
1996-12-24 00:00:00+00:00,11.375,11.375,11.0,8.273465156555176,35700,0.0,
1996-12-26 00:00:00+00:00,11.0,11.0,11.0,8.180502891540527,21100,0.0,
1996-12-27 00:00:00+00:00,11.0,11.0,11.0,8.180502891540527,27800,0.0,
1996-12-30 00:00:00+00:00,11.0,11.25,11.0,8.180502891540527,84200,0.0,
1996-12-31 00:00:00+00:00,11.0,11.125,11.0,8.273465156555176,12700,0.0,
1997-01-02 00:00:00+00:00,11.0,11.25,11.0,8.366426467895508,12800,0.0,
1997-01-03 00:00:00+00:00,11.0,11.25,11.0,8.273465156555176,17200,0.0,
1997-01-06 00:00:00+00:00,11.0,11.234375,11.0,8.273465156555176,17200,0.0,
1997-01-07 00:00:00+00:00,11.125,11.25,11.0,8.273465156555176,64100,0.0,
1997-01-08 00:00:00+00:00,11.0,11.125,11.0,8.273465156555176,35800,0.0,
1997-01-09 00:00:00+00:00,11.0,11.25,11.0,8.273465156555176,36300,0.0,
1997-01-10 00:00:00+00:00,11.0,11.25,11.0,8.366426467895508,574900,0.0,
1997-01-13 00:00:00+00:00,11.0,11.75,11.0,8.73826789855957,321400,0.0,
1997-01-14 00:00:00+00:00,11.75,12.375,11.75,9.110108375549316,394800,0.0,
1997-01-15 00:00:00+00:00,12.125,12.5,12.0,9.01715087890625,103300,0.0,
1997-01-16 00:00:00+00:00,12.375,12.5,12.0,9.110108375549316,66200,0.0,
1997-01-17 00:00:00+00:00,12.1875,12.375,12.0,9.2030668258667,5800,0.0,
1997-01-20 00:00:00+00:00,12.375,12.375,12.0,9.01715087890625,62100,0.0,
1997-01-21 00:00:00+00:00,12.0,12.375,12.0,9.110108375549316,44600,0.0,
1997-01-22 00:00:00+00:00,12.25,12.375,12.0,9.01715087890625,30800,0.0,
1997-01-23 00:00:00+00:00,12.0,12.25,12.0,8.924187660217285,89100,0.0,
1997-01-24 00:00:00+00:00,12.25,12.25,12.0,9.01715087890625,50800,0.0,
1997-01-27 00:00:00+00:00,12.125,12.125,11.5,8.73826789855957,22600,0.0,
1997-01-28 00:00:00+00:00,11.5,12.125,11.5,8.924187660217285,67000,0.0,
1997-01-29 00:00:00+00:00,11.875,12.0,11.75,8.831228256225586,57800,0.0,
1997-01-30 00:00:00+00:00,11.875,12.0,11.75,8.831228256225586,11000,0.0,
1997-01-31 00:00:00+00:00,11.75,12.0,11.75,8.924187660217285,62200,0.0,
1997-02-03 00:00:00+00:00,12.0,12.625,11.875,9.296031951904297,47200,0.0,
1997-02-04 00:00:00+00:00,12.125,12.75,12.0,9.481952667236328,31800,0.0,
1997-02-05 00:00:00+00:00,13.0,13.125,12.625,9.481952667236328,22400,0.0,
1997-02-06 00:00:00+00:00,12.875,13.125,12.75,9.62139129638672,115200,0.0,
1997-02-07 00:00:00+00:00,12.875,13.125,12.375,9.2030668258667,7200,0.0,
1997-02-10 00:00:00+00:00,12.375,12.375,12.0,9.2030668258667,4700,0.0,
1997-02-11 00:00:00+00:00,12.375,12.375,12.0,9.2030668258667,500,0.0,
1997-02-12 00:00:00+00:00,12.0,12.375,11.875,9.110108375549316,18800,0.0,
1997-02-13 00:00:00+00:00,12.75,12.75,11.625,8.645306587219238,56100,0.0,
1997-02-14 00:00:00+00:00,12.5,12.5,12.0,8.924187660217285,6700,0.0,
1997-02-18 00:00:00+00:00,11.875,12.0,11.5,8.552350044250488,3000,0.0,
1997-02-19 00:00:00+00:00,11.375,11.875,11.375,8.831228256225586,1200,0.0,
1997-02-20 00:00:00+00:00,11.375,11.75,11.125,8.73826789855957,13900,0.0,
1997-02-21 00:00:00+00:00,11.75,11.75,11.375,8.552350044250488,8600,0.0,
1997-02-24 00:00:00+00:00,11.375,11.75,11.375,8.73826789855957,10700,0.0,
1997-02-25 00:00:00+00:00,11.5,11.5,11.0,8.180502891540527,26000,0.0,
1997-02-26 00:00:00+00:00,10.875,11.0,10.75,8.087546348571777,27800,0.0,
1997-02-27 00:00:00+00:00,10.75,10.875,10.5,7.901626110076904,3300,0.0,
1997-02-28 00:00:00+00:00,10.5,10.875,10.5,8.087546348571777,21400,0.0,
1997-03-03 00:00:00+00:00,10.875,11.25,10.875,8.366426467895508,13800,0.0,
1997-03-04 00:00:00+00:00,11.25,11.5,11.0,8.273465156555176,16600,0.0,
1997-03-05 00:00:00+00:00,11.0625,11.0625,11.0,8.180502891540527,3000,0.0,
1997-03-06 00:00:00+00:00,11.0,11.0,10.875,8.087546348571777,10900,0.0,
1997-03-07 00:00:00+00:00,11.0,11.125,10.625,8.273465156555176,63000,0.0,
1997-03-10 00:00:00+00:00,10.75,10.875,10.75,7.99458646774292,16000,0.0,
1997-03-11 00:00:00+00:00,10.75,11.0,10.75,8.180502891540527,700,0.0,
1997-03-12 00:00:00+00:00,10.875,11.0,10.875,8.180502891540527,24400,0.0,
1997-03-13 00:00:00+00:00,10.75,11.0,10.75,8.180502891540527,85000,0.0,
1997-03-14 00:00:00+00:00,11.0625,11.25,10.875,8.180502891540527,140000,0.0,
1997-03-17 00:00:00+00:00,10.875,11.25,10.875,8.134026527404785,7700,0.0,
1997-03-18 00:00:00+00:00,10.875,10.875,10.875,8.087546348571777,1800,0.0,
1997-03-19 00:00:00+00:00,11.0,11.0,10.875,8.087546348571777,9800,0.0,
1997-03-20 00:00:00+00:00,10.875,11.0625,10.875,8.2269868850708,3100,0.0,
1997-03-21 00:00:00+00:00,10.875,11.0,10.875,8.087546348571777,27000,0.0,
1997-03-24 00:00:00+00:00,10.875,11.0,10.875,8.180502891540527,14900,0.0,
1997-03-25 00:00:00+00:00,10.875,11.0625,10.875,8.180502891540527,21400,0.0,
1997-03-26 00:00:00+00:00,11.125,11.3125,11.125,8.273465156555176,7000,0.0,
1997-03-27 00:00:00+00:00,11.375,11.5,11.25,8.552350044250488,7000,0.0,
1997-03-31 00:00:00+00:00,11.25,11.75,11.25,8.73826789855957,14700,0.0,
1997-04-01 00:00:00+00:00,11.5,11.75,11.5,8.73826789855957,8000,0.0,
1997-04-02 00:00:00+00:00,12.125,12.125,11.625,9.01715087890625,10500,0.0,
1997-04-03 00:00:00+00:00,11.875,12.0,11.875,8.924187660217285,2700,0.0,
1997-04-04 00:00:00+00:00,12.0,12.25,11.75,9.110108375549316,9300,0.0,
1997-04-07 00:00:00+00:00,12.125,12.125,12.125,9.01715087890625,1000,0.0,
1997-04-08 00:00:00+00:00,12.125,12.375,12.125,9.063626289367676,20100,0.0,
1997-04-09 00:00:00+00:00,12.0,12.125,12.0,9.01715087890625,21300,0.0,
1997-04-10 00:00:00+00:00,12.0,12.125,11.75,8.924187660217285,29400,0.0,
1997-04-11 00:00:00+00:00,12.125,12.125,11.875,9.01715087890625,3700,0.0,
1997-04-14 00:00:00+00:00,12.0,12.0,11.875,8.831228256225586,110000,0.0,
1997-04-15 00:00:00+00:00,11.875,12.0,11.875,8.831228256225586,41300,0.0,
1997-04-16 00:00:00+00:00,12.0,12.0,11.875,8.831228256225586,16900,0.0,
1997-04-17 00:00:00+00:00,11.9375,12.0,11.9375,8.924187660217285,6000,0.0,
1997-04-18 00:00:00+00:00,11.9375,11.9375,11.875,8.831228256225586,11000,0.0,
1997-04-21 00:00:00+00:00,11.875,11.875,11.875,8.831228256225586,200,0.0,
1997-04-22 00:00:00+00:00,11.875,11.875,11.875,8.831228256225586,6100,0.0,
1997-04-23 00:00:00+00:00,12.0,12.0,12.0,8.924187660217285,1000,0.0,
1997-04-24 00:00:00+00:00,12.0,12.0,12.0,8.924187660217285,600,0.0,
1997-04-25 00:00:00+00:00,11.75,11.75,11.75,8.73826789855957,1000,0.0,
1997-04-28 00:00:00+00:00,11.625,11.875,11.375,8.552350044250488,6300,0.0,
1997-04-29 00:00:00+00:00,11.5,11.5,11.125,8.273465156555176,2500,0.0,
1997-04-30 00:00:00+00:00,11.25,11.25,11.25,8.366426467895508,7100,0.0,
1997-05-01 00:00:00+00:00,11.0,11.125,10.375,7.715704917907715,17100,0.0,
1997-05-02 00:00:00+00:00,10.0,10.25,9.875,7.3438591957092285,120700,0.0,
1997-05-05 00:00:00+00:00,10.0,10.5,10.0,7.622743129730225,10600,0.0,
1997-05-06 00:00:00+00:00,10.5,10.625,10.5,7.808668613433838,3200,0.0,
1997-05-07 00:00:00+00:00,10.375,10.5,10.0,7.436822891235352,15000,0.0,
1997-05-08 00:00:00+00:00,9.875,9.875,9.875,7.3438591957092285,300,0.0,
1997-05-09 00:00:00+00:00,10.0,10.0,9.875,7.3438591957092285,32900,0.0,
1997-05-12 00:00:00+00:00,10.125,10.125,9.875,7.436822891235352,6800,0.0,
1997-05-13 00:00:00+00:00,10.0,10.0,9.5,7.157942771911621,5200,0.0,
1997-05-14 00:00:00+00:00,9.75,9.75,9.75,7.25090217590332,5000,0.0,
1997-05-15 00:00:00+00:00,9.75,9.75,9.75,7.25090217590332,1000,0.0,
1997-05-16 00:00:00+00:00,9.75,10.25,9.75,7.436822891235352,30000,0.0,
1997-05-19 00:00:00+00:00,10.25,10.5,10.25,7.808668613433838,3300,0.0,
1997-05-20 00:00:00+00:00,10.375,10.5,10.375,7.808668613433838,1000,0.0,
1997-05-21 00:00:00+00:00,10.5,10.5,10.125,7.529784202575684,2500,0.0,
1997-05-22 00:00:00+00:00,10.5,10.5,10.25,7.622743129730225,600,0.0,
1997-05-23 00:00:00+00:00,10.25,10.25,10.25,7.622743129730225,0,0.0,
1997-05-27 00:00:00+00:00,10.625,10.75,10.375,7.99458646774292,6000,0.0,
