date,MATV_Open,MATV_High,MATV_Low,MATV_Close,MATV_Volume,MATV_Dividends,MATV_Stock Splits
1995-11-09 00:00:00+00:00,12.6875,12.9375,12.6875,5.1032023429870605,69400,0.0,
1995-11-10 00:00:00+00:00,12.625,12.625,12.4375,5.002649307250977,60800,0.0,
1995-11-13 00:00:00+00:00,12.375,12.375,12.125,4.876952171325684,30000,0.0,
1995-11-14 00:00:00+00:00,12.125,12.125,11.875,4.776397705078125,81800,0.0,
1995-11-15 00:00:00+00:00,11.875,11.9375,11.875,4.776397705078125,12400,0.0,
1995-11-16 00:00:00+00:00,11.875,11.875,11.875,4.776397705078125,78400,0.0,
1995-11-17 00:00:00+00:00,11.8125,11.8125,11.625,4.675841331481934,26800,0.0,
1995-11-20 00:00:00+00:00,11.5,11.5,11.0625,4.525008201599121,32400,0.0,
1995-11-21 00:00:00+00:00,11.3125,11.8125,11.3125,4.751258850097656,16000,0.0,
1995-11-22 00:00:00+00:00,11.8125,11.875,11.75,4.776397705078125,42600,0.0,
1995-11-24 00:00:00+00:00,11.875,11.875,11.8125,4.776397705078125,7400,0.0,
1995-11-27 00:00:00+00:00,11.875,12.125,11.875,4.826672554016113,43400,0.0,
1995-11-28 00:00:00+00:00,12.0,12.0,12.0,4.826672554016113,27800,0.0,
1995-11-29 00:00:00+00:00,11.75,11.75,11.0,4.449589252471924,393600,0.0,
1995-11-30 00:00:00+00:00,11.0625,11.0625,11.0,4.424452304840088,659400,0.0,
1995-12-01 00:00:00+00:00,11.0,11.125,10.875,4.374175071716309,1157200,0.0,
1995-12-04 00:00:00+00:00,10.8125,10.8125,10.25,4.12278413772583,632800,0.0,
1995-12-05 00:00:00+00:00,10.3125,10.375,10.1875,4.097644805908203,1157000,0.0,
1995-12-06 00:00:00+00:00,10.1875,10.6875,10.1875,4.273618698120117,645200,0.0,
1995-12-07 00:00:00+00:00,10.75,11.0625,10.75,4.399314403533936,763400,0.0,
1995-12-08 00:00:00+00:00,10.875,11.5,10.875,4.600423812866211,955200,0.0,
1995-12-11 00:00:00+00:00,11.4375,11.8125,11.4375,4.675841331481934,814200,0.0,
1995-12-12 00:00:00+00:00,11.625,11.75,11.5,4.625565528869629,1107200,0.0,
1995-12-13 00:00:00+00:00,11.375,11.4375,11.25,4.550145149230957,998800,0.0,
1995-12-14 00:00:00+00:00,11.25,11.375,11.1875,4.499869346618652,603600,0.0,
1995-12-15 00:00:00+00:00,11.25,11.5625,11.125,4.625565528869629,437800,0.0,
1995-12-18 00:00:00+00:00,11.5,11.5,11.125,4.4747314453125,741600,0.0,
1995-12-19 00:00:00+00:00,11.0625,11.125,10.9375,4.449589252471924,452600,0.0,
1995-12-20 00:00:00+00:00,11.0,11.125,10.96875,4.4747314453125,986800,0.0,
1995-12-21 00:00:00+00:00,11.0625,11.25,11.0,4.525008201599121,556200,0.0,
1995-12-22 00:00:00+00:00,11.1875,11.3125,11.1875,4.525008201599121,185200,0.0,
1995-12-26 00:00:00+00:00,11.25,11.375,11.25,4.575284481048584,236200,0.0,
1995-12-27 00:00:00+00:00,11.375,11.625,11.375,4.625565528869629,275000,0.0,
1995-12-28 00:00:00+00:00,11.5,11.5625,11.4375,4.625565528869629,221400,0.0,
1995-12-29 00:00:00+00:00,11.5,11.625,11.4375,4.650702476501465,64200,0.0,
1996-01-02 00:00:00+00:00,11.5,11.6875,11.4375,4.625565528869629,318800,0.0,
1996-01-03 00:00:00+00:00,11.5,11.875,11.5,4.675841331481934,411800,0.0,
1996-01-04 00:00:00+00:00,11.5625,11.5625,11.4375,4.600423812866211,306400,0.0,
1996-01-05 00:00:00+00:00,11.4375,11.8125,11.4375,4.751258850097656,367000,0.0,
1996-01-08 00:00:00+00:00,11.625,11.6875,11.5625,4.650702476501465,33800,0.0,
1996-01-09 00:00:00+00:00,11.5,11.5625,11.375,4.575284481048584,284400,0.0,
1996-01-10 00:00:00+00:00,11.375,11.6875,11.375,4.675841331481934,168200,0.0,
1996-01-11 00:00:00+00:00,11.5625,11.8125,11.5625,4.726118087768555,106400,0.0,
1996-01-12 00:00:00+00:00,11.8125,12.1875,11.8125,4.902091026306152,209200,0.0,
1996-01-15 00:00:00+00:00,12.1875,12.5,12.1875,5.002649307250977,306800,0.0,
1996-01-16 00:00:00+00:00,12.5,12.875,12.5,5.1032023429870605,422400,0.0,
1996-01-17 00:00:00+00:00,12.625,12.625,12.4375,5.027785301208496,289200,0.0,
1996-01-18 00:00:00+00:00,12.4375,12.5,12.375,4.977508544921875,178000,0.0,
1996-01-19 00:00:00+00:00,12.3125,12.3125,12.0,4.826672554016113,192400,0.0,
1996-01-22 00:00:00+00:00,12.0625,12.125,12.0,4.876952171325684,140800,0.0,
1996-01-23 00:00:00+00:00,12.0625,12.3125,12.0625,4.927231311798096,184400,0.0,
1996-01-24 00:00:00+00:00,12.25,12.3125,11.875,4.776397705078125,222800,0.0,
1996-01-25 00:00:00+00:00,11.875,11.9375,11.8125,4.776397705078125,172800,0.0,
1996-01-26 00:00:00+00:00,11.75,11.9375,11.625,4.801536560058594,181400,0.0,
1996-01-29 00:00:00+00:00,12.0,12.0,11.6875,4.700979232788086,120000,0.0,
1996-01-30 00:00:00+00:00,11.625,11.625,11.4375,4.600423812866211,467200,0.0,
1996-01-31 00:00:00+00:00,11.4375,12.4375,11.4375,5.002649307250977,550600,0.0,
1996-02-01 00:00:00+00:00,12.375,13.25,12.3125,5.32945442199707,897400,0.0,
1996-02-02 00:00:00+00:00,13.25,13.75,13.0625,5.430010318756104,483600,0.0,
1996-02-05 00:00:00+00:00,13.375,13.4375,13.3125,5.379732131958008,244400,0.0,
1996-02-06 00:00:00+00:00,13.25,13.375,13.1875,5.354592323303223,85400,0.0,
1996-02-07 00:00:00+00:00,13.3125,13.375,13.125,5.32945442199707,153000,0.0,
1996-02-08 00:00:00+00:00,13.125,13.25,12.84375,5.279178142547607,191000,0.0,
1996-02-09 00:00:00+00:00,13.0625,13.0625,12.8125,5.203758239746094,101000,0.0,
1996-02-12 00:00:00+00:00,12.875,12.9375,12.8125,5.203758239746094,83800,0.0,
1996-02-13 00:00:00+00:00,12.875,13.375,12.875,5.379732131958008,177800,0.0,
1996-02-14 00:00:00+00:00,13.3125,13.375,13.125,5.279178142547607,132400,0.0,
1996-02-15 00:00:00+00:00,13.0625,13.0625,12.875,5.178619861602783,86400,0.0,
1996-02-16 00:00:00+00:00,12.875,13.0,12.75,5.203758239746094,91600,0.0,
1996-02-20 00:00:00+00:00,12.8125,13.0,12.6875,5.203758239746094,134600,0.0,
1996-02-21 00:00:00+00:00,12.875,13.125,12.875,5.254037380218506,100800,0.0,
1996-02-22 00:00:00+00:00,13.0625,13.75,13.0625,5.505422115325928,546400,0.0,
1996-02-23 00:00:00+00:00,14.0,14.25,13.9375,5.681396007537842,498400,0.0,
1996-02-26 00:00:00+00:00,14.125,14.3125,14.125,5.681396007537842,312200,0.0,
1996-02-27 00:00:00+00:00,14.125,14.4375,14.0,5.681396007537842,598800,0.0,
