date,DGRS_Open,DGRS_High,DGRS_Low,DGRS_Close,DGRS_Volume,DGRS_Dividends,DGRS_Stock Splits
2013-07-25 00:00:00+00:00,24.790000915527344,25.030000686645508,24.75,19.5496883392334,49500,0.0,
2013-07-26 00:00:00+00:00,24.920000076293945,24.96999931335449,24.799999237060547,19.48720359802246,14300,0.0,
2013-07-29 00:00:00+00:00,24.959999084472656,25.059999465942383,24.799999237060547,19.432525634765625,23200,0.0,
2013-07-30 00:00:00+00:00,25.01000022888184,25.030000686645508,24.8700008392334,19.48720359802246,24200,0.0,
2013-07-31 00:00:00+00:00,25.229999542236328,25.479999542236328,25.229999542236328,19.807430267333984,50300,0.0,
2013-08-01 00:00:00+00:00,25.700000762939453,25.88999938964844,25.600000381469727,20.22138977050781,90300,0.0,
2013-08-02 00:00:00+00:00,25.799999237060547,25.799999237060547,25.670000076293945,20.112037658691406,14500,0.0,
2013-08-05 00:00:00+00:00,25.799999237060547,25.84000015258789,25.65999984741211,20.18233871459961,100000,0.0,
2013-08-06 00:00:00+00:00,25.76000022888184,25.76000022888184,25.46999931335449,19.9792594909668,19100,0.0,
2013-08-07 00:00:00+00:00,25.3799991607666,25.40999984741211,25.299999237060547,19.815242767333984,5400,0.0,
2013-08-08 00:00:00+00:00,25.6299991607666,25.63999938964844,25.450000762939453,19.9948787689209,6000,0.0,
2013-08-09 00:00:00+00:00,25.51000022888184,25.549999237060547,25.450000762939453,19.908966064453125,2200,0.0,
2013-08-12 00:00:00+00:00,25.350000381469727,25.6200008392334,25.350000381469727,20.0105094909668,7900,0.0,
2013-08-13 00:00:00+00:00,25.63999938964844,25.700000762939453,25.43000030517578,20.065174102783203,7900,0.0,
2013-08-14 00:00:00+00:00,25.65999984741211,25.65999984741211,25.57999992370605,19.9792594909668,6700,0.0,
2013-08-15 00:00:00+00:00,25.549999237060547,25.549999237060547,25.01000022888184,19.573118209838867,13800,0.0,
2013-08-16 00:00:00+00:00,25.030000686645508,25.059999465942383,24.959999084472656,19.55750274658203,4900,0.0,
2013-08-19 00:00:00+00:00,24.979999542236328,25.030000686645508,24.770000457763672,19.34661293029785,5000,0.0,
2013-08-20 00:00:00+00:00,24.780000686645508,25.1299991607666,24.780000686645508,19.627798080444336,4400,0.0,
2013-08-21 00:00:00+00:00,25.06999969482422,25.18000030517578,24.81999969482422,19.479381561279297,11700,0.0,
2013-08-22 00:00:00+00:00,24.950000762939453,31.920000076293945,24.920000076293945,19.729345321655277,5000,0.0,
2013-08-23 00:00:00+00:00,25.31999969482422,25.31999969482422,25.21999931335449,19.77618408203125,4000,0.0,
2013-08-26 00:00:00+00:00,25.32999992370605,25.46999931335449,25.21999931335449,19.717554092407227,5700,0.025,
2013-08-27 00:00:00+00:00,25.06999969482422,25.34000015258789,24.600000381469727,19.25628471374512,8400,0.0,
2013-08-28 00:00:00+00:00,24.63999938964844,24.75,24.63999938964844,19.311010360717773,5900,0.0,
2013-08-29 00:00:00+00:00,24.63999938964844,24.96999931335449,24.63999938964844,19.420454025268555,4400,0.0,
2013-08-30 00:00:00+00:00,24.940000534057617,24.940000534057617,24.450000762939453,19.11556434631348,7900,0.0,
2013-09-03 00:00:00+00:00,25.989999771118164,25.989999771118164,24.530000686645508,19.271907806396484,3800,0.0,
2013-09-04 00:00:00+00:00,24.649999618530277,24.940000534057617,24.649999618530277,19.459545135498047,18200,0.0,
2013-09-05 00:00:00+00:00,24.899999618530277,25.030000686645508,24.899999618530277,19.561182022094727,7100,0.0,
2013-09-06 00:00:00+00:00,24.71999931335449,25.09000015258789,24.68000030517578,19.49082565307617,9100,0.0,
2013-09-09 00:00:00+00:00,25.0,25.32999992370605,25.0,19.78009033203125,8100,0.0,
2013-09-10 00:00:00+00:00,25.489999771118164,25.56999969482422,25.399999618530277,19.983383178710938,17300,0.0,
2013-09-11 00:00:00+00:00,25.520000457763672,25.6299991607666,25.51000022888184,19.94428253173828,14400,0.0,
2013-09-12 00:00:00+00:00,25.6200008392334,25.6200008392334,25.420000076293945,19.873924255371094,8500,0.0,
2013-09-13 00:00:00+00:00,25.440000534057617,25.540000915527344,25.440000534057617,19.967737197875977,1500,0.0,
2013-09-16 00:00:00+00:00,25.84000015258789,25.84000015258789,25.63999938964844,20.04592514038086,16000,0.0,
2013-09-17 00:00:00+00:00,25.68000030517578,25.84000015258789,25.68000030517578,20.202289581298828,9200,0.0,
2013-09-18 00:00:00+00:00,25.700000762939453,26.15999984741211,25.63999938964844,20.397743225097656,8400,0.0,
2013-09-19 00:00:00+00:00,26.13999938964844,26.13999938964844,25.90999984741211,20.31954765319824,48300,0.0,
2013-09-20 00:00:00+00:00,25.96999931335449,25.96999931335449,25.8799991607666,20.23356437683105,5300,0.0,
2013-09-23 00:00:00+00:00,25.809999465942383,25.809999465942383,25.690000534057617,20.120086669921875,800,0.025,
2013-09-24 00:00:00+00:00,25.71999931335449,26.049999237060547,25.71999931335449,20.292261123657227,4200,0.0,
2013-09-25 00:00:00+00:00,25.799999237060547,26.020000457763672,25.790000915527344,20.206165313720703,14000,0.0,
2013-09-26 00:00:00+00:00,25.93000030517578,26.059999465942383,25.82999992370605,20.34702682495117,10800,0.0,
2013-09-27 00:00:00+00:00,26.0,26.0,25.93000030517578,20.323564529418945,11600,0.0,
2013-09-30 00:00:00+00:00,25.61000061035156,26.07999992370605,25.61000061035156,20.3548641204834,4200,0.0,
2013-10-01 00:00:00+00:00,26.280000686645508,26.280000686645508,26.25,20.56614875793457,500,0.0,
2013-10-02 00:00:00+00:00,26.229999542236328,26.26000022888184,26.18000030517578,20.487897872924805,4300,0.0,
2013-10-03 00:00:00+00:00,26.209999084472656,26.209999084472656,25.76000022888184,20.339200973510746,5100,0.0,
2013-10-04 00:00:00+00:00,25.899999618530277,26.13999938964844,25.899999618530277,20.3548641204834,4500,0.0,
2013-10-07 00:00:00+00:00,25.82999992370605,25.82999992370605,25.700000762939453,20.14356231689453,7700,0.0,
2013-10-08 00:00:00+00:00,25.57999992370605,25.57999992370605,25.34000015258789,19.90096092224121,4200,0.0,
2013-10-09 00:00:00+00:00,25.290000915527344,25.40999984741211,25.149999618530277,19.799224853515625,4100,0.0,
2013-10-10 00:00:00+00:00,25.71999931335449,25.989999771118164,25.71999931335449,20.33138465881348,1300,0.0,
2013-10-11 00:00:00+00:00,25.88999938964844,26.34000015258789,25.88999938964844,20.613109588623047,3900,0.0,
2013-10-14 00:00:00+00:00,26.34000015258789,26.540000915527344,26.34000015258789,20.738327026367188,5900,0.0,
2013-10-15 00:00:00+00:00,26.540000915527344,26.540000915527344,26.34000015258789,20.660057067871094,9500,0.0,
2013-10-16 00:00:00+00:00,26.6200008392334,26.75,26.600000381469727,20.933971405029297,20200,0.0,
2013-10-17 00:00:00+00:00,26.670000076293945,26.899999618530277,26.670000076293945,21.051362991333008,24600,0.0,
2013-10-18 00:00:00+00:00,27.11000061035156,27.25,27.059999465942383,21.32525634765625,12900,0.0,
2013-10-21 00:00:00+00:00,27.36000061035156,27.36000061035156,27.190000534057617,21.30567741394043,13000,0.025,
2013-10-22 00:00:00+00:00,27.3799991607666,27.450000762939453,27.229999542236328,21.360496520996094,19100,0.0,
2013-10-23 00:00:00+00:00,27.149999618530277,27.290000915527344,27.07999992370605,21.34483528137207,39600,0.0,
2013-10-24 00:00:00+00:00,27.25,27.420000076293945,27.21999931335449,21.4074821472168,20400,0.0,
2013-10-25 00:00:00+00:00,27.350000381469727,27.350000381469727,27.149999618530277,21.4074821472168,5200,0.0,
2013-10-28 00:00:00+00:00,27.6200008392334,27.6200008392334,27.239999771118164,21.470163345336918,4900,0.0,
2013-10-29 00:00:00+00:00,27.65999984741211,27.670000076293945,27.270000457763672,21.4074821472168,7600,0.0,
2013-10-30 00:00:00+00:00,27.270000457763672,27.270000457763672,26.950000762939453,21.19601249694824,29800,0.0,
2013-10-31 00:00:00+00:00,27.030000686645508,27.200000762939453,27.030000686645508,21.20385360717773,24800,0.0,
2013-11-01 00:00:00+00:00,27.040000915527344,27.18000030517578,26.690000534057617,21.11768341064453,6900,0.0,
2013-11-04 00:00:00+00:00,26.84000015258789,27.290000915527344,26.84000015258789,21.321332931518555,20300,0.0,
2013-11-05 00:00:00+00:00,27.049999237060547,27.280000686645508,26.959999084472656,21.35266494750977,2400,0.0,
2013-11-06 00:00:00+00:00,27.3700008392334,27.3700008392334,26.989999771118164,21.16468048095703,21400,0.0,
2013-11-07 00:00:00+00:00,27.07999992370605,27.170000076293945,26.61000061035156,20.843524932861328,8600,0.0,
2013-11-08 00:00:00+00:00,26.8700008392334,27.0,26.8700008392334,21.14118003845215,13800,0.0,
2013-11-11 00:00:00+00:00,26.82999992370605,27.100000381469727,26.82999992370605,21.227344512939453,2600,0.0,
2013-11-12 00:00:00+00:00,27.06999969482422,27.07999992370605,27.0,21.19601249694824,9400,0.0,
2013-11-13 00:00:00+00:00,26.989999771118164,27.350000381469727,26.989999771118164,21.423171997070312,2100,0.0,
