date,KYN_Open,KYN_High,KYN_Low,KYN_Close,KYN_Volume,KYN_Dividends,KYN_Stock Splits
2004-09-28 00:00:00+00:00,25.0,25.01000022888184,25.0,4.554135322570801,1260800,0.0,
2004-09-29 00:00:00+00:00,25.01000022888184,25.25,25.0,4.599679946899414,157300,0.0,
2004-09-30 00:00:00+00:00,25.25,25.299999237060547,25.049999237060547,4.60878324508667,97100,0.0,
2004-10-01 00:00:00+00:00,25.38999938964844,25.479999542236328,25.200000762939453,4.634288311004639,97700,0.0,
2004-10-04 00:00:00+00:00,25.489999771118164,25.489999771118164,25.18000030517578,4.634288311004639,191100,0.0,
2004-10-05 00:00:00+00:00,25.34000015258789,25.549999237060547,25.25,4.654327869415283,113500,0.0,
2004-10-06 00:00:00+00:00,25.549999237060547,25.729999542236328,25.5,4.676187992095947,149900,0.0,
2004-10-07 00:00:00+00:00,25.670000076293945,25.690000534057617,25.51000022888184,4.679830551147461,130100,0.0,
2004-10-08 00:00:00+00:00,25.690000534057617,25.690000534057617,25.56999969482422,4.670722007751465,53400,0.0,
2004-10-11 00:00:00+00:00,25.63999938964844,25.63999938964844,25.299999237060547,4.654327869415283,82100,0.0,
2004-10-12 00:00:00+00:00,25.549999237060547,25.57999992370605,25.36000061035156,4.639753341674805,94500,0.0,
2004-10-13 00:00:00+00:00,25.450000762939453,25.450000762939453,25.209999084472656,4.599679946899414,86100,0.0,
2004-10-14 00:00:00+00:00,25.190000534057617,25.270000457763672,25.100000381469727,4.588747024536133,54400,0.0,
2004-10-15 00:00:00+00:00,25.200000762939453,25.290000915527344,25.149999618530277,4.603321075439453,45900,0.0,
2004-10-18 00:00:00+00:00,25.270000457763672,25.299999237060547,25.11000061035156,4.599679946899414,68100,0.0,
2004-10-19 00:00:00+00:00,25.1200008392334,25.149999618530277,25.01000022888184,4.566888332366943,145100,0.0,
2004-10-20 00:00:00+00:00,25.100000381469727,25.149999618530277,25.0,4.557781219482422,90200,0.0,
2004-10-21 00:00:00+00:00,25.049999237060547,25.200000762939453,25.0,4.572351932525635,51100,0.0,
2004-10-22 00:00:00+00:00,25.200000762939453,25.239999771118164,25.020000457763672,4.57781982421875,46000,0.0,
2004-10-25 00:00:00+00:00,25.13999938964844,25.13999938964844,25.030000686645508,4.561422824859619,63700,0.0,
2004-10-26 00:00:00+00:00,25.030000686645508,25.100000381469727,25.020000457763672,4.565066337585449,96000,0.0,
2004-10-27 00:00:00+00:00,25.100000381469727,25.190000534057617,25.030000686645508,4.561422824859619,96100,0.0,
2004-10-28 00:00:00+00:00,25.09000015258789,25.100000381469727,25.0,4.554135322570801,79200,0.0,
2004-10-29 00:00:00+00:00,25.07999992370605,25.09000015258789,25.0,4.568709373474121,59600,0.0,
2004-11-01 00:00:00+00:00,25.020000457763672,25.06999969482422,25.0,4.561422824859619,118200,0.0,
2004-11-02 00:00:00+00:00,25.049999237060547,25.059999465942383,25.0,4.555958271026611,192300,0.0,
2004-11-03 00:00:00+00:00,25.059999465942383,25.059999465942383,25.0,4.557781219482422,101200,0.0,
2004-11-04 00:00:00+00:00,25.049999237060547,25.100000381469727,25.0,4.566888332366943,65500,0.0,
2004-11-05 00:00:00+00:00,25.07999992370605,25.100000381469727,25.0,4.557781219482422,86300,0.0,
