date,SMH_Open,SMH_High,SMH_Low,SMH_Close,SMH_Volume,SMH_Dividends,SMH_Stock Splits
2000-06-05 00:00:00+00:00,48.75,50.25,48.15625,42.21778869628906,296800,0.0,
2000-06-06 00:00:00+00:00,49.25,50.125,47.3125,40.47987365722656,445600,0.0,
2000-06-07 00:00:00+00:00,47.875,48.5,46.59375,41.14830780029297,431000,0.0,
2000-06-08 00:00:00+00:00,49.40625,49.4375,47.90625,41.33546829223633,390400,0.0,
2000-06-09 00:00:00+00:00,49.125,49.5,48.53125,42.19105529785156,195000,0.0,
2000-06-12 00:00:00+00:00,49.625,49.625,47.3125,40.560096740722656,112400,0.0,
2000-06-13 00:00:00+00:00,47.5,49.40625,46.65625,42.27125930786133,389000,0.0,
2000-06-14 00:00:00+00:00,49.40625,49.4375,47.28125,40.45314407348633,195000,0.0,
2000-06-15 00:00:00+00:00,47.375,48.34375,46.625,40.80072021484375,217800,0.0,
2000-06-16 00:00:00+00:00,47.75,48.46875,47.28125,41.068092346191406,173800,0.0,
2000-06-19 00:00:00+00:00,48.1875,51.25,47.8125,43.84874725341797,436400,0.0,
2000-06-20 00:00:00+00:00,51.75,52.875,51.5,44.49043655395508,497000,0.0,
2000-06-21 00:00:00+00:00,51.3125,52.59375,51.25,44.67759704589844,371600,0.0,
2000-06-22 00:00:00+00:00,51.75,51.75,49.5,42.45842742919922,782800,0.0,
2000-06-23 00:00:00+00:00,49.6875,50.09375,48.625,41.70978164672852,685800,0.0,
2000-06-26 00:00:00+00:00,49.1875,49.6875,48.1875,41.70978164672852,308000,0.0,
2000-06-27 00:00:00+00:00,49.125,49.21875,47.1875,40.372928619384766,472200,0.0,
2000-06-28 00:00:00+00:00,47.3125,48.5625,47.3125,40.58682632446289,457000,0.0,
2000-06-29 00:00:00+00:00,46.875,47.1875,45.625,39.65103530883789,563600,0.0,
2000-06-30 00:00:00+00:00,46.5,47.40625,46.15625,40.21250915527344,916000,0.0,
2000-07-03 00:00:00+00:00,46.9375,48.125,46.875,41.1215705871582,105200,0.0,
2000-07-05 00:00:00+00:00,45.25,45.78125,44.0625,37.913124084472656,2724400,0.0,
2000-07-06 00:00:00+00:00,44.96875,46.375,44.0625,39.4638671875,2786800,0.0,
2000-07-07 00:00:00+00:00,47.125,48.375,46.90625,40.74724960327149,359800,0.0,
2000-07-10 00:00:00+00:00,47.75,48.34375,47.25,40.69377899169922,187200,0.0,
2000-07-11 00:00:00+00:00,47.5,48.5625,46.28125,40.05208969116211,446400,0.0,
2000-07-12 00:00:00+00:00,47.9375,48.59375,47.21875,41.041351318359375,229200,0.0,
2000-07-13 00:00:00+00:00,49.0,49.96875,48.71875,42.0841064453125,288200,0.0,
2000-07-14 00:00:00+00:00,50.125,50.6875,49.375,43.36748123168945,272800,0.0,
2000-07-17 00:00:00+00:00,50.6875,51.5625,50.0,44.03590393066406,331000,0.0,
2000-07-18 00:00:00+00:00,50.5,50.65625,49.0,42.11084365844727,434800,0.0,
2000-07-19 00:00:00+00:00,49.15625,49.15625,46.875,40.61356735229492,745000,0.0,
2000-07-20 00:00:00+00:00,47.71875,48.65625,46.34375,39.97187042236328,544400,0.0,
2000-07-21 00:00:00+00:00,46.03125,46.25,44.375,38.340919494628906,1251400,0.0,
2000-07-24 00:00:00+00:00,44.5,46.375,44.25,38.18049240112305,2472800,0.0,
2000-07-25 00:00:00+00:00,46.3125,46.46875,45.15625,39.70450592041016,548600,0.0,
2000-07-26 00:00:00+00:00,44.625,45.0625,43.28125,37.96659851074219,1001600,0.0,
2000-07-27 00:00:00+00:00,42.6875,42.6875,41.0,35.373104095458984,1052800,0.0,
2000-07-28 00:00:00+00:00,41.9375,42.5,40.125,35.05226135253906,2704800,0.0,
2000-07-31 00:00:00+00:00,41.40625,42.6875,40.46875,36.20195007324219,429600,0.0,
2000-08-01 00:00:00+00:00,42.1875,42.1875,40.6875,34.99878692626953,1313600,0.0,
2000-08-02 00:00:00+00:00,40.90625,42.25,40.1875,34.651206970214844,604000,0.0,
2000-08-03 00:00:00+00:00,37.625,40.4375,37.625,34.59772872924805,2842000,0.0,
2000-08-04 00:00:00+00:00,41.4375,41.4375,38.75,33.66193771362305,1529600,0.0,
2000-08-07 00:00:00+00:00,39.25,40.8125,38.84375,34.651206970214844,550800,0.0,
2000-08-08 00:00:00+00:00,40.625,41.0625,40.25,34.67794418334961,412600,0.0,
2000-08-09 00:00:00+00:00,42.125,42.5625,41.5625,35.69395065307617,719800,0.0,
2000-08-10 00:00:00+00:00,41.5625,41.96875,40.5625,34.8383674621582,1133200,0.0,
2000-08-11 00:00:00+00:00,40.6875,41.53125,39.40625,35.373104095458984,632200,0.0,
2000-08-14 00:00:00+00:00,42.1875,44.0,41.5,37.5388069152832,1006000,0.0,
2000-08-15 00:00:00+00:00,44.25,45.75,44.25,38.76871490478516,1997200,0.0,
2000-08-16 00:00:00+00:00,46.25,47.0,46.03125,39.89166641235352,1496800,0.0,
2000-08-17 00:00:00+00:00,46.5,47.875,46.15625,40.66704559326172,745200,0.0,
2000-08-18 00:00:00+00:00,48.75,49.40625,48.1875,41.68305206298828,1050600,0.0,
2000-08-21 00:00:00+00:00,49.09375,49.375,47.125,40.64030456542969,1581200,0.0,
2000-08-22 00:00:00+00:00,48.0,48.6875,47.59375,41.041351318359375,936600,0.0,
2000-08-23 00:00:00+00:00,47.5,49.875,47.125,42.67231369018555,889400,0.0,
2000-08-24 00:00:00+00:00,49.5625,49.96875,49.03125,42.45842742919922,2990800,0.0,
2000-08-25 00:00:00+00:00,49.5,49.9375,48.59375,41.92367935180664,602600,0.0,
2000-08-28 00:00:00+00:00,48.875,49.78125,48.71875,42.1375732421875,424400,0.0,
